B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage
S10001	1	0	0	0	0	0
S10006	1	0	0	0	0	0
S1001	1	0	0	0	0	0
S10010	1	0	0	0	0	0
S10011	1	0	0	0	0	0
S10014	1	0	0	0	0	0
S10026	1	0	0	0	0	0
S10032	1	0	0	0	0	0
S10036	1	0	0	0	0	0
S10042	1	0	0	0	0	0
S10044	1	0	0	0	0	0
S10049	1	0	0	0	0	0
S10057	1	0	0	0	0	0
S10062	1	0	0	0	0	0
S10066	1	0	0	0	0	0
S10067	1	0	0	0	0	0
S1007	1	0	0	0	0	0
S10073	1	0	0	0	0	0
S10077	1	0	0	0	0	0
S10080	1	0	0	0	0	0
S10082	1	0	0	0	0	0
S10087	1	0	0	0	0	0
S10089	1	0	0	0	0	0
S1009	1	0	0	0	0	0
S10090	1	0	0	0	0	0
S10093	1	0	0	0	0	0
S10094	1	0	0	0	0	0
S1010	1	0	0	0	0	0
S10111	1	0	0	0	0	0
S10116	1	0	0	0	0	0
S10119	1	0	0	0	0	0
S10121	1	0	0	0	0	0
S10130	1	0	0	0	0	0
S10140	1	0	0	0	0	0
S10142	1	0	0	0	0	0
S10150	1	0	0	0	0	0
S10155	1	0	0	0	0	0
S1016	1	0	0	0	0	0
S10163	1	0	0	0	0	0
S10167	1	0	0	0	0	0
S10168	1	0	0	0	0	0
S10173	1	0	0	0	0	0
S10175	1	0	0	0	0	0
S10179	1	0	0	0	0	0
S10186	1	0	0	0	0	0
S1019	1	0	0	0	0	0
S10190	1	0	0	0	0	0
S10195	1	0	0	0	0	0
S10196	1	0	0	0	0	0
S10200	1	0	0	0	0	0
S10201	1	0	0	0	0	0
S10202	1	0	0	0	0	0
S10205	1	0	0	0	0	0
S10211	1	0	0	0	0	0
S10221	1	0	0	0	0	0
S10222	1	0	0	0	0	0
S10226	1	0	0	0	0	0
S10227	1	0	0	0	0	0
S10228	1	0	0	0	0	0
S10232	1	0	0	0	0	0
S10248	1	0	0	0	0	0
S10249	1	0	0	0	0	0
S1025	1	0	0	0	0	0
S10266	1	0	0	0	0	0
S10269	1	0	0	0	0	0
S10272	1	0	0	0	0	0
S10273	1	0	0	0	0	0
S10274	1	0	0	0	0	0
S1028	1	0	0	0	0	0
S10280	1	0	0	0	0	0
S10283	1	0	0	0	0	0
S1029	1	0	0	0	0	0
S10292	1	0	0	0	0	0
S10294	1	0	0	0	0	0
S10302	1	0	0	0	0	0
S10303	1	0	0	0	0	0
S10323	1	0	0	0	0	0
S10326	1	0	0	0	0	0
S10328	1	0	0	0	0	0
S10329	1	0	0	0	0	0
S10336	1	0	0	0	0	0
S10340	1	0	0	0	0	0
S10347	1	0	0	0	0	0
S10353	1	0	0	0	0	0
S10356	1	0	0	0	0	0
S10358	1	0	0	0	0	0
S10365	1	0	0	0	0	0
S1037	1	0	0	0	0	0
S10373	1	0	0	0	0	0
S10374	1	0	0	0	0	0
S10375	1	0	0	0	0	0
S10377	1	0	0	0	0	0
S10378	1	0	0	0	0	0
S10390	1	0	0	0	0	0
S10391	1	0	0	0	0	0
S10393	1	0	0	0	0	0
S10400	1	0	0	0	0	0
S10401	1	0	0	0	0	0
S10406	1	0	0	0	0	0
S10408	1	0	0	0	0	0
S10409	1	0	0	0	0	0
S10418	1	0	0	0	0	0
S10431	1	0	0	0	0	0
S10438	1	0	0	0	0	0
S10439	1	0	0	0	0	0
S10441	1	0	0	0	0	0
S10442	1	0	0	0	0	0
S1046	1	0	0	0	0	0
S10478	1	0	0	0	0	0
S10480	1	0	0	0	0	0
S10484	1	0	0	0	0	0
S10492	1	0	0	0	0	0
S10496	1	0	0	0	0	0
S10510	1	0	0	0	0	0
S10513	1	0	0	0	0	0
S10516	1	0	0	0	0	0
S10534	1	0	0	0	0	0
S10535	1	0	0	0	0	0
S10537	1	0	0	0	0	0
S1054	1	0	0	0	0	0
S10543	1	0	0	0	0	0
S10546	1	0	0	0	0	0
S1055	1	0	0	0	0	0
S10551	1	0	0	0	0	0
S10552	1	0	0	0	0	0
S10555	1	0	0	0	0	0
S10559	1	0	0	0	0	0
S1056	1	0	0	0	0	0
S10563	1	0	0	0	0	0
S10574	1	0	0	0	0	0
S10576	1	0	0	0	0	0
S10578	1	0	0	0	0	0
S10579	1	0	0	0	0	0
S10582	1	0	0	0	0	0
S1059	1	0	0	0	0	0
S10599	1	0	0	0	0	0
S10611	1	0	0	0	0	0
S10614	1	0	0	0	0	0
S10624	1	0	0	0	0	0
S10632	1	0	0	0	0	0
S10634	1	0	0	0	0	0
S10638	1	0	0	0	0	0
S10644	1	0	0	0	0	0
S10649	1	0	0	0	0	0
S10652	1	0	0	0	0	0
S10654	1	0	0	0	0	0
S10655	1	0	0	0	0	0
S10656	1	0	0	0	0	0
S10657	1	0	0	0	0	0
S10658	1	0	0	0	0	0
S10660	1	0	0	0	0	0
S10661	1	0	0	0	0	0
S10676	1	0	0	0	0	0
S1068	1	0	0	0	0	0
S10681	1	0	0	0	0	0
S10686	1	0	0	0	0	0
S10688	1	0	0	0	0	0
S10690	1	0	0	0	0	0
S10698	1	0	0	0	0	0
S107	1	0	0	0	0	0
S10703	1	0	0	0	0	0
S10726	1	0	0	0	0	0
S10729	1	0	0	0	0	0
S10733	1	0	0	0	0	0
S10734	1	0	0	0	0	0
S10735	1	0	0	0	0	0
S10740	1	0	0	0	0	0
S10745	1	0	0	0	0	0
S10748	1	0	0	0	0	0
S10753	1	0	0	0	0	0
S10756	1	0	0	0	0	0
S10757	1	0	0	0	0	0
S1076	1	0	0	0	0	0
S10764	1	0	0	0	0	0
S10767	1	0	0	0	0	0
S10776	1	0	0	0	0	0
S10778	1	0	0	0	0	0
S10784	1	0	0	0	0	0
S10787	1	0	0	0	0	0
S10800	1	0	0	0	0	0
S10805	1	0	0	0	0	0
S10813	1	0	0	0	0	0
S10814	1	0	0	0	0	0
S10815	1	0	0	0	0	0
S10817	1	0	0	0	0	0
S1083	1	0	0	0	0	0
S10835	1	0	0	0	0	0
S10838	1	0	0	0	0	0
S10844	1	0	0	0	0	0
S10845	1	0	0	0	0	0
S10846	1	0	0	0	0	0
S10853	1	0	0	0	0	0
S10854	1	0	0	0	0	0
S10865	1	0	0	0	0	0
S10866	1	0	0	0	0	0
S10869	1	0	0	0	0	0
S10873	1	0	0	0	0	0
S10876	1	0	0	0	0	0
S10883	1	0	0	0	0	0
S10885	1	0	0	0	0	0
S10893	1	0	0	0	0	0
S10895	1	0	0	0	0	0
S10902	1	0	0	0	0	0
S10903	1	0	0	0	0	0
S1092	1	0	0	0	0	0
S10925	1	0	0	0	0	0
S10927	1	0	0	0	0	0
S10936	1	0	0	0	0	0
S10945	1	0	0	0	0	0
S10947	1	0	0	0	0	0
S10949	1	0	0	0	0	0
S1095	1	0	0	0	0	0
S10961	1	0	0	0	0	0
S10969	1	0	0	0	0	0
S10972	1	0	0	0	0	0
S10973	1	0	0	0	0	0
S10978	1	0	0	0	0	0
S10979	1	0	0	0	0	0
S10986	1	0	0	0	0	0
S10989	1	0	0	0	0	0
S10995	1	0	0	0	0	0
S11005	1	0	0	0	0	0
S11008	1	0	0	0	0	0
S11010	1	0	0	0	0	0
S11013	1	0	0	0	0	0
S11016	1	0	0	0	0	0
S11017	1	0	0	0	0	0
S11020	1	0	0	0	0	0
