B_cells,T_cells_.CD4..,T_cells_.CD8..,Endothelial_cells,Fibroblasts,Macrophage
mix_1,0,0.222094265470963,0.189823807654946,0.0844559620615126,0.175224545613928,0.32840141919865
mix_2,0,0.197675682439506,0.178596810912778,0.169410329481567,0.169173291861381,0.285143885304769
mix_3,0,0.15280571859814,0.125113798521227,0.101965008697271,0.329194225629044,0.290921248554318
mix_4,0,0.303681643242903,0.171068574892738,0,0.238316242365236,0.286933539499123
mix_5,0,0.221421879685858,0.173382295601088,0.00360128079403502,0.318182189388167,0.283412354530852
mix_6,0,0.274269152111984,0.180360899668443,0.0209788813139786,0.246466396481507,0.277924670424087
mix_7,0,0.187458161951769,0.161809414286992,0.0324174323065138,0.341711378321933,0.276603613132793
mix_8,0,0.168277163882018,0.167564122980376,0.107407139856051,0.28250557509303,0.274245998188524
mix_9,0,0.321668129148477,0.192679699614872,0,0.188394291897865,0.297257879338786
mix_10,0,0.289017036783364,0.12553217482596,0.058580539091452,0.1973421037455,0.329528145553725
mix_11,0,0.261293156604653,0.19768543837537,0.107250687206942,0.0823438672627696,0.351426850550266
mix_12,0,0.257491229848901,0.155045722452448,0.00107066677124899,0.304079056224903,0.282313324702499
mix_13,0,0.339395698692735,0.120550653460289,0.0884037948288198,0.159594283187926,0.29205556983023
mix_14,0,0.336819210190433,0.161847821576749,0.014486374212667,0.147474870065923,0.339371723954228
mix_15,0,0.213702893564184,0.163953688622255,0.0696145453306801,0.280356391262511,0.272372481220369
mix_16,0,0.124874870072734,0.132055637847562,0.114901909333509,0.381518575447372,0.246649007298823
mix_17,0,0.151774337556394,0.119762073501257,0.111876642853213,0.372661381685369,0.243925564403767
mix_18,0,0.317884371228311,0.0966988294876622,0.134323069389076,0.126561245738262,0.324532484156689
mix_19,0,0.150103119033172,0.121086885628498,0.123957700529964,0.316878684070133,0.287973610738233
mix_20,0,0.277166363451218,0.165693650091457,0.117158307748433,0.159645166336832,0.28033651237206
mix_21,0,0.23371976888426,0.108424009008838,0.0835601950959184,0.320057858927467,0.254238168083516
mix_22,0,0.285473730628105,0.17261171625015,0,0.186420205534215,0.35549434758753
mix_23,0,0.30601107164362,0.166089010997406,0.0981186474666679,0.108348914186779,0.321432355705526
mix_24,0,0.233694024396977,0.15792944668834,0.0313192589487984,0.316793968021376,0.260263301944509
mix_25,0,0.332056421992133,0.172702313005005,0.0409253558709125,0.159779644357863,0.294536264774086
mix_26,0,0.225939700188284,0.0935210269285891,0.0944422313997119,0.303074042509385,0.28302299897403
mix_27,0,0.270686887647908,0.188070175430838,0.0714141842587682,0.150090202346401,0.319738550316085
mix_28,0,0.268496668707928,0.165251267497,0.0520439997647562,0.233435737636114,0.280772326394202
mix_29,0,0.240898527298405,0.187725133059053,0.0769455315321012,0.162525764638229,0.331905043472212
mix_30,0,0.311271038928966,0.166418510053927,0.0192138250774346,0.207982965251649,0.295113660688023
mix_31,0,0.283042789196385,0.144296786311103,0.0675374661673572,0.188585409378283,0.316537548946872
mix_32,0,0.366316674392077,0.159950196295546,0,0.106196665152141,0.367536464160236
mix_33,0,0.291634369931315,0.108812118530132,0.0892017668902969,0.196139534006851,0.314212210641404
mix_34,0,0.207039477811886,0.10124765524352,0.150213816264171,0.218162717422256,0.323336333258167
mix_35,0,0.270315795079463,0.167284284404418,0.00983535486190069,0.248918285381075,0.303646280273144
mix_36,0,0.252855699219992,0.156820274633555,0.0147243259388475,0.25830962037178,0.317290079835825
mix_37,0,0.17819311290017,0.130294091426254,0.0851695403128605,0.343739327279569,0.262603928081146
mix_38,0,0.180177386001344,0.150383694660119,0.0740408587257183,0.309465462082486,0.285932598530333
mix_39,0,0.263550108254321,0.176266027133485,0.057863501495744,0.217884693775443,0.284435669341007
mix_40,0,0.275919351319142,0.14405510895764,0.00207752627907885,0.251665660709638,0.326282352734501
mix_41,0,0.21862736197886,0.102304913932753,0.102383258504837,0.266673086219318,0.310011379364233
mix_42,0,0.382416854551056,0.148748343740088,0.0373447522105915,0.10489234698277,0.326597702515495
mix_43,0,0.247176677416706,0.108264313846747,0.0983061914620707,0.237596896503642,0.308655920770834
mix_44,0,0.283779334312292,0.16851694701921,0.123733929358004,0.108447050570634,0.31552273873986
mix_45,0,0.214341211452765,0.185016169818063,0.0333789339607774,0.262710453482511,0.304553231285884
mix_46,0,0.248682292371583,0.116550454951039,0.0516480415091478,0.251310214309486,0.331808996858744
mix_47,0,0.0762763964011509,0.108979962433904,0.20220382628396,0.393192734397274,0.219347080483711
mix_48,0,0.334283813937221,0.123414802792061,0.0795072908035394,0.125508179389269,0.337285913077911
mix_49,0,0.285535668301802,0.16554369509127,0,0.139997857023539,0.40892277958339
mix_50,0,0.264852678488224,0.181342248804916,0.0233693396096791,0.230824799134308,0.299610933962873
mix_51,0,0.194442674618713,0.10302077564663,0.0945826721078555,0.328601383961025,0.279352493665778
mix_52,0,0.221022608155547,0.113319419342973,0.10315990834664,0.261834651575263,0.300663412579577
mix_53,0,0.239176207418887,0.132219089457183,0.148594696746955,0.157891084812739,0.322118921564236
mix_54,0,0.27829044927709,0.140362526779576,0.0473066810008344,0.242808388392401,0.291231954550099
mix_55,0,0.278649309663815,0.0940130402144949,0.110021680156391,0.236428334922103,0.280887635043196
mix_56,0,0.328893368763849,0.138911075181758,0.0197581262761734,0.191858490533113,0.320578939245107
mix_57,0,0.304145067211729,0.185462733140554,0,0.204500581390564,0.305891618257153
mix_58,0,0.238369248848153,0.155134450311265,0.0520360611768354,0.282341201466411,0.272119038197336
mix_59,0,0.194902899396213,0.127954755924898,0.0935702844631869,0.267474081074983,0.31609797914072
mix_60,0,0.288672412270175,0.113347701015148,0.0905309308373509,0.21055766816372,0.296891287713606
mix_61,0,0.242162199671562,0.160890771929073,0.00542491033920121,0.296934792177273,0.29458732588289
mix_62,0,0.191828766017143,0.127357824421053,0.0758498067212264,0.311396759622608,0.29356684321797
mix_63,0,0.260729358897594,0.151513763277968,0.0282411956652764,0.280003367754225,0.279512314404936
mix_64,0,0.0960530139273435,0.122255652614155,0.185830338831625,0.35916207695016,0.236698917676718
mix_65,0,0.199132117904118,0.112134365368596,0.114369905286017,0.271992952770252,0.302370658671017
mix_66,0,0.206082563248556,0.15800952559234,0.123196947593687,0.182328861781997,0.33038210178342
mix_67,0,0.223244488013927,0.181581857315,0.0564421009674481,0.224376098297625,0.314355455406
mix_68,0,0.218367622371072,0.135067274125436,0.0851164280063075,0.291804576581042,0.269644098916143
mix_69,0,0.286386105118231,0.159190766532767,0.0406528755612254,0.238699359405266,0.275070893382511
mix_70,0,0.203719587546199,0.105380864970269,0.0789691528168582,0.346018730282286,0.265911664384388
mix_71,0,0.202141272530468,0.135563351411371,0.098520910961338,0.284329345084244,0.27944512001258
mix_72,0,0.17482749490717,0.137225150777265,0.0703672483468008,0.333574598823685,0.28400550714508
mix_73,0,0.200079033899691,0.121384366441309,0.0315312154497434,0.400916648041884,0.246088736167372
mix_74,0,0.367022641136411,0.161679380282522,0.0678506526278129,0.085844401066927,0.317602924886327
mix_75,0,0.287382908649405,0.126085732053953,0.0717715685264085,0.212275322792158,0.302484467978075
mix_76,0,0.182494190248666,0.172613865547303,0.0120475177079669,0.323323864776869,0.309520561719194
mix_77,0,0.286793083263651,0.161529616252066,0.035117192952613,0.212716514200146,0.303843593331525
mix_78,0,0.232546047648769,0.123734486200626,0.0935154043575125,0.281702035318337,0.268502026474756
mix_79,0,0.158645805334227,0.12923998416272,0.0762489464101494,0.338034155913599,0.297831108179305
mix_80,0,0.277533661025992,0.118341514446622,0.0973618734862964,0.171803344739952,0.334959606301137
mix_81,0,0.183253476903021,0.11071252630672,0.202312895977842,0.161423169772302,0.342297931040115
mix_82,0,0.0769565090700761,0.11599458981529,0.107642899682206,0.442428529048725,0.256977472383702
mix_83,0,0.242350507908689,0.117419809882365,0.0143998840189789,0.369363536280906,0.256466261909061
mix_84,0,0.201369227879031,0.156472096730966,0.0518814307397215,0.306416558432951,0.28386068621733
mix_85,0,0.171266570913604,0.123248128304788,0.104317233364549,0.30030132933652,0.300866738080538
mix_86,0,0.250320111380473,0.161193598400205,0.0198115853468922,0.29472090021265,0.27395380465978
mix_87,0,0.376348561745133,0.191405180115697,0,0.0712204416814741,0.361025816457696
mix_88,0,0.302115948680915,0.155983798935049,0.0474747278021776,0.166569026503059,0.327856498078799
mix_89,0,0.154855314856783,0.117864554422437,0.190700255923139,0.236411162681645,0.300168712115996
mix_90,0,0.331091984458955,0.196222079847349,0,0.148686264039871,0.323999671653825
mix_91,0,0.264265931206641,0.164017907142657,0.00591117065447601,0.255089812561823,0.310715178434403
mix_92,0,0.289414820787997,0.148717523866654,0.0820665332423647,0.189401270249195,0.29039985185379
mix_93,0,0.139917096976276,0.125289305451272,0.0309144156888123,0.480232090231999,0.223647091651641
mix_94,0,0.327790108190156,0.172697976112028,0,0.187678193361675,0.311833722336141
mix_95,0,0.313180119896244,0.144112944890161,0.0480389455353516,0.20346353952048,0.291204450157763
mix_96,0,0.260714540197051,0.14050258097515,0.109909682336174,0.162111491984065,0.326761704507561
mix_97,0,0.340042703354522,0.17052054814785,0,0.129179141444816,0.360257607052813
mix_98,0,0.31783135005435,0.129301067869321,0.00622906158814525,0.215798626634512,0.330839893853672
mix_99,0,0.116736586553318,0.145116893699534,0.0383446610057757,0.416455299974624,0.283346558766748
mix_100,0,0.258585191832757,0.147913891634711,0,0.313004599346224,0.280496317186308
