CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
average.mix_1	0	0	0.0012011376301659	3.17422545223294e-06	0.00193968904230718	0	0	0
average.mix_2	0	0	0.00202916581523935	0	0.00339129409890011	0	0	0
average.mix_3	0.000248480328363957	0.000257412413459527	0	0.000235138629782566	0	0.000369768645442519	0.00180600019759269	0.000331870479176344
average.mix_4	0.000101483838256208	4.03425355624887e-05	0	0.000125209570370874	0	7.27040664887854e-05	0	0.000123085303882841
average.mix_5	0.00010137764898448	4.98680828038135e-05	0	0.000207050227509686	0	0.000117792354772846	0	0.000174108079592447
average.mix_6	0	0	0	5.51677151034767e-05	0	0	0	7.29023960662974e-06
average.mix_7	0.000245367540247895	0.000222558838876856	0	0.000191985482188977	0	0.000240719257601851	0.0013182356630138	0.000247991260690706
average.mix_8	0	0	0	0	0	0	0	0
average.mix_9	0	0	0	0.00015678856889868	0	0	0	2.95472928215763e-05
average.mix_10	0.000236831266704207	0.000200719147201553	0	6.67510733049976e-05	0	0.000175841687159581	0.00116131154555586	0.000176156445488933
average.mix_11	0	0	0.0019140837276857	0	0.00311787441395029	0	0	0
average.mix_12	0	0	0.000535101282476156	1.90180181359002e-05	0.000774334356122343	0	0	0
average.mix_13	0.000268418820231174	0.000225536780692411	0	0.000171769321331769	0	0.00018073622146629	0.00102382414825348	0.000207638512085023
average.mix_14	0.00025577208183465	0.000214884517532963	0	8.23856450798599e-05	0	0.000175800304097029	0.00107512659264922	0.000180413125210973
average.mix_15	0.000288768016709058	0.000287564890157909	0	0.000413611638501261	0	0.000341777581698435	0.00180778933430445	0.000380735325561218
average.mix_16	0.000187203681192227	0.00016750147541124	0	0.000144063638019139	0	0.000237186384714038	0.0013592273890021	0.000225242500917503
average.mix_17	0.000466691261299695	0.000460084788317975	0	9.4756402707832e-05	0	0.000392134142605882	0.00309481166512492	0.000284075672674807
average.mix_18	0	0	0.00176867377680414	0	0.00259133437587034	0	0	0
average.mix_19	3.17576108078828e-05	0	0	3.27040827879199e-05	0	0	0	0
average.mix_20	0.000316837828038345	0.000377644643101106	0	0.000406422673118495	0	0.000600851542782749	0.0038928790002251	0.000511082067463225
average.mix_21	0.00022334404091284	0.000204143574566922	0	0.000143885086075312	0	0.000246087810328645	0.00136647254274232	0.000236592632885312
average.mix_22	4.97884465526846e-05	0	0	0.000177822103103861	0	0	0	7.71187679224819e-05
average.mix_23	7.70478351814495e-05	0	0	9.77472912721761e-06	0	0	0	9.67810495261356e-06
average.mix_24	0	0	0.00184708803584917	0	0.00303499156651007	0	0	0
average.mix_25	0	0	0	2.16184240670659e-05	0	1.64825214051196e-07	0	4.2439384967157e-05
average.mix_26	0.000232383633598613	0.000270885480222995	0	0.000514811410018266	0	0.000509056002965596	0.0025411597977929	0.000494051454492462
average.mix_27	0	0	0.00180423721963962	0	0.0026690156653573	0	0	0
average.mix_28	0.000316351090793747	0.000358764919369979	0	0.000392706043523444	0	0.000518237797143651	0.00262551330203854	0.000476344713759826
average.mix_29	8.62049165766696e-06	0	0	0.000100262106790471	0	0	0	4.22744047903492e-05
average.mix_30	3.2031589207645e-05	0	0	8.22009413433428e-05	0	0	0	4.4830609991081e-05
average.mix_31	3.15305423455974e-06	0	0	4.13556009279139e-05	0	0	0	1.78649128573527e-05
average.mix_32	9.50060348189019e-05	4.09060497269909e-05	0	0.000143473235112101	0	0.000101498227241155	0	0.000144298036136501
average.mix_33	0	0	0	1.22713405468074e-05	0	0	0	0
average.mix_34	0	0	0.00162166790830781	0	0.00218491820772404	0	0	0
average.mix_35	0	0	0	9.70498888709354e-05	0	0	0	4.20736315815701e-06
average.mix_36	0.000252934680172551	0.000228950519434757	0	0.000145732575397398	0	0.000249366181256883	0.00140798666650035	0.000236708800910941
average.mix_37	0.000230485284047143	0.000206067629785399	0	0.000115631697717252	0	0.000225761826192657	0.00136653760023062	0.000213395159886801
average.mix_38	0.000234547254072508	0.000249894291444089	0	0.000346194038250181	0	0.000412153782243894	0.00195656601585103	0.000385347940795911
average.mix_39	0.000295077736861317	0.000281942657636488	0	0.000300603554563233	0	0.000302527797999784	0.00140626342936527	0.000320509779506925
average.mix_40	1.71382708507413e-05	0	0	1.93304189742525e-05	0	0	0	0
average.mix_41	0	0	0.000721758399221248	5.06625096382319e-05	0.00122102239125528	0	0	0
average.mix_42	0.000348100796436423	0.00035769908802781	0	0.000260471160852752	0	0.000401723001757527	0.00191089998116796	0.00037092372506371
average.mix_43	5.66095494313512e-05	1.77007209490433e-05	0	0.000259925195687232	0	0.000159210669485433	0	0.000206349763941143
average.mix_44	0.000151210038812152	0.000142627152629636	0	0.000241986440668591	0	0.00027652962552998	0.00148404663543951	0.000269969123811574
average.mix_45	7.90953931320809e-06	0	0	5.23380346624674e-05	0	5.96358832519557e-05	0	8.48579882539902e-05
average.mix_46	0.000229857056925935	0.000233241086566994	0	0.000278087510843317	0	0.000339130871937362	0.00150444478995446	0.000330814939559571
average.mix_47	2.32770223921612e-05	0	0	7.5830290739979e-06	0	0	0	0
average.mix_48	0	0	0.00210251543544612	0	0.00344542574955091	0	0	0
average.mix_49	0	0	0	7.53575103867682e-05	0	0	0	0
average.mix_50	0.000290299717814427	0.000296584663594865	0	0.000182452715995335	0	0.000365991673065508	0.0018238631285339	0.000321857374798812
average.mix_51	0	0	0.00111953581740921	1.26442596262071e-05	0.00169011299550988	0	0	0
average.mix_52	0.000346431388205062	0.00033998715401446	0	0.000286227882372184	0	0.00034781585605513	0.00168604902825532	0.000345569794282063
average.mix_53	0	0	3.20077841951534e-05	5.2987130395456e-05	0	0	0	0
average.mix_54	0.000386069403731252	0.000417277266944789	0	0.000253613928297468	0	0.000515597407446543	0.00390836110736057	0.000406255718446406
average.mix_55	0	0	0	5.8504593197081e-05	0	0	0	0
