CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
average.mix_1	5.61326199052376e-07	1.37314921953973e-07	0	0	0	0	4.6575857433277e-06	0	0
average.mix_2	1.35117891465955e-06	4.84892033990529e-06	3.29284694139794e-06	4.1390984792226e-06	3.09458827684035e-06	3.00662802459371e-06	6.04184711738656e-06	5.28622864606812e-06	4.26595920591248e-06
average.mix_3	3.73557325059236e-06	3.56675035106347e-06	3.80566808257926e-06	5.26071532570448e-06	3.5088049946396e-06	3.47636280990737e-06	2.92675752416631e-06	5.04753819700917e-06	5.2665748895758e-06
average.mix_4	1.65837988326308e-07	2.08894867841749e-06	3.32111343366607e-06	3.56179729420792e-06	2.79505674090677e-06	3.04567415332713e-06	4.40035540050075e-06	4.13245572132293e-06	3.0951406223575e-06
average.mix_5	9.05181632794555e-07	1.01522313547192e-06	2.24662029729463e-06	2.69862114331661e-06	1.93072779486128e-06	2.19655203321295e-06	3.35359832757331e-06	2.96523425750266e-06	2.44249646583995e-06
average.mix_6	0	1.35179674800575e-06	2.39099355751738e-06	2.42325757506396e-06	1.93026237235956e-06	2.19595230345436e-06	4.46468798613671e-06	3.14572919130182e-06	2.04296995851657e-06
average.mix_7	2.06070914487773e-06	2.98688860747713e-06	3.76756193076463e-06	4.946785939237e-06	3.55395833930903e-06	3.59917172679666e-06	4.3190814561487e-06	5.36565831435899e-06	4.87895379284486e-06
average.mix_8	8.42866971125544e-07	7.51720410795047e-07	1.23008187217142e-06	1.50313715887454e-06	9.0997609658807e-07	1.17829275661146e-06	3.33138247562472e-06	1.83179322607292e-06	1.28295899794518e-06
average.mix_9	0	1.83848528281452e-06	2.65230876427221e-06	2.31324101240404e-06	2.0797373653923e-06	2.38945459431753e-06	5.49251393308795e-06	3.33407853959798e-06	1.82883822128729e-06
average.mix_10	3.06702393654309e-06	3.88575951681368e-06	4.05290825597166e-06	4.5126630866862e-06	3.52602482764525e-06	3.6867859038709e-06	2.2449352775469e-06	4.25991715115404e-06	4.16905534327281e-06
average.mix_11	6.04572182018621e-07	1.81795320945373e-06	0	0	0	0	5.26343837415143e-06	0	0
average.mix_12	6.65251248152362e-07	1.30547666772056e-06	3.09757889948531e-06	3.4284887254772e-06	2.63734859627983e-06	2.88043264315726e-06	3.84745862145287e-06	3.77271695651557e-06	3.00658528276388e-06
average.mix_13	5.56380446917914e-07	3.39828103065428e-06	4.1528157553998e-06	4.3641311781332e-06	3.5685750057284e-06	3.65932872730404e-06	3.81421820440352e-06	4.89474342336039e-06	3.94528145412351e-06
average.mix_14	1.09594475376889e-06	2.15519869244054e-06	2.23095599301563e-06	1.76015119819959e-06	1.56894346616868e-06	1.97630670639514e-06	3.94291266203372e-06	2.26602452760766e-06	1.04361802707832e-06
average.mix_15	4.9998811716502e-07	1.43863607498879e-06	2.15373186349767e-06	2.48871819151109e-06	1.82114157764164e-06	2.01713930296406e-06	3.94587825755294e-06	3.03854103159662e-06	2.25990050450899e-06
average.mix_16	3.03910437700602e-06	3.92523821713804e-06	4.52718103711979e-06	6.53540725838731e-06	4.46385598113615e-06	4.23882347331236e-06	3.25739665546215e-06	6.58697213045487e-06	6.78390317179062e-06
average.mix_17	2.48325909947896e-06	3.72501499728771e-06	4.92896932449402e-06	6.7214951216867e-06	4.82352902442124e-06	4.56046243125251e-06	2.84423615137203e-06	6.70533442278486e-06	6.91238071153646e-06
average.mix_18	2.95043130024355e-06	5.13071562306636e-06	5.27003149344506e-06	5.87013570777705e-06	4.61191674059029e-06	4.65296768941598e-06	2.45506148804736e-06	5.6204073006599e-06	5.46923243935328e-06
average.mix_19	2.74872241533357e-06	1.87392994728689e-06	2.22102919885841e-06	3.03321690304347e-06	1.91775089153394e-06	2.05120778949141e-06	2.11219940276787e-06	2.75797045578112e-06	2.88464325709625e-06
average.mix_20	2.48041019007646e-07	3.41915280454359e-06	3.33051010318554e-06	3.67376749352088e-06	2.85878963813671e-06	2.9539776826419e-06	4.6975346441123e-06	4.40578487231173e-06	3.41793845294275e-06
average.mix_21	2.22937699500936e-06	4.40175882862949e-06	5.99230663238449e-06	7.52984797971701e-06	5.60345255245444e-06	5.49173828963239e-06	3.24202335825069e-06	7.5344842011979e-06	7.45845353192523e-06
average.mix_22	7.56993450480566e-07	0	0	0	0	0	2.33115053438466e-06	0	0
average.mix_23	7.09828269433262e-07	3.45761524730304e-06	2.41435124109188e-06	2.18161616340897e-06	1.83539068158807e-06	2.08024667866878e-06	5.15197620929023e-06	3.04528112044675e-06	1.74863004849597e-06
average.mix_24	9.66878967031584e-07	3.11140640448048e-06	4.51421346624449e-06	5.57546454648483e-06	4.1849652757873e-06	4.18348354170778e-06	4.64088809876763e-06	6.15837300696714e-06	5.47505527927323e-06
average.mix_25	1.83063867500441e-07	3.47267966097661e-06	3.8331258595615e-06	3.98447073650175e-06	3.27520239315997e-06	3.43018457380019e-06	5.71121689213685e-06	4.95751631975182e-06	3.63140430309574e-06
