naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
S10001	4.0801512859804e-167	7.04436944202882e-15	2.54026865600903e-137	6.09238872087359e-89	2.37699809879821e-124	4.67093278083881e-13	1.66877906287222e-73	0.999999999999526	0
S10006	3.88811973132093e-167	4.29980303150605e-15	2.70472343616814e-137	4.00233333766761e-89	2.28760941669662e-124	1.48965948486381e-12	1.24959829581045e-73	0.999999999998506	0
S1001	2.49445154686472e-167	3.60417877402537e-15	4.63257526648134e-137	5.13527425848361e-89	2.74861990417742e-124	3.36331193228174e-12	1.46699544458062e-73	0.999999999996633	0
S10010	2.20958073509597e-167	7.02316131739361e-15	8.55972481378166e-137	9.19760343072867e-89	4.89064274886844e-124	2.11613635052251e-12	4.3499108075775e-73	0.999999999997877	0
S10011	2.87452314328922e-167	5.13253148813185e-15	3.83160210032577e-137	5.17075397056795e-89	2.47587889670041e-124	6.25847293706246e-13	1.8189156947108e-73	0.999999999999369	0
S10014	3.51389880911668e-167	5.49957667713096e-15	3.66894280903314e-137	5.55514535583057e-89	3.36348637966343e-124	1.32017811615832e-12	2.01884293879771e-73	0.999999999998674	0
S10026	1.68386052730881e-167	4.24751950763647e-15	5.39316092590075e-137	4.33147381249016e-89	2.92328552806413e-124	1.34399948811917e-12	1.51520646449263e-73	0.999999999998652	0
S10032	5.62020457811911e-167	6.90442165645186e-15	8.5413517981476e-137	8.06304437293463e-89	4.43630149610627e-124	1.39380872269837e-12	2.03268381351286e-73	0.999999999998599	0
S10036	1.48634873279122e-167	4.78135847409086e-15	4.38759718963858e-137	3.05204167421672e-89	2.45556909203531e-124	1.18733956584501e-12	1.13821376656398e-73	0.999999999998808	0
S10042	4.56201960382861e-167	5.3824782077462e-15	5.93157164703289e-137	5.82365407350563e-89	3.2464749617288e-124	2.01458487604763e-12	1.66440583149603e-73	0.99999999999798	0
S10044	2.35115987984635e-167	4.23722745042829e-15	4.1246291653281e-137	4.44980257208779e-89	2.7133166366705e-124	1.47757625651323e-12	1.66138429243029e-73	0.999999999998518	0
S10049	2.5946188935488e-167	4.2795840239162e-15	3.89272676256437e-137	4.49625750244557e-89	2.71585680746586e-124	9.8451329153876e-13	1.1464428122355e-73	0.999999999999011	0
S10057	3.02476413051535e-167	7.2353889503456e-15	2.61011688846615e-137	6.03989999148903e-89	2.65971946093931e-124	1.13287021302132e-12	1.24518870124157e-73	0.99999999999886	0
S10062	3.1915840603655e-167	6.13715735100734e-15	5.29591909659003e-137	5.92990090081334e-89	3.03348059528267e-124	1.06605552980371e-12	1.53705031389078e-73	0.999999999998928	0
S10066	2.0591838534324e-167	5.94126678886638e-15	5.12818301385501e-137	6.76242799883759e-89	3.1316162092482e-124	6.48501847048524e-13	2.57952825319597e-73	0.999999999999346	0
S10067	2.44676008513878e-167	3.77720889611316e-15	2.90652989930342e-137	3.91887981378006e-89	2.24895908722289e-124	1.99616723047355e-12	6.84618191985459e-74	0.999999999998	0
S1007	4.75987156560299e-167	6.48776054864924e-15	4.17004923161498e-137	5.85705183200381e-89	3.13809874450593e-124	1.61063834836224e-12	1.42718418533476e-73	0.999999999998383	0
S10073	2.24586723687458e-167	3.63566827977902e-15	3.21183493245799e-137	3.70624433621831e-89	1.95187060537574e-124	1.47880578116683e-12	1.21486845242516e-73	0.999999999998518	0
S10077	6.30052761157122e-167	8.3069598030091e-15	4.17641308989288e-137	8.31283933466647e-89	3.74722883535513e-124	1.04603606158066e-12	1.85013260461441e-73	0.999999999998946	0
S10080	6.08675225595506e-167	6.85150333005555e-15	6.73353649497405e-137	7.33675102822828e-89	2.85229674329564e-124	1.64243080161248e-12	1.89472151773398e-73	0.999999999998351	0
S10082	3.21701496279884e-167	5.17737412494813e-15	4.56768897115846e-137	5.01010669844773e-89	2.61641383709933e-124	9.40260611729533e-13	1.57789379692483e-73	0.999999999999055	0
S10087	4.90336665947054e-167	4.7811927677073e-15	3.7560451787586e-137	4.87394958523902e-89	2.67896193579302e-124	7.31729632183019e-13	1.29780954051496e-73	0.999999999999263	0
S10089	4.14112469867395e-167	8.68135701510655e-15	3.76538595427497e-137	6.95190320539519e-89	3.47928473360051e-124	1.32402704247608e-12	1.65298259499498e-73	0.999999999998667	0
S1009	7.44242432012977e-167	7.68620030123419e-15	3.84446030407836e-137	5.28379561333619e-89	2.7210071533889e-124	1.43582765340561e-12	1.46218061861266e-73	0.999999999998556	0
S10090	2.46890726153827e-167	5.49405203061044e-15	2.534464722269e-137	5.71798959606384e-89	2.36145179019006e-124	7.4902334464107e-13	1.51392418847532e-73	0.999999999999245	0
S10093	3.24298566396007e-167	8.53872446848155e-15	7.16101662366058e-137	8.85714248864047e-89	4.27411013187583e-124	1.93218413591974e-12	2.70069117535402e-73	0.999999999998059	0
S10094	2.7441753024326e-167	4.72780513447734e-15	5.68350568207162e-137	6.33615661087654e-89	3.09714891071827e-124	1.66622426006657e-12	1.36653416925505e-73	0.999999999998329	0
