naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
S1010	3.27665242697768e-167	5.84750249972396e-15	3.32948202066964e-137	5.18894530260502e-89	2.01478246857446e-124	7.30741267442301e-13	9.10246174000916e-74	0.999999999999263	0
S10111	2.39482900086672e-167	4.60203059008166e-15	4.03000347537963e-137	3.9767080804796e-89	2.56603482363955e-124	1.45627476964699e-12	1.17266665073586e-73	0.999999999998539	0
S10116	2.76920651259407e-167	5.84385577542887e-15	2.22010988182556e-137	4.6229849362622e-89	1.91634513665444e-124	1.02557470790491e-12	8.72198658623191e-74	0.999999999998969	0
S10119	3.11821984436816e-167	5.34344649658793e-15	3.71135948825279e-137	4.74861895759328e-89	2.60474248548546e-124	1.04963125764057e-12	1.34440181090131e-73	0.999999999998945	0
S10121	3.61820122754224e-167	5.92481691446681e-15	4.70278186763499e-137	6.75860107312867e-89	4.15728239208348e-124	2.51521650300193e-12	1.73812979508787e-73	0.999999999997479	0
S10130	3.62422530719222e-167	8.76115194944238e-15	5.21511023992711e-137	9.49833514249522e-89	3.90897606081447e-124	2.65522218502212e-12	2.54559005642976e-73	0.999999999997336	0
S10140	9.0268500750296e-167	9.9912873223656e-15	9.01262740956456e-137	8.89179484080367e-89	5.17433723011362e-124	2.2365617467301e-12	4.26539301090309e-73	0.999999999997753	0
S10142	4.7112916570063e-167	6.75577168972825e-15	4.07358143543975e-137	5.83779949796897e-89	3.33624232784861e-124	3.90827663802554e-12	1.30098119187626e-73	0.999999999996085	0
S10150	6.01586689246282e-167	1.12197651529283e-14	7.5897257177359e-137	9.78479298469029e-89	4.66779353478283e-124	2.1911414007362e-12	4.95821741414883e-73	0.999999999997798	0
S10155	2.76182641370815e-167	3.98649420883904e-15	3.98422120812847e-137	4.10469396246824e-89	1.97450462808221e-124	9.5477492879435e-13	1.18136702492481e-73	0.999999999999041	0
S1016	2.7839294406203e-167	7.39074897242101e-15	4.62022917983813e-137	6.53350880144978e-89	4.20078053557948e-124	1.28078879239319e-12	1.914088118211e-73	0.999999999998712	0
S10163	6.61033160656466e-167	8.69249645331195e-15	3.03693160167904e-137	7.38411315736538e-89	2.57054466956637e-124	1.18952252294463e-12	2.87514719896486e-73	0.999999999998802	0
S10167	5.66027695865881e-167	7.98958503085569e-15	5.12303145398469e-137	8.341506690269e-89	3.65876667558397e-124	2.54335454522615e-12	2.18577206446693e-73	0.999999999997449	0
S10168	3.69704510823665e-167	5.51427253907133e-15	3.98527998192486e-137	5.51084924632501e-89	3.38472998778196e-124	3.28315437759845e-12	1.10615235319901e-73	0.999999999996711	0
S10173	4.0039463582157e-167	4.53285676338598e-15	1.98930490248026e-137	3.57251811886685e-89	2.05407769084295e-124	8.60073934532709e-13	1.0940987539818e-73	0.999999999999135	0
S10175	3.47574597401933e-167	5.3218231665424e-15	3.68542521368903e-137	6.08577640054241e-89	3.21464052021815e-124	1.54267332295912e-12	1.62675851505131e-73	0.999999999998452	0
S10179	1.86370387324897e-167	2.42203644417965e-15	3.17626455843521e-137	3.90780369048129e-89	2.12563037549741e-124	2.31166539573029e-12	7.55737568837406e-74	0.999999999997686	0
S10186	4.77457607944131e-167	5.22930991240071e-15	4.03741274982171e-137	4.10203934133565e-89	2.59528099418981e-124	1.25156445289086e-12	6.94216349784676e-74	0.999999999998743	0
S1019	3.06358875087252e-167	5.92420093097288e-15	3.48372581772478e-137	5.47828628910143e-89	2.85909273762326e-124	1.80241670354879e-12	9.98120442115713e-74	0.999999999998192	0
S10190	2.95994967252846e-167	2.76297129403532e-15	3.55339421215469e-137	3.36488685554808e-89	2.02570498667011e-124	7.89894886990792e-13	9.7043272385219e-74	0.999999999999207	0
S10195	2.61973820182143e-167	4.40890555681833e-15	3.94720400043052e-137	4.65745338032929e-89	2.32859124707553e-124	9.12016979172268e-13	1.39842230893299e-73	0.999999999999084	0
S10196	1.93217082015168e-167	4.66287764432043e-15	4.40914141535052e-137	4.6658545300242e-89	2.68085046463143e-124	1.03600616535788e-12	1.64323972321011e-73	0.999999999998959	0
S10200	2.11913081124463e-167	6.09708886455635e-15	6.51845962927308e-137	7.27539037991878e-89	4.28904786425438e-124	2.82300677009799e-12	2.39661821767848e-73	0.999999999997171	0
S10201	5.34363936732289e-167	1.29369047073635e-14	6.9145294834263e-137	1.35573940898308e-88	5.45466558101426e-124	2.64438564585844e-12	5.26461735588856e-73	0.999999999997343	0
S10202	5.53706956076723e-167	7.20935690786546e-15	4.84259745572791e-137	8.37907697779703e-89	3.9013517596217e-124	2.83722897980379e-12	2.36543783773611e-73	0.999999999997155	0
S10205	4.95015138491373e-167	3.71373422869788e-15	3.08331242725885e-137	4.07714140830531e-89	2.52416709310328e-124	1.64910423328889e-12	1.09121533168868e-73	0.999999999998347	0
S10211	1.58674758425197e-167	4.70524737403911e-15	4.84136684677331e-137	5.07775690482686e-89	2.62540637670907e-124	1.44301129124755e-12	1.24533666986723e-73	0.999999999998552	0
S10221	3.18043179107571e-167	5.14892256428406e-15	5.29689808076593e-137	5.21605107002233e-89	2.67055713350331e-124	1.54980057939798e-12	1.67233559798809e-73	0.999999999998445	0
S10222	4.22447671512623e-167	1.08951984789871e-14	5.72760135251122e-137	8.22153624140109e-89	4.10170598844974e-124	7.95554454115831e-13	2.6259303972954e-73	0.999999999999194	0
S10226	4.93730115493101e-167	6.45568673677825e-15	6.04013620595074e-137	7.21029354202918e-89	4.11428219192906e-124	1.16762951840438e-12	2.08998554251395e-73	0.999999999998826	0
S10227	2.53102655887075e-167	6.27937326619546e-15	4.90889309934532e-137	6.34743915950333e-89	3.02127481192441e-124	8.89849086399177e-13	1.76768014505088e-73	0.999999999999104	0
S10228	1.60294246827355e-167	5.08208523966751e-15	3.73963573642728e-137	4.60252214031617e-89	2.52775636216174e-124	1.45571969844601e-12	1.59408513019486e-73	0.999999999998539	0
S10232	3.07518381072023e-167	3.14044841822682e-15	1.7961581906486e-137	3.4219641880481e-89	1.89965936847838e-124	1.01022915870438e-12	7.02434602288315e-74	0.999999999998987	0
S10248	2.12037971824044e-167	2.97929415688003e-15	3.74841602706774e-137	2.9614929703636e-89	2.1880424824199e-124	7.9596813888081e-13	1.04377246450602e-73	0.999999999999201	0
S10249	2.34651981995678e-167	5.84142588945484e-15	6.57898223115371e-137	6.14703767916677e-89	4.26306410397631e-124	5.04047845163586e-13	3.258224064051e-73	0.99999999999949	0
S1025	3.26814647755833e-167	4.51889668527185e-15	4.09732145251606e-137	5.03249788782799e-89	3.1875340413741e-124	2.49058144328208e-12	1.24223301802827e-73	0.999999999997505	0
S10266	3.34770556407304e-167	5.71229534420031e-15	4.17501413758301e-137	6.54015424751408e-89	3.08686148971392e-124	8.28562590070535e-13	2.21493504502378e-73	0.999999999999166	0
S10269	4.70052743153467e-167	8.4677024412739e-15	4.29001021485419e-137	7.31407115308463e-89	3.31247006301298e-124	1.26031345047097e-12	1.98458288868797e-73	0.999999999998731	0
S10272	1.9823650345329e-167	6.98674542182589e-15	5.20343534826178e-137	6.03139335689648e-89	3.21902567249547e-124	1.45189043730118e-12	1.68372584441819e-73	0.999999999998541	0
S10273	7.86268820911929e-167	6.53356576499289e-15	4.41490098697001e-137	6.48186060372697e-89	3.55464975524938e-124	1.38913093417008e-12	2.20465071357356e-73	0.999999999998604	0
S10274	2.79194911192178e-167	6.67316221122474e-15	4.16518646502116e-137	5.69537694236959e-89	2.74677882951708e-124	1.83233410806899e-12	1.22513082898179e-73	0.999999999998161	0
S1028	3.0167029554858e-167	3.0663461625283e-15	5.0600948084843e-137	4.13305337475839e-89	2.71181247153174e-124	1.1672653725999e-12	1.23543096064211e-73	0.99999999999883	0
S10280	4.68881268727898e-167	3.83990487883767e-15	2.69287590776685e-137	5.62930959781908e-89	2.96638821201295e-124	1.15379153874996e-12	1.70104526751622e-73	0.999999999998842	0
S10283	3.17041708331829e-167	3.88784465063495e-15	4.68889427490095e-137	4.4016405276857e-89	3.10703985902902e-124	2.46208844553071e-12	9.06194702696522e-74	0.999999999997534	0
S1029	4.48411303592225e-167	8.20737329834845e-15	4.35920308262221e-137	6.40274843919867e-89	3.30402380843377e-124	1.58121395041653e-12	1.83651608760662e-73	0.999999999998411	0
S10292	3.60568320226391e-167	6.46016302902349e-15	2.64264215988181e-137	5.14257642206838e-89	2.5942318411488e-124	1.1716832344445e-12	1.06341686236111e-73	0.999999999998822	0
S10294	3.59694636238848e-167	5.63150517281948e-15	4.67466965045412e-137	4.50348335217791e-89	2.72059853807635e-124	2.20370725894287e-12	1.40895806852133e-73	0.999999999997791	0
S10302	2.41985842801424e-167	4.15491963741699e-15	4.6381980248733e-137	4.91221825178715e-89	2.67145197647896e-124	1.52154034493672e-12	1.50767835179804e-73	0.999999999998474	0
S10303	5.34419498549194e-167	8.84321260035316e-15	5.01070782409677e-137	7.74317185172083e-89	3.47828002185468e-124	2.48420217089189e-12	2.08715221535583e-73	0.999999999997507	0
S10323	4.74998397483243e-167	6.93223505379109e-15	5.05133392527589e-137	7.19016392154772e-89	3.37773797342409e-124	1.73921054010952e-12	1.84537547822509e-73	0.999999999998254	0
S10326	3.50259127365912e-167	6.51931585089987e-15	6.1022068427753e-137	6.95551816401739e-89	4.2927160597348e-124	3.22798212265403e-12	2.05928421956051e-73	0.999999999996766	0
S10328	3.85644796880696e-167	6.30313941585466e-15	3.47861837684509e-137	6.37676476325571e-89	3.25330800700071e-124	4.04848628080722e-12	1.83581608427058e-73	0.999999999995945	0
S10329	5.57519646870234e-167	6.2965893166196e-15	4.18196527603481e-137	5.35705953110236e-89	2.9099763256728e-124	2.4969770972359e-12	1.70522769418296e-73	0.999999999997497	0
S10336	4.49189014809094e-167	7.08182195550347e-15	5.37661343638132e-137	8.56463241272318e-89	4.31878076519005e-124	3.68849578913027e-12	2.13441833176504e-73	0.999999999996304	0
S10340	6.90730364636111e-167	5.46120977080386e-15	3.66267514583855e-137	5.34346163894916e-89	3.33508627471594e-124	1.33203555220676e-12	1.86943214354003e-73	0.999999999998663	0
S10347	3.17613590567767e-167	9.11833600950588e-15	2.63514268747121e-137	7.28136027891225e-89	2.49702006816637e-124	1.35724633548238e-12	1.56628864476386e-73	0.999999999998634	0
S10353	5.81376455333275e-167	6.70980376193949e-15	5.02845227519402e-137	6.88970078154583e-89	3.44103066630724e-124	1.49669742038882e-12	1.4431502736699e-73	0.999999999998497	0
S10356	5.0043151471057e-167	4.90488929027153e-15	2.95719849229014e-137	4.47723484770379e-89	2.39184530151421e-124	8.35512077871716e-13	1.2593931074818e-73	0.99999999999916	0
S10358	2.70752122242576e-167	5.97596033886225e-15	4.76446563636071e-137	6.42950644631086e-89	3.76019483175287e-124	1.38001369933683e-12	1.79282642649764e-73	0.999999999998614	0
S10365	3.9233135674731e-167	6.38625682886263e-15	5.8236127165413e-137	7.93762823939448e-89	4.26183306055685e-124	1.51790614467444e-12	2.54678765601475e-73	0.999999999998476	0
S1037	3.66248448037112e-167	4.62729980007362e-15	2.62535845629652e-137	3.92458832448852e-89	2.67716751927519e-124	2.13877184269994e-12	1.00381468893691e-73	0.999999999997857	0
S10373	3.80361874764781e-167	4.39197722552592e-15	3.75708671998721e-137	5.34976181925605e-89	2.6855931258318e-124	1.61292861448732e-12	1.22691543907211e-73	0.999999999998383	0
S10374	2.1159017608986e-167	3.82131867104003e-15	3.28080022920266e-137	4.14567779915117e-89	2.30442596103633e-124	1.05781151745602e-12	8.73023844086355e-74	0.999999999998938	0
S10375	2.71061956652165e-167	3.70640510174599e-15	4.30604804403846e-137	4.67248919669554e-89	2.22348717407639e-124	1.68638342072426e-12	1.79388302642301e-73	0.99999999999831	0
S10377	3.68553139038801e-167	6.60826056355174e-15	3.43159925344594e-137	4.91499969931831e-89	1.99373557764684e-124	1.01697385407035e-12	1.1560871082323e-73	0.999999999998976	0
S10378	4.53019341263432e-167	4.23561239605429e-15	4.77339067033028e-137	4.58003300546833e-89	2.92500836258972e-124	2.53043004108921e-12	1.35966393256411e-73	0.999999999997465	0
S10390	5.39032644173149e-167	7.31303655398207e-15	2.49299688969695e-137	5.91081880189911e-89	2.82321842251609e-124	6.58786359445739e-13	1.4976273392952e-73	0.999999999999334	0
S10391	2.63175036069095e-167	3.63529029144811e-15	3.81675808891843e-137	5.72698038270752e-89	2.68981586783118e-124	1.15435149773234e-12	9.02925384342461e-74	0.999999999998842	0
S10393	2.52848399461124e-167	5.60793867618882e-15	4.08484428294443e-137	3.78075578257704e-89	2.41659227350309e-124	2.46738456148349e-12	1.2925128975454e-73	0.999999999997527	0
S10400	3.42350150390198e-167	6.77805138146965e-15	6.29270836505541e-137	7.16793718666929e-89	3.17122611743306e-124	8.347884753425e-13	1.80919774807527e-73	0.999999999999158	0
S10401	5.44081451669363e-167	8.73840864147283e-15	4.39231366128324e-137	7.90769920746375e-89	3.02284586133827e-124	1.61550205820341e-12	2.02778858755078e-73	0.999999999998376	0
S10406	3.5841292046258e-167	6.60940578706989e-15	7.02029221450482e-137	7.16942787228869e-89	3.62577839018575e-124	9.05215120682172e-13	2.75937773457729e-73	0.999999999999088	0
S10408	5.19517607638087e-167	6.7221399243837e-15	4.04394791615078e-137	6.78982627311849e-89	2.45177074133401e-124	1.35663497176036e-12	2.35174017443945e-73	0.999999999998637	0
S10409	2.44218526225244e-167	3.55049597996318e-15	3.96640249186195e-137	3.4985117287857e-89	2.32875265831376e-124	1.56193302063438e-12	9.79119767294476e-74	0.999999999998435	0
S10418	3.76349393414087e-167	1.07615991744843e-14	3.32333351531022e-137	1.16130471162521e-88	4.29906845454641e-124	1.03866656297127e-12	2.59804906494359e-73	0.999999999998951	0
S10431	1.69745419692654e-167	5.55416706639169e-15	3.96315048656686e-137	5.16890252045229e-89	2.5136911764378e-124	9.34251311289315e-13	1.29403682807336e-73	0.99999999999906	0
S10438	3.12676901445621e-167	6.00169736622182e-15	4.96598905868269e-137	6.35242745606104e-89	2.92595466424069e-124	1.42749192899307e-12	1.80692399064079e-73	0.999999999998566	0
S10439	3.2405139533685e-167	6.25569672739481e-15	7.12199332177536e-137	5.74135525901208e-89	3.10037075539193e-124	1.11510733868059e-12	1.89794188754513e-73	0.999999999998879	0
S10441	3.92508159766084e-167	8.64113351855897e-15	4.49960309824776e-137	8.63008435801005e-89	3.98466217568831e-124	1.79058696457358e-12	2.22413284696052e-73	0.999999999998201	0
S10442	4.22755242757716e-167	6.13460550969321e-15	6.96093490117335e-137	7.05399879006512e-89	3.25383422119181e-124	1.49141586003541e-12	2.34333691077617e-73	0.999999999998503	0
S1046	3.87950516318206e-167	6.51954179709887e-15	5.81971195681556e-137	6.58267815242441e-89	3.46304407544097e-124	1.13114398878906e-12	2.37863815158614e-73	0.999999999998862	0
S10478	7.20487123156148e-167	1.25535245824878e-14	9.95115797753735e-137	1.37337908670854e-88	5.72730889729604e-124	1.04516635499539e-12	5.2397577218151e-73	0.999999999998942	0
S10480	4.86005501904071e-167	7.75523540142712e-15	3.05508901564263e-137	5.46103597851818e-89	2.98357232410689e-124	2.02382225464195e-12	9.18398991241947e-74	0.999999999997968	0
S10484	3.24253612184991e-167	6.41709603180677e-15	4.74792698697516e-137	7.25524665265464e-89	2.97204799948559e-124	9.59219297807437e-13	1.84207100977033e-73	0.999999999999034	0
S10492	3.24399736160336e-167	2.98663425113405e-15	4.08508023962287e-137	4.04421023064881e-89	1.90689325060278e-124	1.05733503240714e-12	1.1926388582899e-73	0.99999999999894	0
S10496	4.35605643843671e-167	6.22628050094728e-15	4.22059895470881e-137	4.16805600154227e-89	2.73329419179993e-124	2.1964635961837e-12	1.4217888717975e-73	0.999999999997797	0
S10510	1.72814305262549e-167	5.127908691576e-15	5.90804609804667e-137	3.87274898470526e-89	2.99026653309904e-124	7.39992517837597e-13	1.10088547329597e-73	0.999999999999255	0
S10513	1.34036195833231e-167	3.83711119538677e-15	4.83460408530574e-137	5.49425801293322e-89	2.92964139791482e-124	1.06579693448813e-12	1.62423147210857e-73	0.99999999999893	0
S10516	4.9203899153551e-167	7.09803935440795e-15	4.66043433926493e-137	7.27102116492343e-89	3.23520563684786e-124	2.18954725826036e-12	1.5235715444154e-73	0.999999999997803	0
S10534	3.10140653102732e-167	5.37483539740162e-15	5.21993225311404e-137	4.99173493603623e-89	3.07813694084015e-124	1.05894861774436e-12	1.33329877445023e-73	0.999999999998936	0
S10535	2.60326584353308e-167	4.45128098563102e-15	4.13226014922241e-137	3.40457487424321e-89	2.29441137671916e-124	9.3169689382859e-13	9.73512584611609e-74	0.999999999999064	0
S10537	5.59784929077862e-167	7.06147993564647e-15	7.96098944426497e-137	7.79594904820228e-89	4.13400676423557e-124	1.86591412255343e-12	2.4176530927628e-73	0.999999999998127	0
S1054	2.48582140012976e-167	8.5760931349439e-15	4.13331051299937e-137	6.52702091228535e-89	3.05461540950629e-124	1.10040346580059e-12	1.18119156769337e-73	0.999999999998891	0
S10543	4.29742554995308e-167	8.55383022606113e-15	4.10907714470995e-137	7.58890286184637e-89	3.92767098592945e-124	2.9681882385159e-12	2.13227418367873e-73	0.999999999997023	0
S10546	3.1165992266765e-167	6.24703049864594e-15	5.0785421531334e-137	5.92442304038157e-89	3.18348599189226e-124	2.78732762608373e-12	1.6834007634944e-73	0.999999999997206	0
S1055	3.0178532352616e-167	7.16328118046094e-15	6.68949706707955e-137	8.9281297584855e-89	4.22452972488797e-124	2.14746197914261e-12	3.45082894560485e-73	0.999999999997845	0
S10551	6.39911612016191e-167	7.54839841972557e-15	6.55811446601162e-137	9.89311372670742e-89	4.10118478914142e-124	1.44942691396429e-12	1.99316948377247e-73	0.999999999998543	0
S10552	4.46225402881282e-167	1.09193916236461e-14	5.24507868650813e-137	1.05157122265398e-88	4.15329807738818e-124	2.77778047395204e-12	2.77093243616472e-73	0.999999999997211	0
S10555	3.883137104081e-167	5.43289277281939e-15	4.92183996716319e-137	6.39542984748533e-89	3.18175793866357e-124	5.40401840664569e-12	1.54604875921106e-73	0.999999999994591	0
S10559	2.49168664504808e-167	4.98267533658554e-15	5.98712925327933e-137	6.32131479604653e-89	3.73391930509193e-124	1.93875780420548e-12	1.54713608986702e-73	0.999999999998056	0
S1056	4.69499182614593e-167	4.87303496201517e-15	4.24794302478608e-137	4.81029262955969e-89	2.74192811655784e-124	9.43786597042074e-13	1.27902366917696e-73	0.999999999999051	0
S10563	5.72439270066987e-167	7.19463039030683e-15	6.44224896734096e-137	8.23750819272074e-89	3.36030165384228e-124	1.84488717295481e-12	2.24880294505997e-73	0.999999999998148	0
S10574	2.01708607063575e-167	4.90880063067192e-15	4.5195561042609e-137	5.17912362195508e-89	2.93957465137112e-124	1.80372898809329e-12	1.19392089196635e-73	0.999999999998191	0
S10576	3.85230691038991e-167	5.2159157740815e-15	4.76286970701442e-137	6.80679028589487e-89	3.53560576238708e-124	1.49477940195599e-12	2.07798583467137e-73	0.9999999999985	0
S10578	2.65897948475518e-167	5.42329847892481e-15	6.77841397966341e-137	7.18792154244241e-89	3.680684480225e-124	2.88282365521492e-12	2.20696598025282e-73	0.999999999997112	0
S10579	2.15117164824093e-167	7.35421101908341e-15	4.83722982029381e-137	6.69209532081991e-89	3.74978379739352e-124	2.159328276218e-12	2.07105288119641e-73	0.999999999997833	0
S10582	4.94021094694748e-167	5.81919896095723e-15	5.44650623682458e-137	6.3294990791398e-89	3.55600515609013e-124	2.45876284369492e-12	2.00505659990167e-73	0.999999999997536	0
S1059	5.73491715723014e-167	8.11151038591638e-15	5.86913441682698e-137	7.8848938246963e-89	3.9871947744275e-124	2.54750078092809e-12	2.27184497302751e-73	0.999999999997444	0
S10599	3.83844678237536e-167	4.29146601463996e-15	8.16119878526993e-137	6.09830368125124e-89	3.8625155720271e-124	1.40520692228316e-12	2.01412064859216e-73	0.99999999999859	0
S10611	1.9382741578476e-167	4.86746489261288e-15	4.34096086467419e-137	5.05195338866378e-89	3.27117153955352e-124	9.49593910601868e-13	1.22906770515896e-73	0.999999999999046	0
S10614	2.50129054207075e-167	5.24782850043965e-15	5.13405143528183e-137	6.9895100454397e-89	3.27764002608653e-124	1.55469608666802e-12	2.34283807868404e-73	0.99999999999844	0
S10624	4.01882190703616e-167	1.00245847603813e-14	3.74988863185495e-137	7.06770257024073e-89	4.63576494252413e-124	1.2182266654383e-12	1.24893029729326e-73	0.999999999998772	0
S10632	4.5378931711348e-167	7.70941063152856e-15	4.22572167950224e-137	7.15990938145835e-89	3.2355794040513e-124	1.12500591644605e-12	1.76915107171718e-73	0.999999999998867	0
S10634	4.64401504546245e-167	6.6861261414335e-15	3.83620836481099e-137	5.67331248001823e-89	3.26648892740037e-124	1.85186969538742e-12	1.31167222465811e-73	0.999999999998141	0
S10638	3.61569415055629e-167	4.51248011116259e-15	3.09469611333901e-137	5.67777099698363e-89	2.64877276635628e-124	6.77565624713486e-13	1.66741635479113e-73	0.999999999999318	0
S10644	1.77334427453134e-167	2.88990200651189e-15	3.74767994154888e-137	2.91149066873464e-89	1.69469315892171e-124	1.23647458701645e-12	8.20319169979364e-74	0.999999999998761	0
S10649	3.12850334417089e-167	5.78040498249159e-15	4.8912880097926e-137	6.63428655707296e-89	3.33004286795245e-124	1.60178730272297e-12	2.32765731657772e-73	0.999999999998392	0
S10652	7.13232599946238e-167	1.10702858764617e-14	5.24168654647195e-137	9.26179181213974e-89	5.38603678369874e-124	3.29626581659453e-12	3.29276626180863e-73	0.999999999996693	0
S10654	3.54288011066126e-167	5.90779830764408e-15	5.32259975238364e-137	5.19632378433449e-89	3.97711997257748e-124	3.70694982702802e-12	1.40361080861953e-73	0.999999999996287	0
S10655	1.9371996483767e-167	5.55166522411876e-15	3.99417556877612e-137	5.03790759901817e-89	2.68419735518814e-124	1.7493665203033e-12	1.81223686685447e-73	0.999999999998245	0
S10656	2.79679138535375e-167	4.53945963526767e-15	3.94984968022639e-137	4.09569417919778e-89	2.53366201106607e-124	3.49146518892792e-12	1.30800815347942e-73	0.999999999996504	0
S10657	4.5842084479556e-167	8.43080606629489e-15	3.815171073887e-137	7.79333767794805e-89	3.79212735352017e-124	1.14344152474518e-12	1.98940336171282e-73	0.999999999998848	0
S10658	4.08283890885311e-167	4.52124649137635e-15	4.40221950412505e-137	4.68421727147906e-89	2.82351197365448e-124	2.61177857026477e-12	1.72467996424871e-73	0.999999999997384	0
S10660	3.00616176869856e-167	7.57828067350043e-15	4.68640319824168e-137	6.4474320420568e-89	3.42698707184157e-124	1.79114556482495e-12	9.35350299169685e-74	0.999999999998201	0
