B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
average.Mix_1	5.21195668177085e-05	6.14819572723122e-05	0.000102473482678065	0.000104057356133278	6.60343597064366e-05	5.12520366960737e-05	6.86140845052234e-05	0.000107463833063871	0.000111437813188315	7.33623594050865e-05	0.00011949722028595	5.17568500912048e-05	6.69894324596427e-05	3.5930432434894e-05	8.23026986341076e-05	5.56432261184905e-05	4.91746369116441e-05	6.27469450313413e-05	8.45947419007251e-05	3.81812954124219e-05	6.28228917242733e-05
average.Mix_2	4.39138272347311e-05	3.15591765531815e-05	2.60809920302131e-05	2.36014765522978e-05	2.35490336484479e-05	2.12117682474968e-05	2.82140373734981e-05	2.0932014802165e-05	2.51196620632864e-05	2.72021169902391e-05	1.66601567733046e-06	3.10923207399953e-05	2.2800285182462e-05	1.12243214575176e-06	2.91281846678163e-05	3.20927723276911e-05	3.33644269444459e-05	3.10923991943348e-05	4.10552568918573e-05	3.13308065627413e-05	2.68623445496641e-05
average.Mix_3	0	0	0	0	1.31716476093241e-06	5.42163828724439e-06	0	0	0	2.16333038626078e-05	0	1.60628062152326e-06	5.29809054770647e-09	0	0	1.33559359105088e-05	9.91656175817106e-06	1.91171719929801e-05	0	8.68089671948368e-06	0
average.Mix_4	0	1.74927356969048e-06	0	0	2.43890134176041e-06	5.98124438242921e-06	1.8248030056032e-06	0	0	2.33943136115125e-05	0	5.89288930589422e-06	2.80559364644699e-06	0	0	1.90144419961373e-05	1.82159950991064e-05	2.25489878602781e-05	8.57209036499522e-06	1.76399496114921e-05	3.80594005186661e-06
average.Mix_5	7.87982459019317e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
average.Mix_6	4.55775451899306e-05	4.68245515033411e-05	9.00914728709043e-05	7.6788597319976e-05	3.7785518775088e-05	3.04601499778002e-05	4.34350411871034e-05	9.36181163260846e-05	9.60764089478072e-05	3.34780973701764e-05	8.3320795021224e-05	3.4158731998345e-05	3.81647257260952e-05	3.8298268812411e-05	6.69701584966668e-05	2.78153089773933e-05	1.94676492783126e-05	3.20524908934804e-05	4.54302954767308e-05	1.17362457129712e-05	3.28470603524633e-05
average.Mix_7	0	0	0	0	0	3.57671070203495e-06	0	0	0	0	0	2.00427640856471e-06	0	0	0	6.62905241687396e-06	1.02672465588549e-05	4.25993466230003e-06	0	1.39889751240897e-05	0
average.Mix_8	4.4384910296204e-05	3.93310990706234e-05	3.25139662687832e-05	8.5162113144174e-06	3.50865383767878e-05	3.43368896167989e-05	3.8995567266511e-05	2.79201941547874e-05	2.94218322921268e-05	0	0	3.57472802433285e-05	1.13425658596273e-05	2.0090872280258e-05	3.40907996911738e-05	2.39046164366118e-05	3.04069488469065e-05	1.56798484672455e-05	1.9887679969275e-05	3.213973124448e-05	3.87754661319619e-05
average.Mix_9	1.84482103013352e-05	1.18546064427038e-05	0	0	3.50229495002977e-06	6.66785275384035e-06	6.79834092676516e-06	0	0	1.27981884650921e-05	0	1.25222950430317e-05	3.52571784501304e-06	0	6.82131696780653e-06	1.66337148587742e-05	1.59849618612942e-05	1.70445695687922e-05	1.18104830698448e-05	1.55359359194984e-05	5.08760079431868e-06
average.Mix_10	1.73058322176397e-05	8.26960510325053e-06	3.46990280778039e-06	0	0	0	0	0	3.16469020256998e-06	0	0	3.96251708297605e-06	0	6.14573778096845e-06	8.1380734074693e-06	0	0	0	0	0	0
average.Mix_11	2.92120374741459e-05	2.30796054765765e-05	0	1.77166766725246e-06	2.2805273724272e-05	2.21869643929342e-05	2.47384653367084e-05	0	0	2.51370672760337e-05	0	2.65298355908033e-05	1.62460639017288e-05	0	1.35952373322084e-05	3.3028416342564e-05	3.78571008539259e-05	3.10121434481699e-05	3.27650583533626e-05	3.75286006856744e-05	2.81441378489052e-05
average.Mix_12	2.60257703786824e-05	4.29577136917521e-05	5.32460094049006e-05	6.46454356904532e-05	5.49281704950215e-05	4.57668939684704e-05	5.3096054301893e-05	5.59007050899081e-05	6.35016644040228e-05	6.22310567575433e-05	6.83086838287574e-05	3.8067249717592e-05	4.93058942120552e-05	2.38554800779842e-05	5.45761237049353e-05	4.81430683211729e-05	4.39329145052233e-05	5.50670868995609e-05	5.99794127429259e-05	3.63221629240318e-05	5.20923401802763e-05
average.Mix_13	1.00699259812184e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
average.Mix_14	0	0	0	0	0	0	0	0	0	1.15771715229159e-05	0	0	0	0	0	9.72834422463362e-06	1.01847799660157e-05	1.31218064141059e-05	0	1.19560665350669e-05	0
average.Mix_15	2.02885329266834e-05	2.36841820316533e-05	0	0	2.96974677940692e-05	3.06914657351099e-05	2.87828656906618e-05	0	0	1.23475411460013e-05	0	2.65432172294833e-05	1.08231759344304e-05	1.08269507667571e-06	1.34383331757443e-05	2.96064401896868e-05	3.64078851225614e-05	2.55985505717108e-05	1.94903205355666e-05	3.79602797565117e-05	3.36383733363368e-05
average.Mix_16	2.18655660457441e-05	1.8841628330266e-05	0	0	1.4256817935101e-05	1.81827089133328e-05	1.62213189885595e-05	0	0	0	0	1.8445274508538e-05	0	7.48500101169249e-06	1.0135026921551e-05	1.31007967108861e-05	1.74282994871082e-05	7.93577573216142e-06	0	1.98947579893968e-05	1.65908080985149e-05
average.Mix_17	8.17848044939446e-06	1.04050928162335e-05	0	0	1.17401624201916e-05	1.70995680510247e-05	1.13288049152552e-05	0	0	0	0	1.34788081730914e-05	0	0	0	1.5290801776378e-05	2.03034780493327e-05	1.19102006129934e-05	0	2.33942646649352e-05	1.48598449965168e-05
average.Mix_18	3.76643078327272e-05	4.11442015780866e-05	1.57409304064628e-05	5.91157124965187e-06	5.14846427826966e-05	4.7865260216369e-05	5.12609655055227e-05	1.07189769183849e-05	1.45691835556407e-05	1.68602954606551e-05	0	4.35611804604434e-05	2.3303050749259e-05	8.15099530431628e-06	3.04301102871322e-05	4.25643723009111e-05	5.31574301423769e-05	3.49015584437511e-05	3.93153196193749e-05	5.46172492729337e-05	5.80571518869615e-05
average.Mix_19	1.46666255183758e-05	2.59338202537772e-05	3.4097508366978e-05	3.76042212351059e-05	2.70446364897071e-05	2.40360948628325e-05	2.74315377968453e-05	3.46403895327756e-05	4.16302599382276e-05	3.35219617713184e-05	3.29718845846221e-05	2.03688783820243e-05	2.46156608195582e-05	2.08158527829779e-05	3.67224370339031e-05	2.43506700126282e-05	1.80999740267822e-05	3.08013630458975e-05	2.61146941456439e-05	1.27761096013995e-05	2.28439495280455e-05
average.Mix_20	3.18196403249393e-05	2.52552987850883e-05	2.09703029998437e-05	6.56449626596901e-06	1.58536044914584e-05	1.72031422164474e-05	2.00999309396685e-05	1.6364144849022e-05	1.98972263466306e-05	0	0	2.16186436346682e-05	4.84666180854334e-06	1.29754238257373e-05	2.40564696904734e-05	1.46064308241575e-05	1.53794927180279e-05	1.15247420539687e-05	1.04287532252177e-05	1.55625508650313e-05	1.64435064879207e-05
