naive_B_cell,memory_B_cell,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,macrophage_m0,macrophage_m1,macrophage_m2,MAST_cell
Mix_1,0.368414328497834,0,0.413455423516626,0.0630965634104263,0,0,0.134134670113438,0.0208990144616758
Mix_2,0.423373167143545,0,0.409641750967753,0.0602380799184314,0,0,0.0933263732895582,0.0134206286807124
Mix_3,0.360656063994824,0,0.410425092855834,0.105824193001383,0,0,0.0982056344273722,0.0248890157205872
Mix_4,0.374972604164677,0,0.423337159556445,0.0942520722253765,0,0,0.0864354079238164,0.021002756129685
Mix_5,0.477303835725107,0,0.356425861073586,0.0629718017987808,0,0,0.0907500816995018,0.0125484197030239
Mix_6,0.405743885558882,0,0.370713163374039,0.0620954317401775,0,0,0.145062605337137,0.0163849139897644
Mix_7,0.388050506098906,0,0.416715989570801,0.102790016679398,0,0,0.0721448903792613,0.0202985972716327
Mix_8,0.411721342880278,0,0.409530635701416,0.0759066219080308,0,0,0.0877675875427791,0.0150738119674961
Mix_9,0.41351923135736,0,0.401938746380994,0.076323130022259,0,0,0.092019937518286,0.0161989547211011
Mix_10,0.438848069008259,0,0.361858677495803,0.0736085192728284,0,0,0.111209202953127,0.0144755312699824
Mix_11,0.398712880862575,0,0.433746485654864,0.0730790755210485,0,0,0.0775296835253864,0.0169318744361268
Mix_12,0.340754734067996,0,0.429603182939196,0.0885180583542153,0,0,0.118436436017184,0.0226875886214089
Mix_13,0.448138670794991,0,0.372704007149725,0.0806194811684898,0,0,0.0858203321230737,0.01271750876372
Mix_14,0.360546617431353,0,0.425191505594193,0.11318916908323,0,0,0.0757278264651445,0.0253448814260792
Mix_15,0.371140004338011,0,0.439132477337328,0.0948374888207002,0,0,0.0748032816768738,0.020086747827087
Mix_16,0.406942031226008,0,0.405393524619064,0.0873582649259364,0,0,0.0838296503605655,0.0164765288684265
Mix_17,0.383370261019317,0,0.422119621262109,0.099771522407567,0,0,0.0738430961023199,0.0208954992086872
Mix_18,0.368171873261498,0,0.454472134052357,0.0880025790239041,0,0,0.0704065414150919,0.0189468722471489
Mix_19,0.364860769115778,0,0.395739020882682,0.0920608365254291,0,0,0.123781786553579,0.0235575869225318
Mix_20,0.422521910429279,0,0.388396647215168,0.0747627469207261,0,0,0.100630149207116,0.0136885462277111
Mix_21,0.414502287368606,0,0.385765807460382,0.073592631094692,0,0,0.110737359593791,0.0154019144825288
Mix_22,0.364919116504324,0,0.399149448000185,0.0841400505777615,0,0,0.127992779087302,0.023798605830427
Mix_23,0.454992746410442,0,0.389575575324971,0.0600449741395441,0,0,0.0852618789782514,0.0101248251467909
Mix_24,0.326958156412788,0,0.451677793685112,0.115799144501931,0,0,0.0759235401780508,0.0296413652221185
Mix_25,0.442028307727703,0,0.385003580846137,0.0867836236856093,0,0,0.0728757927744159,0.0133086949661347
