Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
Mix_1	3.04359499974474e-171	1	3.79394150992154e-226	1.80809044848501e-300	3.18741806786336e-294	4.50842034154741e-220
Mix_2	5.20693848350603e-125	1	1.32185022956634e-236	8.29280145346002e-300	6.19755219135848e-301	0
Mix_3	0	NA	0	0	0	0
Mix_4	0	NA	0	0	0	0
Mix_5	2.42947175820672e-74	1	1.40886016667262e-209	2.06312504226416e-293	3.18250628159041e-298	0
Mix_6	8.81100821662888e-119	1	3.51240254486624e-213	9.58585463600391e-278	1.31837432818917e-271	1.37570012824408e-142
Mix_7	0	NA	0	0	0	0
Mix_8	9.10330902599313e-110	1	3.22553184731908e-262	3.50357029859613e-293	2.64091499658861e-293	5.17736002006197e-299
Mix_9	8.15278236776999e-131	1	3.27724973674783e-232	8.40807703057836e-308	7.25344627293769e-309	0
Mix_10	5.66782890281299e-80	1	3.89921927359575e-215	4.99729216574367e-279	3.75214020598561e-278	3.78845532907238e-259
Mix_11	0	NA	0	0	0	0
Mix_12	0	NA	0	0	0	0
Mix_13	9.19232021697429e-80	1	1.85366915331848e-229	5.73169526463151e-295	7.5595036967792e-298	0
Mix_14	0	NA	0	0	0	0
Mix_15	0	NA	0	0	0	0
Mix_16	2.69430935082511e-116	1	5.17587563261907e-253	1.33904734968343e-303	6.6656229103295e-304	0
Mix_17	0	NA	0	0	0	0
Mix_18	0	NA	0	0	0	0
Mix_19	3.45984018515288e-160	1	3.46836214715584e-218	1.9489498371778e-302	1.01719176717438e-296	1.06677319713329e-258
Mix_20	6.10790394863913e-103	1	3.30740635337682e-237	2.52101175440165e-290	2.63510058649024e-289	4.23292153246933e-286
Mix_21	1.95594584407622e-102	1	8.60522714870272e-241	4.31489204922141e-285	1.1092490455975e-281	2.28567431287626e-225
Mix_22	1.6277763879818e-158	1	1.3405125518848e-225	3.81921923858217e-298	9.66794953751484e-291	2.92986503105766e-214
Mix_23	2.11186092802083e-86	1	4.26446463145303e-244	2.97494366953817e-293	8.53271226404947e-297	0
Mix_24	0	NA	0	0	0	0
Mix_25	7.30836814907582e-88	1	3.34275546120013e-239	1.32423031718875e-304	1.07132294377391e-308	0
Mix_26	0	NA	0	0	0	0
Mix_27	1.0416827858678e-64	1	1.88047863749007e-247	3.3079925998347e-281	2.2295520305482e-278	8.18358452271236e-261
Mix_28	4.95856047070773e-134	1	5.30089341942617e-237	3.57028411689362e-296	6.77846778097276e-294	3.10748913447952e-268
Mix_29	0	NA	0	0	0	0
Mix_30	0	NA	0	0	0	0
Mix_31	6.90269689664828e-116	1	1.56078539942783e-248	2.80191280562253e-304	7.82581672550497e-305	0
Mix_32	0	NA	0	0	0	0
Mix_33	0	NA	0	0	0	0
Mix_34	7.34399486074625e-109	1	2.95666831718687e-218	9.70883759127857e-281	1.806832275943e-276	1.06615511084865e-182
Mix_35	0	NA	0	0	0	0
Mix_36	8.70007347245617e-124	1	5.11686943837149e-237	1.06445030943922e-307	1.01763638622901e-308	0
Mix_37	0	NA	0	0	0	0
Mix_38	0	NA	0	0	0	0
Mix_39	2.17154203073971e-74	1	1.76774890777635e-245	7.45015928551774e-271	1.57860937685028e-269	3.12138100384715e-167
Mix_40	2.66666030446937e-132	1	8.08398775008621e-215	1.70931244360561e-312	5.0529509056264e-313	0
Mix_41	0	NA	0	0	0	0
Mix_42	0	NA	0	0	0	0
Mix_43	3.56953559635805e-97	1	3.91155923828569e-214	5.44289294178511e-285	2.31296272051584e-284	2.26917270471036e-274
Mix_44	0	NA	0	0	0	0
Mix_45	0	NA	0	0	0	0
Mix_46	1.10964442667049e-82	1	2.39234093113873e-255	4.47369172561387e-294	1.02709614039246e-295	0
Mix_47	1.91772891447602e-127	1	1.54772178508003e-221	2.1243499918829e-289	1.7311039477437e-286	3.16099586474562e-235
Mix_48	1.3914495577069e-128	1	4.02957257432822e-242	7.61507236398271e-310	2.90907972313633e-311	0
Mix_49	0	NA	0	0	0	0
Mix_50	0	NA	0	0	0	0
Mix_51	0	NA	0	0	0	0
Mix_52	0	NA	0	0	0	0
Mix_53	1.50612077418565e-114	1	3.94765628306291e-242	6.93687470907014e-293	4.79005256805838e-290	1.915693777984e-269
Mix_54	5.99051396996611e-187	1	1.93841106926011e-194	3.53928682129307e-304	2.8614289273357e-298	9.41287637117068e-253
Mix_55	0	NA	0	0	0	0
Mix_56	0	NA	0	0	0	0
Mix_57	0	NA	0	0	0	0
Mix_58	0	NA	0	0	0	0
Mix_59	0	NA	0	0	0	0
Mix_60	5.77093581523494e-45	1	1.36163289553561e-249	2.34883316642989e-301	2.97890087847696e-306	0
Mix_61	2.73736541801465e-87	1	1.3702046219797e-212	1.68483075265355e-285	1.54906592227875e-287	1.63226853479563e-294
Mix_62	4.14435004178268e-83	1	3.17623767975617e-206	9.40022905542059e-299	1.03418758593913e-303	0
Mix_63	0	NA	0	0	0	0
Mix_64	6.12068133570817e-107	1	2.83770516241866e-224	1.74618573460438e-279	6.04080832529235e-275	3.9795152167052e-186
Mix_65	4.0493951882612e-112	1	7.33238609347005e-237	1.20005319086488e-290	2.87083381126335e-288	3.50453939611186e-259
Mix_66	1.97438068727205e-123	1	1.20879099336207e-237	2.79547413517142e-311	1.4792742615637e-314	0
Mix_67	1.17208105423833e-63	1	1.10720412052999e-220	3.57628642622653e-269	1.03957970711034e-269	1.95949178627409e-207
Mix_68	0	NA	0	0	0	0
Mix_69	3.52319188072409e-73	1	2.83310352776473e-222	2.23140587367184e-290	9.6222903500673e-294	0
Mix_70	0	NA	0	0	0	0
Mix_71	0	NA	0	0	0	0
