B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
average.mix_1	0	0	1.3603415293882e-05	2.24741554589264e-05	0	0	0	1.94574156440223e-05	2.32525943550906e-05	0	3.10364427734937e-05	0	2.74566228032277e-06	0	6.10570460609991e-06	0	0	0	0	0	0
average.mix_2	0	0	1.37713325648531e-05	2.35864066454454e-05	0	0	0	2.16899236092676e-05	2.79755923763079e-05	0	4.06245502069876e-05	0	0	0	2.77200512765954e-06	0	0	0	0	0	0
average.mix_3	2.58315413960639e-05	2.48253001464527e-05	7.98751446512132e-06	2.30957856010228e-07	2.5966987881258e-05	2.48797591255318e-05	2.75107207333216e-05	5.69564915145896e-07	0	2.52622006340718e-05	0	2.39441503025258e-05	1.63648911357492e-05	9.02579944443008e-06	1.85586558862127e-05	2.83518884270577e-05	3.01656240293554e-05	2.84657636280184e-05	2.60555883166639e-05	3.01495048673861e-05	2.7626104418881e-05
average.mix_4	7.32452515745932e-06	1.07065086526746e-05	9.84807985525595e-06	5.63105056568055e-06	8.42850429584957e-06	9.80333326663886e-06	8.28783904677588e-06	6.91316093655297e-06	6.57272247326141e-06	6.79231773612997e-06	0	8.78233905909169e-06	7.86747162310836e-06	7.48499553560889e-06	1.15814809211913e-05	7.33331835011124e-06	3.75749668147255e-06	7.81555600716892e-06	2.65588479066323e-06	0	7.56495001880453e-06
average.mix_5	1.17746933565718e-05	1.61585288677118e-05	1.40511873026925e-05	8.24511026386458e-06	1.80093500077062e-05	1.65215028027928e-05	1.68321310687622e-05	1.00760508265448e-05	7.55583170299548e-06	2.04404053685281e-05	0	1.50486891943034e-05	1.49956943872074e-05	1.18660332662431e-05	1.69735753647882e-05	1.65078691278093e-05	1.36620029172603e-05	1.83584117359847e-05	1.79364547992568e-05	9.35336348598041e-06	1.75923840837357e-05
average.mix_6	0	3.31820710365121e-06	1.01636923455544e-05	9.74240720736902e-06	2.82546028847658e-06	4.80080543526412e-06	1.95275147283777e-08	1.08484358108543e-05	1.19705353151202e-05	0	2.44372805528052e-06	0	4.75395570248521e-06	5.19651173325976e-06	9.14617980435319e-06	0	0	0	0	0	0
average.mix_7	1.61787787276038e-05	1.1422699058933e-05	5.43812070179795e-06	0	6.63931891655706e-06	5.95587767041723e-06	8.84733644765274e-06	9.22886736807526e-08	0	1.18612784035218e-05	0	1.1077146877251e-05	7.2684395383794e-06	5.69621496410668e-06	9.43522957668581e-06	1.12095848831107e-05	9.37434680765608e-06	1.19642704643763e-05	1.06211490742981e-05	7.30183382582802e-06	7.17249380340184e-06
average.mix_8	0	0	8.74072051986966e-06	9.57309853264793e-06	0	0	0	1.08616889101823e-05	1.26221503868189e-05	0	5.72219321780147e-06	0	0	8.66438479380133e-07	3.19008469802113e-06	0	0	0	0	0	0
average.mix_9	0	1.83099226414433e-06	1.25023055567365e-05	1.59323103219056e-05	4.18049687663707e-06	3.38204365072967e-06	1.58335267466455e-07	1.37500619181118e-05	1.51559535740829e-05	3.56356535937303e-06	1.11092608940031e-05	0	8.02665259159608e-06	2.56381922994989e-06	1.03036694836399e-05	0	0	2.56414773800588e-07	0	0	0
average.mix_10	1.1489335115308e-05	7.0943220769857e-06	2.94589104588357e-06	0	0	1.0933495144595e-06	1.38940347294041e-06	0	0	0	0	5.48369125348194e-06	0	3.06045854159144e-06	4.86968542732695e-06	7.43164719293574e-07	0	0	0	0	0
average.mix_11	0	0	1.31388265814829e-05	2.29807490025628e-05	0	0	0	2.00843561544961e-05	2.62466963407172e-05	0	3.55600981956936e-05	0	0	0	3.83422534059969e-06	0	0	0	0	0	0
average.mix_12	0	0	9.84667675572256e-06	1.6440296046056e-05	0	8.64904337217412e-07	0	1.49683464907242e-05	1.90349382693334e-05	0	2.02828608286625e-05	0	1.8178915113629e-06	0	6.23305632721608e-06	0	0	0	0	0	0
average.mix_13	1.48640213069115e-05	4.84503854429022e-06	3.80301236325431e-06	0	0	0	0	0	0	5.46289536366207e-06	0	4.91100310865917e-06	2.05735526320055e-06	7.51416489023867e-07	3.92380022010513e-06	3.37311339744348e-06	0	4.42954444029937e-06	4.94729771238282e-06	0	0
average.mix_14	1.21986715370616e-05	5.32617185125945e-06	1.10432895098665e-06	0	0	0	0	0	0	0	0	4.34879526549501e-06	0	1.25493839360108e-06	2.91046035874212e-06	4.56383928253449e-08	0	0	0	0	0
average.mix_15	1.87334261267221e-05	9.14267113558057e-06	1.09906809719898e-06	0	4.07969893224392e-06	1.79578483963208e-06	7.12087129624612e-06	0	0	2.61900829754824e-05	0	1.21006988018631e-05	9.02799911987407e-06	4.47236354429041e-08	5.24734525664808e-06	1.58065006091462e-05	1.28839110683335e-05	1.94637682188125e-05	2.48500422113171e-05	1.08684938062866e-05	5.34468940213432e-06
average.mix_16	9.36872969494596e-06	1.20005258613107e-05	4.44926863983695e-06	5.68751640907748e-07	1.01994670694044e-05	1.1843973629444e-05	1.11489966973696e-05	5.63287664466892e-07	3.87701552867088e-07	7.74755687187558e-06	0	1.04812414768561e-05	6.66642525905443e-06	5.69011984802759e-06	1.02673275834368e-05	1.09504554663197e-05	9.59893306330994e-06	1.09474672142357e-05	3.77835843653746e-06	7.55362306773693e-06	1.01901511361032e-05
average.mix_17	4.5581022591531e-05	2.00966451007438e-05	0	0	7.88626806681252e-06	7.40202127755711e-06	1.41049041471956e-05	0	0	1.2361286607219e-05	0	2.19450402570721e-05	4.27856312652526e-06	3.56742039773959e-06	7.41605217493762e-06	2.077653170072e-05	2.41564180471929e-05	1.92929023435969e-05	2.2852552426669e-05	2.7054450671777e-05	1.27053832912525e-05
