B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8
average.A	34.0671334637905	24.7712687168754	13.4692235870064	19.2528438575819	15.6959601975404	14.377414461343	0	3.55141416467581	0	10.2529079687898
average.B	40.4599106640783	32.0603297579032	14.5633779739786	16.2789467456517	0	17.1201881729439	0.254348020052565	5.53695008549093	0	10.9898410522964
average.C	3.55550013401012	6.70850517760913	0	25.4466575727076	17.7347466462913	0	46.0598840513449	44.1375453050554	22.1640923132586	45.1343975793325
average.D	6.4412662945962	5.02901760741358	0	31.6271375204997	34.6802069519467	0	44.686786651624	43.5257288581027	26.7866426174252	45.8803484264089
average.E	0	0	0	55.2851720723725	61.5456937318822	0	23.7836464861575	28.4989654432568	14.8772982638636	49.0410665125992
average.F	0	0	0	114.77956480852	135.719206884604	0	0	0	4.30536272109566	24.0290408592197
average.G	23.4418728644933	17.6591347276294	49.4953044563528	0	0	125.217824291643	0	0	0	0
average.H	14.6175180986516	13.1618328084755	79.8225817172143	0	0	72.6761054226334	0	0	0	0
average.I	11.5981568360802	12.1548980315092	79.2083173590938	0	0	68.0044787039865	0	0	0	0
average.J	34.7167243311098	33.3764705484135	-8.40977335800946	14.1449455726605	18.6885592725021	-18.7743798912004	59.2053457146267	55.3998839526305	31.9711474926911	43.9023229542152
average.K	7.28276383933811	9.3920817467184	-21.8822489574138	63.0129888655889	70.5891307619872	-22.6869914808274	38.7521224439214	42.4134247261131	31.2484291088765	65.5830532643463
average.L	0	0	0	13.8898471587108	3.39310430857894	0	41.7775126724824	45.7503597002418	20.8383195846841	34.4631018729524
stdev.A	0.0271335026661233	0.013123985117305	0.0039660724935255	0.00997533069185995	0.0139947478865118	0.0817993516149253	0	0.0055181653245888	0	0.0113249596914121
stdev.B	0.0366492298177226	0.0213085071061417	0.00795401662772515	0.0185652103419574	0	0.0542476663353059	0.00834555080237978	0.00613917250545103	0	0.0163876139123143
stdev.C	0.0107375472069358	0.0183313243753196	0	0.022012701585929	0.0121174647022078	0	0.0138317991650686	0.0166814503595299	0.0165090964436829	0.0213479887904661
stdev.D	0.0383037957160758	0.0240685876167621	0	0.00656923901230594	0.00511600004528426	0	0.00534797264047629	0.00698878814351642	0.0043416567354718	0.00522482895464736
stdev.E	0	0	0	0.00248059188720177	0.00749683688277219	0	0.00715326187571563	0.00528251265648091	0.0125629288604563	0.0124902755445922
stdev.F	0	0	0	0.00566141242915002	0.0158488102570404	0	0	0	0.0117497146120127	0.00688998578659289
stdev.G	0.0132284263695367	0.0125003956502739	0.00268518466197189	0	0	0.0500856395677314	0	0	0	0
stdev.H	0.0210107592727182	0.0182938002971824	0.0101586859111216	0	0	0.0761552081019605	0	0	0	0
stdev.I	0.0453653880153651	0.0313623125753066	0.0144108726020356	0	0	0.0606260058197143	0	0	0	0
stdev.J	0.0151570289916357	0.00586055865174433	0.00234384293381118	0.00665323337853633	0.021486638290258	0.0147560884274855	0.00701004313039147	0.00867335339152839	0.0103021562047569	0.00757048299951175
stdev.K	0.0143449568846027	0.0142044071786649	0.00605192438696362	0.0166055101680726	0.0231369990216229	0.0204125143456029	0.00863794551953137	0.00931576013500385	0.0213488841067678	0.0149621072898085
stdev.L	0	0	0	0.00553901704737128	0.0141129212019619	0	0.004556490344911	0.00757603175453859	0.00370511999367362	0.00219003161224412
