AbsCibersort_err	Cibersort_err	DCQ_err	Decon_err	dtangle_err	EPIC_err	GEDIT_err	Savant_err
0.214030403732531	0.21403040373256	0.146173325177499	0.21642906372	0.148735821041794	0.13865788979421	0.139605554452636	0.139917206359891
0.11054095789544	0.110540957895432	0.114470116347544	0.0979198652037572	0.0677692258535656	0.0978965151471479	0.0576254792623448	0.094959968479596
0.166634154568924	0.166634154568916	0.159819068082268	0.199052857485715	0.134762437995618	0.142317993916193	0.135561336541167	0.157167195649915
0.214334897218498	0.21433489721825	0.14379313802664	0.233958870477783	0.133635004961264	0.0847678369994157	0.132437827009049	0.145622814911089
0.062894146976375	0.0628941469761629	0.0955837072020788	0.184611728734174	0.0576846984582645	0.0917186243451022	0.0699483622048566	0.103757412334152
0.15044329247777	0.150443292477775	0.135698861786166	0.14206574019182	0.139239977319915	0.121416626424333	0.134317395858803	0.135010885206414
0.0703923434508731	0.070392343450901	0.0927690510182475	0.0911091844765884	0.0781250498177566	0.105415612415945	0.0459600482368545	0.0845223210516396
0.141487737056478	0.141487737056479	0.133340712959258	0.12915473247914	0.120386013736481	0.12975385041123	0.108627331364222	0.125493485752548
0.0871285402614095	0.0871285402613937	0.114516775473681	0.0874254147064417	0.165016988856329	0.0939874324785882	0.086431734336215	0.0976785803912085
0.123415885900654	0.123415885900639	0.101444408554607	0.0937042239019254	0.0835547011759685	0.106141721491135	0.0840884160564673	0.096057058146127
