AbsCibersort_err	Cibersort_err	DCQ_err	Decon_err	dtangle_err	EPIC_err	GEDIT_err	Savant_err
0.411134037696138	0.411134037696138	0.322348164201563	0.410884281702392	0.411545177331911	0.312091752787345	0.410715516636227	0.411636776116981
NA	0.183695176509374	0.319324411654013	0.168535151902838	0.236015292752609	0.243071998387774	0.19800833518271	0.240049261491053
0.369847176963869	0.369847176963844	0.32164177997265	0.219788057756937	0.37729374640948	0.294266061679864	0.273501145773882	0.313367368942142
NA	0.321122370395008	0.322995831000723	0.196928073550236	0.382363973791761	0.193496153330791	0.194583966230507	0.281958787392421
0.431540118360079	0.431540118359453	0.320950611267769	0.261206871594989	0.406056728556362	0.247799564368319	0.284758702184183	0.311337031529936
0.127894650158075	0.127894650158046	0.325277378157187	0.120954960217722	0.364471113836893	0.23013157060846	0.167746050557597	0.305169339872412
NA	0.394250581853133	0.321499256757393	0.298149024084358	0.357783185326253	0.302590943905961	0.384630901848776	0.29938997956401
0.185168870008784	0.185168870008786	0.31746883705192	0.13739533460597	0.218915781809731	0.186869476331117	0.212633106714186	0.210048948035545
0.136116297277807	0.136116297277808	0.299087615989082	0.150108100957723	0.339680171191375	0.211213992891274	0.0803100463800298	0.225572366820087
NA	NA	0.314372798535721	0.0857288355956435	0.217099849122797	0.139018114835819	0.15789569402323	0.218287966733106
