AbsCibersort_err	Cibersort_err	DCQ_err	Decon_err	dtangle_err	EPIC_err	GEDIT_err	Savant_err
0.133631973099389	0.133631973099384	0.12533084445805	0.237968303131976	0.157005392696861	0.233173093378823	0.0907713075970185	0.193912984532589
0.100733424691676	0.100733424691691	0.161227179548951	0.252085505375042	0.0947915619751111	0.154066790532921	0.0534029302024887	0.176058264843377
0.131894700704822	0.131894700704812	0.195569998185475	0.24429815911061	0.0884433129748525	0.235659929061572	0.0611327070684209	0.228903487526017
0.174408968427001	0.17440896842693	0.152271212817325	0.165013275810198	0.071441135579632	0.127857125895511	0.053349284949508	0.201665467501529
0.260064954742123	0.260064954742139	0.191765339051317	0.293444740314929	0.17602481853804	0.101862748772072	0.194113829011851	0.196258769336578
0.0618723460756184	0.0618723460756298	0.11955622380057	0.211473651554237	0.0607699441299643	0.221904117512419	0.0390313181499611	0.147953921663324
0.184366644598344	0.184366644598323	0.185301532043714	0.225248206569359	0.177104560675633	0.241977048493222	0.178416180915119	0.208999370077914
0.106887512491474	0.106887512491497	0.18706415073198	0.17279352764215	0.0989571123080153	0.147594994962349	0.0735143559353314	0.14590114337631
0.0419984258953905	0.041998425895373	0.166718517481479	0.0851999443821893	0.138889080406354	0.115995142173769	0.0285819756704415	0.106929599105198
0.16414071581261	0.164140715812899	0.13781828131207	0.167614808116433	0.0834581685725906	0.157842611865471	0.0968117724459661	0.135011363041521
