ID,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
S3485,6.41073,6.301292,6.476632,6.546594,6.59612,5.751032,6.369782,6.333544,6.249314,6.358482,5.965484,6.35454,6.519284,5.834234,6.578082,6.223608,6.491116,6.337748,6.876276,6.66051,6.341172,6.105834,6.249776,5.961622,6.492208,6.447088,5.969568,6.47432,6.289028,6.271316,5.768718,6.475536,6.75573,6.542274
S3486,6.387736,6.507024,6.480054,6.664532,6.710162,5.781954,6.447614,6.340166,6.291822,6.47916,6.05374,6.302844,6.815706,5.921476,6.463806,6.250126,6.476912,6.525016,7.249768,6.83733,6.421586,6.05537,6.269278,6.039586,6.581468,6.469442,6.028812,6.618604,6.281776,6.34955,5.76654,6.523916,6.805806,6.701548
S3492,6.04387,6.22649,6.493188,6.412808,6.646584,5.589006,6.38635,6.23732,6.191538,6.168766,5.933492,6.433054,6.504752,5.649936,6.129986,6.21607,6.51547,6.265156,6.90277,6.572314,6.492162,6.062546,6.134374,5.801698,6.30715,6.38357,5.799234,6.39832,6.345666,6.270984,5.566338,6.361694,6.646904,6.507458
S3496,6.773924,6.542902,6.336476,6.565198,6.691614,5.94216,6.404812,6.36133,6.310696,6.68708,6.07101,6.078814,6.89898,6.045694,6.708234,6.241446,6.391256,6.54626,7.268596,6.79591,6.166834,6.155564,6.261326,6.208252,6.659094,6.452514,6.056886,6.592158,6.242204,6.316042,5.983546,6.58949,6.819476,6.7847
S35,6.70399,6.673404,6.628564,6.732796,6.884478,5.985388,6.629358,6.375506,6.413584,6.744616,6.198906,6.312892,7.159728,6.238138,6.973566,6.302804,6.634082,6.649736,7.303086,6.94744,6.500108,6.161606,6.386678,6.321692,6.870922,6.673448,6.16934,6.779236,6.355528,6.373044,6.042968,6.852008,7.122588,6.911546
S351,6.215964,6.476516,6.61758,6.630948,6.763684,5.801886,6.538582,6.26231,6.292764,6.436128,6.027464,6.39788,6.764204,5.929728,6.476262,6.357746,6.55611,6.466322,7.180204,6.754126,6.524132,6.083222,6.302724,5.996698,6.60247,6.517706,6.061146,6.652244,6.35539,6.391964,5.749212,6.471698,6.961168,6.771094
S3510,6.353436,6.45807,6.348228,6.462704,6.770548,5.816028,6.407672,6.276778,6.2492,6.47409,5.917202,6.229654,6.707564,5.928146,6.589888,6.213902,6.437926,6.447152,7.05816,6.765542,6.311512,6.085192,6.215142,6.045692,6.576408,6.43059,6.020846,6.570142,6.255624,6.33857,5.760414,6.561426,6.855364,6.710384
S3514,6.222016,6.380902,6.490724,6.667494,6.762432,5.851036,6.44664,6.3585,6.25397,6.493844,6.056582,6.346206,6.862778,5.909004,6.500476,6.25389,6.60101,6.490958,7.24268,6.737888,6.374872,6.140904,6.22357,6.044784,6.621058,6.506288,6.012512,6.622854,6.334092,6.348324,5.777122,6.58056,6.838642,6.707254
S3516,6.699804,6.543652,6.421332,6.710504,6.719768,5.93392,6.501412,6.415058,6.323738,6.696392,6.068484,6.263104,6.892142,6.081582,6.824346,6.283676,6.48408,6.597082,7.421266,6.856862,6.3477,6.104736,6.28502,6.171976,6.827054,6.552118,6.112102,6.690466,6.267188,6.35595,6.037856,6.635526,6.861216,6.5846
S3517,6.814032,6.738686,6.508646,6.638266,6.721022,6.009986,6.556356,6.423006,6.41172,6.810612,6.139644,6.208964,6.971028,6.215464,7.025014,6.295896,6.50908,6.56113,7.258978,6.870842,6.402918,6.232648,6.388748,6.35807,6.856138,6.62708,6.165168,6.726342,6.287078,6.357084,6.165972,6.902342,6.972474,6.86958
S3521,6.264818,6.27145,6.414296,6.611174,6.612278,5.72007,6.38262,6.269302,6.204426,6.373746,5.96172,6.391738,6.705238,5.78734,6.370192,6.229562,6.475152,6.343512,7.099886,6.617726,6.375258,6.04927,6.114616,5.912334,6.549172,6.344288,5.950744,6.474578,6.277076,6.363736,5.701778,6.37445,6.621736,6.545086
S3525,6.4475,6.499506,6.496304,6.534118,6.775742,5.789808,6.47812,6.313324,6.224164,6.451296,6.044416,6.327962,6.799394,5.949338,6.5561,6.34143,6.498224,6.484306,7.29195,6.780576,6.502586,6.111242,6.256242,6.08367,6.582642,6.43865,5.918906,6.559828,6.317908,6.283378,5.85604,6.518282,6.766368,6.671182
S3527,6.492218,6.644874,6.603556,6.754416,6.832442,5.887166,6.60504,6.37659,6.344558,6.61946,6.165946,6.29914,7.038746,6.132716,6.715252,6.344206,6.624926,6.612466,7.456938,6.882076,6.530522,6.136068,6.396048,6.194752,6.776258,6.627746,6.090214,6.735168,6.309682,6.45471,5.994998,6.695746,7.030094,6.83758
S3531,6.402648,6.479404,6.335394,6.531004,6.694054,5.868572,6.36819,6.36211,6.20223,6.526682,5.955836,6.250826,6.637776,5.947664,6.540154,6.23163,6.396098,6.481762,7.302198,6.695286,6.26138,6.034074,6.132172,6.081106,6.61791,6.397368,6.000306,6.6026,6.274702,6.34089,5.867346,6.43967,6.726866,6.567938
S3542,6.217888,6.36533,6.584546,6.587324,6.70359,5.736058,6.455832,6.233506,6.20969,6.254776,6.044624,6.420906,6.820862,5.826328,6.413246,6.281292,6.602414,6.371736,6.974262,6.641222,6.493288,6.117928,6.263762,5.963518,6.52189,6.526918,5.89479,6.482688,6.384008,6.36221,5.667946,6.486044,6.840158,6.676272
S3545,6.42489,6.467498,6.509668,6.662956,6.852108,5.883868,6.516464,6.42288,6.371566,6.559646,6.035736,6.337934,6.822994,5.952616,6.55231,6.295768,6.477278,6.533802,7.434838,6.868594,6.443142,6.099928,6.295996,6.081008,6.649196,6.420938,6.020672,6.638428,6.252766,6.369418,5.854328,6.49456,6.805768,6.68911
S3547,6.591594,6.469264,6.408988,6.730626,6.79559,5.9134,6.498492,6.361546,6.26776,6.592182,6.044802,6.275794,6.877232,6.048728,6.67168,6.256456,6.483332,6.561294,7.458098,6.854612,6.356896,6.1013,6.30019,6.133066,6.733954,6.481242,6.008908,6.640742,6.246408,6.338344,5.821458,6.448722,6.830122,6.623732
S3548,6.706648,6.68064,6.519238,6.607676,6.693666,5.986168,6.515406,6.358644,6.39045,6.753534,6.125726,6.237444,6.91557,6.185928,6.925118,6.301954,6.503768,6.495794,7.209378,6.841274,6.269266,6.183606,6.354342,6.31134,6.76837,6.569376,6.182708,6.632038,6.311142,6.473834,6.063658,6.849404,7.057896,6.85544
S3550,6.584366,6.580244,6.389664,6.541576,6.795516,5.826562,6.411886,6.34518,6.270144,6.514784,5.955076,6.22373,6.74576,5.985344,6.650236,6.27359,6.422854,6.466674,7.21908,6.751884,6.237014,6.10485,6.198804,6.099068,6.628816,6.45601,6.055068,6.625706,6.222546,6.31026,5.832018,6.627274,6.8299,6.720208
S3551,6.55824,6.55892,6.498102,6.533158,6.77894,5.853324,6.466614,6.39707,6.327838,6.628636,5.95441,6.268258,6.87776,6.05313,6.732116,6.306936,6.461194,6.54362,7.260376,6.740476,6.362938,6.136524,6.285146,6.16017,6.71323,6.46712,6.077634,6.635994,6.314982,6.345058,5.939998,6.746154,6.964024,6.74686
S3557,6.440636,6.660238,6.55265,6.649144,6.794576,5.910286,6.561614,6.426666,6.40637,6.685356,6.069056,6.351746,6.88585,6.150104,6.726692,6.346528,6.593268,6.596288,7.393932,6.853824,6.449938,6.238848,6.37293,6.242612,6.706416,6.499006,6.079418,6.734982,6.384116,6.429266,5.92452,6.753552,7.012534,6.821586
S3567,6.433162,6.654452,6.463172,6.553442,6.892938,5.860244,6.568388,6.354046,6.345584,6.601954,6.017084,6.255608,6.877056,6.041068,6.709858,6.34028,6.540214,6.591626,7.230848,6.808748,6.399598,6.142574,6.36237,6.23396,6.645106,6.58368,6.110636,6.834994,6.364456,6.38417,5.811784,6.776818,7.163388,6.910684
S3569,6.70366,6.481322,6.318944,6.399834,6.41589,5.840154,6.352664,6.297544,6.182808,6.629736,6.118758,6.06726,6.881,6.000606,6.877046,6.070806,6.289848,6.375734,7.081092,6.644356,6.263378,6.022826,6.067468,6.216722,6.71658,6.458126,6.037318,6.445598,6.167724,6.25969,6.087814,6.718718,6.767412,6.540306
S3570,6.403442,6.577706,6.510054,6.568608,6.708872,5.8039,6.390558,6.342022,6.325306,6.519984,6.015022,6.276556,6.7355,5.995586,6.643904,6.265458,6.452472,6.445594,7.310726,6.767438,6.289426,6.087866,6.188572,6.11222,6.597898,6.481102,6.058786,6.66419,6.29331,6.34892,5.795758,6.66014,6.874582,6.685326
S3579,6.717216,6.473974,6.448444,6.455388,6.711286,5.901488,6.463688,6.419086,6.400316,6.593684,6.060684,6.404824,6.916132,5.954148,6.784628,6.296702,6.415458,6.403648,7.051576,6.753936,6.335634,6.12846,6.307322,6.157742,6.65061,6.437314,6.104102,6.577372,6.347538,6.25226,5.976482,6.747734,6.805512,6.70374
S3587,6.58592,6.620808,6.508234,6.699874,6.760698,5.902504,6.472084,6.322004,6.311542,6.69003,6.062622,6.272242,6.904464,6.179888,6.82774,6.245716,6.522762,6.546454,7.372428,6.82928,6.367808,6.189056,6.388264,6.246128,6.723234,6.552912,6.112754,6.668308,6.2389,6.388894,5.954742,6.741578,6.938132,6.698388
S3589,6.369752,6.44406,6.589228,6.67296,6.696726,5.86846,6.488362,6.416298,6.285812,6.47863,6.049882,6.358778,6.767734,5.909074,6.484888,6.314338,6.558456,6.5113,7.258192,6.73439,6.420286,6.128106,6.276922,6.058026,6.63566,6.39535,5.989166,6.62048,6.400452,6.376192,5.819924,6.507372,6.721008,6.575186
S3592,6.476864,6.556978,6.44688,6.68257,6.810516,5.809084,6.519072,6.313698,6.313394,6.64471,6.05528,6.292164,6.901834,5.979744,6.723478,6.263578,6.526104,6.556608,7.34948,6.904178,6.402004,6.105914,6.338396,6.16845,6.736962,6.584438,6.084296,6.776904,6.30253,6.40645,5.82046,6.612306,6.99252,6.699386
S3599,6.358094,6.506212,6.455618,6.721964,6.844952,5.78379,6.463814,6.385844,6.290018,6.491906,5.997038,6.357146,6.733822,5.928154,6.469938,6.319712,6.545076,6.524348,7.29934,6.804068,6.44967,6.065416,6.305094,6.090454,6.624346,6.503086,5.959664,6.692238,6.346792,6.374568,5.78783,6.524972,6.815838,6.657884
S36,6.287018,6.174134,6.381124,6.483434,6.57345,5.77844,6.33353,6.296624,6.188518,6.267516,5.890156,6.354104,6.620834,5.724818,6.343402,6.16488,6.395704,6.349756,7.163714,6.637726,6.245812,5.987396,6.040638,5.882592,6.444132,6.37536,5.86667,6.410748,6.184836,6.226812,5.66788,6.29534,6.54124,6.408182
S3610,6.57365,6.565046,6.564404,6.6051,6.891372,5.883446,6.519232,6.357094,6.370858,6.65313,6.103178,6.313168,6.840826,6.089668,6.74615,6.318838,6.512586,6.60322,7.143108,6.843764,6.419054,6.149656,6.316754,6.19628,6.728668,6.529782,6.09692,6.660712,6.317568,6.38719,5.950578,6.653974,6.960122,6.934836
S3620,6.432524,6.582488,6.506148,6.720328,6.757784,5.940096,6.464532,6.395958,6.349744,6.5934,6.102688,6.324124,6.879904,6.099036,6.664432,6.302962,6.589428,6.503786,7.270204,6.811136,6.393252,6.156164,6.34337,6.187198,6.662888,6.570514,6.14269,6.737464,6.359726,6.500546,5.89668,6.610814,6.932726,6.720844
S3630,6.4789,6.541896,6.445028,6.586906,6.770458,5.82284,6.417452,6.358452,6.293042,6.519614,6.035402,6.324876,6.770618,5.968292,6.63945,6.287914,6.470002,6.461716,7.207144,6.756504,6.312162,6.101824,6.257712,6.11261,6.579266,6.384892,6.057626,6.588102,6.273908,6.339772,5.799606,6.623438,6.936134,6.785544
S3636,6.54015,6.438904,6.414982,6.525194,6.572598,5.82419,6.359784,6.338312,6.258838,6.503238,6.00496,6.26153,6.702126,5.947688,6.684016,6.168402,6.401022,6.41362,7.122516,6.69313,6.302178,6.142652,6.223392,6.154928,6.556942,6.443278,6.00542,6.486034,6.169372,6.307392,5.932726,6.627764,6.79165,6.647682
S3637,6.7507,7.184584,7.15711,6.191604,6.842846,6.033444,6.654474,6.33517,6.673202,6.814986,6.19839,6.170792,7.152646,6.524612,7.111016,6.46135,6.635314,6.738662,6.984018,6.98939,6.55712,6.302984,6.544314,6.48865,6.768626,6.74606,6.265862,6.979654,6.44482,6.400522,6.174152,6.924554,7.031456,6.670474
S3655,6.36125,6.335628,6.354438,6.648692,6.667702,5.804048,6.317192,6.322392,6.204174,6.399684,5.975068,6.256654,6.716936,5.912388,6.44839,6.203878,6.398482,6.410518,7.207738,6.680822,6.243062,6.059604,6.100386,5.987014,6.580554,6.400566,5.926988,6.541352,6.255958,6.289066,5.785232,6.34398,6.638052,6.537614
S366,6.42814,6.52569,6.333636,6.437462,6.563988,5.771782,6.348874,6.219334,6.190824,6.532482,5.951078,6.059186,6.67719,5.997486,6.64379,6.206798,6.3732,6.383016,7.121702,6.66666,6.145874,6.075074,6.128456,6.052866,6.56412,6.360602,5.916732,6.562702,6.183018,6.237596,5.82241,6.612282,6.782666,6.657222
S3667,6.810046,6.665762,6.595974,6.741366,6.84216,6.007398,6.614908,6.393682,6.383736,6.715892,6.160122,6.27106,7.054886,6.178234,6.905564,6.312532,6.53839,6.63,7.411204,6.921222,6.452974,6.162774,6.386916,6.322274,6.824324,6.616768,6.161868,6.744556,6.311796,6.395868,6.048548,6.779608,6.967626,6.82605
S3668,6.715198,6.657362,6.621832,6.818206,6.94173,6.029476,6.681962,6.514694,6.51418,6.70893,6.178332,6.467084,7.178806,6.107362,6.828804,6.432092,6.682484,6.749472,7.4783,7.007086,6.629846,6.204856,6.546042,6.170816,6.820512,6.685752,6.18051,6.842742,6.453496,6.48274,6.071792,6.717228,7.042552,6.827198
S3694,6.510184,6.714276,6.389446,6.482312,6.73478,5.852032,6.407418,6.269352,6.280458,6.618416,5.923646,6.124036,6.73886,6.132172,6.77446,6.24864,6.393258,6.40625,7.11595,6.725594,6.193126,6.064938,6.22315,6.194274,6.68867,6.451996,6.12307,6.674968,6.19027,6.333016,5.873874,6.768416,6.967984,6.784174
S37,6.404382,6.618764,6.431408,6.61355,6.76558,5.842404,6.45114,6.29196,6.283722,6.603808,6.01234,6.200018,6.766732,6.034558,6.654386,6.252386,6.457558,6.50322,7.253078,6.816786,6.326728,6.06449,6.260232,6.138874,6.653864,6.457504,6.085316,6.711344,6.244218,6.371502,5.8023,6.70199,7.00053,6.762996
S3701,6.53188,6.395612,6.37272,6.570872,6.572668,5.821002,6.349732,6.367056,6.235698,6.516816,6.054328,6.21697,6.781558,5.966228,6.750154,6.215776,6.393542,6.441438,7.272702,6.720122,6.30685,6.090292,6.232614,6.057158,6.62572,6.39726,5.953158,6.564806,6.230516,6.30003,5.949086,6.583004,6.751098,6.549764
S3704,6.580492,6.581594,6.423612,6.494278,6.565034,5.83174,6.330228,6.272178,6.202212,6.594008,6.023096,6.101402,6.8106,6.028006,6.750304,6.185072,6.428856,6.434222,7.154022,6.73442,6.236762,6.15489,6.202584,6.163664,6.62971,6.45367,6.066886,6.587662,6.200374,6.263712,5.97428,6.714376,6.800982,6.728352
S3706,6.528214,6.495382,6.448634,6.483356,6.707738,5.85877,6.403816,6.343332,6.322698,6.573572,6.041878,6.23447,6.813916,6.046646,6.666278,6.250926,6.393698,6.434368,7.218756,6.700126,6.3251,6.158022,6.257872,6.149088,6.61776,6.419364,6.040482,6.543586,6.246824,6.261392,5.879942,6.644796,6.82338,6.678536
S3707,6.459036,6.59177,6.620594,6.696298,7.051224,5.815026,6.6853,6.41094,6.415556,6.546936,6.080738,6.484944,6.927066,5.950968,6.57595,6.398004,6.643274,6.633778,7.258908,6.868722,6.598094,6.171066,6.362636,6.126256,6.663272,6.578516,6.065932,6.735442,6.382442,6.468636,5.82936,6.581638,6.898622,6.854574
S3711,6.494384,6.494584,6.451168,6.603252,6.720464,5.889278,6.471674,6.423982,6.329226,6.596396,6.000654,6.296248,6.77688,5.969752,6.680768,6.341668,6.52415,6.486262,7.080808,6.780132,6.371094,6.15655,6.33008,6.1352,6.652652,6.504716,6.049196,6.720504,6.335056,6.362398,5.875038,6.623088,6.854468,6.687864
S3713,6.44854,6.475104,6.548748,6.580122,6.802038,5.823572,6.499892,6.444822,6.364712,6.501686,6.045288,6.36124,6.786358,5.920416,6.568132,6.290146,6.459618,6.499166,7.333992,6.762032,6.38867,6.087566,6.316668,6.05766,6.622112,6.418078,6.081014,6.596318,6.342024,6.345284,5.802622,6.504716,6.78285,6.619996
S3715,6.480138,6.507624,6.367656,6.615216,6.668942,5.819676,6.518104,6.327082,6.282796,6.509494,6.029376,6.261464,6.79341,6.02326,6.695786,6.30326,6.476688,6.519296,7.231476,6.76232,6.332298,6.055834,6.308882,6.177322,6.707886,6.586142,6.040952,6.617178,6.294206,6.300564,5.927546,6.602178,6.912582,6.617446
S3721,6.3607,6.415128,6.493872,6.73813,6.78306,5.77784,6.510954,6.335036,6.236516,6.473368,6.056278,6.422128,6.87466,5.968298,6.59083,6.23579,6.59393,6.546364,7.321722,6.73607,6.465054,6.150596,6.232846,6.13674,6.665608,6.530962,5.971656,6.576856,6.277616,6.385984,5.846764,6.494824,6.808198,6.63172
S3725,6.541444,6.569492,6.501824,6.51753,6.761954,5.894304,6.418242,6.384252,6.33673,6.581844,5.98658,6.256366,6.630164,6.020714,6.709144,6.294398,6.448248,6.464772,7.11425,6.770834,6.30302,6.110372,6.26878,6.153644,6.670162,6.444178,6.065896,6.617316,6.24121,6.334808,5.950846,6.656928,6.840534,6.80222
S3726,6.762398,6.675378,6.48067,6.590792,6.701924,5.92821,6.455508,6.347068,6.340388,6.693828,6.10125,6.21042,6.94814,6.160128,6.86054,6.24523,6.465938,6.56184,7.285954,6.855722,6.26767,6.172864,6.324918,6.272482,6.723088,6.51723,6.175268,6.63648,6.271928,6.315208,6.039,6.818022,6.89322,6.754724
S3727,6.567616,6.737012,6.520398,6.72096,6.87685,5.905782,6.529332,6.436452,6.385492,6.674322,6.019056,6.214714,6.929378,6.12087,6.773438,6.333748,6.486244,6.568576,7.373866,6.878184,6.35555,6.146972,6.284388,6.21282,6.748428,6.541758,6.161714,6.810462,6.326554,6.385456,5.934896,6.85951,6.971138,6.830852
S3733,6.347312,6.365716,6.34802,6.462336,6.532126,5.749788,6.26874,6.34477,6.26891,6.425526,5.927196,6.245454,6.576634,5.82374,6.536886,6.245036,6.404736,6.32852,6.855058,6.622686,6.215016,6.084344,6.134262,5.984922,6.494328,6.323486,5.92748,6.472828,6.271958,6.270394,5.788,6.512824,6.656714,6.541058
S3734,6.443644,6.765136,6.573402,6.524114,6.758192,5.80459,6.59697,6.341032,6.316808,6.624982,6.234802,6.2194,7.219338,6.095908,6.902058,6.257928,6.591828,6.516482,7.086654,6.808136,6.53626,6.139126,6.384672,6.371792,6.599214,6.552704,6.083544,6.590176,6.220958,6.392344,5.902826,6.922064,7.102406,6.963066
S3736,6.360096,6.428684,6.530314,6.823882,6.888244,5.807892,6.61237,6.477588,6.390334,6.46968,6.078088,6.491588,6.924712,5.900054,6.507736,6.364004,6.604946,6.597938,7.390786,6.921606,6.552314,6.140122,6.331866,6.017954,6.705284,6.53032,6.071524,6.728456,6.40702,6.421058,5.84347,6.39697,6.846666,6.693932
S3752,6.792966,6.635426,6.553224,6.652856,6.810392,5.912982,6.600622,6.40601,6.486092,6.624154,6.13591,6.37814,7.09863,6.156912,6.831874,6.35438,6.547898,6.602554,7.38402,6.9203,6.52928,6.191276,6.501666,6.26197,6.769714,6.544178,6.116442,6.790892,6.361188,6.417392,5.994328,6.828638,6.994196,6.872198
S3755,6.592902,6.679556,6.401886,6.578158,6.727352,5.889176,6.44351,6.368082,6.385156,6.66469,6.003966,6.200636,6.81516,6.01885,6.803482,6.266484,6.427428,6.517924,7.135954,6.75589,6.26076,6.172818,6.266872,6.225544,6.653778,6.45729,6.090256,6.62766,6.302908,6.33815,6.003256,6.816292,6.951494,6.769562
S3760,6.691882,6.596298,6.546892,6.736378,6.74708,5.929518,6.523338,6.39106,6.276368,6.676106,6.190604,6.25849,6.985436,6.102384,6.838406,6.28238,6.534314,6.59212,7.38403,6.87731,6.48453,6.130118,6.33232,6.263584,6.81547,6.575504,6.076958,6.691154,6.28401,6.410682,6.063208,6.6941,6.939656,6.756304
S3762,6.519214,6.528466,6.318664,6.50468,6.521364,5.83496,6.273252,6.33143,6.21542,6.56811,6.007102,6.120054,6.759312,6.014546,6.66829,6.172368,6.328132,6.40169,7.304304,6.683444,6.207832,6.06185,6.137728,6.0774,6.604042,6.389192,6.01413,6.512706,6.189946,6.213758,5.864314,6.63703,6.709012,6.546784
S3768,6.485808,6.449018,6.37231,6.624,6.655244,5.848154,6.346878,6.448316,6.265192,6.533104,5.968248,6.2305,6.714624,5.982194,6.637208,6.27227,6.472378,6.479946,7.034542,6.734548,6.231266,6.153754,6.243334,6.084852,6.607082,6.44581,6.005798,6.623154,6.282934,6.247316,5.852374,6.5646,6.793268,6.585684
S3779,6.500404,6.305928,6.376042,6.65182,6.670264,5.80303,6.378124,6.337946,6.233132,6.448384,6.00714,6.344332,6.670232,5.836706,6.60513,6.190244,6.448148,6.44721,7.18222,6.704188,6.284238,6.091368,6.157248,5.967806,6.631724,6.41156,5.895372,6.5017,6.265458,6.352646,5.800798,6.474758,6.6615,6.484526
S3783,6.26809,6.421,6.365182,6.597836,6.698156,5.82365,6.364752,6.318962,6.198748,6.439834,5.911414,6.31862,6.697008,5.811216,6.435608,6.248554,6.399678,6.518688,7.197398,6.664812,6.243106,6.055692,6.105904,5.98585,6.565392,6.351368,5.950346,6.516696,6.208576,6.321516,5.73086,6.359486,6.631028,6.604468
S3788,6.676262,6.716708,6.66563,6.640242,6.787822,5.937324,6.581834,6.362256,6.320262,6.855006,6.238106,6.250652,7.077892,6.229538,7.028726,6.248034,6.5907,6.59524,7.237502,6.873332,6.463262,6.18141,6.380444,6.409608,6.829468,6.677496,6.187826,6.722946,6.280406,6.3909,6.009596,6.969182,7.101818,6.97319
S3790,6.608278,6.551778,6.434688,6.593004,6.773006,5.85157,6.490862,6.37455,6.361032,6.593388,6.064004,6.278484,6.84282,6.010312,6.75022,6.25605,6.474104,6.529794,7.256194,6.819008,6.376868,6.065708,6.332622,6.228988,6.677316,6.50746,6.108026,6.681352,6.313906,6.353008,5.930704,6.709784,6.888672,6.727968
S3794,6.366986,6.499404,6.625484,6.517194,6.82536,5.846308,6.542886,6.26793,6.249142,6.54732,6.042872,6.29931,6.873536,6.044378,6.65929,6.227442,6.60302,6.553498,7.106298,6.782516,6.476976,6.139032,6.331808,6.115322,6.63281,6.538886,5.990398,6.615816,6.346988,6.35324,5.82224,6.678072,7.038718,6.81369
S3796,6.763778,6.680676,6.483006,6.653476,6.59927,5.975742,6.461408,6.309518,6.31385,6.820624,6.209702,6.112672,7.093202,6.19255,7.00469,6.238976,6.420646,6.591266,6.887812,6.88392,6.289074,6.14948,6.300308,6.442032,6.74984,6.565758,6.172496,6.587764,6.232084,6.316444,6.130656,6.883038,7.075704,6.815574
S3798,6.50351,6.516276,6.382906,6.576078,6.791752,5.842084,6.399508,6.38281,6.249758,6.53831,6.022148,6.243484,6.760476,6.056384,6.678826,6.210246,6.436892,6.475912,7.080252,6.753052,6.29878,6.13077,6.203,6.166656,6.618348,6.458526,6.03996,6.601786,6.272746,6.338868,5.90049,6.608812,6.792858,6.76647
S380,6.395194,6.626146,6.697042,6.630178,6.790108,5.839684,6.552504,6.374384,6.356102,6.611424,6.209468,6.360864,6.933246,6.066938,6.763606,6.321646,6.62916,6.558476,7.174404,6.800586,6.547422,6.153582,6.386988,6.226556,6.682556,6.684854,6.12384,6.697038,6.324808,6.431886,5.908204,6.775662,7.06553,6.847224
S3802,6.544826,6.51615,6.48405,6.610236,6.744908,5.814872,6.47032,6.397986,6.307924,6.58543,6.007852,6.278396,6.842064,5.962216,6.642444,6.245126,6.458574,6.535014,7.22521,6.763552,6.337414,6.099388,6.26274,6.117538,6.648512,6.485064,6.016808,6.629414,6.279634,6.376242,5.874974,6.614232,6.849746,6.761126
S381,6.741966,6.712946,6.721042,6.688614,6.90568,5.944536,6.660758,6.428344,6.416266,6.808334,6.231726,6.35978,7.170758,6.185304,6.95932,6.353956,6.685316,6.610196,7.197784,6.860612,6.489416,6.260632,6.501846,6.383696,6.806802,6.67448,6.19089,6.740568,6.376832,6.456558,6.135798,6.892394,7.133564,6.91462
S3812,6.366808,6.447182,6.461114,6.526626,6.676946,5.82824,6.405766,6.388464,6.328354,6.472114,5.94784,6.312734,6.675294,5.892556,6.55007,6.270862,6.495246,6.449696,7.208002,6.695628,6.26995,6.110666,6.204984,5.9967,6.541272,6.40256,6.017856,6.581242,6.309028,6.308758,5.7935,6.615306,6.817246,6.664476
S3813,6.694816,6.6803,6.495014,6.638472,6.600776,6.003004,6.448304,6.374668,6.39412,6.807938,6.192508,6.18763,7.048202,6.331868,7.071764,6.265146,6.48794,6.496042,7.33124,6.833652,6.407828,6.123416,6.37693,6.423948,6.78908,6.69747,6.229392,6.766116,6.257468,6.378608,6.088934,6.934516,7.095408,6.854676
S3822,6.51842,6.493886,6.420376,6.617976,6.720236,5.840256,6.43461,6.425054,6.314956,6.554928,6.063606,6.325186,6.779188,5.969394,6.647016,6.300406,6.485762,6.537062,7.286708,6.7597,6.292382,6.096532,6.253114,6.11177,6.686704,6.424938,6.043694,6.669088,6.340226,6.37027,5.873184,6.612548,6.840592,6.69197
S3826,6.594236,6.487064,6.360684,6.627268,6.622216,5.951512,6.401622,6.318516,6.1939,6.682078,6.12139,6.118016,6.87157,6.147804,6.862038,6.19637,6.412552,6.525134,7.12055,6.770018,6.236544,6.194626,6.30753,6.255418,6.649566,6.498392,6.056974,6.591552,6.230542,6.273138,5.961016,6.785532,6.910586,6.77391
S3827,6.42101,6.292988,6.296998,6.508016,6.578096,5.698986,6.23912,6.187746,6.079998,6.388602,5.998156,6.183062,6.75532,5.798318,6.438592,6.077322,6.349686,6.393008,7.018798,6.667814,6.160706,6.013152,6.078208,5.97864,6.456832,6.377814,5.833706,6.328216,6.131,6.23887,5.81521,6.390884,6.648276,6.529434
S3828,6.711874,6.64212,6.400644,6.517466,6.672736,5.9297,6.435196,6.36353,6.374686,6.651134,6.100716,6.223744,6.927286,6.088126,6.863932,6.297642,6.47895,6.513698,7.250818,6.848536,6.300766,6.12739,6.317234,6.18633,6.706874,6.529016,6.132736,6.661914,6.205656,6.392564,6.015114,6.70534,6.902404,6.656672
S3834,6.620084,6.65837,6.469428,6.658636,6.701574,5.841226,6.459514,6.370042,6.316256,6.619752,6.088054,6.20453,7.002772,6.14627,6.845366,6.229172,6.518818,6.54561,7.2436,6.792596,6.340884,6.140652,6.364704,6.252936,6.7745,6.581786,6.106118,6.680586,6.261242,6.365706,5.995588,6.757472,6.876494,6.756388
