ID,naive_B_cell,memory_B_cell,CD14_positive_monocyte,CD16_positive_monocyte,CD56dim_natural_killer_cell,CD56bright_natural_killer_cell,neutrophil,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell
S20542,6.91626666667,6.16924,6.96619333333,7.15135588235,6.62618461538,5.35295,7.23119310345,6.73261666667,8.02235
S20543,7.05798,6.14168,6.66090666667,6.87646764706,6.78460769231,5.227775,6.88772413793,6.58093333333,7.8851
S20555,7.07595333333,6.24618,6.95183333333,7.33224117647,6.91836153846,5.603075,7.28095172414,6.7778,8.156775
S20556,6.88265333333,6.18178,7.04079333333,6.84543529412,7.43290769231,6.121475,7.2000862069,7.29505,8.6985
S2056,7.22278666667,6.18252,6.91112,6.99929117647,7.02463076923,5.51935,7.11640689655,7.05398333333,8.179325
S20563,6.57445333333,6.04662,6.9469,6.92868823529,7.07652307692,5.818325,7.16857931034,6.96878333333,8.244675
S2057,6.98128666667,5.93562,6.61207333333,7.15407352941,6.08832307692,5.16205,7.11848275862,6.5768,7.767275
S20576,6.70772,6.16126,6.52688,6.98986176471,6.08978461538,5.007475,6.85007241379,6.5239,7.560575
S20581,6.48226,6.04594,6.92531333333,7.08790882353,6.90702307692,5.47955,7.26355172414,6.85016666667,7.8117
S20598,7.29018,6.10236,6.97934666667,7.06155294118,6.9964,5.1934,6.97902758621,7.39665,8.56205
S2060,7.00521333333,6.06506,6.66926,6.96462352941,7.08813076923,6.0038,7.06661034483,6.96846666667,8.312725
S20601,7.02224,6.2143,6.99689333333,7.21934705882,6.84083846154,5.469025,7.2378862069,6.61626666667,7.78825
S20602,6.8368,6.03282,6.61986,6.96753529412,6.48258461538,5.09635,6.77876551724,6.53841666667,7.150525
S20603,6.85243333333,6.12896,7.13202666667,7.20694117647,7.04601538462,6.45115,7.14082413793,6.87841666667,8.4099
S20607,6.88913333333,5.97424,6.76770666667,6.92387058824,6.83128461538,5.1006,7.20707931034,7.02425,7.952625
S20608,6.68622,6.03408,7.11736,6.92538529412,7.02073076923,5.459525,7.39186551724,6.56518333333,7.853625
S20609,6.75959333333,6.1061,6.82866,7.01385294118,6.92066923077,5.507925,7.32426896552,6.69081666667,7.86405
S20610,6.83543333333,6.0824,7.13800666667,7.00119411765,7.38258461538,6.128375,7.38666551724,7.4034,8.288925
S20617,6.51242,5.9492,6.71551333333,7.03116764706,6.36189230769,4.90885,7.2051137931,6.33021666667,6.85405
S20621,6.82486666667,6.17058,7.03442,7.11179117647,7.37316923077,6.414575,7.10666896552,7.2023,8.319275
S20624,6.67130666667,6.20232,6.85687333333,7.11168529412,6.79480769231,5.271675,6.83544827586,6.37398333333,7.3457
S20629,6.9229,6.26012,6.67430666667,6.88837352941,6.38650769231,5.555,6.23785862069,6.91413333333,7.897975
S20630,6.40366,5.99796,7.12986,7.04779411765,6.75920769231,4.7484,7.75125172414,6.44523333333,6.916675
S20644,6.78377333333,6.04728,6.85597333333,6.97623529412,7.13814615385,5.906475,7.34347241379,6.90226666667,8.105625
S20664,7.04987333333,6.18202,6.59600666667,6.91612647059,6.74069230769,5.214075,7.28312413793,7.18063333333,8.147425
S20676,6.59601333333,6.1113,6.63292666667,7.00614705882,5.9551,4.9525,6.50003103448,6.2945,7.03245
S20678,7.11248,6.22618,6.94298666667,7.00604705882,7.18228461538,5.4764,6.88929655172,6.91905,8.389
S20687,6.68342,6.07236,6.9369,6.87169117647,7.24409230769,6.00635,7.38968275862,7.14391666667,8.0636
S20688,7.15817333333,6.0623,6.91256,7.14890882353,6.96785384615,5.41765,7.56935862069,7.1034,8.079675
S20696,6.79545333333,5.88244,7.13762666667,6.88365882353,7.11966153846,5.8138,7.41943793103,6.88693333333,7.966625
S20702,6.72135333333,5.93388,7.35353333333,7.01137941176,6.95496153846,5.387075,7.46306206897,7.21458333333,7.913675
S20706,7.0445,6.23484,6.75632,7.04353823529,6.88334615385,5.7467,7.28766551724,6.85515,7.76775
S20714,6.72411333333,6.08838,6.62391333333,6.74608823529,6.90222307692,5.492,7.17713448276,6.79845,7.626525
S20719,6.91512,6.07228,6.58379333333,7.02903823529,6.375,5.398525,7.03638275862,6.42878333333,7.970125
S20730,6.7876,6.04254,6.74669333333,6.81577647059,7.00621538462,5.0234,7.06398275862,7.09905,8.25515
S20739,7.34026,6.2955,7.09135333333,7.10113235294,7.08199230769,5.7836,6.75325862069,7.06323333333,8.3231
S20742,6.8181,6.15982,6.76546,7.16392058824,6.38142307692,5.216975,7.09714482759,6.27645,7.382175
S20748,7.02747333333,6.02678,7.20428,6.83740588235,7.38554615385,6.42895,7.21777931034,6.9647,8.0938
S20752,6.94504666667,6.07646,6.70474,6.87428823529,7.13874615385,5.580775,6.9142862069,6.86173333333,8.270625
S20759,7.29166666667,6.08188,7.00916,7.00853235294,7.5136,6.24555,7.09444827586,7.52483333333,8.7305
S20764,6.65036666667,6.1678,6.83888,7.01165294118,6.77962307692,5.434925,6.91925862069,6.60393333333,7.66945
S20769,6.59640666667,6.1127,6.81205333333,6.92234705882,6.76743076923,5.206275,6.98705862069,6.6273,7.285575
S20774,6.89440666667,6.01306,6.899,6.96705588235,7.33244615385,6.036375,6.85155172414,7.09065,8.540175
S20782,6.60866,6.08212,6.99653333333,7.08563823529,6.73694615385,4.98795,7.54413103448,6.67525,7.575675
S20783,6.40825333333,5.94062,7.28465333333,6.91149411765,7.53763076923,5.760175,7.82046896552,6.88241666667,7.312425
S20786,7.04061333333,5.95666,6.83840666667,6.97209117647,6.8482,5.1517,7.19401034483,6.8212,8.041875
S20796,6.67449333333,6.018,6.98385333333,6.79949411765,7.43648461538,5.907175,7.19669310345,7.10365,7.87555
S208,6.73882,6.01216,6.75128666667,6.80264117647,6.9848,5.3248,7.23512413793,7.05583333333,7.8361
S20809,7.05409333333,6.00972,6.84228,7.01698529412,6.86975384615,5.38005,7.17070689655,6.82125,8.2601
S2081,6.88249333333,6.0039,6.93238,6.91207647059,6.87229230769,5.582675,7.0749137931,7.07073333333,7.901925
S20816,6.32440666667,5.86866,6.95186666667,6.85612352941,6.91636153846,5.04275,7.32840344828,6.9439,7.4215
S20820,6.67454666667,6.25226,7.51069333333,7.20449705882,7.4352,5.4743,7.49193448276,7.16908333333,8.3498
S20827,6.5941,6.19076,6.6663,6.81566176471,6.9701,5.73735,7.04043793103,6.72373333333,7.30925
S2083,7.13866666667,6.3693,7.01060666667,7.11537647059,6.79693846154,5.602625,6.54814137931,6.95955,8.010125
S20835,6.82456,6.13996,7.35968,7.2453,6.72669230769,5.46625,7.45464482759,6.43553333333,7.55165
S20838,7.03263333333,6.36414,6.87718666667,7.01842058824,7.09313076923,5.625875,6.89346206897,7.39756666667,8.535825
S20853,6.61513333333,6.20902,7.19090666667,7.07042941176,7.25063846154,5.780125,7.41773448276,7.06808333333,8.099875
S20855,6.69738,6.12504,6.58124666667,6.95299117647,6.60206923077,4.955225,7.06090344828,6.6551,7.6546
S20856,6.83957333333,6.14338,6.43808,7.09544411765,6.01263076923,5.290625,6.50423103448,6.59495,7.57675
S20858,6.74481333333,6.02602,6.6219,6.9229,6.99533076923,5.734075,7.0608,6.83553333333,7.83395
S20866,6.69869333333,5.99838,7.01062666667,6.93477352941,6.99948461538,5.0694,7.43664827586,6.92018333333,7.616075
S20870,7.21846666667,6.28528,7.14189333333,7.03804117647,7.43200769231,5.8732,7.27662068966,7.3245,8.613775
S20873,6.79117333333,5.94472,6.59982,6.79791176471,6.89192307692,5.589625,7.12056206897,7.07571666667,8.012
S20875,6.94932666667,6.15284,6.9282,7.12562352941,6.93813076923,5.804825,7.43801724138,6.6374,8.13385
S20887,6.85003333333,6.18262,7.03003333333,7.20891176471,6.70769230769,5.661825,7.34933103448,6.72238333333,7.913825
S20889,6.62012666667,6.00756,7.15248,6.98429117647,6.9562,5.2578,7.20652758621,6.55935,7.215875
S20899,6.89310666667,5.96442,6.76868,6.94168235294,6.78966923077,5.6507,6.82937241379,7.1225,8.358825
S20909,6.77825333333,5.95824,7.13727333333,7.05370588235,7.20259230769,6.3285,7.29180689655,6.86165,8.10655
S20913,6.93653333333,5.9426,7.09353333333,6.86243823529,6.9867,5.1295,7.06499310345,7.13303333333,7.7791
S20917,7.59592,6.5869,6.57791333333,6.98811176471,6.68662307692,5.22645,6.71134137931,6.10713333333,7.064925
S20925,6.7642,6.12812,6.94046,7.13280294118,6.63969230769,5.50015,7.33513103448,6.4782,7.145375
S20931,6.82322,6.1022,7.01964,6.92513823529,7.44463846154,5.907675,7.36213448276,7.13016666667,8.1268
S20936,6.62421333333,6.02514,6.96744666667,7.12122647059,6.36334615385,5.0979,7.24984482759,6.71903333333,7.385425
S20940,6.96928,6.02086,6.98906666667,7.00994411765,6.65450769231,5.573575,7.28444482759,6.78711666667,7.773575
S20943,6.91864,6.00678,6.86786,6.98658823529,6.75436923077,5.9382,7.03912758621,6.65611666667,7.96865
S20954,6.89374,6.01498,6.97376,7.09729411765,6.66893846154,5.3478,7.3160862069,6.64433333333,7.7124
S20956,6.79786666667,6.0481,6.86264,6.9519,7.07225384615,5.601675,7.40489655172,6.62545,7.6522
S2096,6.71795333333,6.11442,7.23791333333,6.98774117647,6.94885384615,5.037475,7.52221724138,6.99893333333,7.702975
S20972,6.82455333333,6.0729,6.86096,6.92584411765,6.67293846154,5.4281,7.42908965517,6.82278333333,8.1073
S20979,6.85487333333,6.1481,6.77288,6.91193529412,7.15654615385,5.439225,7.31814137931,6.92255,7.821425
S2098,6.83605333333,6.02244,6.89930666667,7.03992352941,7.13381538462,6.1591,7.36754482759,7.05528333333,8.433575
S20980,7.08128,6.1839,6.83720666667,6.96587352941,7.04979230769,5.86535,6.92235172414,7.37576666667,8.4128
S20986,6.63296,6.14546,7.07258666667,7.13634705882,6.92922307692,5.7468,7.34639310345,7.09131666667,7.994175
S20989,6.76217333333,5.96172,6.88062666667,6.95293529412,7.03832307692,5.577725,7.61491034483,6.78703333333,7.846875
S20997,6.91039333333,6.23854,7.15110666667,7.17410882353,6.96876153846,5.705825,7.38965517241,6.8504,7.800875
S21000,6.94350666667,6.06826,7.07074666667,7.07701764706,7.21986923077,5.7314,7.36645862069,7.14826666667,8.43345
S21005,6.83159333333,6.0323,6.74914,6.79455882353,6.59509230769,4.823575,7.10584827586,6.67766666667,7.473925
S21007,6.94866,6.03558,7.02842666667,7.16814411765,6.74250769231,5.397175,7.06991724138,6.58418333333,7.8249
S21009,6.72705333333,6.01064,6.82025333333,6.77130588235,6.87853076923,5.7535,7.12644482759,7.03415,7.799325
S21015,6.90374,6.08124,6.77455333333,6.92394411765,6.87268461538,5.168225,6.95656551724,7.08716666667,8.034325
S21034,7.14822,5.95262,6.66197333333,7.11427352941,6.59108461538,5.2778,7.09422413793,6.67805,7.912875
S21037,7.20708666667,6.19142,6.80442,7.16467352941,6.79832307692,5.53245,7.2154137931,6.88146666667,8.134775
S21048,6.67952,6.03296,6.65332666667,6.87050294118,6.83686153846,5.1999,7.19880344828,6.89756666667,7.839925
S21058,7.30482,6.27056,7.17226,7.19373235294,7.06834615385,6.157925,7.29587586207,7.17638333333,8.605575
S21060,6.82906666667,6.19086,6.87917333333,6.97387647059,7.18629230769,6.0296,7.31962068966,6.64918333333,7.74285
S21064,6.57186,6.0697,7.26179333333,7.34640294118,7.32944615385,5.44565,7.75741034483,6.6334,7.7497
S21068,6.671,5.96492,6.84242,6.68866470588,6.97736153846,5.3223,6.9096137931,7.03826666667,7.545625
S21071,6.5407,6.21216,7.12476,6.96706764706,7.26530769231,5.83285,7.43123103448,6.65845,7.526075
S21076,6.82864666667,6.2465,6.97975333333,6.89036470588,7.21886153846,5.8621,7.11111034483,6.99633333333,7.80515
S21079,6.81947333333,6.0721,7.21848,7.11695588235,7.09095384615,5.56065,7.51072068966,7.19521666667,8.083475
S21084,6.90987333333,6.06938,7.11595333333,7.03678235294,7.28030769231,5.7004,7.15998965517,7.34571666667,8.3136
S21089,6.96036,6.07004,6.87762666667,6.82842058824,7.13995384615,5.865025,7.30543448276,7.16175,7.912225
S21090,6.88544666667,5.88058,6.86372,7.1024,6.49039230769,5.338775,6.92090344828,6.7278,8.080125
S21094,6.82007333333,6.0896,7.1855,7.04227941176,6.83876153846,5.1539,7.54192413793,6.41806666667,6.86085
S21101,6.51801333333,6.00376,7.08541333333,7.02315882353,7.35686153846,5.807425,7.39037931034,6.58765,7.5593
S21107,7.74526666667,6.77692,6.47880666667,6.89470294118,6.64171538462,5.020875,6.74065862069,6.47136666667,6.606025
S21110,6.94606666667,6.16884,7.26963333333,7.25967058824,7.01719230769,6.3978,7.12100689655,6.98556666667,8.2012
S21111,6.61413333333,6.13832,7.18521333333,6.87315588235,7.18924615385,5.70375,6.98415862069,7.25475,7.8228
S21123,6.98961333333,6.23602,6.86606666667,7.02727058824,7.09546923077,5.86055,7.05863793103,6.87811666667,8.27625
S21128,6.61511333333,5.94394,7.30739333333,6.91825588235,7.0567,5.721425,7.41086551724,6.79931666667,7.594
S21129,6.70750666667,5.98958,6.55578,6.82115,6.63802307692,5.154875,6.92379310345,6.7511,7.611575
S21130,6.85960666667,6.00866,7.08723333333,6.98918235294,7.25793846154,5.5675,7.23546896552,7.12446666667,8.59425
S21132,6.90454,6.10634,7.08918,7.22635588235,7.02613076923,5.744125,7.32895862069,6.88311666667,8.1939
S21134,7.14476,6.07448,6.9219,6.90544117647,7.20781538462,5.39585,7.15951724138,6.92533333333,8.078025
S21139,6.9289,6.13858,7.27866666667,7.19143823529,7.2427,5.954375,7.65263793103,6.95026666667,7.988325
S21141,6.87285333333,6.0521,6.87212666667,7.13512941176,6.8407,5.8947,7.15677586207,6.99905,8.1653
S21151,7.05998,6.09196,6.9736,7.05667941176,7.06901538462,5.6305,7.27723103448,6.95988333333,8.22635
S21156,6.58184666667,6.10276,6.60064,6.84364705882,6.96348461538,5.430725,6.99264137931,6.7285,7.493525
S2116,6.81472,5.9075,6.81403333333,6.87942058824,7.10566153846,5.35915,7.02955517241,7.05431666667,7.827625
S21160,7.02582,6.10786,6.8317,6.86373235294,7.29038461538,5.803575,6.81585517241,7.24076666667,8.410875
S21165,6.87819333333,6.1738,6.82460666667,6.88493529412,6.78634615385,6.2707,7.15157931034,6.8039,7.841875
S21166,6.93775333333,6.09914,6.90596666667,6.90011470588,7.20029230769,5.78385,7.28082758621,7.26508333333,8.415675
S21177,7.04334,6.06506,6.86437333333,6.85127647059,7.09029230769,5.162625,7.33223793103,7.19001666667,8.2924
S21179,6.66808666667,6.01906,7.05348,6.95172352941,7.42781538462,5.573025,7.26425517241,7.3007,8.06165
S21188,6.81159333333,6.2292,7.18414666667,7.00406470588,7.51963846154,5.95,7.05853793103,7.23838333333,8.4427
S21191,7.00476,6.15466,7.19039333333,7.3112,6.89131538462,5.453675,7.29635862069,6.4922,7.535575
S21195,6.85712,6.05264,7.10466,7.19367941176,7.2277,5.975325,7.55137931034,6.78381666667,7.984475
S21198,7.29583333333,6.2093,6.66897333333,7.14355294118,6.58811538462,5.443225,6.96674482759,6.81251666667,8.139675
S21199,6.99735333333,6.25792,7.20428,7.21235294118,7.29726923077,5.674475,7.53194482759,6.92311666667,8.085575
S21202,6.75217333333,6.10398,6.85477333333,7.03581470588,7.03211538462,5.45615,7.46150689655,6.901,7.838275
S21207,7.11974666667,6.34968,6.59400666667,6.89373823529,7.13172307692,5.86315,6.77144482759,7.11673333333,8.36095
S21208,7.17586666667,6.11384,6.98796666667,7.00965,7.17020769231,5.3468,7.30339310345,7.03585,8.185
S21213,6.97644666667,6.1828,7.20764666667,7.14071176471,6.94446153846,5.213975,7.30063103448,7.07281666667,8.281775
S21216,7.16522,6.38228,7.14383333333,6.97278823529,7.25581538462,5.467375,7.25122413793,7.0987,8.27065
S21218,6.71639333333,6.16388,6.86145333333,6.84442058824,6.80418461538,5.90885,6.95529310345,6.954,7.53705
S21221,6.71764666667,6.10984,7.06846666667,6.99710588235,7.08574615385,5.919225,6.70904827586,7.19715,8.22795
S21222,7.22503333333,6.26242,7.09612,7.42560294118,6.68963846154,6.16105,7.29495172414,6.56223333333,8.5682
S21224,6.63484666667,5.98846,6.91350666667,6.85597352941,7.22606153846,5.6274,7.16583103448,7.35836666667,8.329475
S21234,6.63668,5.91584,6.80894666667,6.80825882353,7.05298461538,6.02695,7.13476551724,6.77971666667,7.9756
S21242,7.01764,6.0873,6.8621,7.02637941176,6.67517692308,4.883225,7.41594137931,6.75381666667,7.924175
S21247,6.66406,6.04998,6.94895333333,6.85853529412,7.24510769231,5.840375,7.23518275862,7.04826666667,7.968225
S2125,6.79256,6.03922,6.91508666667,6.89321470588,7.23870769231,5.777475,7.35622068966,6.75906666667,8.13945
S21252,6.78314666667,5.98694,6.94247333333,6.93907058824,7.13986153846,5.554475,7.538,7.30706666667,8.25915
S21253,7.14164,6.14482,6.58746,6.89001176471,6.85019230769,5.701125,6.97404482759,7.26938333333,8.204775
S21254,6.83489333333,6.2144,6.90162,7.05866764706,6.58480769231,5.051625,7.01676206897,6.66833333333,7.4699
S21265,7.16038,6.11066,7.03501333333,7.20798235294,6.85337692308,5.630675,7.28997586207,6.98456666667,7.90335
S21273,6.88471333333,6.07882,6.81118,6.81960588235,7.05860769231,5.423025,6.86143103448,7.05995,8.0939
S21275,6.79854666667,5.9774,6.8773,6.87745,6.8909,5.087425,7.00367931034,7.04371666667,7.94205
S21276,6.80476,6.08604,7.11104666667,7.02325882353,7.2309,5.850775,7.40098275862,7.05818333333,7.8864
S21280,7.07734,6.20496,7.04178666667,7.01554117647,6.92205384615,5.629425,7.2572,6.87936666667,8.31595
S21281,6.90692666667,6.00652,6.84864666667,7.07588823529,7.07681538462,6.44525,7.36192068966,6.92765,8.155175
S21292,6.76784,6.07568,6.89548,6.99191470588,6.89396923077,5.33085,7.45145172414,6.43146666667,7.403975
S21296,6.85766,6.02702,7.05253333333,6.93912352941,7.08446923077,5.68545,7.69577931034,7.06435,7.81055
S21300,6.63636,5.96248,6.95544666667,6.97791764706,6.79662307692,5.217975,7.29213103448,6.77071666667,7.7303
S21301,6.58586666667,6.09654,7.27766666667,7.11501470588,7.25503846154,5.635275,7.65427586207,6.99146666667,8.20975
S21306,6.78921333333,5.99914,6.68848,6.93807058824,7.07142307692,5.768,7.29222758621,7.17501666667,8.284825
S21316,7.08056,6.0751,6.96651333333,6.91386470588,7.19188461538,6.18985,7.22122413793,6.90181666667,8.268825
S21317,6.8092,6.05976,6.49547333333,6.92632941176,6.54678461538,5.4022,6.82589310345,6.7607,7.595575
S21328,6.33300666667,6.0183,6.84082,6.87201176471,6.3903,4.998225,7.16354137931,6.29365,6.765225
S21332,6.70314,6.20584,6.70689333333,6.74158823529,6.52272307692,5.455475,7.05729310345,6.53548333333,7.39155
S21333,6.62770666667,5.92166,6.57823333333,7.00274117647,6.10790769231,5.45335,7.03462068966,6.23926666667,7.055625
S21335,6.7322,6.18742,7.17178666667,7.01417647059,7.20623846154,5.261425,6.93250344828,6.9702,7.747125
S21338,6.88582,6.06944,6.94180666667,6.96802058824,7.18349230769,5.8097,7.48582758621,7.03343333333,7.93695
S21340,6.76272666667,6.13378,6.56434666667,6.91033823529,6.63917692308,5.3123,7.2548137931,6.51511666667,7.92145
S21343,6.82496,6.14786,6.99020666667,7.01275294118,7.25113076923,5.90965,7.34292758621,7.3005,8.4649
S21351,6.91368666667,6.12308,6.51126,6.99059117647,6.95361538462,5.37195,7.06740344828,6.80608333333,7.74585
S21353,6.90669333333,6.11168,6.62266,6.97254117647,6.59238461538,5.113275,6.7389,6.88525,7.853525
S21361,6.56084666667,6.16674,6.59446,7.00675,6.88075384615,5.455325,6.92346551724,6.42091666667,7.7586
S21363,6.93204,6.10292,6.99514666667,6.94879411765,7.03646923077,5.584575,7.32744137931,6.9271,8.2414
S21368,6.80766,5.96674,7.13098666667,7.11313529412,7.03426153846,5.279775,7.26434137931,6.8882,8.06735
S21372,6.52856,6.06302,6.79218,6.69971470588,6.71496923077,5.509925,6.87021034483,6.99736666667,7.646675
S21378,6.76632,5.85638,6.55129333333,6.96702058824,6.33687692308,5.47965,6.7357,6.48265,7.5973
S21391,6.85510666667,6.21368,6.76170666667,7.16450588235,7.1846,5.725125,7.2082137931,6.92071666667,8.312775
S21396,7.12552,6.21816,7.19550666667,7.11315588235,7.26228461538,5.8324,7.61262758621,7.16176666667,8.3973
S21400,6.88467333333,6.06156,7.08332,6.86332941176,7.37151538462,5.510875,7.22771034483,7.25561666667,8.291225
S21402,6.65958666667,6.2743,6.84571333333,6.77936764706,6.97460769231,5.511525,7.04786896552,7.373,8.21395
S21407,6.96954,6.24354,6.6029,6.97564411765,6.98986153846,5.7741,6.90858275862,6.71186666667,7.939475
S21410,6.81508,6.16222,7.30280666667,7.11018235294,7.28977692308,5.615625,7.41158275862,6.77898333333,8.283175
S21414,6.71506,6.22874,6.9984,7.07056176471,6.98740769231,5.468475,7.19942068966,6.69618333333,7.669825
S21418,6.63442666667,6.0156,7.19328,6.99284411765,6.88792307692,4.8722,7.16702068966,6.76533333333,7.0525
S21420,7.07306666667,6.17202,6.75814666667,6.98613823529,6.87236923077,5.83565,7.19731034483,7.18793333333,8.3729
S21426,6.75299333333,6.17336,7.01950666667,7.09068529412,7.12486923077,5.875675,7.44329655172,7.06706666667,8.32155
S21427,6.92298,6.13828,6.7731,6.94882058824,6.55592307692,5.088625,7.06508275862,6.99131666667,8.376075
S21428,7.18252666667,6.1874,6.82584,6.76284117647,7.02288461538,5.548925,7.19106551724,7.39491666667,8.334375
S21431,6.66090666667,6.07706,7.14494,7.01921764706,7.18352307692,5.2621,7.46786206897,6.9532,7.7468
S21437,6.85888666667,6.12536,7.21968666667,7.09053823529,7.19066153846,5.741825,7.30045517241,7.09486666667,8.206425
S21438,6.63846666667,6.06398,6.56814,6.83817941176,6.60725384615,5.3922,6.88954482759,6.9439,7.905825
S21441,6.99517333333,6.1843,6.60674,6.97053235294,6.75680769231,5.3202,7.02831034483,7.05208333333,8.184375
S21442,7.08471333333,6.02652,6.99918666667,7.05607058824,6.64886923077,5.39225,7.18920689655,7.0602,8.4638
S21444,6.52334,5.99574,6.73525333333,6.89245294118,6.99168461538,5.456275,7.33196551724,6.6218,6.974325
S21446,6.82967333333,6.02692,7.11539333333,6.98058235294,7.17647692308,5.438475,7.36739655172,7.28055,7.80925
S21450,6.85638,6.17354,7.19038666667,7.01206176471,7.04981538462,5.827775,7.55192068966,7.0409,7.941525
S21453,6.88359333333,5.97954,7.06058,6.92921470588,7.31037692308,6.062125,7.37051724138,7.45015,8.5023
S21456,6.86356,5.93382,6.49735333333,6.94845882353,6.35100769231,5.1388,6.79857931034,6.69951666667,8.0482
S21461,7.09924,6.14716,6.58726666667,7.05297352941,6.65381538462,5.235325,7.12873448276,6.50798333333,7.892825
S21475,6.96552,6.17738,6.60345333333,6.78349705882,6.74906153846,5.366225,7.01505517241,6.61996666667,7.598
S21478,6.98398,6.146,7.17704666667,7.22600294118,6.69626153846,5.553525,7.38368965517,6.52675,7.716425
S21480,6.65489333333,6.09194,7.09074,7.00351764706,7.22629230769,5.61285,7.11169655172,6.9506,7.64465
S21486,6.91572666667,6.07608,6.88633333333,7.01285294118,7.34266153846,5.4204,7.16242758621,7.13928333333,8.21365
S21490,6.83571333333,6.09536,6.70334,6.78104411765,7.28883076923,5.5569,7.21977241379,7.49031666667,8.5265
S21491,7.04595333333,6.1279,7.08538666667,7.19622941176,6.99603846154,5.266175,7.19992758621,7.1661,8.253525
S21498,6.93188666667,6.17718,6.96387333333,7.02861176471,6.95311538462,5.804625,7.29468965517,7.00183333333,7.9139
S2150,6.35520666667,6.06308,7.09306,7.03315294118,6.99519230769,5.306525,6.99627931034,7.09428333333,7.4931
S21502,6.65519333333,5.98656,7.00970666667,6.93011764706,7.21228461538,5.884975,7.25370344828,7.01211666667,8.066675
S21505,6.86346,6.09152,6.85570666667,7.03423823529,6.80379230769,5.705925,6.90649655172,6.55485,7.40025
S21512,6.72897333333,6.09882,6.68791333333,6.72571470588,6.75538461538,5.324875,6.85019310345,6.58918333333,7.423875
S21518,6.63968666667,6.13446,7.01519333333,6.91539117647,7.33715384615,5.932725,7.17527931034,7.38308333333,8.057225
S21520,6.93768,6.27152,6.73308666667,7.16712058824,6.60922307692,5.52025,7.29675862069,6.52551666667,8.15475
S21528,6.83816666667,6.07456,6.93148666667,7.04855882353,6.93373846154,5.5474,7.09182758621,6.68886666667,8.0173
S21533,7.01389333333,6.15778,7.05174666667,6.95620294118,7.27510769231,5.674375,7.38281724138,7.18521666667,8.177325
S21536,6.70833333333,5.99776,7.24061333333,7.09977941176,7.13981538462,5.510725,7.67337241379,6.97381666667,7.827575
S21537,6.86228,6.10516,6.97429333333,6.96098529412,7.31145384615,5.369175,7.24773793103,6.95985,7.962425
S2154,6.81208666667,6.06924,7.10421333333,7.17877058824,7.04623076923,5.61455,7.66186896552,6.8164,7.822475
S21540,6.77306,6.07388,6.82850666667,7.01031470588,7.09861538462,5.956525,7.18077241379,6.56958333333,7.698725
S21543,6.4564,6.10768,6.99138666667,6.96310882353,6.78958461538,5.4916,7.20734482759,6.73288333333,7.7023
S2155,6.85362,6.12094,6.96372,6.93534411765,7.29927692308,6.030375,7.24360344828,7.09405,8.6707
S21550,7.04438,6.15648,6.69378666667,6.94657352941,6.97903846154,5.863425,7.06713103448,6.82548333333,8.0692
S21557,6.62749333333,5.98448,7.14550666667,7.03001176471,7.21553076923,5.568325,7.56308275862,6.6289,7.628575
S2156,6.94446,6.08946,6.71741333333,7.08526470588,6.91671538462,5.43555,7.36621034483,6.70303333333,8.029025
S21562,6.59631333333,6.16456,6.62955333333,6.83983529412,6.66072307692,5.546575,6.64412758621,6.78293333333,7.4941
S21563,6.95806,6.09,7.23156666667,6.92260588235,7.41983846154,6.834375,7.10186896552,7.63876666667,8.634175
S21567,6.818,6.03674,7.15344666667,7.13644117647,7.05435384615,5.190425,7.45276896552,7.27996666667,8.369325
S21570,6.86043333333,6.22972,6.95536,7.05200294118,7.07651538462,5.474825,7.29082068966,6.8801,7.9919
S21577,6.94436666667,6.11382,6.56244,6.94208529412,6.96212307692,5.5978,6.91577931034,6.58275,7.926375
S21578,6.6876,6.09392,6.69167333333,6.93128823529,6.80232307692,5.88905,6.82005172414,6.8288,7.6478
S21589,6.87024666667,6.0645,6.79388,6.84643235294,7.12909230769,5.517625,7.26287586207,6.91161666667,8.15005
S21597,6.99649333333,6.05448,7.05278666667,7.14619117647,6.91189230769,5.4273,7.01797241379,7.14188333333,8.4614
S21602,6.7434,6.02886,7.21219333333,7.16122352941,7.05214615385,5.67055,7.54225172414,6.51618333333,7.68545
S21618,7.01718666667,6.00544,6.89604666667,6.97438823529,7.17593076923,5.7271,7.08937931034,7.18621666667,8.236225
S21619,6.92024,6.17602,7.3288,7.00253235294,7.11776923077,5.164,7.0221,6.88343333333,7.62575
S21626,7.40858,6.02386,6.79822,7.00022941176,6.98354615385,5.734575,7.43046206897,7.40856666667,8.605775
S21628,6.90403333333,5.9569,7.02260666667,6.80107941176,6.87357692308,5.707575,7.27587586207,7.4213,8.3972
S21629,6.78081333333,6.11328,6.82916,7.03319117647,6.69340769231,6.009275,6.97687931034,6.43685,7.396075
S21630,7.06466666667,6.14878,7.09955333333,7.00417941176,7.39777692308,6.230575,7.30106551724,7.07663333333,8.216325
S21631,7.10250666667,6.05768,6.91750666667,7.00395588235,7.22087692308,5.804,7.59733103448,7.16155,8.1476
S21637,6.92945333333,6.02362,6.74829333333,6.91467941176,6.84518461538,5.4879,7.36447586207,6.89503333333,8.16635
S21641,6.87117333333,6.13588,6.85794,7.03327058824,6.82859230769,5.252425,7.10794137931,6.99238333333,7.882275
