Gene,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
mix_62,672.318662805,566.783493758,495.631415416,453.930278922,654.744527518,716.022930622,786.300070465,642.024583426,520.898096674,703.914324723,550.078068084,501.744919367,1550.25215493,573.809612855,835.562206445,749.689804708,908.474048568,789.616930049,417.524687519,1126.76675261,638.40794554,777.260142405,881.555748438,793.677052168,822.821092911,829.922836804,764.971702047,677.387925189,664.737483689,1210.3168244,448.538901639,520.621710475,821.968885639,696.183572564
mix_63,665.066359898,591.438417337,498.31809831,405.466184844,725.721525597,686.732698318,766.275951078,610.655455581,494.036796125,680.235084927,543.72282423,458.658330289,1484.94909124,551.837620637,809.013979753,723.708427176,859.720625208,715.820507549,433.681197686,1099.98038208,628.187815385,761.645349916,876.305653027,752.415870526,763.609580144,800.05966181,752.048666163,642.241458781,628.083194185,1177.63653025,450.153889254,570.585106656,965.589838297,905.59876069
mix_64,709.779410162,534.998485033,479.400081202,366.387831289,542.436982972,819.073400313,796.957069928,745.875927276,570.484466335,708.263152763,562.6728616,548.760746879,1565.64467051,610.951929416,840.945211764,780.383529202,950.340438997,777.584778997,376.779279873,1117.99504841,643.255588648,812.863880869,884.502250387,845.579776278,906.287612748,867.207984822,812.567934675,722.089982989,752.125057876,1247.06872161,457.191240721,486.595824517,630.488741317,437.533126044
mix_65,672.828685376,567.347534132,494.13977661,464.97372917,651.112116572,765.318109228,792.521168931,696.275444253,521.399281334,713.098778791,555.888340968,473.265038635,1537.5787233,559.45251609,819.884826723,720.395045425,926.331914407,786.847223649,427.522307709,1138.29452255,642.671277388,752.902977865,890.467454198,777.113591076,825.065265145,819.508281897,760.233296776,675.60801389,664.363788015,1223.76196765,434.464445084,513.81071449,824.227245325,650.251524123
mix_66,642.708985726,577.147618513,532.68783907,480.890345388,717.122203866,771.41297404,798.669148839,700.58860446,504.999780525,694.439902669,556.802216407,399.668059924,1508.35795396,518.130192761,802.342690056,666.167890549,934.543956482,803.351201597,468.679414458,1131.79351542,644.09534267,673.667603668,877.953619721,762.51632475,810.263260093,792.802293231,726.632670627,651.913421786,611.361063316,1162.94627157,418.229602253,537.305381601,881.011571764,735.941115249
mix_67,651.985911485,584.866510208,520.158275861,450.827359532,756.448940569,701.357370485,777.166135472,635.937256321,495.412120936,685.023672399,544.588163662,428.94498524,1514.20863052,534.82864036,801.350588564,689.579338198,880.752628307,751.536906565,452.723432,1107.29650077,641.261053072,701.718764576,883.621166789,763.963025351,761.838430108,790.801683606,733.319294576,635.086951263,604.568327413,1149.5538264,430.281620405,556.870473607,914.325435371,894.05072593
mix_68,678.222528396,569.291344005,495.835149204,393.576352376,671.645574043,735.440925113,776.41174085,656.693596083,513.299337136,692.938705088,543.96604049,475.597757381,1516.98868777,567.995610363,811.550525149,734.001535,896.648653374,748.32886232,415.764472928,1112.52470247,630.777368727,765.549254138,878.128358879,781.759643328,809.705834367,819.974013418,766.99150682,669.907143297,669.166349232,1204.55424315,453.488389598,538.607156913,874.460144427,746.559311005
mix_69,651.980329526,594.326043239,519.535231813,377.162825938,733.277600452,693.512740829,770.419947276,619.439559952,498.745699207,673.350478354,523.430182373,415.499403942,1478.136295,534.40424028,784.333229975,689.56717821,854.063178189,700.601331398,435.765344084,1067.90952681,618.300405704,717.151962323,854.366603774,751.982842977,740.107855217,797.610944713,730.288776003,636.165407419,608.818206848,1164.89445357,438.888463785,601.340850634,991.838598639,912.257280702
mix_70,688.606167789,558.47150398,480.87302609,411.901741703,617.31611944,731.732774744,778.409852499,657.297719002,527.951588402,702.313973731,548.969143087,526.509690019,1539.48974853,588.815795943,837.913541941,770.526109606,894.62033481,763.41485298,408.139502356,1128.16995272,638.421565715,816.14123314,886.342314021,782.968270555,834.281265948,840.467220911,791.398764306,690.648272007,686.05525417,1237.9044534,452.339471851,517.905411094,815.348505854,647.103744872
mix_71,674.352724177,571.944893317,493.841595009,415.296134242,674.679320357,754.345490212,788.849870888,671.803742056,520.45211742,688.732195868,551.290426299,468.255650452,1546.12423059,554.226440555,818.632218096,730.084721031,908.027406863,763.682681513,415.014729149,1118.23457468,635.143693823,754.723635853,891.637673029,778.519568502,821.316168588,824.361492529,764.279345119,670.319724707,664.58623056,1210.02611672,445.200765872,524.991972049,847.493663439,733.440210976
mix_72,680.830676758,556.385484826,484.903363189,431.342222406,646.151596479,695.749674784,776.438458951,630.225841216,525.403462876,704.176905026,551.967099702,518.075269494,1560.58396796,588.026973092,835.711135679,756.906167833,902.489820785,780.300180717,419.258130453,1132.44809,648.172973019,794.862426439,889.015609238,792.545064519,824.460283642,830.386191715,774.839115173,677.341755728,679.515614815,1211.40530472,447.781131899,511.25497183,804.564129812,685.31742221
mix_73,695.501684521,562.284970325,482.338299041,386.696692047,596.00902082,649.803950838,765.478977116,582.393048826,526.146386556,697.818145401,546.847462195,562.507704356,1527.46883142,622.152737197,844.834300557,803.246894854,875.30470817,741.071719255,390.870180325,1119.44255052,641.862692879,852.573798533,886.154397325,806.211123267,804.783463456,839.605856506,810.291838655,686.838709515,690.835166915,1241.65979482,471.266644418,518.569388755,826.090597749,676.599995616
mix_74,632.25194716,634.622439348,543.75849772,441.012066771,843.400513276,761.020224162,790.088326159,666.93739695,463.923847153,646.474837889,516.629493231,310.368249965,1393.30094818,447.655041646,754.566868726,593.390646465,861.634583063,672.926147691,480.329086449,1066.61899468,644.034529553,600.628732476,849.958063933,692.928314589,676.749350131,733.120722838,658.160636885,591.770524764,536.266077578,1090.0400132,431.509604005,642.260297299,1145.27254153,1106.30585573
mix_75,657.366806204,592.024366848,520.09747573,441.452712582,708.443903666,721.421669416,783.250432086,644.893509525,498.593341737,682.436643518,531.542701047,418.357930301,1498.40461732,512.029296548,805.083225347,672.94228176,889.218467919,737.536348105,440.215091688,1104.320295,659.183610916,700.026886516,871.457858557,752.336660736,754.018286237,810.600193527,735.55814794,648.068857918,611.27977801,1166.609215,435.074540577,575.024115586,980.343757953,843.255028054
mix_76,659.699126529,562.623253009,500.097085084,452.073422188,707.84437756,634.028987625,761.180820781,577.5772005,503.293640701,705.117126124,560.740527687,492.66738659,1538.38400486,585.991308211,823.751853865,749.565293651,887.861462972,775.665677037,450.138393765,1136.76373614,634.275210368,784.053952594,889.336589824,779.857084761,796.724969066,802.450826862,768.400981072,650.209461779,640.602802044,1184.8242561,448.75736907,525.786646699,864.996262275,799.026098932
mix_77,646.548035549,601.232682323,529.34122818,426.048395686,748.730210231,682.492246571,771.729815735,601.184730892,481.902242252,679.806902825,533.510549658,406.003065858,1478.18658542,520.068794918,791.285279647,676.352959003,861.590347531,724.607454573,462.926251719,1093.17903127,640.977647583,695.8332323,871.57761257,742.431042199,728.989124329,788.810284221,728.871679857,624.755190498,589.106079027,1143.51967866,434.667779379,585.038570851,1017.02423021,933.504409105
mix_78,674.404860782,570.584522791,493.541875558,406.151638839,666.524421945,756.453622074,781.76338967,670.654221693,518.723635738,687.344149574,539.576203487,476.654392314,1530.37394149,552.845908509,816.551489104,728.854225529,897.468518391,738.583687252,410.30364916,1110.63663812,633.667408057,757.565380146,884.881473927,777.224693076,808.041533927,823.315218581,758.12743099,666.569296089,663.447552623,1209.40351251,447.792242811,548.378544053,870.142061681,769.788115874
mix_79,681.621614973,549.398203865,503.526503015,468.345998509,605.060403331,676.630976235,775.880400363,620.636140652,531.798437678,715.568587792,531.662556888,522.251747357,1572.25214499,591.854944086,833.03309179,753.941995594,930.620930119,786.564446918,420.032257691,1139.64953598,672.6648045,783.967968864,883.023873738,823.376249396,821.205797755,864.284731981,790.064965388,685.754001568,686.770324755,1214.45646594,438.608816925,494.673804914,760.796106606,593.257014073
mix_80,634.985068025,577.361783138,530.011050175,502.888056158,694.790606142,727.298378203,796.742085382,652.615343967,499.311373336,701.735738979,531.290447923,401.591273333,1517.59804537,513.012576088,796.821982366,650.751632466,931.933350212,789.129676364,456.814662339,1131.31529762,672.702853329,660.937746817,879.089798659,751.955402117,758.966182996,796.29329526,735.733158134,650.339655924,615.982825235,1163.09931656,416.24575225,545.309797767,951.692501618,779.989805476
mix_81,653.752322521,555.519155487,518.456782722,512.97361661,661.873272382,866.793814936,834.824522522,791.241874416,521.634448677,704.77641196,554.049927505,413.810761072,1537.17255294,510.229149069,807.341198937,655.423618188,980.221030138,830.802319955,422.595647896,1143.83384559,657.479378488,658.29667015,877.72986895,763.552648147,844.461170956,824.519316632,737.087339239,677.066919114,649.161087725,1174.20385147,418.181275382,506.246147143,786.104743251,602.640056498
mix_82,709.910850008,518.960184068,468.544330124,399.928663224,532.517022091,726.109625327,772.195820895,678.324522753,554.578434178,730.169353912,581.09178711,610.349148707,1573.31312316,660.097007478,863.346918602,830.76908893,944.511129945,811.271164041,391.510156039,1143.31271775,624.906517708,886.531086625,889.110179902,841.265835107,923.84432026,869.416805579,833.384039671,723.830504684,735.74062614,1271.34419519,464.065272953,452.011327546,636.390650853,418.107002341
mix_83,684.518153662,566.858845762,484.277547996,386.789897128,623.90304548,639.135873564,749.657802175,575.350808608,508.816540499,702.073830952,544.646258126,528.103807393,1509.34097097,597.714821995,837.52927304,775.435815704,859.851300375,728.779399169,418.074644525,1110.13065072,633.063717207,830.581127874,878.050524862,781.834989203,788.522579103,835.452019142,794.26267028,674.952546859,664.391795469,1235.46057984,458.610924738,538.247532494,906.962850678,729.749716359
mix_84,670.921991062,567.149962158,499.141313111,411.002723241,690.175400805,691.777605667,770.481276118,624.579987079,506.312717061,701.490495903,553.208052443,483.811757369,1526.0185759,571.87462861,821.122162761,742.475751716,890.902262639,759.819137252,435.244281387,1120.54186341,633.816393096,773.689819318,886.973748328,777.457638332,802.595878766,814.900726301,770.34221033,661.111763816,647.99844649,1200.71637926,448.51553311,533.949063133,877.996801406,777.813787492
mix_85,672.884476512,558.438408785,495.771423422,457.572066052,650.247232622,746.862321158,788.994264295,674.355300866,516.627075106,711.810195428,563.974147046,501.387930292,1553.58050635,581.325708519,825.466870202,743.775330049,932.509379836,800.054783385,425.53212432,1131.45900265,634.271387748,768.023388069,903.833480842,792.945777374,839.419718922,822.239789725,775.624091811,678.449650032,670.139485245,1210.59650428,444.224668895,497.41351241,802.696179104,623.21006249
mix_86,665.452299588,581.247172191,499.876400564,393.978101449,707.758517148,652.526179691,761.928793493,584.140588928,495.377278417,678.343224814,541.550092098,460.795783741,1501.50031036,557.737943244,801.279785478,726.712220741,858.21836221,709.727034274,432.1083627,1097.74506818,637.558365833,759.815075454,872.031337725,772.708096591,750.748737244,807.965190387,754.957508399,645.667564561,631.376951991,1174.4244738,448.422780972,571.31422132,944.105455593,880.394359779
mix_87,596.074182626,643.357115649,563.532432334,499.787900078,923.116485796,627.40588768,771.472586385,544.565867228,452.437904316,657.369294485,531.09060715,303.612677262,1376.14847378,454.634657422,753.451720369,579.866621126,824.441384989,701.235661667,528.936810503,1070.49659975,651.331046037,585.641046294,861.186508016,669.551162889,625.480407097,707.884489048,653.143746677,563.760628518,485.509737755,1051.30578226,426.536152312,656.838190579,1212.44922013,1238.52938154
mix_88,635.289389047,610.332173839,530.554268808,475.464202505,793.388161449,723.383250824,779.254527572,628.741268075,481.298136663,672.687741482,540.712754822,371.976682876,1464.24936913,491.607905938,793.964203486,642.349015832,866.024412177,738.453273359,473.079176744,1101.41094518,634.788885613,660.69707463,878.640243254,711.581933449,723.579499636,770.948245032,702.498466945,619.231461347,579.136666658,1135.64664971,420.248689152,590.142131707,1049.52944713,988.433445841
mix_89,660.383152342,541.457777853,513.31716153,459.56982068,613.53865332,832.99384625,824.690281232,764.933523783,546.679365252,702.985998627,528.259845506,470.308550323,1548.43475334,551.636912071,824.14336522,695.056753479,991.842652639,799.669520654,394.622192092,1142.40760746,675.942714223,718.144378403,871.365320458,803.955536412,851.34288973,833.006053429,780.67448972,703.054398696,678.191671766,1195.46552405,430.80364308,504.755681214,735.162069857,550.51280269
mix_90,625.774037484,627.574724528,536.238615376,435.884523192,862.868828515,673.437992759,754.234607877,589.477203112,457.311149285,666.23957501,541.773948196,343.045550157,1392.82384299,481.741514466,777.888606881,629.27521297,841.898040476,691.473330612,501.749685084,1077.01996108,624.503186161,642.376049316,867.320358377,691.150249025,676.112856647,729.223490422,685.105448257,588.990440522,527.458517713,1093.11303296,436.194015343,633.555293806,1147.5717028,1131.64420664
mix_91,648.460281546,591.546167007,516.808688914,438.089040631,764.205901798,654.311975272,764.776852537,581.870954501,483.48400017,691.076735871,545.863885381,433.716255638,1489.58798594,532.652777096,806.891185393,701.249146852,865.802226557,746.662767984,471.471370851,1108.9363123,633.771076945,733.784668875,887.04178738,738.947002267,748.538952884,778.880313548,732.428409357,629.570816156,591.059518171,1157.20628648,447.372545893,565.819154461,995.21961913,927.643328481
mix_92,652.321113717,597.169769045,515.499836098,411.458788658,748.330356612,754.598320896,787.805432742,664.02582372,493.963857057,676.704344498,537.067610121,389.487218609,1469.15544388,512.363478722,800.248131057,666.927902259,881.356556556,716.253525651,443.828276805,1093.03271074,637.172355591,684.626426935,871.236416013,737.062754935,747.769102375,785.065890478,724.480070513,639.018981194,605.74426032,1151.79597745,440.711242389,587.693572345,1002.88336156,919.591029805
mix_93,711.520438539,533.201851305,468.931768044,366.085175205,524.141703401,624.288253418,748.604473226,576.17912632,544.605465279,716.665086763,550.150997126,628.911084747,1552.92515835,664.741969139,858.382686497,844.050515795,882.321564988,753.40200586,383.174999052,1114.10890894,638.660293849,902.616387054,878.390703766,850.260270382,853.456127053,866.919134451,842.334072687,714.043785011,732.310891958,1281.01118883,471.455019144,489.342797719,707.417368603,542.140017807
mix_94,634.511491928,617.841571586,524.07251748,441.152950826,812.481267345,641.469148721,748.532096855,569.110866214,467.332893993,673.862319339,529.973291453,386.580604798,1428.25901792,509.727306917,781.943690637,656.147311634,838.827215777,710.630181767,482.799191193,1079.26615054,632.034806396,689.288882785,863.997098486,712.268744562,693.17614487,759.313340389,709.861726199,597.781895499,551.125964697,1123.28519444,436.528441399,616.840859841,1108.11751974,1062.36982831
mix_95,648.834537271,606.613455372,508.843041188,422.753061093,761.144340088,732.310572875,773.303342273,642.467796171,482.565121379,676.220331277,536.96288969,400.572469272,1462.45721669,512.236399538,795.848944331,670.506403654,865.133078376,709.480851099,449.589572679,1087.84397177,628.56908662,699.715863913,866.860074356,720.016873393,736.465851779,782.972537635,722.291650869,630.035534446,594.38425692,1157.71092211,442.477925336,603.839410311,1059.28411734,962.486241046
mix_96,648.956752199,592.246961083,527.388660291,474.376854997,746.912493951,777.371981455,802.538591418,690.025076378,494.030374782,682.80841931,545.230717578,384.404975955,1495.94515704,494.199201277,790.082363631,651.874564871,923.118324302,766.583975115,463.351405769,1111.55617909,648.477780298,659.552397937,885.065303892,745.100794665,775.977313769,784.096238393,725.226827333,643.446400254,605.319215717,1146.90949095,427.774657652,556.022364262,956.069745927,835.951987705
mix_97,617.944886288,613.367391251,552.521585118,499.871173395,833.500784632,619.597180095,750.152548371,546.328893408,449.462558058,685.047946071,545.786919561,340.366182871,1416.4119409,487.8860533,781.795247112,611.980850714,862.941763771,757.069810831,527.843072407,1096.48077213,645.183039908,635.240053112,861.964491277,693.863017929,665.405292742,755.871301808,681.044251827,574.730987185,507.410182707,1101.13580008,429.618488379,618.939137311,1142.48618891,1033.24651794
mix_98,637.38583763,594.230711436,523.472805343,480.904458917,751.026016534,652.352515475,763.419136832,581.217888126,472.373225287,695.205582273,545.446281507,414.989991507,1459.05131708,523.921743167,802.995278789,665.768712395,869.734345781,758.97651546,473.406727863,1116.81452086,644.055852222,703.546461305,878.770977425,714.754282808,728.347596992,777.198595477,728.289192069,621.85492955,575.77165314,1162.38738797,437.466226293,577.144740661,1058.7356552,907.814530833
mix_99,684.791094097,535.502172939,502.621404762,426.23262321,563.136358281,598.212465125,749.133546423,560.309628893,531.603392697,717.945738023,560.12430472,577.351842666,1585.67743582,651.790124804,847.496657553,803.525066442,924.478598764,792.028016367,427.977434374,1130.28663088,669.003161573,852.071894064,889.439184441,846.098609772,841.647872786,855.091832945,825.91010996,701.838262696,698.580538791,1250.58814009,456.080632493,473.989126275,730.010595976,498.443793701
mix_100,664.842277375,583.348968507,496.358919171,413.225296115,704.379734178,619.196118251,743.602287052,551.94307346,489.832943991,695.807526116,550.016305835,483.07807304,1483.49101132,573.383208099,822.370090973,744.963738245,843.749571183,722.742238211,440.838517678,1108.97100244,629.642768548,790.647413459,878.266087155,761.416957959,754.164797744,799.20142585,769.304981477,642.831512314,622.119810716,1195.04975235,454.364525548,561.244898466,969.398810831,874.0972327
