Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
A	0.0229715921560978	0.0441378321702911	0.043713897011523	0.0280528301784155	0.0262836360988994	0.0264570227717613	0.0363011396065754	0.0210069405419385	0.0234129357203786	0.0374862905560356	0.0363751019333823	0.011355163343004	0.00722415506519134	0.0437561020386723	0.0268210869056635	0.0121734564675259	0.0398980729695826	0.023098565833899	0.0243925316316223	0.0193599747526508	0.0410203008246069	0.0126300888127327	0.0530804526813359	0.0116781866511447	0.014859473677666	0.0246652057665728	0.0379693186266574	0.0265792241653651	0.013777176392701	0.0128296518360674	0.0321098593577273	0.0563383726164435	0.0713469386367638	0.0368374222011049
B	0.0224380798768055	0.0440057929578295	0.0431101968598329	0.0281415085852885	0.026051218694767	0.0254896446711391	0.0358776399951004	0.0208979605677802	0.0229913397635862	0.0370769973261396	0.0359667668706265	0.0117092484855268	0.00734611716296451	0.0465499811767199	0.0259917171423428	0.0121959665889664	0.0397980604572465	0.0229963120671734	0.0244782393311263	0.0196480211833603	0.0408583496777746	0.0126968242083889	0.0549620608951229	0.0117974272112037	0.0151949706255209	0.0250186273899809	0.0378854845083547	0.0269018490609976	0.0136160891689929	0.0130890417902101	0.0314166132385116	0.0563298955496713	0.0706176768332983	0.0368542800776491
C	0.0221131205251023	0.0405729363842573	0.040517037012112	0.0234515120585896	0.025331308830838	0.0257698426153286	0.0357929356859522	0.0208208550542406	0.0237968990699384	0.0387751385665516	0.0365399699425089	0.0111392488501499	0.00725269175546088	0.0446714050285377	0.0259031392659488	0.0120843529660281	0.038710498470368	0.0215635596141288	0.0222146646879373	0.0195020683098593	0.0412665991573287	0.01277112148931	0.0547816268875286	0.010873110609399	0.014281748535451	0.0257718003370183	0.0393348341585933	0.0274546961352879	0.0137174941679218	0.0117695938564249	0.0324843708367489	0.0617389189979746	0.0781477789928074	0.0390831211443673
D	0.0220582000348094	0.0406901530220527	0.0402846441918782	0.0235815097627452	0.0252753875959103	0.0261243072388152	0.0354576108504234	0.0210349274469915	0.0229101244892065	0.0376772274276674	0.0369783140993623	0.0114311283380387	0.00727017232703261	0.0444820307865593	0.0268505522048545	0.0123603920934827	0.0402993097225258	0.0215813554140593	0.02199915148651	0.0192214537525725	0.0408502756664362	0.0130264604888139	0.054898851009143	0.0105084316010794	0.0143098370190508	0.0252615701505731	0.0390434697379183	0.0282148498612627	0.0130378968833776	0.0118451993937952	0.0323307587813235	0.0615451613126814	0.0780265010225617	0.0395327847864857
E	0.0224767052825325	0.0403978323450377	0.041140893851207	0.0248981064949927	0.0271270114243874	0.0246265533851602	0.035271857890301	0.0207917151605951	0.023764305917039	0.0386773640142761	0.037287060920291	0.0119537889239823	0.0073290100621132	0.045361625862615	0.0265190296998321	0.0122306934233072	0.0395601639240243	0.0220951363923393	0.0229481875203679	0.0197377622591349	0.0412644070955666	0.0129083159349134	0.0553357027498157	0.0104986682188729	0.0145219272265946	0.0255977379325034	0.0386618611666269	0.026140126980535	0.0140095480215217	0.0120381354169499	0.032862711197907	0.0594366918768349	0.0722634069664718	0.0402659544613502
F	0.0220593699688758	0.0414531404715048	0.0413846091768619	0.0263028901828147	0.0294889201969158	0.0274422667256192	0.0369719234383903	0.0215632449433445	0.0238646291303491	0.0368808155126172	0.0363120471069392	0.0116697707728042	0.0074027520364155	0.0472941773551319	0.0268884868587061	0.0119670877061172	0.0402793507842433	0.0228387483531998	0.023872504552429	0.0199933299458232	0.0424437632787443	0.0131415122926326	0.0535065438831332	0.0113932452862231	0.0154793710603123	0.0253574063439011	0.0395127339924506	0.0259061538562307	0.0138791221525661	0.0127022024169035	0.0334414620743698	0.0544573188384537	0.0668054980931864	0.0360436012117898
G	0.0224104220317188	0.0440855214050324	0.0439060388989636	0.0292210651913174	0.0238546848788637	0.0261769029522735	0.0365079890004138	0.0208136189393946	0.0233770393223667	0.0377990308623717	0.0387096008673673	0.0116862607282767	0.00744078403060983	0.0458043328310883	0.0263873698015701	0.0126657593768352	0.0408432458345943	0.023417439905719	0.027281284693388	0.0200247842218622	0.0408485650427935	0.0131685835242588	0.0546809270361049	0.0117817802000035	0.01607500755338	0.0246252326717657	0.0395241565227602	0.0266489281573057	0.0140457054598484	0.0124322431576177	0.0304785257778006	0.0532152651534342	0.0655878869618435	0.0344740170070562
H	0.0228288825520902	0.043567670280787	0.043518778298392	0.0308804437104878	0.0215929988442328	0.0278087249105503	0.0367180593800293	0.0212453565458485	0.0233334842996605	0.0368840402475189	0.0371074793893369	0.0119986011703539	0.00751502494807828	0.0444161823862359	0.0265643861706233	0.0122227617902107	0.0404098285551256	0.0242966037121377	0.0253694824137831	0.0199228201327955	0.0401211630218209	0.0138396951012633	0.0540069081304213	0.0124883626781347	0.0162538843127498	0.0252453408722466	0.0414415390722608	0.0272975167975758	0.0145567671081406	0.0122585852805519	0.0317172484755373	0.0522627182150237	0.066676637818119	0.0336320233778761
I	0.0235966779148525	0.0434084234492563	0.0432775086193295	0.0308902075152287	0.0217004999400912	0.0270596663666852	0.0374944287561348	0.0212693342532163	0.0237796021267742	0.0359111951781178	0.036819391810273	0.011876249513478	0.00757956931256974	0.0469463025075446	0.0261965249533019	0.0123133479625488	0.0408232656939716	0.0243315593905156	0.0252941516713425	0.0199533222516178	0.0399654574040312	0.0132515324315471	0.0546578457264808	0.0122289999076	0.0166656551389519	0.025729350801223	0.0411419866756174	0.0267727749314301	0.0143921846232748	0.0127035067252833	0.0320114707487823	0.0516278863616758	0.0655792689847914	0.0327508503524609
J	0.0215391592803558	0.0401233918720372	0.0408619613675321	0.0203441030179496	0.0235522957549318	0.0273102265708133	0.0351628853847553	0.0218737422191339	0.0233032792613464	0.0393775195501739	0.0372067235286552	0.0115458660751444	0.0073298342694552	0.0445090277228419	0.0266950002009535	0.0120873070623616	0.0395747226351834	0.021479691305376	0.0208578987771039	0.0194979673672626	0.0408202199939703	0.0131279432324184	0.054339049028045	0.0100084744091911	0.0152439525409452	0.0267174286061387	0.0381209431046029	0.0270002623759042	0.0136322491841546	0.0117440858342711	0.0335888121144041	0.0629802084775963	0.0810484006229055	0.0373953672520857
K	0.0222500301738508	0.0409624706098456	0.0404905988501996	0.0195751982830416	0.026693088481844	0.0258551542817211	0.0361561362334354	0.0210924600835433	0.0246200229572719	0.0387162118374202	0.037778886573044	0.0116435345107305	0.00732714749285585	0.0463452334665492	0.0271335798525068	0.0122922241047711	0.0397140373061971	0.0212224450179405	0.0208828388576351	0.0198272906766431	0.0406908630527703	0.0130972268925118	0.0525214871928309	0.010423540120256	0.013330260239482	0.0268421348246832	0.0384054539595423	0.0279548757136276	0.0138494408171333	0.0121215740998814	0.0329061877999864	0.0617883077575565	0.0740041361322713	0.04148592174642
L	0.022556530674668	0.0389404544994497	0.0385302359920888	0.0224020289578899	0.0235721330718724	0.0268109784480828	0.0359144621370079	0.021568263042352	0.0234203978007114	0.0393405291203765	0.0381962469880863	0.0115664071327058	0.00742480918013496	0.0446863341901497	0.0261835862350157	0.0120976871742488	0.0390448189560835	0.0214819789139243	0.0218510120188727	0.0200506755334366	0.0413155342678774	0.0132606809947255	0.054243962450602	0.0108495585763795	0.0147600230828407	0.0266484702206575	0.038735392764525	0.0277509361677496	0.0131840940505563	0.0115324979702571	0.0324878109926847	0.0608787577002478	0.0811642966097246	0.0375484140840148
