Mixture	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT	P-value	Correlation	RMSE
mix_1	0.258918184300775	0.0329801385873842	0.248651900183499	0	0	0	0.0810877705146797	0.378362006413661	0	9999	0.845067229605346	0.5408979647099
mix_2	0.304792511806673	0.0228188244911462	0.225444733795175	0.01674548682628	0	0	0.0633944119998584	0.366804031080868	0	9999	0.829313289687374	0.563858430764319
mix_3	0.0575660111987892	0.0621663193490456	0.207811492826426	0.0370513716038726	0.122992443080046	0	0.0500952205912782	0.462317141350543	0	9999	0.880088909522319	0.503560422886064
mix_4	0.137921943949665	0.0851419725667774	0.232379138295033	0.0104169240419308	0.0154607455321099	0	0.0609427827377705	0.457736492876713	0	9999	0.876296372507905	0.499436295288926
mix_5	0.126966524877466	0.0747388374979046	0.249189956101918	0	0	0	0.0758473798492001	0.473257301673511	0	9999	0.881701308539118	0.491254242882209
mix_6	0.188066108909721	0.0569759834453622	0.258132535947032	0	0	0	0.0613541136734107	0.435471258024474	0	9999	0.86345486255034	0.51702525883478
mix_7	0.099891739927312	0.129076908664432	0.209706127529028	0	0.0319677367156162	0	0.0686643654727852	0.460693121690827	0	9999	0.884766594490061	0.485992891103879
mix_8	0.20245560431814	0.102552619674923	0.270562093099659	0	0	0	0.0453031151503017	0.379126567756976	0	9999	0.849742995029661	0.536568366797533
mix_9	0.189446536939616	0.0316895712006429	0.277917013782005	0.00252949540088785	0	0	0.0685092440923283	0.429908138584519	0	9999	0.860162414330836	0.523175409776042
mix_10	0.11236081916053	0.128855334589711	0.255737421930281	0	0	0	0.0505302464033569	0.452516177916122	0	9999	0.87760770304763	0.498848971878422
mix_11	0.276948908234052	0.0313109821904524	0.244571107642015	0.0136890610968551	0	0	0.0602221971417059	0.37325774369492	0	9999	0.830532881366877	0.563924101139426
mix_12	0.228117230227603	0.0122025154233739	0.259992190089181	0.0144005617964783	0	0	0.051914388112139	0.433373114351225	0	9999	0.84589111648569	0.545793280671383
mix_13	0.0985890317177494	0.167267943978692	0.241040086774662	0	0	0	0.0761374575883483	0.416965479940548	0	9999	0.883936819922768	0.484460197217562
mix_14	0.111662766649608	0.152964609765026	0.2341054423501	0	0	0	0.056399003292224	0.444868177943041	0	9999	0.880431260968783	0.492253676582286
mix_15	0.0607577667562516	0.1544328790363	0.228473954651394	0	0	0	0.109922191346757	0.446413208209298	0	9999	0.895379787144782	0.468554122134844
mix_16	0.112766527157472	0.0698924118714334	0.194702871730655	0.0214857358661366	0.0814582829853775	0	0.052508681045006	0.467185489343919	0	9999	0.876757673682306	0.502113472654776
mix_17	0	0.196448420943149	0.237838649808581	0	0.0378927712974246	0	0.0580510123173489	0.469769145633497	0	9999	0.885582441487769	0.500520101368212
mix_18	0.309460048133332	0.0430439422631426	0.250867088541722	0	0	0	0.0521141533245099	0.344514767737293	0	9999	0.823479150025724	0.571364083997257
mix_19	0.189548570817673	0.0900437808294508	0.237469250633767	0	0	0	0.0635035629282419	0.419434834790868	0	9999	0.864727977630551	0.513053457890067
mix_20	0.00252226180689958	0.0575455479549881	0.244362068043943	0	0.0657649999900468	0	0.0738459760480604	0.555959146156062	0	9999	0.890423140218961	0.502476334966702
mix_21	0.107912992573015	0.101031498574544	0.207534072387341	0	0.0432312255733557	0	0.0548125123081089	0.485477698583635	0	9999	0.882301300985116	0.49221709107467
mix_22	0.164580954737476	0.0988425215067637	0.283066339617897	0	0	0	0.07380161833219	0.379708565805674	0	9999	0.866425093498656	0.509848297997983
mix_23	0.174362765264941	0.108687831058377	0.263257241438027	0	0	0	0.0492943541280541	0.404397808110601	0	9999	0.86430018066463	0.514150414277516
mix_24	0.32762207122994	0.0351327575324596	0.219613291808042	0.00759906596351254	0	0	0.0636589441353386	0.346373869330707	0	9999	0.821143953252611	0.574327071333187
mix_25	0.176226983015198	0.025885634512451	0.224937260057899	0.00277090058693345	0.0586772001894978	0	0.0498996629983691	0.461602358639652	0	9999	0.863579175738817	0.51936170831502
mix_26	0.00778554623946443	0.0356575086988687	0.198516634243811	0.0114301093881973	0.127574942200287	0	0.112092557816363	0.506942701413009	0	9999	0.894625720737031	0.485964867863949
mix_27	0.242957401785256	0.140134197775547	0.27653227812325	0	0	0	0.0766498917007629	0.263726230615184	0	9999	0.83201484811	0.558217301962971
mix_28	0.00565033420000356	0.0765833785538507	0.251695454493621	0	0.0797492727688711	0	0.0739545527384416	0.512367007245212	0	9999	0.890522791615045	0.495149035649634
mix_29	0.172025045218841	0.0573266684592288	0.27496844454411	0	0	0	0.0684589517467481	0.427220890031072	0	9999	0.865406195779469	0.51458219237385
mix_30	0.170814081640978	0.0713855558310449	0.251898539771213	0	0	0	0.0619842474814148	0.443917575275349	0	9999	0.868032947208937	0.510618230057808
mix_31	0.166406842033018	0.0487074262650053	0.260576028392179	0.0145490188686594	0.0327588852741074	0	0.0489224257433509	0.42807937342368	0	9999	0.858198228976359	0.528928471811112
mix_32	0.133565273211611	0.0714434443540008	0.220930612617873	0.00152631085818167	0.0370903036907109	0	0.0605566189608675	0.474887436306754	0	9999	0.87729723112753	0.498680990785157
mix_33	0.19818011781608	0.0741828320951404	0.269668193934535	0	0	0	0.0557735949433229	0.402195261210922	0	9999	0.856741062607835	0.526096578260369
mix_34	0.259443394786269	0.02797651739667	0.271244177386556	0	0	0	0.0628033916197645	0.37853251881074	0	9999	0.835495505084062	0.5569720603641
mix_35	0.197629155186886	0.0438155213296702	0.284419525991051	0	0	0	0.0587250423765965	0.415410755115797	0	9999	0.856913174086269	0.527030181989733
mix_36	0.0925763764701555	0.108846364417613	0.19574442122467	0.0291351365027772	0.0862883819323285	0	0.0492711792762962	0.438138140176159	0	9999	0.877072231169409	0.501509052822449
