B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage	otherCells
S10249	1.06946109015424e-07	0.0488193744276563	3.35209306584329e-09	0.0309237312176849	0.0558906707209869	0.049360943180215	0.815005170155255
S1025	1.08629030801769e-09	0.0546109242144461	4.97578510299874e-09	0.0285841799123894	0.0576100013935031	0.0454655571742099	0.813729331243376
S10266	1.62087067870618e-07	0.0513678055358145	2.22574408601578e-08	0.0273492423531284	0.0579615681547097	0.0464938155045919	0.816827384107247
S10269	2.75090931308433e-09	0.0522232916912675	1.02668757253824e-09	0.0269266519406389	0.0582120943337166	0.044627186459501	0.818010771797279
S10272	8.1141653029974e-10	0.050525482962175	1.05463510704658e-05	0.0299463632058401	0.0564699273106845	0.0448423349442531	0.81820534441456
S10273	2.49309281364183e-06	0.0522188702286549	1.4949643811203e-08	0.029390292915368	0.0567364003606962	0.0457898463287167	0.815862082124107
S10274	1.39748641311333e-08	0.0524090774078833	2.47826672587636e-08	0.0304009112801169	0.0569285034225819	0.0454626170140031	0.814798852117883
S1028	4.66113406842069e-09	0.0543520817371656	1.73376208864607e-08	0.0312969001853218	0.0556183990503015	0.0459738669751651	0.812758730053291
S10280	2.49131726868767e-08	0.0531243820911502	2.91080917847249e-09	0.0285163137714566	0.0568521439763345	0.0482970383002985	0.813210094036778
S10283	3.33374685360958e-08	0.056136223989643	5.53020159181471e-10	0.030542685777469	0.0556480996600625	0.0463132767170831	0.811359679965254
S1029	1.9349151494834e-07	0.0524338649668578	1.61563163856037e-10	0.0298855159090368	0.0572556906550969	0.0454603793939048	0.814964355422026
S10292	2.65025738538999e-10	0.0548969093982051	3.85588406926867e-09	0.0289954421269908	0.0568965942273507	0.0434090087339392	0.815802041392604
S10294	1.20556002360217e-09	0.0542614331773578	4.34479884433185e-08	0.031003522654216	0.0571624013016313	0.0445106654430858	0.813061932770161
S10302	9.30012188095355e-08	0.0537052747338226	1.1506085289853e-09	0.0302675244629937	0.0562404184730579	0.0456083968245814	0.814178291353717
S10303	5.6036040679589e-08	0.0542998035427874	3.25107660152068e-08	0.0289256672036482	0.0564251367058587	0.0444871192613066	0.815862184739592
S10323	1.18319779272426e-08	0.0513394249055366	2.18347593772191e-09	0.029444424232189	0.0573888241454115	0.0457931355661435	0.816034177135265
S10326	6.99062056895303e-06	0.0512274294879611	6.80830295999019e-09	0.0299771731025416	0.0570697985470562	0.0466573761130234	0.815061225320546
S10328	2.63570890801022e-09	0.0547836144724088	4.30552180351018e-08	0.0278716307699784	0.056900804374983	0.0452137300457323	0.815230174645971
S10329	1.12403179143203e-09	0.0536907590569168	2.20639943393087e-09	0.0294206679613941	0.0567647986139	0.0452484927268005	0.814875278310557
S10336	1.57590899163799e-08	0.0516701080861674	7.03188140925305e-09	0.0282069399019122	0.057816839116031	0.0459849195804448	0.816321170524473
S10340	2.07088626884324e-08	0.0542740191473361	1.69837667276353e-08	0.0287822675147071	0.0569041934773746	0.0447857926236181	0.815253689544335
S10347	5.40665067484361e-09	0.0514070192327963	3.63140172253167e-07	0.0282282386375393	0.0568610204882261	0.0431466887390041	0.820356664355611
S10353	2.59765623791642e-07	0.0532135137967222	5.80347231682409e-09	0.0286592417892325	0.0571316029316099	0.045249562985247	0.815745812928092
S10356	8.10509894790442e-09	0.0516636754496995	4.99041311021313e-08	0.0295374707496958	0.0576695986427859	0.0447659347589925	0.816363262389596
S10358	1.50653356236216e-06	0.0510354854289247	8.81397803728287e-09	0.0306727740175081	0.0563666298632046	0.0467205640260924	0.81520303131673
S10365	2.72439851890528e-09	0.0523055956335576	2.90572447843666e-08	0.0284016074560198	0.057161160856975	0.0457845526248674	0.816347051646937
S1037	7.55091642811512e-10	0.0564755132153991	8.78888363946579e-07	0.0293187712651665	0.056821977543415	0.043962671015841	0.813420187316723
S10373	2.03807983011888e-08	0.0542713663354996	1.04282050069211e-08	0.0289549294569505	0.0570234211074545	0.0451730498030547	0.814577202488037
S10374	3.60168424688525e-06	0.0514608301502591	3.84452653402759e-08	0.0285297672951076	0.058384888876795	0.0438579489350567	0.817762924613269
S10375	2.13082542162895e-08	0.053474221807897	9.50458860529076e-08	0.0311142753187819	0.0564686128966846	0.0462338284845645	0.812708945137932
S10377	2.37159426647029e-08	0.0514187912573873	2.07471591560042e-09	0.0324589479813399	0.057423112422882	0.0431309759906355	0.815568146557097
S10378	1.59401233859524e-09	0.0561929734674733	8.90882198403567e-06	0.0300899612939507	0.0561614271817971	0.0452365633041459	0.812310164336636
S10390	1.5466344873521e-09	0.0508988589639351	7.3863412482229e-08	0.0279901342946666	0.0575229856963982	0.0420054220773645	0.821582523557589
S10391	3.81035458981842e-09	0.0499360826139666	7.31960837947566e-07	0.0307377964441602	0.0578269826164495	0.0449701805252778	0.816528222028953
S10393	8.23921542363688e-09	0.0537063232705902	2.57227197217256e-08	0.0313364626548606	0.0572026196267362	0.0445727075435259	0.813181852942352
S10400	4.8530834727017e-09	0.0521036541435949	2.41889743835953e-07	0.0294511606416101	0.0567387235724333	0.0465861441438359	0.815120070755698
S10401	3.2607067288338e-08	0.0509338142361073	5.66467088247489e-09	0.0304053037459704	0.0565460476355808	0.0455400060832959	0.816574790027307
S10406	3.8385173877665e-09	0.0497010657891966	4.674525524424e-09	0.0289915634542836	0.0578036535759168	0.0458159260113804	0.81768778265618
S10408	1.96130631495385e-09	0.0518574779338954	2.00819799919851e-10	0.0291811884409432	0.0569494003307309	0.0461459523578344	0.81586597877447
S10409	7.62252680765658e-09	0.0550012216715357	2.33924563555816e-06	0.0313332818887717	0.0570605639168425	0.0454866520225324	0.811115933632155
S10418	4.17347712403914e-07	0.046689833065691	4.91640223219348e-09	0.0275098617527723	0.0583510698987997	0.0426441957057053	0.824804617312917
S10431	1.11803537277725e-07	0.0535822874293612	1.54807089221217e-08	0.0284243858859321	0.0572504898839115	0.0448864226409944	0.815856286875555
S10438	8.52349926393917e-09	0.0524330092810407	1.21281939262364e-07	0.0298119906264216	0.0573475466473496	0.0450413826524891	0.81536594098726
S10439	1.4471504027939e-07	0.0528001253036924	1.25306684557652e-08	0.0317146349680683	0.0559350179995162	0.0475805062394696	0.811969558243545
S10441	1.25745516931679e-08	0.0493857491063143	2.68491597605607e-07	0.0293954829784325	0.0573487504632845	0.0480730227074232	0.815796713678396
S10442	1.98649998981117e-08	0.052420099448058	2.06469773852647e-08	0.0300211999991038	0.0568408976686642	0.0462691284534074	0.814448633918789
S1046	3.86945183968362e-08	0.051980170021528	1.7280467682364e-08	0.0297656671155197	0.0564146468453491	0.0468637063680812	0.814975753674536
S10478	7.83055379241003e-09	0.0480680011512654	4.05136204662873e-10	0.0287126339124148	0.0577245322198842	0.0483270452660149	0.817167779214731
S10480	1.38482105696779e-07	0.052291735917101	2.13451872901092e-08	0.0303087160835907	0.057501823152795	0.0428077727530595	0.817089792266161
S10484	1.96921010222585e-08	0.0512359279315333	1.92128013494277e-09	0.0293485803541835	0.0580836460947933	0.0453958512552022	0.815935972750907
S10492	6.05076148192831e-08	0.0548090661489894	3.9400637523848e-08	0.0334163320097888	0.0562027289672139	0.0461853791947832	0.809386393770972
S10496	5.40565910032229e-08	0.0544215491293034	9.7409750741651e-10	0.0300172279628734	0.0564525518386262	0.0460322216179342	0.813076394420574
S10510	2.44428164756755e-08	0.0517121935575996	1.04934552837273e-08	0.0295107094438717	0.0578616598854468	0.0440417253496617	0.816873676827148
S10513	4.21761608038115e-08	0.05277797246989	7.18955597480471e-09	0.0292214650922644	0.0565539269853769	0.0471163028222757	0.814330283264476
S10516	2.67098399113424e-08	0.0514111126431775	9.76495862600207e-09	0.0282369111513054	0.0575744618573358	0.0455779446755645	0.817199533197818
S10534	1.84958534492952e-07	0.0549659678902295	3.59027680013368e-08	0.027979267678558	0.0569082084494301	0.0452238750864451	0.814922460034035
S10535	8.3020431227424e-08	0.0547113272646699	1.9191221716002e-08	0.0310482848348114	0.0566893685280133	0.0437451683969905	0.813805748763862
S10537	1.07452720401119e-08	0.053527493933743	1.09336464223068e-08	0.0291997485459027	0.056708400030127	0.0477467863328101	0.812817549478499
S1054	4.05414548192132e-08	0.0523991823330242	1.95179176360636e-08	0.0279889480637207	0.0587514848659438	0.0442209796060454	0.816639345071894
S10543	4.10449084925209e-08	0.0533611254124811	3.03101777886292e-08	0.0282356878239967	0.0573566541195292	0.0448693200165027	0.816177141272404
S10546	3.79787527168208e-08	0.0508617558998395	3.12129230333533e-08	0.0308018724284495	0.0575322876609883	0.0450917890625817	0.815712225756465
S1055	2.50423375783011e-09	0.0494865577374829	1.55015797159458e-07	0.0292765637485861	0.0579192066879749	0.0465923895955654	0.81672512471036
S10551	9.865702848169e-08	0.0524623886684419	1.12000577630621e-09	0.0284197557965107	0.0572029175086944	0.0453022252313967	0.816612613017922
S10552	8.06595471900056e-09	0.0481008324161352	1.710909190947e-08	0.0286512937424536	0.0583603260558052	0.0452308227613204	0.819656699849239
S10555	1.16079946530816e-07	0.0557438336718581	2.78217310470082e-09	0.0297805486707577	0.0567583038730734	0.0454772257259204	0.812239969196271
S10559	1.06809177643689e-09	0.0521471599550302	1.48539544624854e-09	0.0290318927531647	0.0568902350551637	0.0463318851223461	0.815598824560808
S1056	6.54060689050857e-09	0.0554566450386819	4.43361768562812e-06	0.0300476878226947	0.0560613757743004	0.0447946066405817	0.813635244565449
S10563	3.75011619686007e-07	0.0522817988438142	2.69855301583779e-09	0.0304788800442496	0.0566084892071891	0.0466617674408572	0.813968686753717
S10574	2.20550753078308e-08	0.0554310664887026	7.09748345746054e-09	0.0286030458388633	0.0569167828563033	0.0455792719619478	0.813469803701624
S10576	3.30864614422874e-08	0.0513909449404235	2.31099715835531e-09	0.0294630317900331	0.0563048842931295	0.0447672094795091	0.818073894099446
S10578	1.44646470035217e-07	0.0498999220939485	1.22308080203617e-09	0.031216831589092	0.0571951341239851	0.0466991696401393	0.814988796683284
S10579	3.81310926591442e-08	0.0529557096503425	3.29414224703587e-08	0.0275379274637033	0.0580876353505297	0.0457431724870452	0.815675483975864
S10582	4.6458185037349e-08	0.0529360750776206	1.55285991006688e-09	0.0298884759515563	0.0562870683776177	0.0466739287415929	0.814214403840568
S1059	2.78920929574746e-07	0.0543404870211088	1.31726453945765e-08	0.0280373356211739	0.0581650645243151	0.0461775789367238	0.813279241803103
S10599	3.91566065332288e-06	0.053530818574865	5.74526764671399e-09	0.0313096779626982	0.0559690153111151	0.0469806566975691	0.812205910047832
S10611	1.04435920570644e-08	0.0521832319395878	2.10457851044229e-08	0.0297212458884887	0.0572188502450819	0.0459455716455319	0.814931068791933
S10614	1.57914579020473e-08	0.0524389859827782	2.96928757030084e-08	0.0284893642864186	0.0564739890506026	0.0470295838695181	0.815568031326349
S10624	1.58064227781084e-10	0.0520736258865614	1.0722453685706e-08	0.0293032847637088	0.0567041092953182	0.0459046854740772	0.816014283699817
S10632	1.79530616562117e-07	0.050942728103269	4.77632306098654e-07	0.0276146265551021	0.0584211539533105	0.0437007801389358	0.81932005408646
S10634	1.14500236044523e-08	0.0544197600789524	2.17277944199287e-08	0.0283844688088161	0.0569568638870406	0.0443975255845351	0.815841348462838
S10638	3.1052963241151e-06	0.0510056570241363	8.37600257594088e-09	0.0290643860795213	0.0577110444943992	0.0467470386858943	0.815468760043722
S10644	5.11941423388574e-08	0.0562818349128709	2.84233193981261e-09	0.0285543076290673	0.0568372445929878	0.0458510720659403	0.812475486762659
S10649	4.91759338964222e-08	0.0513406533478037	1.09781444258216e-08	0.0286978256429852	0.0573500083691715	0.0460196338393277	0.816591818646634
S10652	1.0191079556116e-08	0.0506042203121571	1.5295161082196e-08	0.0286111187857294	0.0571990230769979	0.0457169031660984	0.817868709172777
S10654	1.29903602943607e-07	0.0525963048656698	1.92722290198408e-08	0.0309871292686405	0.0569344928124992	0.0451679975496998	0.814313926327659
S10655	9.81532782885131e-06	0.0532603305705158	3.74254915768361e-09	0.0287773604786864	0.0572239738071704	0.0450392008056914	0.815689315267558
S10656	2.09813082808143e-08	0.0556552025235662	5.83102043192627e-09	0.0294998252348441	0.0562499844309448	0.0458896617936717	0.812705299204645
S10657	6.05203102430712e-08	0.0504730109205504	5.05609900680446e-09	0.0299568620403358	0.0581971076698949	0.0445225604883664	0.816850393304443
S10658	5.84282328005215e-10	0.0548196497786916	8.71182420622383e-08	0.0296421927138678	0.0561552967943933	0.0463615769633591	0.813021196047164
S10660	8.40585578654545e-09	0.0539167741931179	4.44496623348689e-09	0.0296331850360415	0.0573859993266786	0.0433099961303708	0.815754032462969
S10661	1.00528439626414e-07	0.0549334866210525	5.61900022399412e-10	0.0283236350461815	0.0575388363996464	0.044680958177748	0.814522982665032
S10676	1.72349296586399e-08	0.0498074530944103	7.5699459243181e-07	0.0311633344615659	0.0567463644758009	0.0481052145083841	0.814176859230317
S1068	8.46377723599909e-10	0.0547157637850132	9.08846469729445e-09	0.0288188674766976	0.0565696149362288	0.0460629912981153	0.813832752569103
S10681	1.56157079156228e-08	0.0498527084733461	4.08414266778314e-08	0.0299664994634788	0.058054697237501	0.0445507926652812	0.817575245703258
S10686	3.0106728998354e-08	0.0511876860789001	4.88516495673817e-10	0.0283349818471661	0.0579420957257232	0.04449153165078	0.818043674102185
S10688	6.10171211163248e-09	0.0541599015872796	4.46461529510131e-08	0.0290590847812067	0.0571137444049209	0.0459146258222031	0.813752592656525
S10690	1.02027648033165e-07	0.0508008760004167	2.08768921376609e-09	0.0278241321421766	0.0581823185381346	0.0449053397464257	0.818287229457509
S10698	1.08645469580134e-08	0.0559237081000769	1.49169270373458e-08	0.0285348956862715	0.0565821645747623	0.0451875664251449	0.81377163943227
S107	8.87077353633264e-08	0.0548536576339986	1.0895368510062e-08	0.0303299225670793	0.0568345095906914	0.0443308908399873	0.813650919765139
S10703	2.34978902329301e-08	0.0543708322846051	3.4556843042437e-08	0.0305825211597375	0.0562324413135492	0.0455758613847585	0.813238285802616
S10726	2.45285996005523e-08	0.053915137998841	2.1347295350356e-08	0.030061425812009	0.0568581701770318	0.0443987705143869	0.814766449621836
S10729	3.96405284124564e-08	0.05084247043662	3.58359985274524e-08	0.0303566712649622	0.057363015664874	0.0450045655967243	0.816433201560293
S10733	2.79267410386689e-07	0.0541921470897829	3.00509966695315e-09	0.0306916086852189	0.0561211594042565	0.0468740910832576	0.812120711464974
S10734	7.57664901439036e-09	0.0527755374020404	2.75372614602713e-08	0.0303757149484352	0.0591593414936605	0.045297280922926	0.812392090119027
S10735	2.99880743518362e-07	0.0519620788002272	1.54284199948054e-09	0.0307981738797581	0.056703414857609	0.0453589693231728	0.815177061715647
S10740	3.409778752354e-09	0.0518750865727259	2.14631451508303e-08	0.0311827877805803	0.0554297827698194	0.0483415873714493	0.813170730632501
S10745	1.65225441265203e-08	0.0502630269564575	5.1522177036165e-09	0.0290661095558646	0.0564735085275248	0.0478206539865221	0.816376679298869
S10748	8.52375232114178e-08	0.0521202190992151	1.85977481540072e-08	0.0298984737826428	0.0570259336866521	0.0445656153629143	0.816389654233304
S10753	5.77706612325305e-10	0.0541727743034291	5.59308431920989e-06	0.0295043286609429	0.0559272077128486	0.0482811343129558	0.812108961347798
S10756	2.40454824052255e-10	0.0535923208997064	4.72097209057272e-08	0.0296536401446348	0.0563301176773917	0.0464461369911728	0.813977736836918
S10757	1.38167116144632e-07	0.0564666381230919	1.335103529328e-08	0.0290203031154707	0.0572506697891715	0.0446400956862875	0.812622141767827
S1076	8.16457726343633e-09	0.0535990170433404	1.46155466364184e-08	0.0301568803159085	0.0563300643662648	0.0459737568248934	0.813940258669469
S10764	2.29857643953993e-09	0.0505719623137889	4.51587248343127e-09	0.0301070510532669	0.0573529956929256	0.0446212099720532	0.817346774153516
S10767	3.24968122187618e-08	0.0552217031967834	1.29783615184598e-08	0.0290987990637505	0.0572450169163215	0.0440858287918874	0.814348606556083
S10776	1.68830349537351e-08	0.0535087164706829	4.23664709810053e-08	0.0272557876979303	0.0571299924256595	0.0472149450633852	0.814890499092836
S10778	5.38395152394652e-08	0.0541471143965895	3.76998813447866e-08	0.0279211471433991	0.0574350686662295	0.0465668438094178	0.813929734444968
S10784	8.66022682121184e-09	0.0532411393521533	4.71301481888271e-06	0.0243944848356588	0.059087841217234	0.0471028019165368	0.816169011003372
S10787	3.9684836369693e-09	0.0527710301949291	3.02682141653107e-08	0.0304034778241493	0.0570455552431841	0.0444323782346609	0.815347524266379
S10800	2.52651084856858e-08	0.0536485158227119	2.23115048228975e-08	0.028573634543867	0.0562837610333566	0.0471607355528742	0.814333305470577
S10805	2.55246959397789e-08	0.0511724721914614	1.26150771235412e-08	0.028737363376968	0.0576570594416576	0.0460360433935669	0.816397023456573
S10813	5.19633167309196e-09	0.0523160003937895	1.62830085873213e-08	0.0298228769923351	0.0565015141436182	0.0456404166759448	0.815719170314972
S10814	9.44020173469761e-09	0.0495084000875624	6.5392557929489e-08	0.0283922262591739	0.0585279802676271	0.0436682713511281	0.819903047201749
S10815	4.68942201956514e-08	0.0536271653671536	2.03130647890815e-08	0.0283462789831514	0.0567867605748362	0.0457323352762479	0.815507392591326
S10817	1.25898794085556e-08	0.05297592698409	5.61128069812693e-09	0.0296160474113549	0.0574868015203943	0.0435422209395496	0.816378984943451
S1083	1.40295766082951e-07	0.0525564121292353	1.28980175210182e-09	0.0300492737706796	0.0574736603970164	0.0469131430033282	0.813007369114173
S10835	4.3612925231419e-08	0.0505986444535699	2.06146454279746e-10	0.0309502759277653	0.0567546186093865	0.0470726955077212	0.814623721682485
S10838	1.31146730048582e-08	0.0539596633560234	9.19177887395057e-08	0.0297486447981516	0.0574323932861349	0.0453899775009489	0.813469216026279
S10844	3.70656362034287e-08	0.0541557344402134	2.02490398462095e-08	0.0301030375901172	0.0565415561944632	0.0441953132701218	0.815004301190408
S10845	1.73394318315669e-08	0.0514759112233525	4.70858232973265e-06	0.0288260467538596	0.0570770952822048	0.0466484029012142	0.815967817917607
S10846	2.52904836980373e-08	0.0562157519726336	1.27368875050649e-07	0.0291609460327767	0.0564735568528913	0.0445377237618089	0.813611868720531
S10853	2.08273110776077e-08	0.0498850474931358	6.12574461217577e-09	0.0309210368938094	0.0572888138982343	0.0464015579818414	0.815503516779923
S10854	1.15135458599782e-07	0.0552167922646228	1.25920325906337e-09	0.0289037178646885	0.057030140778456	0.0449505587894262	0.813898673908145
S10865	1.5647330750099e-08	0.0526738309530132	2.29596368499852e-09	0.0276354848787474	0.0577719239742277	0.0466225666246769	0.815296175626041
S10866	5.85187117348575e-08	0.0535123107899251	1.20878682457754e-08	0.0304747255936776	0.0562825484252404	0.046624879997312	0.813105464587265
S10869	1.97963619402965e-07	0.0488080941403704	8.24628933708746e-09	0.0302949320661076	0.0566711337237126	0.0489883819788954	0.815237251881005
S10873	5.73534785517191e-08	0.0515463182155479	7.68198623510735e-09	0.0289154735836586	0.0568360838378532	0.0465979859140434	0.816104073413432
S10876	1.02786167435583e-07	0.0556042349505295	1.16360070909161e-08	0.0299593527619165	0.0565031234968706	0.0468638237210507	0.811069350647458
S10883	3.27675043947663e-07	0.0517419667915505	3.30456804721353e-09	0.0301526265025458	0.0567957083570413	0.0452819182298858	0.816027449139365
