Mixture	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT	P-value	Correlation	RMSE
mix_1	0.111743396991978	0.0059766072746069	0.35168009745391	0	0	0.315957320989742	0.214642577289764	0	0	9999	0.498675840893458	0.942719551093099
mix_2	0.107395183209387	0.0122324339907158	0.285268175766955	0	0	0.374220293741076	0.220883913291866	0	0	9999	0.507844063490299	0.933003697411714
mix_3	0.157130465703065	0	0.26869413899706	0	0	0.349712650119145	0.193750225348892	0	0.0307125198318375	9999	0.508820235270087	0.925273304320607
mix_4	0.074939141373087	0	0.376720292444916	0	0	0.332402312774731	0.215938253407265	0	0	9999	0.504194584906019	0.944766647983906
mix_5	0.0939222247324935	0	0.332808475316496	0	0	0.363129332922323	0.210139967028687	0	0	9999	0.505233686538979	0.938767482657024
mix_6	0.0795228576904542	0	0.379766640954097	0	0	0.327279119012462	0.213431382342987	0	0	9999	0.503593570089862	0.944526036551187
mix_7	0.109709453311559	0	0.310025740487235	0	0	0.373865459582581	0.206399346618626	0	0	9999	0.509057390107213	0.931678110214302
mix_8	0.115429962410313	0	0.275377882375413	0	0	0.400060122972098	0.209132032242176	0	0	9999	0.504770675507676	0.933700510746622
mix_9	0.0686904144867565	0.00633503982608195	0.381840106528899	0	0	0.324371983557814	0.218762455600449	0	0	9999	0.499662516040487	0.950415624991238
mix_10	0.121773274693245	0	0.380906458094146	0	0	0.304708921739445	0.192611345473164	0	0	9999	0.508955313153777	0.931579480591519
mix_11	0.0950833053371482	0.0283061456353908	0.379349215284785	0	0	0.279847746453575	0.2174135872891	0	0	9999	0.495401373936074	0.949625659509335
mix_12	0.101568924096674	0	0.345460970931468	0	0	0.353053406121969	0.199916698849889	0	0	9999	0.506633673014569	0.936165708010081
mix_13	0.0879470229446842	0	0.3831624910163	0	0	0.336557503927031	0.192332982111984	0	0	9999	0.504520236268497	0.941387059540849
mix_14	0.0867813191610516	0.0104612759972529	0.378539863793388	0	0	0.309295294583994	0.214922246464313	0	0	9999	0.499711216258104	0.946911135092281
mix_15	0.102800939691728	0	0.340267517907211	0	0	0.343060287698096	0.213871254702964	0	0	9999	0.506424632325872	0.936605709323347
mix_16	0.161316770185807	0	0.226146177439224	0	0	0.377751686298683	0.204479670009149	0	0.0303056960671359	9999	0.507788691191057	0.924662827482641
mix_17	0.13919256089153	0	0.214608659919819	0	0	0.406907259800607	0.2082263242724	0	0.0310651951156436	9999	0.507914058431704	0.927789068568681
mix_18	0.122548029147762	0	0.403293632111474	0.0688237918271833	0	0.230133124003149	0.175201422910431	0	0	9999	0.507826021102626	0.939649238044993
mix_19	0.155617705504805	0	0.238606176217089	0	0	0.407810148742598	0.197965969535508	0	0	9999	0.506481333166075	0.924250781651861
mix_20	0.0785521850597622	0.00610029665951414	0.379100523531764	0	0	0.320434470381649	0.215812524367311	0	0	9999	0.504731631974987	0.94370229858649
mix_21	0.124855165623064	0	0.296999827788258	7.56527694941748e-05	0	0.381569479688211	0.196499874130974	0	0	9999	0.512810270064452	0.924943223984567
mix_22	0.0981027062669819	0.00866565708879823	0.35130580891673	0	0	0.336512051512325	0.205413776215165	0	0	9999	0.495755817925989	0.947254160958765
mix_23	0.0914967229145994	0.0208232246118623	0.367480106013727	0	0	0.311313390719301	0.208886555740511	0	0	9999	0.501406325535661	0.943842409269878
mix_24	0.0946482181432759	0	0.334998225740946	0	0	0.364364615770428	0.205988940345351	0	0	9999	0.50988387813164	0.93419201015612
mix_25	0.0653325271988271	0.01052369683195	0.377897852785262	0	0	0.327565637164333	0.218680286019629	0	0	9999	0.502651122851653	0.948048264761365
mix_26	0.149362566580389	0	0.258999475375781	0.0137039224630536	0	0.38449800335432	0.193436032226456	0	0	9999	0.51287315046346	0.921100173464135
mix_27	0.083188318701541	0.0220504551298892	0.35867407742551	0	0	0.326282870672491	0.209804278070569	0	0	9999	0.497985896228735	0.948179832535215
mix_28	0.0798520212655858	0	0.363262015796993	0	0	0.3474666121948	0.209419350742622	0	0	9999	0.504590378933351	0.942771362034048
mix_29	0.101210039782845	0.0163823517099752	0.364164509170237	0	0	0.309231472358528	0.209011626978415	0	0	9999	0.497429405215049	0.945783454414397
mix_30	0.0759325267820821	0.00163886729945558	0.370770711095173	0	0	0.34014989168225	0.211508003141039	0	0	9999	0.503646829997541	0.944687109949219
mix_31	0.108589831635674	0	0.36260948118266	0	0	0.324313095494373	0.204487591687293	0	0	9999	0.504301884239712	0.937952940361061
mix_32	0.0867920000248403	0.0119972915041607	0.445227421860465	0	0	0.246484703872446	0.209498582738088	0	0	9999	0.494380791733147	0.953976665825985
mix_33	0.119303961662596	0	0.346577502537812	0	0	0.342102406844403	0.192016128955188	0	0	9999	0.507574666841911	0.93209698167696
