Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.354457303338579	0	0.0710922289310258	0.233764412560562	0.146156502799989	0.371892800543834	0	0.116592613083244	9999	0.328680231759696	0.952675907795035	1.29395586125723
S10006	0.369418885642195	0	0.0646713597545989	0.0843989670901108	0.146731259328825	0.43633507218975	0	0.187231247350822	9999	0.329281363274133	0.951828822741669	1.2887867913563
S1001	0.422362611038186	0	0.0919933115329994	0.0761875877257984	0.106809799854701	0.348729258315594	0	0.277574596986792	9999	0.352487858853686	0.9380513733559	1.32365716545407
S10010	0.353531581072227	0	0.110828251858191	0.128393510279397	0.162635596473964	0.380027112668732	0	0.189736512542724	9999	0.372180229619386	0.934790503344131	1.32515256489523
S10011	0.174662031791001	0.0980033770407686	0.0662269146642312	0.104505536768169	0.132162229942428	0.398845363264603	0	0.324376365513426	9999	0.363658191621456	0.934721491907328	1.29878181898463
S10014	0.354765020637844	0	0.0737562179610816	0.192119649293702	0.128641257889055	0.280038366327418	0	0.270372416786614	9999	0.353213916491725	0.93932160842109	1.29969292889572
S10026	0.520211040668901	0	0.0680045831697104	0.0440405601247555	0.114109698800966	0.401586405236158	0	0.191094742440657	9999	0.341086242962304	0.942291458541202	1.33904703044115
S10032	0.444838085978732	0	0.100848183743984	0.112116573278754	0.122452227742511	0.387068005481056	0	0.174041617524636	9999	0.354056622511443	0.938480928203642	1.34136469374967
S10036	0.415196036393842	0	0.0724196769041115	0.039861944237506	0.144932404234995	0.497305908459128	0	0.109801366181027	9999	0.357982370157514	0.938096670874569	1.27951733641061
S10042	0.342643611082604	0	0.0776344228030724	0.148642160479454	0.139522272927072	0.396658544821189	0	0.219769819500156	9999	0.361773578447921	0.936103691766841	1.32487083161355
S10044	0.470971170876452	0	0.0628842616672116	0.0478434862833327	0.125030145542326	0.400761371887217	0	0.237422226762953	9999	0.345560616073369	0.941064722099525	1.34491266301949
S10049	0.561609537104376	0	0.0491287597969698	0.0340171464908812	0.103873496608843	0.296465155536941	0	0.295592971138985	9999	0.339732878947638	0.941779824318567	1.340687066677
S10057	0.171359660834918	0.0772766900831515	0.0507413959092783	0.288050240089176	0.132305500797816	0.134403408123319	0	0.377546075418816	9999	0.360537168381467	0.936788995680398	1.23168297125647
S10062	0.414705570397255	0	0.0874300291516371	0.108385491391583	0.125090852891809	0.386005928145841	0	0.206066691159683	9999	0.355198496801657	0.937937801579234	1.32768456313781
S10066	0.245171776766576	0	0.111104173972368	0.135807387422322	0.155186627196852	0.569038670080771	0	0.0913027560295001	9999	0.367600169526621	0.937289761633385	1.30761139146839
S10067	0.532373187117953	0	0.0395306948007242	0.0600467873080609	0.0995477608155876	0.231865563058141	0	0.370406167111235	9999	0.361009205459758	0.932864451266663	1.3337701602117
S1007	0.251512087703797	0.0336105967019032	0.0525869175009573	0.195950501439118	0.15159322121664	0.5716595097806	0	0.0363091818626381	9999	0.337110032122912	0.948652603305993	1.29322201620565
S10073	0.337000866189742	0	0.0475312280019946	0.143998581695887	0.114127483179063	0.286577195888354	0	0.416937735349487	9999	0.35832640421854	0.935057087485974	1.34617309030453
S10077	0.270962999745559	0.0964595163854271	0.0510181444434276	0.3182921840519	0.127302566377608	0.218844524475608	0	0.222041528035195	9999	0.34722088382543	0.941091055334158	1.30492146351472
S10080	0.177861563481698	0.121566306245711	0.0609671032025235	0.266062471629848	0.139199109806576	0.353409426988599	0	0.189746997901853	9999	0.362653858070886	0.935458942908113	1.30881297925681
S10082	0.453158644121194	0	0.0425686259393143	0.071301701727737	0.125004060161363	0.435680006468846	0	0.207114963228922	9999	0.356743788607225	0.935735481649756	1.33482800164738
S10087	0.517422225312991	0	0.0620177763219293	0.0676674973485381	0.102389255373243	0.28837170540518	0	0.304926183586313	9999	0.348374746853541	0.938495813522682	1.34279464334819
S10089	0.408762788609383	0	0.0823899555521629	0.172825162930376	0.156915483434163	0.264084100354432	0	0.192833811732361	9999	0.381040716388272	0.928691141706923	1.27781130261288
S1009	0.315433743561154	0.107382208548791	0.0632084689975635	0.139887177739507	0.119355045572831	0.28840139641185	0	0.29036142552024	9999	0.373439366763242	0.92864368997562	1.32402946635194
S10090	0.408559904809937	0	0.0700740269200678	0.174599156410807	0.153036984014102	0.182303984231504	0	0.288433448991941	9999	0.347081208214195	0.944580006897275	1.27700750537836
S10093	0.0548944182033266	0.191309717488206	0.0616472331212975	0.136507429486732	0.158674746732342	0.403044366752952	0	0.240287144135843	9999	0.342248760708316	0.948664853621432	1.2463650559207
S10094	0.375919518254783	0	0.0736281223716782	0.129153941273022	0.129572100838036	0.370945939350939	0	0.252929287423127	9999	0.339377240591712	0.945250209556738	1.33214890951159
S1010	0.224698699646495	0.0914102861114925	0.0764554069837358	0.214449888639033	0.111456625216605	0.287445632247038	0	0.29651634767452	9999	0.347438173323256	0.940824428833793	1.30243288651892
S10111	0.442144991579476	0	0.0634187113095374	0.0356901617173774	0.105905376999339	0.266435058494673	0	0.43335610999429	9999	0.345633233222827	0.940076770488967	1.34695041009469
S10116	0.180673151228656	0.137192043916771	0.0511332125736078	0.246330620617391	0.0875921763809617	0.0171809335674976	0	0.571675241633581	9999	0.364099465616092	0.931900695440678	1.29177737991847
S10119	0.454587106517269	0	0.0398436680324116	0.0988581947744158	0.130034002412088	0.315500649873662	0	0.269156533380593	9999	0.374815966190352	0.928045147050488	1.30798015499044
S10121	0.489956477646804	0	0.0779279605634712	0.119605920764445	0.124181785168647	0.151822153964349	0	0.352026696784668	9999	0.372310368948469	0.929615868072984	1.31552099489238
S10130	0.304729267240678	0	0.0670339032931718	0.200607695267074	0.172403524409221	0.447949008148078	0	0.0922782316624722	9999	0.373622925610104	0.93391870527286	1.2850016300207
S10140	0.425887359975123	0	0.0948674801588089	0.0981405972739155	0.153934020525794	0.328532314087105	0	0.241724117864222	9999	0.363004041432777	0.936883113784979	1.34308588988497
S10142	0.532967543308408	0	0.0751039305293485	0.114213036899232	0.0898759557251288	0.0257314008546559	0	0.484640998720089	9999	0.351542299492579	0.937012303097678	1.32253286603686
S10150	0.158708803058884	0.0989207778499595	0.0599878130387356	0.330716935125901	0.194071785074587	0.331738887913533	0	0.0965911300238754	9999	0.376470266585011	0.935927751115249	1.27073613208547
S10155	0.36353415717725	0	0.0626654726221438	0.181482193520336	0.126223949616954	0.373381416504596	0	0.215810452067007	9999	0.374136131714977	0.928880438078006	1.32309764150829
S1016	0.412247905217441	0	0.0905865088118975	0.0832614263500759	0.136480799951248	0.230440667619715	0	0.333507890640365	9999	0.361355368635427	0.93660373829778	1.28652519859074
S10163	0.0827458314053053	0.183438844796584	0.085537802049585	0.372160560483058	0.115907412387325	0.180166115922704	0	0.276090541313926	9999	0.335458929586333	0.947616805804155	1.29604710835849
