Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE
mix_1	0.0418837108968438	0	0.583149917604057	0.014389029907589	0.017025616394672	0	0.0102839565511521	0.0792808094468466	0.00797200696651929	0.224833381449396	0	0	0	0	0.00388965033694934	0.00640526466431675	0.000732360001891078	0	0	0	0.0101542957797672	0	9999	0.727774329004873	0.699805719681332
mix_2	0.0176823720039067	0	0.697574340622801	0	0.0249078609821962	0	0.0361215661393232	0.0162403431112128	0	0.165430878537727	0	0	0	0	0.0126406303433749	0.00636250307502186	0.00190941097512408	0.00586391211566677	0.00215365047043348	0	0.0131125316232111	0	9999	0.757863568767384	0.661747987185883
mix_3	0.165480294461613	0	0.184081039987336	0	0.0170855158421906	0	0.159973692145283	0.192012858730177	0.0183028975722465	0.190260781433572	0.00150453838706028	0	0	0	0	0.0243237395834371	0.00440646267891151	0.0240323244884691	0.00171829308075894	0	0.0168175616089435	0	9999	0.759526910536437	0.680837577220548
mix_4	0.210021014356905	0	0.291062925274318	0	0.0239921316122391	0	0.0747377980741077	0.0657759986027109	0.000520130983266652	0.238152685299377	0	0	0.00888639936634939	0	0	0.0343253657655055	0.00839610287975821	0	0.0298968564354625	0	0.0142325913499999	0	9999	0.74240219493297	0.702438240145371
mix_5	0.164716377754875	0	0.276605103091948	0	0.0494225504841119	0	0.0401133819764881	0.0678027927571677	0	0.354626657296063	0	0	0.00647697117510045	0	0	0.0215248308731469	0.00898592885361703	0	0	0	0.00972540573748265	0	9999	0.72231226650954	0.712717704239848
mix_6	0.135473732572972	0	0.412586862094634	0	0.0269996299745606	0	0.0560670773266801	0.0763942025489395	0	0.235322070657278	0	0	0.00393242302498908	0	0.0025034694877869	0.0217153732362376	0.00228117464391337	0	0.0132202673453547	0	0.0135037170866536	0	9999	0.737216237124794	0.706393923945343
mix_7	0.25563686535436	0	0.218819149221746	0	0.0365060044138516	0	0.0234917053438688	0.103520053518527	0	0.284419566784197	0	0	0.0114632776424441	0	0	0.0407881682324056	0.0107919808233285	0	0.00172337183869663	0	0.0128398568265748	0	9999	0.750527378949315	0.689749372123793
mix_8	0.232491341318861	0	0.465564101992403	0	0	0	0.0395892357001688	0.077424954099183	0	0.107878409679586	0	0	0.00703739628899027	0	0.00275506384005494	0.0285299093961269	0.00729792192609671	0.0147997190115276	0	0	0.0166319467470009	0	9999	0.766528535299867	0.677197488471487
mix_9	0.0566143950495765	0	0.460743094761041	0.00741965969698818	0.023264614563112	0	0.0448065360598629	0.0895360322533445	0.0121759532382704	0.277570106378244	0	0	0.00219555440776326	0	0.0010263167888136	0.00924554454285762	0	0	0	0	0.0154021922601261	0	9999	0.704807676974647	0.725686808720559
mix_10	0.263716828918327	0	0.287348063355565	0	0	0	0.0622467952819293	0.0954538704870002	0.00376204280883409	0.191904861110933	0	0	0.00209104942974586	0	0.00493053833147105	0.0672268739276883	0.00151167399601849	0.00834932293264017	0	0	0.0114580794198477	0	9999	0.769630400894748	0.67735873063753
