Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0	0	0.0220446607423719	0	0.214745895307586	0	0	0.475686555189403	0.219610545310511	0.0679949887379758	0.0153792209138391	0	0.135176095995315	0	0.0404190471923921	0	0	0.0210728957011315	0.00431517324846625	0	9999	0.784516072561501	0.686125429995872	1.21644507833899
mix_2	0.00669193448302006	0	0	0	0.256358462856089	0	0	0.45901228062594	0.136371302164813	0.0478983819142275	0.0181786058654927	0	0.148066024803151	0.00844593291467422	0.00289654251964197	0	0	0.034636854707464	0.0405691788629913	0	9999	0.767010032493201	0.696381250850226	1.15912550171751
mix_3	0	0	0	0	0.363987761764759	0	0	0.422374432895065	0.066167495936009	0.152400547687191	0.0242142994783293	0	0.0949630050495316	0.00390164659352244	0.0169194866618636	0	0.0442416157845703	0.0533137396665321	0.0294733225085999	0	9999	0.701923604461396	0.7382573167298	1.27195735402597
mix_4	0	0.00418348224801595	0	0	0.231257008965425	0	0	0.462227755818691	0.135149508277051	0.0506453666496407	0.0268417812091135	0	0.0340063303641612	0.00154337836497785	0.0461722744296501	0	0	0	0.0106935487911905	0	9999	0.775182691432788	0.680192165725302	1.00272043511792
mix_5	0	0.00894837619386622	0.00164946157942942	0	0.222825010864253	0	0	0.508927881553224	0.124772270883887	0.0582749696277081	0.0101526039121506	0	0.116671188056077	0	0	0	0	0.00199377680281639	0.0342756953203029	0	9999	0.759850654622986	0.701999597702396	1.08849123479371
mix_6	0.00018806954150227	0.00311004140849011	0	0	0.247512901173775	0	0	0.431534086837309	0.158922428987137	0.058799584318332	0.0204366969845444	0	0.02415555484603	0	0.0517796256321133	0	0	0	0.0127575008164069	0	9999	0.773819883878884	0.678384950212717	1.00919649054564
mix_7	0	0.0117670724197404	0.00362884838981302	0	0.293868107698321	0	0	0.43692179498422	0.110148175872573	0.0873535001089901	0.00704012138567006	0	0.101845784097231	0.00628919972322185	0.00060282833731807	0	0	0.0158803403288045	0.0390046762098341	0	9999	0.731684995149961	0.717598419591295	1.11435044955574
mix_8	0	0	0	0	0.238817015092488	0	0	0.452548942381387	0.128613518918126	0.0823234459936002	0.00466435194347108	0	0.11686209584839	0.00202354480112089	0.0144712024655256	0	0	0.0144298374330923	0.0165811224538951	0	9999	0.738098833409115	0.717947474770401	1.0713350773311
mix_9	0.000921410460824733	0	0	0	0.213143227963578	0	0	0.478883941971366	0.172533331890551	0.0355076166605561	0.0220685373804786	0	0.0130551398717628	2.72755421847171e-05	0.0367318945645698	0	0	0	0.0285988583865511	0	9999	0.797151961231718	0.656748969309181	1.00147123469242
mix_10	0.00408409929348983	0	0.017151446722051	0	0.233607620355949	0	0	0.599064399105195	0.0628510379925266	0.0769912944832706	0.00181406292822448	0	0.14654950399935	0	0.00734149756861096	0	0	0.0187242368184904	0.0387172315560429	0	9999	0.780508252043038	0.69712701595028	1.2068964308232
mix_11	0.010208286746426	0	0.0327220809318638	0	0.192534511626106	0	0	0.499743495117496	0.20681219248323	0.0283047680177846	0.00816967983074159	0	0.111225429526786	0	0.0359048305372721	0	0	0.0288875308212515	0.0423110696979228	0	9999	0.799196248847889	0.672943406884994	1.19682387533688
mix_12	0	0.00635059514502133	0	0	0.209753264815015	0	0	0.490401369879403	0.118981205430341	0.0545622778430607	0.00603876859886994	0	0.125427687248175	0	0.000720158118539815	0	0	0.0131921871779305	0.00778376656246732	0	9999	0.758442452679606	0.704811322726172	1.03321128081882
mix_13	0.0031612487009249	0	0	0	0.20298950154799	0	0	0.569798472346447	0.0922011420867487	0.0365838297856788	0.0238208073920081	0	0.0260872891272649	0	0.0643981849432421	0	0	0.0463750857450849	0	0	9999	0.767072339856854	0.692221852705412	1.06541556167539
mix_14	0.00242553529562484	0	0.0199669474301978	0	0.235296127640993	0	0	0.605098824645282	0.148602583484219	0.0535418316433604	0.00245395776764557	0	0.0906363028741603	0	0.0172149854410374	0.00372277752320875	0	0.0160003731260367	0.0241487141998202	0	9999	0.801932030825742	0.66848963098288	1.21910896107159
mix_15	0	0.0115397944798277	0	0	0.221884418222436	0	0	0.488744444596114	0.118753594680087	0.0614555471140151	0.00255672713133294	0	0.0921359961366367	0	0.00304684963583722	0	0	0.0101052833427084	0.0322581558147517	0	9999	0.759574276792535	0.700231554771166	1.04248081115375
mix_16	0.00517668305045603	0	0.00904452048716254	0	0.296279338919045	0	0	0.328453329428352	0.0573557830520221	0.103434082745118	0.00373898259041767	0	0.10944234274809	0	0.0192815405210841	0	0.0514361190615405	0.0493124459315084	0.064696299603967	0	9999	0.681545483696829	0.755515074298116	1.09765146813876
mix_17	0.00466314110192734	0	0	0	0.274774118329059	0	0	0.403633981679172	0.0366077547771797	0.102889949198468	0.00563064026107925	0	0.176955583622591	0	0.00417670755138248	0	0.0163686565491962	0.042853678165792	0.0405506616972862	0	9999	0.680320051314887	0.762751560385267	1.10910487293313
mix_18	0.00261364468613637	0	0	0	0.240713286239418	0	0	0.668755670435988	0.0343193082116592	0.0681016193927727	0.028109413294018	0	0.0522615371196182	0	0.0849810446388374	0	0.00371633069103978	0.0236332801867836	0.0125831127558896	0	9999	0.75936010306511	0.70513641734533	1.21978824765216
mix_19	0	0	0.00842380184275007	0	0.328669514726834	0	0	0.376946535211841	0.0816123901516734	0.131063235603868	0.0186252567935769	0	0.126536900027208	0	0.0297100960415003	0	0.0347146783593165	0.0280502922246564	0.00951322331068561	0	9999	0.701280070710414	0.742639892048333	1.17386592429391
mix_20	0.00359044593862461	0	0	0	0.210293548610781	0	0	0.560237283400305	0.137790137636357	0.0368618476370848	0.0140767391790752	0	0.0170479132555654	0	0.056827803282993	0	0.00363464197380607	0.039640209499836	0.0386182583441993	0	9999	0.781618964088356	0.677654375967613	1.11861882875863
mix_21	0	0.00384731720724431	0	0	0.274335163992397	0	0	0.53332776082179	0.0407061280874295	0.0778129438017091	0.00633772800549981	0	0.087443114809804	0	0.00146404569528646	0	0	0.0224508230375314	0.0161614934084101	0	9999	0.716610982290853	0.730230183967097	1.0638865188671
mix_22	0.0022006541899246	0	0.0558006114451842	0	0.261239126456732	0	0	0.500481863624661	0.197996180780022	0.0565532490628698	0.0198453354041324	0	0.0356664830704843	0.000360842519660492	0.0375066357893035	0	0	0.0405493198480159	0.00773609088512802	0	9999	0.782614171969744	0.674272512601682	1.21593639307612
mix_23	0.0112606598882278	0	0.00431205582446579	0	0.225194990895529	0	0	0.574153304539635	0.163283709027385	0.0327600382428966	0.01270125145386	0	0.09595353254205	0	0.0233347144200884	0	0	0.0315625712591166	0.0270105150726784	0	9999	0.799819764221486	0.66891041083045	1.20152734316593
mix_24	0	0.00351591824023139	0	0	0.21619979437048	0	0	0.509663083371658	0.0981437937926218	0.0491713630278651	0.0046138104284486	0	0.0928228711340913	0	0	0	0	0.00635719166506995	0.0330916520365613	0	9999	0.751899036508772	0.705534207149224	1.01357947806703
mix_25	0	0	0	0	0.213937160131721	0	0	0.55642926619976	0.150818748560426	0.0204159972525933	0.018050931071273	0	0.0110279264612732	0	0.0520358861352105	0	0	0	0.0259454847298371	0	9999	0.800181500358824	0.656756596478107	1.04866140054209
mix_26	0	0	0	0	0.278020784481577	0	0	0.566849133948109	0.0352776429721764	0.119461768843075	0.0118875337909983	0	0.107404342735249	0	0	0	0.00994481964663846	0.0218398325771346	0.0139060851651065	0	9999	0.716975190906841	0.733684232786769	1.16459194416006
mix_27	0	0	0.00540374571513896	0	0.222890201183312	0	0	0.473002086128525	0.199163086613843	0.0622468597776139	0.01758301600713	0	0.0223312444745513	0	0.0585294500365467	0	0	0.0413787230096535	0.0187039386069786	0	9999	0.793339355717982	0.665924564233479	1.12123235155329
mix_28	0.00633484338979352	0	0	0	0.214608742860144	0	0	0.511019280685432	0.119950660646195	0.0531621002246688	0.00443529598931953	0	0.0942270867248303	0	0	0	0	0.00954069033088548	0.0373448158678581	0	9999	0.780284492149911	0.684571943494634	1.05062351671913
mix_29	0.0037209799540883	0	0.0115964536269334	0	0.213634744510842	0	0	0.496909934068133	0.181491148123188	0.0556504130471217	0.0130311531383716	0	0.156198081468612	0	0.040219138178013	0	0	0.0252787460384866	0.00835382336042544	0	9999	0.792252696418776	0.685071619054495	1.20608461551422
mix_30	0	0.00379895665953676	0	0	0.222195570177424	0	0	0.499740681020959	0.143492938063994	0.0420340773852772	0.0260772116485619	0	0.0268546617191092	0	0.059542598600985	0	0	0	0.00444640280726743	0	9999	0.783338424549706	0.674110442344185	1.02818309808312
mix_31	0	0	0	0	0.256479419798754	0	0	0.541623389456384	0.126757196547206	0.0397056937300448	0.0248802365032198	0	0.0442531963759061	0.000476223952333513	0.0421346927611041	0	0.00508618328095437	0.00583727907670087	0.00139994897014247	0	9999	0.777497070201773	0.678534448252834	1.08863346045275
mix_32	0.00702682127427388	0	0.0371283945241713	0	0.184335410921977	0	0	0.668730824865766	0.13836068962112	0.0328410250875776	0	0	0.0865090082819183	0.000748602202171936	0.0429098440976938	0.0122311162398774	0	0.00239580044847584	0.0193836903640306	0	9999	0.801234762032683	0.673786872808919	1.23260122792905
mix_33	0.000954736399786315	0	0.00664501894769381	0	0.25671893861959	0	0	0.587988936382737	0.091140040359846	0.0818456536991142	0.0270020035302774	0	0.0158810867438412	0	0.0622989939444	0	0.003313984812733	0.0473471216306789	0	0	9999	0.756684845770858	0.698480217539928	1.1811365150707
mix_34	0.00770465663099137	0	0.0126724844074467	0	0.302898995498526	0	0	0.536362205858877	0.0245778543182862	0.0854808885845664	0.0164927734083685	0	0.175147593105835	0.0139437949123064	0.023131081831022	0	0.0111601604172797	0.0416668445538841	0.0203176911318049	0	9999	0.734228408051384	0.727257955534812	1.27155702465919
mix_35	0	0	0.00735215144486937	0	0.270338691628845	0	0	0.427330961318317	0.161970898599773	0.0695818172772736	0.0310164345319255	0	0.045678501149052	0.00294643815038196	0.0442236556688112	0	0	0.0109896059044487	0	0	9999	0.763948566265072	0.687151872642457	1.0714291556737
mix_36	0	0.0114689481586335	0.00596430586955325	0	0.234134885627574	0	0	0.532104271201754	0.126844597988914	0.115954001842371	0.0100382410918369	0	0.118478217388466	0.00283438587763408	0	0	0	0.023349047585932	0.0233886060057542	0	9999	0.768176953815234	0.699706882313799	1.20455950863842
mix_37	0	0.00300493737232343	0	0	0.31249511538838	0	0	0.455643733853078	0.0786515189964889	0.0785803051211481	0.0078204469003394	0	0.120334428352795	0	0.00786326767752798	0	0.00592966630774991	0.0144665711067669	0.0267646385663889	0	9999	0.71192272160424	0.733024143091227	1.11155462964299
mix_38	0	0.00104487969450778	0	0	0.317988023263787	0	0	0.449311959182312	0.120498272994281	0.126201957323042	0.0130654398769635	0	0.0845947324260856	0	0	0	0.00186654756246579	0.0167738938680561	0.0318259449876097	0	9999	0.735455572138303	0.712647497200124	1.16317165117911
mix_39	0.002579709556375	0	0	0	0.261651155041462	0	0	0.438914181353362	0.159267487507043	0.0465271600820181	0.0257892752032526	0	0.0437628682363589	0.000290079755821549	0.0586267608842789	0	0.00504614718304106	0.00962695264610923	0.0176464424144589	0	9999	0.775948324309882	0.679002359288323	1.06972821986358
mix_40	0	0.00832103773096497	0.0191732877438896	0	0.220911275086593	0	0	0.547636534284249	0.107883068752413	0.0976090434396505	0.00913609314883906	0	0.12687583190371	0.00146942352057377	0.00366901704697971	0	0	0.0295595962840319	0.00892525590249029	0	9999	0.766055378977148	0.70406101914696	1.18116946484439
mix_41	0	0	0.0207620884119962	0	0.28879557357731	0	0	0.561770327629647	0.0495332186969884	0.112165821917047	0.0101091279844243	0	0.12821783509465	0	0.00569791063573848	0	0.0102255403425853	0.021473018740761	0.0159370217003626	0	9999	0.73253718927644	0.725246212369684	1.22468748473151
mix_42	0.00837078633894686	0	0	0	0.184358504696564	0	0.00391597079450489	0.563563628021094	0.0653052786777504	0.0185719446371807	0.0132270737704685	0	0.113490746691713	0.00767740376994249	0.0101484872769197	0.0352635596753144	0	0	0.0341478494863944	0	9999	0.793616697306106	0.679931068641281	1.05804123383679
mix_43	0	0.0125172225380753	0.00164423234634843	0	0.26246749602363	0	0	0.611827891659433	0.0311382639726403	0.093473546784666	0.0144330253200206	0	0.131153683483029	0	0	0	0	0.0331116487088938	0.0319371036509413	0	9999	0.753215208996701	0.712690563323868	1.22370411448768
mix_44	0.00505087345238639	0	0.00166815825092877	0	0.236560008526159	0	0	0.584141050611079	0.156131973756511	0.0406102953138022	0.0111865333932626	0	0.121361873686019	0	0.0231379341159847	0	0	0.0273783354589657	0.0474467592259013	0	9999	0.800499198701783	0.671910946766268	1.254673795791
mix_45	0	0	0	0	0.211632543859209	0	0	0.508613215862762	0.129278448663502	0.0676623538473949	0.0031573743161884	0	0.129999706372772	0.0143900294464862	0	0	0	0.0026917951284772	0.0347927548208158	0	9999	0.775676520818503	0.692298505561581	1.10221822231761
mix_46	0	0.00950063904791974	0.0244298610126074	0	0.243650846990257	0	0	0.535660214603136	0.0829715896420383	0.110604863437894	0.0245995534679722	0	0.133174943409017	0	0.00486020755963331	0	0	0.027803039527635	0.000280623902790466	0	9999	0.747686367318957	0.716447663005753	1.1975363826009
