Mixture	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	P-value	Correlation	RMSE
mix_1	0	0	0.0964406626887334	0.256121210061595	0.0471318697950307	0	0.0346781437476269	0	0.00549957665170892	0	0	0.00986690048450543	0.0139379355497405	0.0591610466263439	0.110684090939677	0.00323047930460081	0	0.0156192290190565	0	0	0.0337753135934646	0.00170244476047319	0	0.0467904786446073	0	0	0.00174123134161733	0	0	0.00714628546768099	0.0563166582163868	0.0647654073752215	0.120548021232255	0.0148430144996732	9999	0.343807317129532	0.943845579238039
mix_2	0	0	0.0912384476467676	0.287740156148095	0.0271461519822428	0	0.0353687955163064	0	0.00677037413041879	0	0.00281934838063517	0.00852714835135919	0.0154729989562073	0.0608468690965608	0.112967190147357	0.00308750328978148	0	0.0230477521715913	0	0	0.0359505606314508	0.00232123403263285	0	0.0484378594389112	0	0	0.00203898007213325	0	0	0.00487861810446619	0.0544149168137803	0.0655843165584364	0.109735942356245	0.00160483617462133	9999	0.332835895932717	0.950095182016252
mix_3	0	0	0.113917773269583	0.109812700312811	0.0267020618522811	0	0.0372288152313787	0	0.0051458965321254	0	0	0.0138436889619088	0.0100875331530907	0.0458930472070321	0.105981005480896	0.00229287111948827	0.00173342252728947	0.00101597518060489	0	0	0.0233989043734626	0	0	0.0407788693124163	0	0	0	0	0	0.0087953895635051	0.0783867315696045	0.0696556177515836	0.275360276337614	0.0299694202633243	9999	0.343140255051311	0.943195121420348
mix_4	0	0.00134118688976719	0.105065814725074	0.185176825804915	0.0326104623651913	0	0.0388767369563573	0	0.0023541513813495	0	0	0.0153613138870514	0.0120683678274704	0.0567164338289506	0.108745177105787	0.00442142703142531	0.000482054538971868	0.00246260638060027	0	0	0.0234729567225036	0	0	0.0430671250216059	0	0	0	0	0	0	0.0860317795209039	0.0511137866265937	0.20888143765192	0.0217503557335622	9999	0.352461989945477	0.939561441879882
mix_5	0	0	0.101549706499508	0.166616176791098	0.0481408843285262	0	0.039333106168819	0	0.00117454034472247	0	0	0.0151380538793746	0.0136086627588649	0.0557555006175273	0.106365138950991	0.00560608781065844	0.000585722461064875	0.00141714014697439	0	0	0.0214736255750498	0	0	0.0430358703004139	0	0	0	0	0	0	0.0890761868332846	0.0497926272356444	0.213452914778255	0.0278780545192235	9999	0.353444692944485	0.938933960349665
mix_6	0	0	0.100578576357042	0.221621742384025	0.031988766164671	0	0.0349145309117212	0	0.00279732717607967	0	0	0.0166787789285114	0.013308750441421	0.0589175273098181	0.10473560642332	0.0078057409065654	0.000383888239645437	0.00455944616741053	0	0.000235127560829787	0.0252515999634234	0	0	0.043055756661294	0	0	2.4635726280851e-05	0	0	0.00024731205852652	0.083031549668138	0.0504948038209889	0.185530353317673	0.0138381798126149	9999	0.351865753179277	0.939995055998667
mix_7	0	0.0130012976449174	0.116982383644137	0.14888716637983	0.0427090267543708	0	0.0421654082163616	0	0.00366316529502596	0	0	0.0148202232561243	0.00985633202940439	0.048986946102524	0.112051125701293	0.00208014117044765	0.000328266163539573	0.000406538210002905	0	0	0.0208311289102116	0	0	0.0400821725336477	0	0	0	0	0	0	0.0904868413421907	0.0541988248537745	0.213588421026471	0.0248745907657248	9999	0.347147019506549	0.941523698618156
mix_8	0	0	0.116098413538524	0.243016017982152	0.00598608108808008	0	0.0357510093180716	0	0.00469732849037242	0	0	0.0158729262111623	0.0143666103758504	0.0595787574034215	0.107746178628212	0.00732830181915716	0	0.0136482024859601	0	0	0.028342587663241	0	0	0.0463189408758262	0	0	0	0	0	0.00367194302441292	0.0749297548701817	0.0572646548436214	0.165382291381754	0	9999	0.343856210447309	0.944851656397674
mix_9	0	0	0.0869839912420236	0.219962492297051	0.0470772657380985	0	0.03618303407576	0	0.00215129810038672	0	0	0.0164169330615764	0.0132299072578275	0.054909678763005	0.107608759333723	0.00639514048668558	0.000448221682486896	0.00826866718426478	0	0.000162612590400595	0.0245883157470878	0	0	0.0439531276831495	0	0	0.000345216168401614	0	0	0	0.0837185414640679	0.0512965840070347	0.177871708779971	0.0184285043369982	9999	0.353283888042796	0.939165657157039
mix_10	0	0.020989447646246	0.127539890034511	0.176475871180374	0.00420679941061524	0	0.0430341044066896	0	0.00195579169738892	0	0	0.0148319763592855	0.008772640100666	0.0555200616712333	0.107997332325802	0.00176222228641155	0.000507680079408902	0.00295317062102224	0	0	0.0213082865152563	0	0	0.0390158086236339	0	0	0	0	0	0	0.092981214710763	0.0470043512256839	0.215237283251113	0.0179060678538962	9999	0.350897751839253	0.939915427679691
