Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE
Mix_1	0.0360992050818301	0.081024908347764	0.156645572108899	0.205812420619701	0.0533584174584417	0	0	0.105765417423173	0	0.298426678323934	0	0	0.0577053633721107	0	0	0.00328297890044785	0	0	0.00187903836369987	0	0	0	9999	0.568817234072472	0.829646800736502
Mix_2	0.0415043710103389	0.126365366797894	0.0862540907596349	0.0519506325746755	0.133857129338464	0	0	0.0905173962559317	0	0.252596683922656	0	0	0.019550837328521	0.0523053778199882	0	0.0297273066152017	0.00970441010466652	0.0703526108570171	0	0.0104099615820659	0.0249038250329446	0	9999	0.600551157646627	0.799549602401641
Mix_3	0.00254086324072293	0.0606339671410971	0.0759485691909378	0.0562252104939388	0.162445541775008	0	0	0.0126824716501061	0	0.488524701820181	0	0	0.0175149032701636	0.0522191923401531	0	0.01495225785339	0.0195950647509199	0.0157372491322385	0	0.00760419410159077	0.0133758132395517	0	9999	0.575672625390423	0.835558055881018
Mix_4	0.0233185896621825	0.0665522115943292	0.0555658723809026	0.0832400606659363	0.14840686340512	0	0	0.0478256396334812	0	0.4348776024598	0	0	0.018618598184128	0.0370605716628323	0	0.00324201475950741	0.0170290502319295	0.0361587379635318	0	0.00617966040582236	0.021352228960507	0.000572298029989826	9999	0.593445410321208	0.819814418960577
Mix_5	0.0146966142671798	0.317916587321871	0.0286878509561602	0.191799252111646	0.0633126050148832	0	0	0.0856975790356746	0	0.285215393398147	0.00194160595786951	0	0.00680797624757407	0	0	0	0	0	0	0.00392453568899432	0	0	9999	0.601035534053248	0.806553528395262
Mix_6	0.010022902286725	0.15502053560104	0.154673273383663	0.0914171782301464	0.103269048260666	0	0	0.0478195699011248	0	0.336564145509901	0	0	0.0408563144693619	0.0253549878309867	0	0.012190547724901	0	0	0	0.0126697962149776	0.0101417005865068	0	9999	0.565435445149058	0.82676179889295
Mix_7	0.0271252704542574	0.0810388396389006	0.063349665669073	0	0.157213241026296	0	0	0.00583383213668391	0	0.487204786299001	0	0	0.00446273371561494	0.0511930782726434	0	0.0087367709882592	0.0228463208346127	0.0707525855886645	0	0.00272212206813383	0.0175207533078595	0	9999	0.625995008331634	0.785650986925631
Mix_8	0	0.247271023390577	0.140944861439581	0	0.0678010857366973	0	0	0.119532842810232	0	0.312687219769955	0	0	0.0237280721991555	0.00902563130294503	0	0.00420884206508378	0	0.056563385406229	0	0.0124706544016706	0.00576638147787435	0	9999	0.61955558545435	0.785957300152096
Mix_9	0.0431347665676327	0.107897615354603	0.072533034914694	0.0701009376404621	0.131894530713052	0	0	0.0624770463586276	0	0.324233701977322	0	0	0.0223209736731702	0.0472178572001404	0	0.0228351184272698	0.0144702453139574	0.0551357032077464	0	0.00882603840705258	0.0169224302442701	0	9999	0.599629712820284	0.802054151911248
Mix_10	0	0.239271182640997	0.0940591303362994	0.0748411274268024	0.0877884427406803	0	0	0.0251958262291439	0	0.387807079574774	0	0	0.0296121421004796	0.018061103810646	0	0.0120973855727629	0	0.0114660355299888	0	0.0104297190247823	0.00937082501264247	0	9999	0.595523381661252	0.80462750839609
Mix_11	0.0356720463816342	0.101442899104237	0.0690029149414802	0.066682577128018	0.132839155306528	0	0	0.0669475006698688	0	0.325319032700041	0	0	0.0160422534020953	0.0589265232663476	0	0.0108481979382274	0.0203040042574353	0.0799381593454076	0	0.00772258574836984	0.00831214981031022	0	9999	0.611315943402945	0.793242338002863
Mix_12	0	0.0620915800345742	0.139950451664632	0.0542868646837977	0.165753344635244	0	0	0.0869545864762061	0	0.332516133856931	0	0	0.028741620469164	0.0709948892282246	0	0.00393931380293913	0.0221839090622954	0.0174476352740132	0	0	0.0151396708119787	0	9999	0.574710773232291	0.823876837287849
Mix_13	0.000463132786122635	0.29160908684955	0.0577803203618157	0.0832201296960465	0.0868051726422619	0	0	0.0610244051624766	0	0.357412693790977	0	0	0.00778735279736214	0.0212452371251842	0	0.00295909249193822	0	0.0189945477553286	0	0.0106988285409372	0	0	9999	0.620627889513526	0.785569846059102
Mix_14	0.0033533358605965	0.0620334223404443	0.0406857261505197	0.0700588293986306	0.149013327363106	0	0	0	0	0.522461086062522	0	0	0.00775187206155978	0.0462769127502646	0	0	0.0262091788582301	0.0490426288137399	0	0.00778515212672435	0.0153285282136627	0	9999	0.598920791246498	0.822780178095577
Mix_15	0.0339823145055245	0.0667169802010543	0.0696189112365734	0	0.14569499640281	0	0	0.0264437150100012	0.0133518611508323	0.437598367470667	0	0	0.0251884836056429	0.0614641706262746	0	0.000794971270657226	0.0325332881942544	0.0715663445359524	0	0.00677836135931021	0.00826723443044533	0	9999	0.629832131014787	0.778683123708408
Mix_16	0	0.223142473025424	0.0940735304813362	0	0.125626802783347	0	0	0.0422277705054193	0	0.408291163198533	0	0	0.0186276611200781	0.0336234264655344	0	0.0101961085637127	0	0.033520448395433	0	0.00875223127131567	0.00191838418986659	0	9999	0.633644274308892	0.774173774363939
Mix_17	0	0.153212366512163	0.0802462641810393	0.00525570248483825	0.119826842759382	0	0	0.0542997360610883	0	0.473304625003938	0	0	0.00378971301247264	0.0163930109396184	0	0.0144348976016854	0.00766051104671737	0.0516846290067557	0	0.00813643690443139	0.0117552644858701	0	9999	0.633767017200393	0.776340465171807
