Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
mix_1	0.0861606194703073	0	0.273527469358944	0	0.217052724021575	0	0	0.271916632233576	0.0602021138440053	0	0	0.0488413094741706	0.00426577954815187	0.00200416571028975	0	0	0.00149624769421875	0	0	0.0345329386447612	9999	0.598437933840854	0.800235861789524
mix_2	0.0364768774384187	0	0.340002479278122	0	0.20531716136292	0	0	0.219736265372039	0.0719157885691511	0	0	0.0559007305371049	0.00342674385253112	0.00769618700395151	0	0	0	0	0	0.0595277665857614	9999	0.560017605613792	0.82757963009261
mix_3	0.16553402094562	0	0.090091212390691	0	0.11411810577162	0	0	0.50645077518175	0.0690838442499871	0	0	0.0283382449425571	0	0	0	0	0.0071439123479909	0	0	0.019239884169784	9999	0.614045791685358	0.793981640915268
mix_4	0.21451679043066	0	0.152096566292106	0	0.165754917861772	0	0	0.3475147359317	0.0681784982464321	0	0	0.0291400253165125	0.00758957619015577	0	0	0	0.00300239648779991	0	0	0.012206493242862	9999	0.61479086194476	0.790637646584058
mix_5	0.224380507370575	0	0.153847497527781	0	0.15060201839758	0	0	0.299967272403639	0.101509510737641	0	0	0.0342606771824698	0	0.00658596663674731	0	0	0.00396410257566065	0	0	0.0248824471679067	9999	0.609156898167983	0.794324082456255
mix_6	0.191614165981641	0	0.197367389831665	0	0.17988188164999	0	0.000635751479461017	0.272695380959644	0.092128453102426	0	0	0.0383839960519437	0.00840963275734178	0.00203604949655773	0	0	0.00458449524599802	0	0	0.0122628034433313	9999	0.613023012316472	0.79087955431928
mix_7	0.275416241371774	0	0.109817137005652	0	0.144684631702451	0	0	0.339280214390034	0.0729471215032592	0	0	0.0281397703722593	0.00837340400425036	0	0	0	0.00353378816267395	0	0	0.0178076914876469	9999	0.633728704647733	0.777065847897367
mix_8	0.215809770851284	0	0.20201335296162	0	0.16065548275893	0	0.00323666442073354	0.30345933642863	0.0435572622900892	0	0	0.0502847395596463	0.0025997651471422	0	0	0	0	0	0	0.0183836255819248	9999	0.617229502712167	0.78819916413937
mix_9	0.102523772531178	0	0.21574786651557	0	0.201101129069696	0	0	0.335415213275601	0.0646277628515728	0	0	0.053190614998653	0.00615694738146484	1.6400331537893e-05	0	0	0.00242194508983264	0	0	0.0187983479548955	9999	0.593971448853824	0.804172628726505
mix_10	0.267791529622922	0	0.12996797993255	0	0.134742125899903	0	0	0.317476734705563	0.0949602897376604	0	0	0.0317062008328029	0.0076616639878758	0	0	0	8.16231672766386e-06	0	0.00435228895546647	0.0113330240085277	9999	0.621963296683335	0.784931964137525
mix_11	0.0916435095090286	0	0.289158446750015	0.00413885388563687	0.184862859101469	0	0.00171442124729467	0.275940181738627	0.0382400313888255	0	0	0.0756218109235599	0.00510264420176074	0.000231915070151591	0	0	0	0	0	0.0333453261836313	9999	0.576927998506061	0.815274993388662
mix_12	0.0273326630777848	0	0.243233492774339	0.0137832254639326	0.191340563289887	0	0.00186528664554793	0.328592761104613	0.0939098204746758	0	0	0.0611644777135762	0.0131851312111244	0	0	0	0.00266637370564235	0	0	0.0229262045388763	9999	0.555970930769642	0.829645536413123
mix_13	0.376349895500607	0	0.115964267439618	0	0.140550886431554	0	0	0.216649108983981	0.0923738266531879	0	0	0.0277022144979219	0.00353013870769089	0	0	0	0.00125890658014958	0	0	0.0256207552052903	9999	0.637034421087633	0.771124229363778
mix_14	0.287808882720532	0	0.127324534298779	0	0.139107153160912	0	0	0.290760484369006	0.104931734029797	0	0	0.0276955131677904	0.00775626483222699	0	0	0	0.000639237080130953	0	0.0039339873246884	0.0100422090161381	9999	0.631321731710637	0.777517823720426
mix_15	0.323802657930526	0	0.0796789793024791	0.0153017791360662	0.135184012267119	0	0.00632157351774063	0.213893329557937	0.151617011398479	0	0	0.0261140331941522	0.0101454594848125	0.00771767377080832	0	0	0.00192309045056727	0	1.73059946386995e-06	0.028298669389849	9999	0.632788886431017	0.775300696389397
mix_16	0.162136602442564	0	0.124324669547973	0	0.146384284732746	0	0	0.439412621321024	0.0676910251742188	0	0	0.0323092482512469	0.00649898903894839	0	0	0	0.00367631029715329	0	0	0.0175662491941261	9999	0.604498633270005	0.799427485006491
mix_17	0.368208166412779	0	0.0118932043139394	0.00377112876743824	0.090725004008155	0	0.0111218131163215	0.291037294874783	0.169188095417767	0	0	0.0228214000993158	0.019735149993838	0.00144947922548228	0	0	0	0	0	0.0100492637701814	9999	0.665783066825631	0.749027820721274
mix_18	0.0973267964289726	0	0.325818318631213	0.00835237616381145	0.198255823494092	0	0.00186456335817268	0.209087885851832	0.0613497109575068	0	0	0.0691840424511288	0.00411628084730762	0.00157656343570369	0	0	0	0	0	0.0230676383802593	9999	0.573417485715635	0.818566217865615
mix_19	0.21975571552629	0	0.175904068446707	0	0.169743043319184	0	0	0.285519140786189	0.0918017181326704	0	0	0.0349855745940944	0.00404129635171244	0.00106282055024217	0	0	0	0	0	0.0171866222929096	9999	0.621727797231971	0.784994519084765
mix_20	0.160809451504466	0	0	0.00642068569277994	0.0972552253643181	0	0.0402960996701259	0.395944622446319	0.16816672222373	0	0	0.0537526127947961	0.0316398347461858	0.0139133479756196	0	0	0	0	0	0.0318013975816591	9999	0.625027119662477	0.78743205153093
mix_21	0.21751951150876	0	0.13662413246291	0	0.126426753419356	0	0	0.314200418118926	0.124285268229715	0	0	0.0397167991735113	0	0.00567679846272909	0	0	0.00700216107549459	0	0	0.0285481575485974	9999	0.607123198263826	0.796357065242645
mix_22	0.273510187213461	0	0.193039583148818	0	0.188632891227373	0	0	0.214066957680758	0.0772572930101033	0	0	0.0352451339420748	0.00388264957974634	0	0	0	0.00230172711480747	0	0	0.0120635770828588	9999	0.625260708757756	0.780671740305943
mix_23	0.23355242404168	0	0.162454628562048	0	0.142819605881055	0	3.6155820416582e-05	0.337723782595432	0.0506327039351254	0	0	0.0457786788229128	0.00781772495360147	0	0	0	0.00125553021786924	0	0	0.0179287651698603	9999	0.622795910220598	0.785343246193138
mix_24	0.0279122085145621	0	0.377453861392793	0.00817888445815856	0.224177400184398	0	0	0.176615064236287	0.0506639603605922	0	0	0.0561015507714609	0.0138281790048438	0.0078689850697558	0	0	0	0	0	0.0571999060071488	9999	0.564714861711083	0.826141148709131
mix_25	0.0862058247076731	0	0.184141454410209	0	0.157226015697772	0	0.000293150160996591	0.419043063652447	0.0861893801560151	0	0	0.0436560840520016	0.00734731562182882	0	0	0	0.0033707315512289	0	0	0.0125269799898284	9999	0.590053844923594	0.807808449266093
mix_26	0.110382763025561	0	0.0112004310176365	0.0158357355804818	0.125139463233838	0	0.0161844578952161	0.472944260511205	0.198732791003322	0	0	0.0300921343834528	0.00444873861419492	0.00396724527863401	0	0	0.00728565317729638	0	0	0.00378632627916132	9999	0.612288633446638	0.791928195851292
mix_27	0.302924336165939	0	0.272902948087413	0	0.192014253685433	0	0	0.126597369449063	0.0208934406567042	0	0	0.0436636503528259	0.0039985428142777	0.00394330954869989	0	0	0	0	0	0.0330621492396449	9999	0.633919996305324	0.772797353516716
mix_28	0.222233351680766	0	0	0.0158870169344633	0.0994145290097259	0	0.0399363618768224	0.392668613533958	0.0961494259289424	0	0	0.0476555317472491	0.0334874979339522	0.0148544525754325	0	0	0	0	0	0.0377132187786882	9999	0.629238643134806	0.785146437614856
mix_29	0.148633825798628	0	0.195496660902229	0	0.194880677273787	0	0	0.33627848402102	0.0675870221861373	0	0	0.0272018185983365	0.00635123583681671	0.000363627129445174	0	0	0.00350351701451163	0	0	0.0197031312390885	9999	0.611997109004789	0.792384530086014
mix_30	0.180023262798357	0	0.177553252481379	0	0.179645186791772	0	0	0.321899020267495	0.0828862862402949	0	0	0.0261115172559496	0.00655416079851974	0.00201198753653635	0	0	0.0045596444021564	0	0	0.0187556814275411	9999	0.620083019494799	0.786961698196862
