B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage	otherCells
mix_1	1.52957557200433e-08	0.0906815519695283	8.76845535499342e-08	0.13492549448757	0.0982124893534208	0.13677815910156	0.539402202107612
mix_2	2.10009964709863e-08	0.0777192230358055	5.14251432800674e-08	0.179754880263559	0.0914792085945314	0.118319746960292	0.532726868719672
mix_3	5.80512338336485e-09	0.0446722657043679	2.86927530213005e-07	0.131810125871964	0.18945392606433	0.125481871118461	0.508581518508223
mix_4	3.20389314664941e-08	0.12573278818559	2.02765365031788e-08	0.0773876998876472	0.137721584863189	0.119742916850087	0.539414957898019
mix_5	1.59259005192469e-05	0.0907374445197456	2.23317481414748e-08	0.0809558284641619	0.184006232500466	0.118535935753221	0.525748610530138
mix_6	2.62157850480325e-09	0.113808154275698	5.6941907025166e-09	0.094071324933793	0.14044686432971	0.114022125044571	0.537651523100458
mix_7	1.08071969900271e-08	0.0722166061228654	6.32380818771145e-06	0.0957225461615225	0.197949775391092	0.116077360711852	0.518027376997284
mix_8	4.02113051229262e-09	0.0601301459928659	1.28057746247708e-10	0.143099675959923	0.160746566784047	0.113814451677669	0.522209155436307
mix_9	3.74527348757482e-09	0.139887706242787	4.51053595847084e-08	0.0796781958813593	0.107496826966344	0.123006502837082	0.549930719221795
mix_10	4.48329408535409e-07	0.105373477582652	9.69290716511764e-09	0.109534588784	0.113563979975873	0.143766238848256	0.527761256786903
mix_11	6.80841350919569e-08	0.112409127089052	4.80334324942273e-08	0.146790048290367	0.0412245273668327	0.149263230010293	0.550312951125888
mix_12	1.10839224563843e-06	0.0995774726872109	7.61626936840552e-09	0.0803108016387393	0.17606973882291	0.116413176631383	0.527627694211242
mix_13	1.03954884390909e-08	0.121119622885358	8.91229530516328e-08	0.127292520188091	0.0893417448677736	0.120929647259424	0.541316365280911
mix_14	2.38750368426883e-07	0.136747981129786	1.67989523713553e-07	0.0900927514013122	0.0817776683925499	0.144173610089808	0.547207582246652
mix_15	2.5899424956768e-08	0.080925466808631	1.44983977132748e-08	0.118372880392686	0.162028599794549	0.113184397677204	0.525488614929106
mix_16	2.41932272059482e-08	0.0315730224262467	3.91933875937557e-07	0.141016188259633	0.216725762466353	0.102942490592544	0.50774212012812
mix_17	2.21629824918504e-07	0.0387063571631723	3.52748883496443e-08	0.138479351702702	0.212233488960489	0.101028275462712	0.509552269806211
mix_18	6.16658956459869e-06	0.107261548757781	1.04237299156404e-08	0.149953306194087	0.0706177769997791	0.140290038140025	0.531871152895033
mix_19	2.80780569731063e-08	0.0379092669139553	1.9761854762797e-08	0.146886843008816	0.181799300224261	0.121705792780015	0.511698749233042
