Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
Mix_1	0.120592618021714	0	0.0612271356204726	0.082336880494645	0.00450262500071025	0.128126361496803	0	0.27728411234479	0.0255010832525408	0	0	0.0995563514105605	0.13843151614436	0.0266081128265357	0	0.0358332033868679	0	0	0	0	9999	0.57426397191747	0.818922543064113
Mix_2	0.170815846840431	0	0.0317700085001391	0.0579843607640131	0.0679184904745576	0.0296679630591513	0	0.473080003508029	0.00630097966934251	0	0	0.0615339873571935	0	0	0	0.0165738838356208	0.0336114035010188	0	0.00313538445754239	0.0476076880329607	9999	0.648130067250126	0.765779344561414
Mix_3	0.0695040111843656	0	0.0369952707796006	0.06374279550329	0.0784866908997489	0.0224165167778496	0	0.338401515319522	0.197336388677703	0	0	0.0775048220949082	0	0.00583633303983524	0	0.0152192756595683	0.0446370628525844	0	0	0.0499193172110234	9999	0.597848292336147	0.799766930279996
Mix_4	0.0975950822627526	0	0.00807204599217299	0.035848503205259	0.055941652168457	0.101119590398236	0.00348942465281672	0.453016307582674	0.0762822462732575	0	0	0.0460316526351927	0	0.00480698094369567	0	0.0120173687497723	0.0419212683741424	0	0	0.0638578767615719	9999	0.628597435420371	0.784862753241002
Mix_5	0.265610056016037	0.0151932299298485	8.02827190031305e-05	0.0158724285502508	0.0689698202624494	0.0981257548213229	0.0234677586882858	0.294001707116483	0.0295768217669093	0	0	0.0371705305217496	0.0101388785167544	0.00680205208197314	0	0	0.00262996041238982	0.00488574175092045	0	0.127474976845622	9999	0.689388566449309	0.745945024981708
Mix_6	0.162357184023285	0	0.0761429812186621	0.149110981248126	0.0975964739256686	0	0	0.200372526954839	0.0664063299566801	0	0	0.0721492422089089	0	0	0	0.0445552512187861	0.0293582255893039	0	0.00964492225570404	0.0923058814000372	9999	0.587894878000837	0.809214025999527
Mix_7	0.132688317054746	0	0	0.0228905496048061	0.0306865245436561	0.0500569275641447	0.00990298969773203	0.44090178984967	0.175143124349462	0	0	0.0364803773517537	0	0	0	0	0.0409241458699305	0	0	0.0603252541140991	9999	0.627613109772754	0.781488150169638
Mix_8	0.138260899777762	0.00671611873331656	0.0398609030686422	0.0757164498939046	0.00152110237316239	0.00218044590747224	0	0.520711388863401	0.0479768578347973	0	0	0.0802719522793491	0	0	0	0.00892831574049815	0.0452779233797823	0	0	0.0325776421479114	9999	0.598793267372352	0.799466193063192
Mix_9	0.189143946274021	0	0.022823077336031	0.0505681789284205	0.044016797927783	0.0383314748167765	0.00190752855687785	0.433645029921231	0.0423499944847574	0	0	0.0628475356541908	0	0	0	0.0277360848945831	0.0364094315307296	0	0.000362074171609046	0.049858845502989	9999	0.641894530194545	0.770807589166864
Mix_10	0.213932894303919	0	0.043602371628669	0.100396353123132	0.076636723158586	0	0	0.259815831076914	0.0810403348257286	0	0	0.0715870395795107	0	0	0	0.0365580595574145	0.0332254093037671	0	0.0084470139288964	0.0747579695134632	9999	0.622233174312218	0.781789102973456
Mix_11	0.123499069273457	0	0.00752484310960881	0.0328205127084135	0.0370452296971906	0.106255489776025	0.00748403711174842	0.548106128040855	0.0024815809159969	0	0	0.0392204620761489	0	0	0	0	0.038823474036444	0	0	0.0567391732541122	9999	0.639943497042713	0.779912960770191
Mix_12	0.0933313299192176	0	0.00572963065754928	0.091391153701493	0.0359414692799749	0.122808398954525	0.00204768976143621	0.296306928456935	0.0485644340178315	0	0	0.125863460444625	0.0949552581667561	0.0266176632651456	0	0.0564425833745107	0	0	0	0	9999	0.582461357539332	0.812152900673989
Mix_13	0.238945443505619	0	0.0119341371097962	0.0400550839115347	0.0631268679967081	0.0458441214481942	0.021660984021328	0.298972219062988	0.116864252632238	0	0	0.0702378681736835	0.00493407189660831	0	0	0.0234202439704366	0.0120109071527922	0	0	0.0519937991180741	9999	0.655660875305831	0.759283834604723
Mix_14	0.0720828631351537	0	0	0.0127699888225214	0.0452624076349074	0.132082759092585	0.0055774294920835	0.393259771324945	0.242193872143494	0	0	0.0226116859813774	0	0	0	0	0.0468697228322838	0.00316421106975736	0	0.0241252884708908	9999	0.599298708221664	0.800237527385284
Mix_15	0.113687593916029	0	0.0212525102717588	0.0310685398245666	0.0193037137448837	0.0619148362861133	0	0.58291365312799	0.0502186742971122	0	0	0.0547610695937122	0	0	0	0	0.0461536673047321	0	0	0.018725741633102	9999	0.623266036328497	0.785108223793048
Mix_16	0.134371145425822	0	0.0273775457147449	0.0705359694837047	0.0428056938406994	0	0	0.463614076976013	0.0755266196603346	0	0	0.0754633798934332	0	0	0	0.0266936130591304	0.0446656738704679	0	0	0.0389462820756495	9999	0.607923918685888	0.792880551788393
Mix_17	0.128681949679019	0	0.0132093520567461	0.0355587542860757	0.0447762580376335	0.0155548648829593	0.00542530196736576	0.469335548626651	0.128511515934117	0	0	0.0453652077803376	0	0	0	0.01304493513193	0.0468179862129201	0	0	0.0537183254042442	9999	0.62603696220308	0.781539549705123
Mix_18	0.0862968943085644	0.0121296681516023	0.0170575973792778	0.042655283345837	0	0.0671771296301725	0	0.638595438763594	0.0202630213108803	0	0	0.0604513389000833	0	0	0	0	0.0400127790273655	0	0	0.0153608491826226	9999	0.607213962352526	0.79623299428293
Mix_19	0.111776019409799	0	0.0206680707174397	0.0932091122679361	0.0414821370565975	0.0895003521324034	0.026105085042217	0.207341152639916	0.0757229066433738	0	0	0.111031737625195	0.145291047602519	0.0250613191739213	0	0.0446729578213894	0	0	0	0.00813810186729308	9999	0.574453126349033	0.818121855698539
