Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE
Mix_55	0.216443912642587	0.377135289193433	0.0313397914949863	0.240431726352645	0	0	0.134649280316349	0	9999	0.0608614305104664	1.15089817794899
Mix_56	0.212694362042754	0.470281606842276	0.0469847508319733	0.133688679840996	0	0	0.136350600442	0	9999	0.0633027968141749	1.12707121194115
Mix_57	0.225763447416225	0.372809146714558	0.0366029506543764	0.248649739975301	0	0	0.11617471523954	0	9999	0.0586153014471503	1.14764701054938
Mix_58	0.228204008953174	0.464360740973875	0.0273488173820401	0.153567865767403	0	0	0.126518566923508	0	9999	0.0626733655493926	1.12141845152918
Mix_59	0.217922749814318	0.371521807896003	0.0223712317843374	0.25176190822763	0	0	0.136422302277712	0	9999	0.061417443069659	1.15138569545575
Mix_60	0.249230939546074	0.500617136621638	0.00416560709908235	0.0952160144902765	0	0	0.150770302242929	0	9999	0.0705426987674948	1.10388761171005
Mix_61	0.227140792933612	0.446869753389689	0.0354470813641649	0.171469604825503	0	0	0.119072767487031	0	9999	0.0619545706434533	1.12602033241573
Mix_62	0.241075962809497	0.432543299002946	0.00384300347265477	0.196760401960453	0	0	0.125777332754449	0	9999	0.0638265873498433	1.12336299640225
Mix_63	0.206496182179123	0.38606745719497	0.0511107621437132	0.239154742043869	0	0	0.117170856438325	0	9999	0.0582407495085243	1.15207787590224
Mix_64	0.215243638999322	0.467364395641391	0.0563140598014089	0.145272462360733	0	0	0.115805443197145	0	9999	0.0608329154496435	1.12595386753046
Mix_65	0.214342953896935	0.476071577812229	0.050569863851771	0.138189781436179	0	0	0.120825823002887	0	9999	0.0618497080298853	1.12388543441006
Mix_66	0.236683533630371	0.456085050989971	0.0124291361550471	0.166106092724054	0	0	0.128696186500557	0	9999	0.0640647199898593	1.11954178066747
Mix_67	0.231420784755538	0.486850885793526	0.0467985303868379	0.134507763852166	0	0	0.100422035211932	0	9999	0.0606938376806489	1.11332938301127
Mix_68	0.221287810657667	0.489852760305036	0.0447501370723968	0.108185062157477	0	0	0.135924229807423	0	9999	0.0646290525259577	1.11840034609519
Mix_69	0.233462405124777	0.466774690038896	0.0247714032673234	0.148886524351994	0	0	0.126104977217011	0	9999	0.0643869338271668	1.1180208813932
Mix_70	0.218462407047698	0.47985284655913	0.0391587719041218	0.127818068401485	0	0	0.134707906087565	0	9999	0.0638033583487473	1.12182719893895
Mix_71	0.213665907749585	0.420828591079165	0.0263497604768998	0.202198070316312	0	0	0.136957670378038	0	9999	0.0627492920104522	1.13903336258809
Mix_72	0.219848939607666	0.521427343238796	0.0563521779302352	0.0914078128368484	0	0	0.110963726386454	0	9999	0.0613970477660392	1.11004096802462
Mix_73	0.218301427075589	0.378222725533202	0.0244666531742924	0.243087485746831	0	0	0.135921708470086	0	9999	0.0611074169545128	1.14960513147467
Mix_74	0.221558600552519	0.439284894781265	0.0426054242406528	0.180105915171939	0	0	0.116445165253624	0	9999	0.0609964856483644	1.13038935665624
Mix_75	0.233017584241309	0.404742431633494	0.0150983835740893	0.223799000369995	0	0	0.123342600181113	0	9999	0.0614045227961635	1.13483958846474
Mix_76	0.227156534675761	0.400274911834383	0.0129919074664612	0.228162413917615	0	0	0.131414232105779	0	9999	0.0621060834607614	1.13869039672478
Mix_77	0.219741572199382	0.444692194297176	0.0478183553669489	0.180981984872808	0	0	0.106765893263685	0	9999	0.0588299931865355	1.12970815898742
Mix_78	0.216456716846704	0.414828036152995	0.00710492304159732	0.213908350294511	0	0	0.147701973664192	0	9999	0.0633032091048992	1.13985563606847
Mix_79	0.213976670210221	0.373881994105218	0.0426684593669177	0.250520763968437	0	0	0.118952112349206	0	9999	0.0589758367229341	1.15213481094815
Mix_80	0.232287521127681	0.463936558566034	0.036611486880496	0.155755785993752	0	0	0.111408647432037	0	9999	0.0606676234471748	1.11967511069677
Mix_81	0.214050730613433	0.428522148440026	0.0426244600497909	0.189614317892368	0	0	0.125188343004382	0	9999	0.0613219764502174	1.13682996526465
Mix_82	0.236258669519815	0.428179008973312	0.000983588693326487	0.192263656762382	0	0	0.142315076051165	0	9999	0.0651629847495372	1.12746408501084
Mix_83	0.2215814677728	0.456529854118803	0.0375645965616662	0.164378506457802	0	0	0.119945575088929	0	9999	0.0619729022162899	1.12562610590115
Mix_84	0.217440503176888	0.477267706224663	0.0479668244137178	0.131590120729195	0	0	0.125734845455535	0	9999	0.0626268911639896	1.1226687814714
Mix_85	0.23563122901836	0.41842556192292	0.0090447760719077	0.208458190411663	0	0	0.128440242575149	0	9999	0.0625697148056892	1.1301092223863
Mix_86	0.207364760446605	0.407917970511473	0.0454816574758276	0.211452189573642	0	0	0.127783421992453	0	9999	0.0605143645800369	1.1456865370464
Mix_87	0.236049569481181	0.471135016652906	0.0441972835340373	0.144724249612691	0	0	0.103893880719185	0	9999	0.0612359177690239	1.11575510756468
Mix_88	0.237473031623829	0.540808056167543	0.0316067107331246	0.0589311902993218	0	0	0.131181011176182	0	9999	0.0679013146396967	1.09821119630037
Mix_89	0.208524670354763	0.405154824326239	0.0542756429141901	0.215694904682611	0	0	0.116349957722197	0	9999	0.0581410916930711	1.14618589506486
Mix_90	0.231999898858109	0.393688550804634	0.0106574618791431	0.23916284352803	0	0	0.124491244930084	0	9999	0.0615886106984704	1.13796865088546
Mix_91	0.249462008604822	0.488607613203977	0.0136616311429689	0.135854841702301	0	0	0.112413905345931	0	9999	0.064172042918734	1.10539773852479
Mix_92	0.223771186507974	0.421056943928	0.0348501570890972	0.20893235590637	0	0	0.111389356568558	0	9999	0.0596673271267579	1.13404683656525
Mix_93	0.231377220193414	0.526424261230628	0.0718841423637856	0.062104265414844	0	0	0.108210110797328	0	9999	0.0621671521427781	1.10521759372163
Mix_94	0.23701316915326	0.51807741448346	0.029848375272266	0.0914501546611697	0	0	0.123610886429844	0	9999	0.0656228724822462	1.10372532169686
Mix_95	0.229720881009275	0.439000775031914	0.026707979657752	0.192052333606648	0	0	0.112518030694411	0	9999	0.0601678644542618	1.12680559918786
Mix_96	0.220630383289761	0.457018710807392	0.0337912592379187	0.158902432319915	0	0	0.129657214345014	0	9999	0.0621463293712092	1.1268368560287
Mix_97	0.213406999409837	0.433567711936388	0.047882452423143	0.187828639463059	0	0	0.117314196767573	0	9999	0.0602977088550359	1.13545795282296
Mix_98	0.229238470906353	0.541685974831849	0.102022650003444	0.0389372159926338	0	0	0.0881156882657193	0	9999	0.0605506488531344	1.10196845316863
Mix_99	0.217732705440123	0.454076892112661	0.0219511813439672	0.173477247360236	0	0	0.132761973743013	0	9999	0.061297149139428	1.12884597696296
Mix_100	0.216122020952468	0.4548773831944	0.0498047430440496	0.178595102616095	0	0	0.100600750192988	0	9999	0.0581183412761567	1.12795512302088
