Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE
Mix_1	0.216605783474048	0.434174038639041	0.0511299267808777	0.191456996863858	0	0	0.106633254242175	0	9999	0.0582213021776972	1.13401195726899
Mix_2	0.232527380551616	0.468209869811016	0.0341070146858787	0.158103333557512	0	0	0.107052401393978	0	9999	0.0608867838495364	1.11773286238385
Mix_3	0.21524747306584	0.396693512705985	0.0288905212963094	0.219069663263254	0	0	0.140098829668611	0	9999	0.0621226335074243	1.14590090337245
Mix_4	0.228103778880912	0.413169155866578	0.020568832181231	0.206970958884117	0	0	0.131187274187162	0	9999	0.0621295888435507	1.13526888188976
Mix_5	0.238517164275148	0.443378361574906	0.00986554192307193	0.187038420590461	0	0	0.121200511636413	0	9999	0.0632807616934914	1.12144018224221
Mix_6	0.211807954226008	0.453146557265055	0.0634372200323547	0.163740280716023	0	0	0.10786798776056	0	9999	0.0591038011323844	1.13100443706907
Mix_7	0.236253175434044	0.450511413272428	0.01216915357355	0.163085192331669	0	0	0.137981065388309	0	9999	0.064900669503997	1.12187050144014
Mix_8	0.22678458478497	0.526402830963192	0.0466109367137982	0.0878492563695473	0	0	0.112352391168492	0	9999	0.0629858411859022	1.10559419752785
Mix_9	0.230096586037577	0.444811055314687	0.028901335359836	0.175540448803123	0	0	0.120650574484777	0	9999	0.0620222267724528	1.12540181654861
Mix_10	0.22071964778793	0.459974886580391	0.0474798270456341	0.150016625119246	0	0	0.121809013466799	0	9999	0.0623640223582911	1.12556942846576
Mix_11	0.236157340902251	0.464983805887422	0.0205670507494704	0.164087825645505	0	0	0.114203976815352	0	9999	0.0616001871532797	1.11725476383853
Mix_12	0.207963000637942	0.416259613085006	0.050544867105083	0.205266281859767	0	0	0.119966237312202	0	9999	0.0590199082563556	1.14319403996951
Mix_13	0.241196774979278	0.466111236098738	0.0225780978686452	0.144355305385311	0	0	0.125758585668028	0	9999	0.0646195030900976	1.11538939272559
Mix_14	0.226803486713336	0.402023407804031	0.0057654768005921	0.218383182406115	0	0	0.147024446275927	0	9999	0.0638188333167614	1.13920277043268
Mix_15	0.228945546219765	0.470795781885352	0.0302997186662264	0.145514774043224	0	0	0.124444179185433	0	9999	0.0626626588138584	1.11942972090443
Mix_16	0.225264394704657	0.489485657935655	0.0380003369049283	0.123604598894041	0	0	0.123645011560719	0	9999	0.0633510875506441	1.11589704936422
Mix_17	0.232151911149883	0.466952395630819	0.023238468092436	0.145890959345369	0	0	0.131766265781493	0	9999	0.0640654055765005	1.1192374145786
Mix_18	0.238672492229923	0.492560967452261	0.0343757326581494	0.123951356218562	0	0	0.110439451441104	0	9999	0.0612923044399952	1.10998724060211
Mix_19	0.202868002023225	0.42159719762623	0.0536531129621985	0.195188678224896	0	0	0.126693009163451	0	9999	0.0602848902635094	1.14397111130487
Mix_20	0.222750903643609	0.480192745681919	0.0459846593608656	0.134510046004817	0	0	0.116561645308789	0	9999	0.0620762042894631	1.11914826061251
Mix_21	0.215361721172674	0.492861329283289	0.0516962717702007	0.124507844488529	0	0	0.115572833285307	0	9999	0.061607899152582	1.11879419357925
Mix_22	0.2071651820422	0.437012690442917	0.0540489633076715	0.18043107643064	0	0	0.121342087776571	0	9999	0.0598247518515743	1.13783520522076
Mix_23	0.240410077143093	0.494241074823099	0.0294428446854684	0.126991716072829	0	0	0.10891428727551	0	9999	0.0627590938581786	1.10788599676013
Mix_24	0.216496149915817	0.498048447262559	0.0429778143995396	0.107454987110301	0	0	0.135022601311783	0	9999	0.06336216815361	1.11836473377076
Mix_25	0.242874647775917	0.472295716387645	0.0110391383006348	0.142574083588203	0	0	0.1312164139476	0	9999	0.0657221491528539	1.11291899789879
Mix_26	0.230549343094421	0.489951641728273	0.0186585096112299	0.128739724747939	0	0	0.132100780818137	0	9999	0.0649887371169406	1.11340954025237
Mix_27	0.222523602324752	0.522679586354985	0.0532194543278771	0.0683878010662591	0	0	0.133189555926127	0	9999	0.066346709162596	1.10914524888027
Mix_28	0.218114647352372	0.470212886398035	0.0480205809045261	0.149539373655103	0	0	0.114112511689964	0	9999	0.0608396497279975	1.1236228917423
Mix_29	0.23133494796158	0.498073127016096	0.0198089945036158	0.119397159751239	0	0	0.131385770767469	0	9999	0.0654513500708721	1.11090554380819
Mix_30	0.227056339493141	0.406395447510137	0.00727269593883487	0.213727556264521	0	0	0.145547960793367	0	9999	0.0643364289371847	1.13754215368454
Mix_31	0.232379041695834	0.480938887449057	0.0332584461467785	0.131308015406204	0	0	0.122115609302126	0	9999	0.0635069144338223	1.11519233772429
Mix_32	0.226463277273624	0.511115345216665	0.0428899199752586	0.104467457393526	0	0	0.115064000140926	0	9999	0.0621807693266936	1.10992838224905
Mix_33	0.215361253072121	0.457953168985873	0.0464023216207963	0.153423019020869	0	0	0.12686023730034	0	9999	0.0614234237676797	1.12901671325123
Mix_34	0.218750421778491	0.461081433926146	0.0559168920485218	0.153439022278039	0	0	0.110812229968802	0	9999	0.0603030639995083	1.12597756940761
Mix_35	0.230698295181728	0.433528780139281	0.0223959693645071	0.193711846930158	0	0	0.119665108384326	0	9999	0.0613954395538301	1.12797947679963
Mix_36	0.228610608494826	0.456890411646837	0.0268031466603297	0.161450357009684	0	0	0.126245476188324	0	9999	0.0631376299815734	1.12287535514411
Mix_37	0.212042346787724	0.398658803787971	0.031736171145913	0.221011931594244	0	0	0.136550746684148	0	9999	0.0616124117481946	1.14644431350005
Mix_38	0.215297047934866	0.430392746285047	0.048050204724875	0.189271106355836	0	0	0.116988894699375	0	9999	0.059377935052253	1.13609315434018
Mix_39	0.230724238314348	0.518948130776261	0.0639190570940803	0.084155044479741	0	0	0.102253529335569	0	9999	0.0616502978759266	1.10633402162062
Mix_40	0.219912953720786	0.416692519682516	0.019420494514755	0.209331022229755	0	0	0.134643009852188	0	9999	0.062822604878199	1.13723395462605
Mix_41	0.225552526668004	0.409461042169223	0.0334271683526981	0.215115441380439	0	0	0.116443821429636	0	9999	0.060217757919253	1.13681587489401
Mix_42	0.235124008458559	0.509169283805766	0.021456715738685	0.100256112000634	0	0	0.133993879996356	0	9999	0.0664103611958131	1.10696713272273
Mix_43	0.216533912922621	0.451241894189192	0.044953766497964	0.16652925835617	0	0	0.120741168034053	0	9999	0.0616665143272133	1.12933674796494
Mix_44	0.212039222890065	0.414825337252485	0.046922316210822	0.211504178943534	0	0	0.114708944703094	0	9999	0.0586901846119261	1.14140404133476
Mix_45	0.208226046806914	0.454909515218497	0.0458620289752223	0.152725868494517	0	0	0.13827654050485	0	9999	0.0631521783808291	1.1328710802763
Mix_46	0.226665198175004	0.518777081480269	0.0429232243259675	0.0744610464597248	0	0	0.137173449559035	0	9999	0.0669194022000474	1.10851101779943
Mix_47	0.209867966976985	0.452844975813634	0.0517791145472435	0.168705557601572	0	0	0.116802385060566	0	9999	0.0602948000870395	1.1317356036049
Mix_48	0.234287204132154	0.462150901002735	0.0271805054114893	0.155439502402478	0	0	0.120941887051144	0	9999	0.0628294459813898	1.11914432716462
Mix_49	0.23174158694527	0.391916529472261	0.0112511247011278	0.233580317577205	0	0	0.131510441304136	0	9999	0.0617521261654442	1.13943008572455
Mix_50	0.220124097992698	0.48345195055455	0.0410995962279652	0.114838913371759	0	0	0.140485441853028	0	9999	0.064703191847658	1.12077627102226
Mix_51	0.230598490082642	0.480543196041813	0.0340196366017973	0.13707326109964	0	0	0.117765416174108	0	9999	0.062503430536958	1.11584985470169
Mix_52	0.212089160945437	0.415802853056487	0.0306913082880114	0.194727682267757	0	0	0.146688995442307	0	9999	0.0630673560244761	1.1423485161975
Mix_53	0.217312514608048	0.477718527097988	0.0493863523211636	0.133790481475023	0	0	0.121792124497778	0	9999	0.062085452023899	1.12242302203631
Mix_54	0.206133671227158	0.384249606269319	0.0550872159328624	0.240627090884425	0	0	0.113902415686236	0	9999	0.0579877893995296	1.15260850613336
