Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
A	0.142839444508381	0.11868558967146	0.181690873376457	0.0350332346221896	0.241623800880515	0.280127056940997
B	0.142019430015567	0.118479839414938	0.182389901607557	0.0352026310939908	0.241651318906377	0.28025687896157
C	0.129895287957506	0.0987837371200126	0.181375978123475	0.0315116469180495	0.266721027321969	0.291712322558988
D	0.129962780628224	0.0992417531700847	0.18116252398571	0.0315711574583706	0.266004231369588	0.292057553388022
E	0.129171430101734	0.10374675214	0.184471396033023	0.0323890546063382	0.245340557627308	0.304880809491598
F	0.138323006123235	0.115043011590557	0.206671837186423	0.035255550274018	0.226756308446385	0.277950286379383
G	0.14604180820282	0.126848541497502	0.179867433613082	0.0408045501433993	0.235015922318003	0.271421744225194
H	0.145950136365431	0.136830907380367	0.178686955571736	0.0374699449601604	0.232230069769208	0.268831985953097
I	0.145401892966659	0.137022858070011	0.178335857040712	0.0375379402005334	0.232942505026609	0.268758946695476
J	0.129141762670322	0.0914144552314852	0.178491518622103	0.0299434507397381	0.274847242822777	0.296161569913575
K	0.128853859949307	0.0892770274166102	0.184288918693569	0.0293498445530643	0.251779158032953	0.316451191354497
L	0.127436921048464	0.098368918589393	0.180626212946795	0.0317853923046828	0.269064571213803	0.292717983896862
