Mixture	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	P-value	Correlation	RMSE
Mix_1	0.150151111447384	0.130560930580789	0.0638299587168796	0	0.655457999254948	0	9999	0.771160594868308	0.644522158433345
Mix_2	0.196047589983235	0.0743173929103121	0.0469401264490094	0	0.682694890657444	0	9999	0.772792488353573	0.646398259335536
Mix_3	0.0871352823395418	0.0692503331562142	0.0511810004750305	0	0.792433384029213	0	9999	0.768807887034526	0.657096425194666
Mix_4	0.10291044368063	0.0543468251834821	0.0620825022907433	0	0.780660228845145	0	9999	0.771006725828581	0.653638950332525
Mix_5	0.235275847248308	0.0409753666390211	0.0560204477547019	0	0.667728338357969	0	9999	0.767065181012484	0.654953912786629
Mix_6	0.269768266666244	0.161876147384898	0	0	0.568355585948858	0	9999	0.771426186741786	0.643127853997278
Mix_7	0.116876571460975	0.0418303199464248	0.0222430345759685	0	0.819050074016632	0	9999	0.772922984315434	0.656363734086083
Mix_8	0.226873127879837	0.0993932376346359	0	0	0.673733634485527	0	9999	0.776326611689498	0.642383660202921
Mix_9	0.169587677024783	0.0672739328756328	0.0419095464587217	0	0.721228843640863	0	9999	0.771977094866458	0.649812945506007
Mix_10	0.299614115012368	0.105774415652767	0	0	0.594611469334865	0	9999	0.77256082433793	0.644457689482137
Mix_11	0.149090282778412	0.0611788473709706	0.0555818764784198	0	0.734148993372197	0	9999	0.774212967735434	0.646848160882737
Mix_12	0.0920702959355786	0.111095912498523	0.0602503423158967	0	0.736583449250002	0	9999	0.771820032244803	0.647611138328401
Mix_13	0.277034384569991	0.0562749845439894	0	0	0.66669063088602	0	9999	0.772319415389574	0.650037683225863
Mix_14	0.0608212051536083	0.0329323930220132	0.0644530642463322	0	0.841793337578046	0	9999	0.771107430998274	0.658152817739147
Mix_15	0.113022064210759	0.0668297597892368	0.0326516523114783	0	0.787496523688526	0	9999	0.775827060016055	0.648165960601166
Mix_16	0.2014967371085	0.0869708987644073	0	0	0.711532364127093	0	9999	0.776031846214783	0.645020419186073
Mix_17	0.149521166970311	0.0589967390190522	0	0	0.791482094010637	0	9999	0.77514744342971	0.651935969578786
Mix_18	0.117992526311427	0.0846502740620419	0.0234474149158669	0	0.773909784710664	0	9999	0.775576324865786	0.647348523024433
Mix_19	0.138031699371018	0.11613893984339	0.035064608079167	0	0.710764752706425	0	9999	0.769489889818688	0.650747882886018
Mix_20	0.244721559121669	0.106771499634157	0	0	0.648506941244174	0	9999	0.775207638119618	0.642632894932698
Mix_21	0.251910602870162	0.127778618406354	0	0	0.620310778723484	0	9999	0.776383923155641	0.639130284177628
Mix_22	0.156505255487915	0.156815479642462	0	0	0.686679264869623	0	9999	0.772026514565136	0.646351756089771
Mix_23	0.272417988247741	0.0716740618926101	0	0	0.655907949859649	0	9999	0.773835466870449	0.646590301126326
Mix_24	0.0525583834114224	0.101340489181062	0	0	0.846101127407515	0	9999	0.777664473747442	0.64872064561103
Mix_25	0.2484746884998	0.0377434048421686	0	0	0.713781906658031	0	9999	0.773105330162211	0.652255096717453
Mix_26	0.183119575097142	0.0585586513399634	0	0	0.758321773562895	0	9999	0.776677336912542	0.648010815485727
Mix_27	0.261153277821062	0.108888920127614	0	0	0.604925402943474	0.0250323991078489	9999	0.776623596747247	0.639471457814003
Mix_28	0.194334393705364	0.125881166471746	0	0	0.67978443982289	0	9999	0.77361053308061	0.645178585320392
Mix_29	0.213564804464112	0.0586116063236965	0	0	0.727823589212191	0	9999	0.775637528392046	0.647981802979835
Mix_30	0.117001389555678	0.0344475308764668	0.0586741161493783	0	0.789876963418477	0	9999	0.767327102343445	0.660755478846557
Mix_31	0.211732972678942	0.0805170983408528	0	0	0.707749928980206	0	9999	0.775035802940343	0.646613149350875
Mix_32	0.131131689886723	0.0939573065794629	0.0133034224093285	0	0.761607581124485	0	9999	0.775481709846484	0.646960032935395
Mix_33	0.0996122964197461	0.0827974759772799	0.0270522770169018	0	0.790537950586072	0	9999	0.776108968680726	0.647326580560571
Mix_34	0.272887349395924	0.145197894962239	0	0	0.581914755641838	0	9999	0.77254607751429	0.64254999295244
Mix_35	0.136362180167021	0.059339563939573	0.0606186816807739	0	0.743679574212632	0	9999	0.772039805663568	0.650159221591376
Mix_36	0.209604475618874	0.0696152906811805	0	0	0.720780233699945	0	9999	0.772714433418526	0.651114023155221
Mix_37	0.101543169885933	0.0717894595042842	0.0576277830818738	0	0.769039587527909	0	9999	0.768092071121018	0.656369751867495
Mix_38	0.0963257691465342	0.102511606797463	0.0560884632254419	0	0.745074160830561	0	9999	0.773269841873366	0.646558026993247
Mix_39	0.28312508701328	0.148648675580622	0	0	0.568226237406098	0	9999	0.776735013708699	0.636356524087103
Mix_40	0.14766749831987	0.0565820157017429	0.053993575688615	0	0.741756910289773	0	9999	0.766414771101994	0.658422088536667
Mix_41	0.139440294836287	0.0748083423973377	0.0723586478616571	0	0.713392714904718	0	9999	0.766633518325676	0.654830333930485
Mix_42	0.188811231307353	0.0614638787796607	0	0	0.749724889912986	0	9999	0.77653595702882	0.647594292324164
Mix_43	0.273636073269147	0.102244889657897	0	0	0.624119037072956	0	9999	0.77083429763803	0.647994613835239
Mix_44	0.11604507670814	0.101981540924106	0.0813283034119526	0	0.700645078955802	0	9999	0.771086028110278	0.646574486792416
Mix_45	0.14974836918809	0.101601411510096	0	0	0.742407515920546	0.00624270338126722	9999	0.774463114396851	0.648011819372688
Mix_46	0.224012546422508	0.0776171113307497	0	0	0.698370342246743	0	9999	0.776439133342903	0.644380002342014
Mix_47	0.218474729006239	0.134895631712005	0	0	0.646629639281756	0	9999	0.771652126256659	0.646255970170803
Mix_48	0.16356252949505	0.0606438790728344	0.0360443932349893	0	0.739749198197126	0	9999	0.773182016785548	0.649693384991827
Mix_49	0.083153511490717	0.0407490392788209	0.0881010982073992	0	0.787996351023063	0	9999	0.768526001924474	0.656825067701198
Mix_50	0.107366621476738	0.0905758696372585	0	0	0.802057508886004	0	9999	0.776625092719799	0.648398929480014
Mix_51	0.192325979291365	0.0791865904015189	0	0	0.728487430307117	0	9999	0.774873246779024	0.64786537058042
Mix_52	0.063436245675036	0.0663789293057164	0.0295028150421105	0	0.840682009977137	0	9999	0.771545545360299	0.657464092316007
Mix_53	0.219196751988799	0.114785755391114	0	0	0.666017492620087	0	9999	0.775513304862674	0.642498858566304
Mix_54	0.144848706452238	0.131843594082696	0.101494759685279	0	0.621812939779787	0	9999	0.761954505026974	0.65422937018743
Mix_55	0.0740738633675434	0.0692202998555607	0.0771273451236182	0	0.779578491653278	0	9999	0.767780531621987	0.656398552862163
Mix_56	0.138121768380418	0.102553445491642	0	0	0.759324786127941	0	9999	0.776141975576568	0.646233126483478
Mix_57	0.0508533372810948	0.0795482482400139	0.13857191587747	0	0.731026498601422	0	9999	0.766705575406429	0.652234556907594
Mix_58	0.10272203331367	0.0626983918068675	0.032909811917363	0	0.8016697629621	0	9999	0.775950707260094	0.648976146884411
Mix_59	0.0889122942127162	0.065664767487143	0.0969199495777035	0	0.748502988722437	0	9999	0.761013786642389	0.663293162603368
Mix_60	0.271094759379928	0.023768226658196	0	0	0.68527444237202	0.0198625715898562	9999	0.77446405995999	0.65038825684398
Mix_61	0.301641015566549	0.0884556163276686	0	0	0.609903368105782	0	9999	0.770556294110549	0.648524106816775
Mix_62	0.222851898822876	0.0331088748206559	0.0631340501639258	0	0.680905176192542	0	9999	0.765600254751064	0.657580613398947
Mix_63	0.115931360920697	0.119349194365005	0.0890092349678908	0	0.675710209746407	0	9999	0.764987631346905	0.652891584350724
Mix_64	0.23983082241486	0.152061574556549	0	0	0.608107603028592	0	9999	0.774298661611336	0.64071090918531
Mix_65	0.226668894873116	0.11831655552788	0	0	0.655014549599005	0	9999	0.775622126279629	0.641780205097607
Mix_66	0.156267445683136	0.0435728711191054	0.0380245617347571	0	0.762135121463002	0	9999	0.772135825190442	0.653199352998933
Mix_67	0.348508157570688	0.118126684577498	0	0	0.533365157851814	0	9999	0.77403557698032	0.640147996844439
Mix_68	0.158235755556218	0.0912820231460677	0	0	0.750482221297714	0	9999	0.776922418537512	0.645314713881384
Mix_69	0.298981046918739	0.0596682009961537	0	0	0.641350752085107	0	9999	0.771478531137814	0.649963079562871
Mix_70	0.130025311539647	0.0867307691707203	0	0	0.783243919289633	0	9999	0.776618278639683	0.647642919059625
Mix_71	0.133528788848179	0.0642322530396277	0.0410114354315019	0	0.761227522680692	0	9999	0.76773906310325	0.657867673377082
Mix_72	0.14208006802468	0.133368062792184	0	0	0.724551869183135	0	9999	0.776282564912528	0.642942418049028
Mix_73	0.0595148382469125	0.0600670403388596	0.0803358207536091	0	0.800082300660619	0	9999	0.767452410611095	0.658259559386809
Mix_74	0.308347180241787	0.10194738340045	0	0	0.589705436357763	0	9999	0.769325120864906	0.648882459946487
Mix_75	0.116516685029146	0.051166980477776	0.0878795201461413	0	0.744436814346937	0	9999	0.767748655411251	0.655135729592586
Mix_76	0.11419655685326	0.0435264687075499	0.0769136397391495	0	0.765363334700041	0	9999	0.765980231657468	0.659656345729482
Mix_77	0.161239531060154	0.111372059947681	0.0557345406600753	0	0.671653868332089	0	9999	0.771931118695109	0.645091525363755
