Mixture	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0	0.161695921173842	0.0173850846825432	0.141395268046425	0.119878167370117	0.0099323075207273	8.89648411542754e-05	0	0.00549679249896407	0.0172529423266546	0.0115822365942351	0	0.00320682808926418	0	0	0.00817149592849877	0	0.0295777277768345	0.395870326625777	0	0	0	0.0377616339942649	0	0.0176893345722905	0.0258616366803777	0.0271152248741171	0	0	0	0.0300334488632448	0	0.0971881291187273	0.140808672034125	9999	0.277642693082245	0.964881481445518	1.29799214361219
S10006	0	0.168215446751764	0	0.107377180033345	0.0704408368583704	0	0.00464639677580111	0.00130949774024469	0.00267297568437628	0.00187793297273366	0.016088061869776	0	0.00344109115967902	0	0	0.000659942593517862	0	0.0538533753141552	0.405184686393481	0	0	0.00146090407646699	0.0441548824146556	0	0.0235659443066376	0.0193124998266452	0	0.0505226536095125	0	0	0	0.0941420216588491	0.0576476994062506	0.169038385302737	9999	0.283084472979846	0.965694467597184	1.295612414749
S1001	0	0.227428701576193	0	0.167564011002841	0.0650553171492187	0.00793060759483878	0	0	0.0125159283320819	0	0	0	0.00221355684956355	0	0	0	0.000371828307411737	0.043113731197533	0.305142044757787	0	0	0	0.0373630952472045	0.0086966138517223	0.0245485410354871	0.000475583808381705	0.0459665055621655	0.0285361825995684	0	0	0	0.0851260832614798	0.000186000243506264	0.266047534235752	9999	0.300812200159469	0.962437149174797	1.32828186661274
S10010	0	0.118752054496976	0	0.21677561152179	0.111314408775974	0.015688941665875	0	0	0.00900804882461855	0.00377131379182812	0	0	0.00185970214926253	0	0	0	0.00393046823609844	0.0362869617610467	0.425140489485211	0	0	0	0.0502050728982682	0	0.016163677572741	0.011085165971605	0.0466011787598701	0.028916149670906	0	0	0.0182259258045784	0.036861967510642	0	0.180450436979531	9999	0.307926205359885	0.957817578744485	1.33103757587682
S10011	0	0.0541643310396049	0.0695700450977152	0.16544189566519	0.077100243517293	0	0.00184865261747918	0	0	0.00583222672224225	0.0202327348418443	0	0.00141220916863307	0	0	0.00413510765439188	0	0.0490766196877752	0.333709939277286	0	0	0	0.0530020752850169	0	0.0298986362310296	0.01865255661732	0	0.0468442542235978	0	0	0	0.0620261567699149	0.125150854031467	0.188154828821454	9999	0.303206936010497	0.961715593165989	1.30625336726926
S10014	0	0.15683058776652	0	0.169492534040081	0.151749933035999	0.0212010411991439	0	0	0.00768817951355948	0.00156018964403943	0	0	0.00280951117091585	0	0	0	0.00228123138769693	0.0417230561781018	0.337534335333072	0	0	0	0.0359115107940403	0	0.0324822912008359	0.014318304413654	0.0420250005850207	0.011313573969806	7.05985867270685e-05	0	0.00892669485477301	0.0552130875344237	0.0128435153813182	0.199633312057367	9999	0.298934099158978	0.961323956076676	1.3056084886471
S10026	0	0.248015505731416	0	0.129011284996864	0.0536925927403764	0	0.00159841429496279	0	0.00412104129358012	0	0.012853440290179	0	0.000808219981923155	0	0	0.000640477855858331	0	0.0402914240179773	0.361416936259618	0	0	0	0.0343391018355453	0.010678977420703	0.0196036703216237	0.00270069621620551	0.0336195972234235	0.0518251620852407	0	0	0	0.168720938895107	0	0.173023994907275	9999	0.284554469655317	0.964752227725663	1.34696147636788
S10032	0	0.193804757208647	0	0.268304310037576	0.0820011976861901	0.0173805077569767	0	0	0.0104420690785014	0.000808615666955168	0	0	0.00228146097383347	0	0	0	0.00373305088438646	0.0591438293717901	0.296101826311382	0	0	0	0.0375488716642716	0	0.0299724238817667	0.00911079125425311	0.0571431125682799	0.0255745421114893	0	0	0.0176002604052448	0.0827508825135229	0	0.155017054455374	9999	0.281334872550403	0.96294673201341	1.34871956383044
S10036	0	0.196147921441509	0	0.0949007789787616	0.0372175266133349	0.0173601448836238	0	0	0.0101346957780266	0	0	0	0.00179957972883098	0	0	0	0	0.0351406054828261	0.399218509703784	0	0	0	0.0376549627602142	0	0.0186840009982819	0	0.0486838755587904	0.0137354950430533	0	0	0.0234196253280591	0.0663395968557329	0.110950699423251	0.174343474994988	9999	0.291549896756639	0.96255308790244	1.28573149357307
S10042	0	0.144283815208043	0	0.181354294861033	0.124405003061946	0.00984145792687245	0	0	0.0141756360840174	0	0	0	0.00487394169625543	0	0	0	0	0.0437096734177361	0.351600012616411	0	0	0	0.0374860964671579	0	0.019500679513395	0.00837813543368239	0.0496371606121849	0.017916912380577	0	0	0.0156782533054697	0.0645958929869897	0.0338254164045045	0.211096343264706	9999	0.306637954814535	0.960187776250869	1.33235872524098
S10044	0	0.221968296530413	0	0.147004196368921	0.0567438680314164	0.0128891543491977	0	0	0.0169738547626654	0	0	0	0.00240764737758936	0	0	0	0.00441801032499781	0.0467861876958582	0.330683670108356	0	0	0	0.0369642947367679	0.0145371201593854	0.0192364125764826	0.0139051341601931	0.060105098183127	0.015325376795993	0	0	0.00604058046365508	0.157327497365634	0.0143900610774195	0.175130341008897	9999	0.267074215774232	0.966445283275032	1.35283680207697
S10049	0	0.261783627725636	0	0.103322862247557	0.0564387162182531	0.0227860928388105	0	0	0.0161086827484068	0	0	0	0.00281868029276612	0	0.00929854519003484	0	0.00612664396786391	0.0639469559983129	0.302301478088298	0	0	0	0.0294590534119679	0.000286512932284997	0.0286336937757052	0.0159378512210547	0.0584215204993229	0.0239568602955331	0	0	0.00298918564788369	0.166315677365439	0.00823878099223508	0.170716985541386	9999	0.257710836120462	0.967970361708522	1.34988840699875
S10057	0	0.0580420638626917	0.0613839618226664	0.144376588671089	0.180827179938043	0.00130519336648915	0	0.000649602242491476	0.0046037802110314	0.00528169882795592	0.0135678277491777	0	0.00316982506847201	0	0	0.00521865096062386	0	0.0367567443254822	0.283096238031607	0	0	0	0.0393991544124368	0	0.0255334095493511	0	0.0238223953086047	0.0236467211607242	0	0	0.0213107625808967	0	0.0704939684194964	0.235394779080812	9999	0.300700399470868	0.962207890731709	1.23788054559014
S10062	0	0.18733885680136	0	0.227601170110953	0.083984965760508	0.0212170914980598	0	0	0.0110728119890098	0	0	0	0.0020728857119392	0	0	0	0.00522019524237012	0.0522731210616639	0.313571790612776	0	0	0	0.0485312917563343	0	0.0227334220632942	0	0.0587391445327986	0.0223358272248715	0	0	0.00867189042495424	0.0576389902783331	0.063679569513385	0.149393084697375	9999	0.296726305358127	0.960587437860328	1.33607610927999
S10066	0	0.0950470068226261	0	0.204988547983736	0.0885421442951138	0.0108738781624701	0.000574699990693463	0	0.00787977287128294	0.012559190066465	0	0	0.00299873042639973	0	0	0.000964741425387295	0.000882400431023379	0.0443977606893589	0.467185647398873	0	0	0	0.0492312626926164	0	0.0222265272485759	0.0364266889206553	0.0288491936786155	0.00629270170486072	0	0	0.0108300346546604	0.0103541217689947	0.0962807897565825	0.114437610586172	9999	0.328571149853836	0.954613719180042	1.31182345157516
S10067	0	0.219266549014437	0	0.125802066264035	0.0717521298376687	0.0261397315794363	0	0	0.0181481799079145	0	0	0	0.00263599118190269	0	0	0	0.00460076310082445	0.0417562878909382	0.263489876845198	0	0	0	0.0320298386096237	0	0.0245369720902598	0.00254968098565173	0.0626395313683315	0.0110503052706236	0.00423498968509183	0	0.0140626857598534	0.182242253035936	0	0.237302386809377	9999	0.264113228282285	0.966814192002035	1.3442402192371
S1007	0	0.146576579114897	0.0369034219762998	0.135720911820417	0.119523438760677	0.0122844788181947	0	0	0.010398580095653	0.00305687957909802	0.000716392658026787	0	0.00433691875817753	0	0	5.67041626778103e-05	0	0.0525480937420778	0.367794235483665	0	0	0	0.0384539360065595	0	0.0298443627500337	0.0138272302749968	0.022111432865649	0.0308607319956	0	0	0.00526634314033528	0.0145835256298202	0.107288422452528	0.148838488236829	9999	0.290993681545278	0.964476385175479	1.30099110832221
S10073	0	0.160401325667792	0	0.115871546663894	0.117726859718001	0.0147705377007433	0	0	0.0150371139127167	0	0	0	0.00230471978786136	0	0	0	0	0.0431227210614157	0.313377220184336	0	0	0	0.0446133102268269	0	0.0264365629763373	0.0122168056849516	0.0589156256158946	0.0131824257564116	0	0	0.000676956602488601	0.113123027318581	0	0.301848411159546	9999	0.294252107378509	0.962145828337948	1.3536251700378
S10077	0	0.1611701712679	0.0323810363227507	0.136980193623586	0.142816209868731	0.0121830077370647	0	0	0.0111820249895801	0.00540275575592671	0.00697517597422822	0	0.00333583917236165	0	0	0.00996109590418424	0	0.0427478271913085	0.326773933225131	0	0	0	0.0507453068057181	0	0.014198323172439	0.000278544162898768	0.0323881548086241	0.00207281103987531	0	0	0.0365748812898673	0	0.0494871432170152	0.233707206144304	9999	0.28884048514241	0.963526244409806	1.31136164167349
S10080	0	0.0944659701565013	0.0576056250334586	0.148402694292404	0.173360955255936	0.0051988933873829	0.00424177268010559	0	0.0047476890286669	0.00310884471008922	0.00812111357244131	0	0.002060149813087	0	0	0	0	0.0470936544514289	0.338914517434246	0	0	0	0.0493445475055936	0	0.019899737892168	0.0115579546378717	0.0245828331264851	0.0187423385728635	0	0	0.0126061117190519	0	0.0699256163663687	0.221846826980176	9999	0.323243030572249	0.959226831146406	1.31582784661633
S10082	0	0.200410911691892	0	0.160225447517787	0.0370422844907812	0.0168309396418404	0	0	0.0172000006557948	0	0	0	0.00268225314222225	0	0	0	0.00435208191445062	0.0436665979383386	0.311571766552837	0	0	0	0.0443947824377428	0.000870844097740825	0.0195372635623463	0	0.078941541327963	0.0136342692419342	0	0	0.0180478075471265	0.108746738690335	0.099924350562824	0.164819992819124	9999	0.278488839615844	0.963125579628606	1.34289987383308
S10087	0	0.299583758692007	0	0.170423527452779	0.0610809820424944	0.0220255372707616	0	0	0.00944592281817945	0.00268918674327267	0	0	0.00196361158283666	0	0	0	0.00701247976461804	0.0425094119761551	0.283805735978653	0	0	0	0.0349661551315216	0	0.0217788899718773	0	0.0631267627766905	0.015476436249187	0.00157925326738513	0	0.0227181802826807	0.0475534948001267	0	0.24283883960949	9999	0.275868842383205	0.964872642829852	1.35057816641072
S10089	0	0.192991303149013	0	0.159958998748879	0.112259071408535	0.0169098540883196	0	0	0.00496537452226329	0.00608631932506744	0.00248614717109628	0	0.00196972176976181	0	0	0.00130558608225161	0	0.0302137986978097	0.390628794392273	0	0	0	0.0389371155389073	0	0.0329197428871085	0.0113257112966259	0.0315540754122888	0.0122822995931891	2.72342871281779e-05	0	0.0192682400728231	0.055556033684081	0.0203743046428356	0.144075623588372	9999	0.321495896593571	0.956317658802843	1.28609535035863
S1009	0	0.131029568818879	0.070962155412005	0.144996709449491	0.0964971079152724	0.0185315435491288	0	0	0.00994479818898096	0.0035073491792715	0	0	0.00182847886938064	0	0	0.00102606936430743	0.0025374752112723	0.0527953111436699	0.238263256085855	0	0	0	0.0603514396105898	0	0.0192204716806933	0	0.0601698791183951	0.0263698638271239	0	0	0.0175706733303068	0.0500666026869604	0.0927524668202363	0.231291226539062	9999	0.284522755175376	0.962333011529729	1.32971244680088
S10090	0	0.180269462246543	0	0.145731865700346	0.147527946828401	0.0260427331150042	0	0	0.00532469308708815	0.00836045483369646	0	0	0.00283827298656332	0	0	0	0.00197803636919872	0.0351655277760096	0.373535373323357	0	0	0	0.0387805956088155	0	0.0265156372310667	0.000500939743767746	0.035802154691149	0.0267364553127702	0.00148502350475044	0	0.0229831277781191	0.0136140380291401	0.0273546070160894	0.162652525205157	9999	0.282821401021859	0.963420216489785	1.28319947038703
S10093	0	0	0.0830865212437814	0.124384003044132	0.108539745636233	0	0.0119913749609357	0.0024734733668168	0.00307475576918397	0	0.0297517374879388	0	0.00214551200945096	0.0239841549009901	0	0.00110264349530397	0	0.0565948802620841	0.343229169364673	0	0	0.00350586110573937	0.0488536760511704	0.00867007489937563	0.016405823237745	0.0282878457777532	0	0.0528109544034172	0	0	0	0	0.14025149815418	0.16269048572434	9999	0.250055666598848	0.96960320005591	1.25183419089524
S10094	0	0.168653992157279	0	0.187477587254452	0.135824042912765	0.0158406300586174	0	0	0.0134023940966013	0.00118389013540623	0	0	0.00219458231724592	0	0	0	0.00498199703196462	0.0486187184444067	0.338817641576424	0	0	0	0.0462127220216546	0	0.0176714818038052	0.0186636220552992	0.0559419264615909	0.0266236742629599	0	0	0.0131688439323764	0.0668269154592203	0.0201812563332802	0.157743771719287	9999	0.264407522682661	0.966700572625177	1.34002969003464
S1010	0	0.0915967366125978	0.0567412253558574	0.195407635499012	0.120576345654531	0.00872562158501941	0	0	0.00743091765246029	0.00287321725826727	0	0	0.00211015197560708	0	0	0	0.000300191092612689	0.0480665117264283	0.318415842265558	0	0	0	0.0527315250884215	0	0.0298664938853014	0.00377106373590897	0.0443192752007539	0.011760828348244	0	0	0.0145293388548959	0.00168737046043464	0.0385655479234032	0.258534712701611	9999	0.302760371792124	0.960810356244087	1.30801055287693
S10111	0	0.218305752521269	0	0.144346839528159	0.081745250485447	0	0.00756066940602521	0.000713936063231844	0.00431558946170617	0	0.0147710433504865	0	0.00250557629922909	0	0	0.00287608312543998	0	0.0460345428684721	0.293004539716966	0	0	0.0015072342749934	0.0360322125310042	0.00440778926868872	0.015670734331457	0.0197736908236653	0.0293985406252622	0.0336200129985267	0	0	0	0.144309906288687	0	0.250952609206247	9999	0.282625099858884	0.965727630215007	1.35185255317496
S10116	0	0.0411322707039173	0.0837666454179604	0.153968556197809	0.190593743133062	0.013007994959367	0	0	0.00658164978651621	0	0.00615747657263437	0	0.00364263387648324	0	0	0.00332647811664528	0	0.0382370549389981	0.175117608308973	0	0	0	0.0572664226730223	0	0.0228610966925492	0	0.034438051815742	0.0206109603259909	0.000460903262084741	0	0.0292444775457299	0	0.0700071861754723	0.348656367493731	9999	0.278128873063522	0.965241576385141	1.29907757799669
S10119	0	0.148672044701995	0	0.160278277700551	0.0555663948093551	0.00753054137056758	0	0	0.019029165335305	0	0.00291896145991978	0	0.00262820644756662	0	0	0.00204628074212354	0	0.0304989895006618	0.305616401838402	0	0	0	0.0302964192882688	0.00675400843551856	0.0219652981797534	0	0.0658599961118704	0.0170347399012369	0	0	0	0.196408690742428	0.0351888359309535	0.206793533622199	9999	0.298059666994014	0.960860274400047	1.31508678611868
S10121	0	0.246300273943194	0	0.160206044047434	0.103944876857059	0.0185964127723091	0	0	0.010197480164357	0.00156936313289598	0	0	0.00183689253572634	0	0	0	0.000436291609778636	0.0277321266276127	0.33516472419739	0	0	0	0.0293611682723012	0	0.0262955990551284	0	0.053539408822551	0.0147935142927364	0.000176904295493106	0	0.0157838114017007	0.0711258292918564	0	0.207394381507301	9999	0.310539911949106	0.959495148267549	1.32445510282682
S10130	0	0.140394789699822	0.00304351634481744	0.155150195603366	0.147316874613741	0.013310834576697	0	0	0.0049739992877459	0.00398854864618094	0.0108684381998627	0	0.00162312490176765	0	0	0.000273771881139487	0	0.0388836578267427	0.419300175388537	0	0	0	0.0452201928988762	0	0.0265533434493364	0	0.0269210199709301	0.0282998369835826	0	0	0.017017853635875	0.0242476387292377	0.0725688957291591	0.112297943097091	9999	0.328203764087867	0.955624834306882	1.29225465146451
S10140	0	0.20143860765003	0	0.136044884538904	0.0600586459739062	0.0182553105306449	0	0	0.0140120755183464	0	0	0	0.00458788220484503	0	0	0	0.00532523564019131	0.0419041509598617	0.444239166129425	0	0	0	0.0492672272540541	0.00520579487271434	0.0195692176673583	0.000125793790211439	0.0552939460287515	0.0290694500362708	0	0	0.0379639040914876	0.0383142468098873	0	0.188141395982224	9999	0.279444385767851	0.962394917707558	1.34881693567911
S10142	0	0.294050057131168	0	0.146231023304717	0.128503087789859	0.0226711018548635	0	0	0.00794687805341945	0.00221255211032399	0	0	0.00170265291797447	0	0	0	0.00421613446545736	0.0363821416817581	0.227083486089367	0	0	0	0.028670843596406	0	0.027729349813402	0	0.0513325900592886	0.0177013456530293	0.00285374452965763	0	0.0151469888361612	0.0373941136651797	0	0.278074803976839	9999	0.273221617107084	0.966819005701064	1.32990289552887
S10150	0	0.0937625141325407	0.00982682772323903	0.130942403152332	0.165463619272536	0.00294247792515892	0.00440550326702049	0	0.00598227855305583	0.00632737885456297	0.00810954336424473	0	0.0024812117625377	0	0	0.00598614556761642	0	0.0302729758128586	0.465752387385827	0	0	0	0.0424059301741527	0	0.0108451983538696	0.0292968786138117	0.0196430607911587	0.0144679327834743	0	0	0.0212498441090502	0	0.0260032870269089	0.178035112042001	9999	0.338072340689171	0.954412063411523	1.27420251066796
S10155	0	0.166607625761327	0	0.179452353370495	0.110329114506894	0.0205616016881894	0	0	0.00910283567166271	0	0	0	0.00324590972874569	0	0	0	0.000289280600082157	0.0429891008218412	0.290616931673673	0	0	0	0.0451962986932112	0	0.0334350327746581	0	0.0432135189441905	0.0313469888868363	0	0	0	0.132697299866531	0.040110066703712	0.181275786594079	9999	0.300607219547284	0.960691846468705	1.33046974628613
S1016	0	0.192272939644406	0	0.194473075913004	0.0672584615691597	0.0160873007020693	0	0	0.00852689049367799	0.00111098548772062	0	0	0.00189893132046247	0	5.44981086064984e-05	0	0.000407355906323848	0.027460506457903	0.328010830426705	0	0	0	0.0275143510182569	0	0.0253246149196376	0.0072639817708732	0.0486551421910435	0.0277788270501113	0	0	0.0134905684073507	0.0716981606582456	0	0.235233203098749	9999	0.29816264481981	0.961317100264801	1.29452062514431
S10163	0	0.0700500169143666	0.0892711066610515	0.121898367425495	0.183427297900797	0.0181841393272918	0	0	0.00898770996501554	0.00103412166631953	0	0	0.00463247567575876	0	0	0.005542361892524	0	0.04120242248553	0.329253829549183	0	0	0	0.0679204452461786	0	0.00959696307019599	0	0.0323905928613677	0.00949334111727955	0	0	0.0274849271234726	0	0.027479498547465	0.252597734949074	9999	0.281153138642796	0.965030059257486	1.30044735237837
S10167	0	0.0899848151282759	0.0428697391187226	0.127730771774984	0.177674677269652	0.00826493281941617	0.00165289724496936	0	0.0131503636809353	0	0.00914034715892105	0	0.00316509278512613	0	0	0	0	0.058917645103758	0.312834339606508	0	0	0	0.0559687477590818	0	0.0225249078519645	0	0.0307873761032207	0.0201626949639636	0	0	0.0036118448742946	0.0251388985139923	0.0437546134582652	0.250113561764431	9999	0.295528994425315	0.963770903061698	1.29744826698048
S10168	0	0.231825862905292	0	0.139062395893186	0.144888047210186	0.0163787330725025	0	0	0.0133130154959304	0	0	0	0.00200856250909003	0	0	0	4.46999633900259e-05	0.0350856848502741	0.276408868956215	0	0	0	0.034927692341178	0	0.0239901722733121	0.00150391169150668	0.0616423152726013	0.0208063767860585	0	0	0.00707301283351434	0.132110024890659	0	0.19252541523187	9999	0.287449195179878	0.963381353242203	1.33359479217677
S10173	0	0.168065301332588	0	0.156483262545712	0.0699111944600779	0.0101064681513844	0	0	0.0148446794184002	0	0	0	0.00275136523959082	0	0	0.000293690620414538	0	0.0500004443646021	0.266661659045277	0	0	0	0.0453700480688946	0.00203678534370299	0.021793122199401	0	0.0674622308997786	0.020993189035031	0	0	0.00602820042486084	0.136950253958462	0.0817981751016737	0.206457470490561	9999	0.297879828807884	0.960456836934876	1.32800754070041
S10175	0	0.22158336481227	0	0.15395868778881	0.076577888353729	0.0155854817737195	0	0	0.0149736102403419	0.00129602764993792	0	0	0.00288735141693523	0	0	0	0	0.0403031224444231	0.36747354954179	0	0	0	0.0374112943173991	0	0.0232925205174041	0.0101402580590884	0.0465181038678126	0.0113624946087346	0	0	0.0162751415492035	0.08180181791413	0	0.204040293423293	9999	0.292644998905816	0.96252786034895	1.32548100827902
S10179	0	0.215444480902579	0	0.103657300806942	0.131532058636488	0.0102768917544806	0	0	0.0167429149002618	0	0	0	0.00252934448082699	0	0.00220288031957968	0	0.00493453993604649	0.0725541755195611	0.215381695051046	0	0	0	0.0359991544264405	0.0138775280616792	0.0199156149653396	0.0119374244533174	0.05482557040831	0.0172811281554129	0	0	0.00575214590367143	0.114726188637264	0	0.316907921161451	9999	0.257171470026101	0.969418188913991	1.3664789584807
S10186	0	0.26864339840081	0	0.19437322549169	0.0910336449969042	0.0268711553718948	0	0	0.00870911583775679	0.000190923717577961	0	0	0.00229053626891166	0	0	0	0.00325911938785941	0.0488095446785895	0.154058754776026	0	0	0	0.03007498078125	0	0.0269220865301189	0	0.0610519290050364	0.01798417128603	0.00816897887378646	0	0.0157258028828258	0.155709300001949	0	0.220386334790644	9999	0.250042121878471	0.96973049430734	1.33426300307966
S1019	0	0.19210236058402	0	0.176893970106093	0.131951399641207	0.0180392518362521	0	0	0.0176095896582585	0.00362489339149689	0	0	0.00267080635711935	0	0	0.00106524948302501	0	0.0379460530891042	0.284832217435984	0	0	0	0.0374568329194682	0	0.0332239051843356	0.00531245177915473	0.0556696853587434	0.00905890426042942	0.000367649755059631	0	0.0202860448185752	0.115927166356238	0.0308209936104789	0.146687374583296	9999	0.279167070205491	0.963532569144985	1.32154680020834
S10190	0	0.2393927498069	0	0.137745086275446	0.0271233264974373	0.0110331987683654	0	0	0.022124397541504	0	0	0	0.00318842102069917	0	0.00481145008381775	0	0.00169496764535978	0.0452712451053532	0.255399016389653	0	0	0	0.0374448176753068	0.0204578285743766	0.0257243023737855	0.0046950073138195	0.0692770438077579	0.0219277639990302	0	0	0	0.216659256537333	0.0388747348334124	0.163920511925757	9999	0.278955467098416	0.963030168734291	1.34676512617512
S10195	0	0.143144159430422	0	0.145361379089786	0.104041104317743	0.000425425831844781	0.004964694501468	0	0	0.00183517964344321	0.0176606700175955	0	0.00181937387137355	0	0	0.000197021875483665	0	0.0534848209269373	0.436287209311993	0	0	0.00242585356184035	0.0494167853605798	0	0.0244115762061009	0.0289090226463947	0	0.0494000257257559	0	0	0	0.0272916776277277	0.0650363916085776	0.153939606304599	9999	0.272492478161096	0.967241962888633	1.31005197785967
S10196	0	0.163247349272171	0	0.143554084623409	0.105723215697333	0.0122049036431034	0.00183128165093924	0	0.0156433090219891	0.00113766495530192	0	0	0.00403439899309518	0	0	0	0.00368370877257022	0.0589573191390368	0.329305452299514	0	0	0	0.0389021779591441	0	0.0210675706986908	0.0320761087791744	0.0519771533871335	0.0113667315140854	0	0	0.00650899154384451	0.113312540565462	0.042447518435322	0.180535349787333	9999	0.285771703617604	0.963007747858424	1.33751683073865
S10200	0	0.154054409469944	0	0.153675669721186	0.172585882831694	0.0204634151200777	0	0	0.00986033112438304	0.00229664922183936	0	0	0.00187990243921656	0	0	0	0.00500789018912124	0.0402821426031489	0.35112190143989	0	0	0	0.0319948782362327	0	0.0256527779455886	0.0162481183901656	0.0470586944392988	0.0174671493999069	0	0	0.0157040669696692	0.0616291287429685	0	0.198218376791891	9999	0.296187774508868	0.961198668283713	1.32520138507622
S10201	0	0.13369792292686	0	0.179711398911866	0.12906579135054	0.0106323305741744	0.00527747543258894	0	0	0.0112792084000285	0.00886620435467947	0	0.00207122552015507	0	0	0.00194524598844601	0	0.0191767004424891	0.515408947236053	0	0	0	0.0377620284650226	0	0.0148637973419049	0.0262278227182877	0.0159639429504059	0.0218542874917254	0	0	0.0168897639331928	0	0.0160743474507252	0.110349579014752	9999	0.310375628443412	0.958983668235947	1.2771180205039
S10202	0	0.125229209384824	0	0.181906847420648	0.19890361194745	0.0226827860511956	0	0	0.00428995913349857	0.00262893158916334	0.000880211819710202	0	0.00161653426159723	0	0	0	0	0.0315897306813009	0.313237167318184	0	0	0	0.043108373366891	0	0.029901634352793	0	0.0484018223022323	0.0107266292452326	0.000334626650973187	0	0.0167790905349409	0	0.0033532678009851	0.276622394070879	9999	0.308950014578918	0.959456272671176	1.3121928279325
S10205	0	0.261358597317886	0	0.126557003533555	0.103739122373952	0.0265725877746519	0	0	0.0110781212172745	0.000345771477990403	0	0	0.00251086291877061	0	0	0	0.00697794139502855	0.0532720030725344	0.333507535740834	0	0	0	0.04610233367587	0	0.0196603451270875	0	0.0451947464712644	0.0190948858439935	0	0	0.0151220885041145	0.0258553748920129	0.0800421691697906	0.176926506015532	9999	0.264183715841728	0.968202034171969	1.35391799652214
S10211	0	0.159284667068184	0	0.186462886884209	0.0507869738465543	0	0.00141134027212525	0	0.00291636235782622	0	0.017793933821645	0	0.00307305140355992	0	0	0.00436784611952369	0	0.0544273641914679	0.303754579674588	0	0	0	0.0460097425477551	0.00905240788524661	0.0203828846043568	0.0128391495946315	0.00155791664282239	0.0444932869088497	0	0	0	0.0735378781734051	0.0610376805762007	0.231647924221119	9999	0.276811580028039	0.967557018430073	1.28483787679407
S10221	0	0.159655781499946	0	0.147637578837626	0.080788122609529	0.00699505270796867	0	0	0.0147996478809688	0	0	0	0.00342836883426013	0	0	0	0	0.061161884237226	0.326949431165254	0	0	0	0.0492886040560884	0.0052682359994299	0.0174712279859727	0.0101728589382386	0.0353598410849688	0.0288075549334418	0	0	0.00541805238437922	0.102249654324538	0.0992600534279252	0.184641577143244	9999	0.29163686485506	0.963651364624442	1.33935352805101
S10222	0	0.179229178583957	0	0.122586395313879	0.0623674119716571	0.0235242510072003	0	0	0.00518187822290254	0.00732476813081789	0	0	0.0038031452269648	0	0	0	0.000329990230113081	0.0367965693008523	0.446062861504383	0	0	0	0.0384955161464998	0	0.0296038938341071	0.0193183569321389	0.0305119901929632	0.0197437051924962	0	0	0.0269541910771939	0.0210442541397637	0.030896818861946	0.191474177522796	9999	0.288269575211045	0.961822077776571	1.29524935339263
S10226	0	0.279248080901551	0	0.147480007668971	0.0803264208537501	0.0245513670722306	0	0	0.0091470984319793	0.000865939285780293	0	0	0.00240915003413614	0	0	0	0.00372521459088891	0.04393637171794	0.346931435801662	0	0	0	0.0347786701804298	0	0.0248598831333889	0.00634875047394128	0.0401977057198825	0.0150372644639302	0.00125306632103321	0	0.0152754523480477	0.0509554879934434	0	0.208278429289848	9999	0.304474709767927	0.961049492853204	1.33560579628283
S10227	0	0.12909731264457	0	0.151743315893551	0.131713998414284	0.0222753362756957	0	0	0.00989173367942472	0.00767375352866608	0	0	0.00340417858813404	0	0	0	0.00507800030938899	0.0593494858066994	0.360348486687678	0	0	0	0.0494750034037531	0	0.0279168851002728	0.0121716706088486	0.036093827532969	0.0365196260382806	0	0	0.00953557654690672	0.0585989686466346	0.0489941635835515	0.151846574930511	9999	0.266025719226234	0.966208887933345	1.31172789821982
S10228	0	0.155426162376183	0	0.154155169858097	0.0997870364385745	0.0145185699006305	0	0	0.00780865924645725	0.00795167136947391	0	0	0.00337909973046476	0	0	0	0.00358566480130726	0.0496501842966505	0.381184536160717	0	0	0	0.0402106068600138	0	0.0256513116040671	0.016693908985186	0.037505959278313	0.0118731667766503	0	0	0.0149279496607376	0.106917790489327	0.0358082145521877	0.157044666757845	9999	0.308406328247789	0.958756149156513	1.32408032914288
