Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0	0.000383604368938716	0.00910882703424905	0	0.125802123021027	0.0001397067115217	0	0.0321729616750882	0.117986860758311	0.379423982125448	0	0	0.0240373686706284	0.0355011299836861	0	0.000394272208388221	0.15773780089737	0	0	0.000157609111477098	0.020513744973464	0.0231073568452586	9999	0.693102020768951	0.724976156757054	0.926467348384856
mix_2	0.00148926869495006	0	0.00395529758815791	0	0.0994137785671826	0	0	0.110313529571183	0.0819093817994983	0.272760355517006	0	0	0.00133387773267916	0.0643671261561788	0	0.0143415574824756	0.0942489298006221	0	0	0	0.027005784916287	0.0264324346430344	9999	0.615480652489904	0.788341226951628	0.797571322469255
mix_3	0.00478645773828812	0	0.0237177575931377	0.0117558270140841	0.010123198941738	0	0	0.171691433864522	0.146779250002687	0.234702448789423	0	0.0122524407848013	0.0442623942360597	0.0658314016053171	0	0.0115875896727668	0.113356240984449	0.00446185863220192	0	0.00615184582906216	0.0484765545309006	0.0405488277921466	9999	0.51658830314962	0.856869195715861	0.950485528011585
mix_4	0	0	0.00140610727985942	0	0.0577650738978582	0	0	0.19267707224337	0.0940357237318971	0.239298629035653	0.00132702460317745	0	0	0.0260784094954019	0	0.00564926828197273	0.124627866161211	0.0914039471781462	0	0	0.0233335741106717	0.00874345653400706	9999	0.699650513040012	0.72196176873356	0.866346152553226
mix_5	0	0	0.00981621846774564	0	0.0831647928823152	0	0	0.136777953568892	0.0938412783782493	0.304212288671115	0.00107061530244793	0	0.00234777565799893	0.0279842761424756	0	0.0170168432469339	0.164771747717698	0.0443736514829291	0	0	0.0252298275434882	0.0121853167334003	9999	0.65266803182022	0.759362472410128	0.922792585795689
mix_6	0	0.000766472819416915	0	0	0.0708219795715555	0	0	0.130480656344074	0.0845026875757688	0.242590890308367	0.00247026771634403	0	0	0.0114955540318314	0	0.00811922502794405	0.114890152087396	0.0624160193871413	0	0	0.0202920746560595	0.00608192373348188	9999	0.697192689063941	0.721441309890984	0.754927903259379
mix_7	0	0.00257598245758137	0.00295746568028897	0	0.0990500759205096	0	0	0.116478640951072	0.0737182118035336	0.268271626406999	0.000153948831476724	0.00226482146643504	0.00357318258009539	0.0724431440888315	0	0.0215044887278026	0.154092813556951	0.0430919902539177	0	0	0.0248766750950917	0.0208362310667045	9999	0.603035582858797	0.797864461560227	0.90588929888729
mix_8	0	0	0	0	0.116967882030541	0	0	0.0440262008080111	0.0773559212748814	0.291111604767282	0	0	0	0.0628696638154401	0	0.00985661692358806	0.145320260687812	0.0145629738445376	0	0	0.0204896830587541	0.0121904672689179	9999	0.632121866995472	0.774480603982542	0.794751274479766
mix_9	0	0	0.00559765784955578	0	0.0638984260229093	0	0	0.10419293868157	0.093454228973177	0.283427599542539	0	0	0	0.00575712113383769	0	0.0120698835910922	0.122644523952306	0.0823006929265137	0	0	0.0200035761505463	0.00879460680672244	9999	0.722418330823932	0.70004816779232	0.802141255630769
mix_10	0.0022429536749253	0	0.0195340157485862	0.0241528923105133	0	0	0	0.36685042013278	0.126012940720145	0.163477340017203	0	0	0.0337822445070281	0.0235830831905959	0.00676880507851833	0.0142972337842117	0.161523951253719	0.0939069328799738	0	0.00182446996434608	0.0475455140094994	0.0203375348484659	9999	0.645885167501378	0.771768042808472	1.10584033212051
mix_11	0	0.00434951911010836	0.00842559650998539	0	0.130028613647352	0	0	0.0365408849478765	0.120400393741286	0.407816287938146	0	0	0.0287321999362769	0.0571526859178398	0	0.0241522239171159	0.181819286920428	0.0462033348218154	0	0	0.031334622673126	0.0328936359751852	9999	0.678073713622884	0.742131781103516	1.10984928605654
mix_12	0	0	0.00741783813462124	0	0.0637199183855877	0	0	0.16059457832352	0.0866906152508678	0.24082371651845	0	0.000239961366341695	0.00232579551885158	0.0123422605910685	0	0.000562874378555044	0.118170560566609	0.0816391855543622	0	0	0.0247128435856612	0.00454872461282426	9999	0.688791505714846	0.729181873283501	0.80378887278732
mix_13	0	0	0.0117370936273254	0.0275474718834611	0	0	0	0.192098967588637	0.0857512893733411	0.15634293772439	0	0	0.00402265536425307	0	0.00187944030422224	0	0.11698940769784	0.111036948187985	0	0	0.0322535838496517	0.00845297716121852	9999	0.71265920869494	0.714249652771036	0.748112772762325
mix_14	0	0.00104302883224095	0.0196854205421217	0	0.0636101216501955	0.000155946964112418	0	0.225944956218813	0.0865821601434809	0.27877594017947	0	0	0.0221316604959201	0.0195295924502419	0	0.0154748731562401	0.152479668743473	0.119534290485749	0	0	0.0282314622723199	0.0253863583054751	9999	0.69673542574276	0.728345169693561	1.05856548043985
mix_15	0	0	0.00447521655909966	0	0.0900396614006055	0	0	0.0652561872227378	0.0893006411863816	0.281297452037437	0.00458879094835743	0	0	0.0218986965570029	0	0.0177681352878559	0.148293807850463	0.0484948924032562	0	0	0.0194548816546444	0.00531997057324409	9999	0.664729079076874	0.748754565132507	0.796188333681085
mix_16	0.0272673158167241	0	0.009818646790364	0.0198165623574196	0	0	0	0.146185231182546	0.0956921906820824	0.15758281889964	0.00587636571156165	0.00968542266046551	0	0.00775393431747435	0.00788686002053414	0.0459137493421999	0.135590128949865	0	0	0	0.0406400852032813	0.0256555173454534	9999	0.445559989192078	0.895892564577617	0.735364829279611
mix_17	0.00241234205618079	0.000450115651154837	0.0049161882066658	0.00903538568470363	0	0	0	0.181420582981537	0.113196456628211	0.117735835089321	0.00187233138532299	0.00767983204342902	0.00307763319170465	0.0240633811436516	0.00117727175348444	0.0134575662428752	0.13001875345202	0.00535919318760417	0	0	0.0440297846831681	0.0152473492066704	9999	0.495514949683427	0.868313383429855	0.675150002587705
mix_18	0	0.00739145523841642	0.0132799325378684	0.0363183579636608	0	0	0	0.352105168292413	0.03827806869083	0.0307576058486603	0	0.000165127158546123	0.0305964598189352	0.0593884912982182	0.00535936535454149	0.0115686004177603	0.0829450047048989	0.210851765654276	0	0	0.0358363032667015	0.0191865179526447	9999	0.659426048182975	0.764505835236347	0.934028224198371
mix_19	0	0	0.0178144811249495	0	0.0837869074769312	0	0	0.113002081664328	0.0645916818577166	0.214627410372104	0	0.002644883162845	0.0424966210063801	0.070347465283012	0	0.000812664944955092	0.133470662918198	0.0280254093927131	0	0	0.0442981656935925	0.030435912560281	9999	0.543801571619156	0.838854666988136	0.846354347458006
mix_20	0	0	0	0	0.0489820339136275	0	0	0.143264024461412	0.0864827203618161	0.203536912319416	0.000169508014474954	0	0	0.00311649120053223	0	0.0167522678711498	0.10549059194682	0.0691284257099537	0	0	0.0223170952640462	0.00811117048245138	9999	0.689103800142773	0.730178350304365	0.7073512415457
mix_21	0.0118865452619319	0	0.00704897185183403	0.00538389354030552	0.00413547656264988	0	0	0.248315948077437	0.0506279320523956	0.0827419485302294	0	0.00188075969926402	0.00721581976687511	0.007226509938683	0	0.0079595331704547	0.0968201637597769	0.10422014197526	0	0	0.0312561002560261	0.00460628593311621	9999	0.639603489641201	0.771820843254042	0.67132603037624
mix_22	0	0	0.0129912106935203	0	0.0819182643412142	0.000838478741978258	0	0.161522509332086	0.135227760958999	0.346878929624311	0	0.00198468660731955	0.0250472351879588	0.0514047533784253	0	0.00217176017738518	0.157709312390552	0.0811247779871905	0	0.00857220508355949	0.0281238226849799	0.0266441814259441	9999	0.683883797303905	0.739760455972799	1.12215988861542
mix_23	0	0.00258129856774061	0.0107283358055883	0	0.0857250748690405	0	0	0.136579816741509	0.087283043768455	0.298316967122212	0	0	0.0181342461507366	0.025313446288447	0	0.0162896447521416	0.142096285824425	0.09558278737523	0	0	0.0268760015035068	0.0231286882008176	9999	0.697563223579568	0.726267404303524	0.96863563696985
mix_24	0.000607117655116748	0	0.00680079734953397	0	0.0515030155515453	0	0	0.142642143938859	0.0853615264957373	0.205927232460215	0.00526411518067452	0	0	0.0128540877625618	0	0.00654188137324624	0.124293087624614	0.0521474973988738	0	0	0.0237673321531399	0.00825220399657758	9999	0.666926741009128	0.748866332913748	0.725962038940695
