ID,B_cells,Blood_CD34._cells,Dendritic_cells,Eosinophils,Fibroblasts,Keratinocytes,Lymphatic_endothelial_cells,Macrophages,Monocytes,NK_cells,Neutrophils,Plasma_cells_CD138.,Platelets,Reticulocytes,Subcutaneous_Adipose,T_cells_CD3.,T_cells_CD4.,T_cells_CD8.,T_cells_Gamma_Delta,T_cells_Regulatory,Vascular_Endothelial_Cells
S13310,6.458952,6.04021,6.116036,6.792544,6.397472,5.691388,6.266212,6.335136,7.414102,6.669068,7.789454,5.626754,6.281982,5.125698,5.34152,6.77816,6.870732,7.27718,6.769742,6.364138,6.496378
S13311,6.399582,5.934126,6.176694,6.669208,6.365734,5.647792,6.225422,6.268126,7.51066,6.568434,7.465464,5.473494,6.208522,5.138558,5.385054,6.736248,6.63821,7.231492,6.6102,6.257098,6.533328
S13324,6.36901,5.993796,6.078686,6.640012,6.275126,5.71701,6.08005,6.13154,7.245072,6.535766,7.519214,5.436836,6.171574,5.081942,5.236726,6.617,6.602558,7.187176,6.552606,6.242028,6.411204
S13326,6.657842,6.09493,6.124628,6.504876,6.3105,5.755902,6.12464,6.204026,7.25062,6.781236,7.274486,5.638074,6.207176,5.138292,5.295456,6.585574,6.983258,7.14522,6.72705,6.21817,6.479126
S13329,6.384796,5.892244,6.064806,6.731678,6.3144,5.661338,6.138916,6.19802,7.275222,6.516272,7.64442,5.442038,6.173966,5.120914,5.294252,6.584082,6.609376,7.153436,6.4598,6.238388,6.372502
S13331,6.563952,6.056512,6.06187,6.64407,6.317122,5.737598,6.137916,6.114374,7.232476,6.593818,7.666794,5.438008,6.105962,4.996312,5.247116,6.82826,6.875428,7.333944,6.59691,6.33873,6.420288
S13336,6.680704,6.129852,6.228224,6.78528,6.443378,5.810658,6.318364,6.430926,7.662728,6.828682,7.643156,5.570788,6.35479,5.026416,5.302884,6.907054,6.945238,7.396922,6.884056,6.382556,6.627296
S13339,6.575052,5.978214,6.06947,6.60308,6.287952,5.697306,6.089622,6.20569,7.254656,6.57128,7.400156,5.482846,6.241666,5.119266,5.240966,6.668116,6.77652,7.212208,6.606302,6.254598,6.49712
S13341,6.102354,5.805798,5.995202,6.565836,6.249396,5.62183,6.0602,6.06883,7.102464,6.180138,7.393826,5.3847,6.063666,5.155978,5.240046,6.398922,6.247464,6.892696,6.27898,6.027354,6.312782
S13345,6.61228,6.074224,6.09311,6.679916,6.353162,5.70208,6.198266,6.25196,7.435498,6.79416,7.752508,5.494254,6.212986,5.020038,5.255456,6.855658,6.899488,7.443896,6.681328,6.362014,6.543948
S13346,6.578388,5.984808,6.114476,6.773486,6.347708,5.723638,6.142558,6.241988,7.373144,6.67061,7.714664,5.489106,6.201844,5.05118,5.336296,6.856218,6.765584,7.34496,6.68626,6.3403,6.551586
S13349,6.555968,6.110052,6.066438,6.62841,6.330098,5.750506,6.108944,6.191714,7.268888,6.738056,7.460498,5.498986,6.273008,5.075728,5.26043,6.685472,6.856044,7.283606,6.705178,6.305782,6.550282
S1335,6.611508,6.09795,6.153984,6.719374,6.365072,5.761644,6.019042,6.284756,7.483596,6.885436,7.830016,5.5236,6.221656,4.92501,5.345646,6.717602,6.924814,7.349278,6.746216,6.35996,6.543972
S13352,6.571522,6.08157,6.117088,6.738474,6.336644,5.785848,6.084212,6.264034,7.41116,6.883002,7.87166,5.528336,6.232254,5.011928,5.301024,6.744092,6.849294,7.362794,6.647414,6.376992,6.604712
S13354,6.374612,5.915732,6.15783,6.751616,6.294894,5.689592,6.188438,6.233282,7.40932,6.605018,7.655032,5.46935,6.142602,5.077222,5.262482,6.72136,6.666026,7.225196,6.626102,6.277938,6.4658
S13357,6.353588,5.973488,6.104746,6.69787,6.367552,5.736202,6.269432,6.292532,7.377672,6.502862,7.565694,5.493632,6.20727,5.109794,5.287464,6.746162,6.669792,7.236264,6.504564,6.293354,6.515752
S13367,6.444626,6.030456,6.134056,6.70877,6.294236,5.77049,6.265506,6.230352,7.361008,6.569626,7.753692,5.463348,6.240422,5.09785,5.236718,6.918572,6.83209,7.334976,6.658984,6.342018,6.430216
S13369,6.484912,5.944822,6.082606,6.685776,6.288376,5.687938,6.054246,6.200756,7.333726,6.579006,7.650654,5.505182,6.17929,5.040538,5.271806,6.562922,6.633972,7.116218,6.513382,6.232854,6.512648
S13370,6.595408,6.066502,6.076592,6.67601,6.404134,5.733032,6.221088,6.266328,7.38265,6.72293,7.865716,5.520238,6.311978,4.976512,5.27045,6.834816,6.881256,7.39717,6.750848,6.361774,6.525736
S13374,6.473294,6.057532,6.078348,6.553278,6.323028,5.692484,6.177946,6.172988,7.19282,6.681948,7.42717,5.54426,6.235376,5.056626,5.314686,6.803788,6.843878,7.381368,6.665564,6.294978,6.353866
S13378,6.684974,6.345656,6.247028,6.756132,6.46801,5.87287,6.297184,6.405754,7.521938,6.96222,7.733104,5.59052,6.535586,5.082674,5.36522,6.929752,7.002378,7.512222,6.96345,6.441668,6.67161
S13382,6.207816,5.760052,5.90937,6.514872,6.176622,5.667292,6.182258,6.02317,6.990354,6.120166,7.259128,5.392954,6.07148,5.24929,5.220284,6.4739,6.380188,6.913228,6.340096,6.154894,6.315054
S13389,6.285832,5.855542,6.046678,6.581902,6.240298,5.650852,6.101356,6.120978,7.244858,6.42519,7.456662,5.379598,6.128732,5.162152,5.219384,6.543562,6.453946,7.094884,6.437064,6.15271,6.385154
S13391,6.670474,6.157562,6.165308,6.799998,6.4194,5.790296,6.192022,6.38299,7.608506,7.047336,8.096596,5.61365,6.360034,4.861888,5.381896,6.897776,7.063046,7.6558,6.88233,6.475062,6.627138
S13396,6.465072,5.87212,6.085838,6.604636,6.259912,5.652642,6.061176,6.15069,7.334724,6.473726,7.661092,5.411488,6.07281,5.063824,5.181024,6.633694,6.55061,7.104834,6.503318,6.228924,6.363966
S13398,6.421964,6.084766,6.134464,6.66378,6.33507,5.71742,6.150934,6.261728,7.36081,6.655108,7.598346,5.548956,6.191222,5.04698,5.273146,6.773426,6.740534,7.32105,6.657326,6.31988,6.496602
S13403,6.547008,6.041382,6.177344,6.621098,6.292386,5.735624,6.227068,6.261818,7.40121,6.60994,7.519478,5.454288,6.36826,5.081168,5.31029,6.719792,6.756298,7.199708,6.6882,6.268792,6.584696
S13405,6.46942,5.982386,6.127492,6.66558,6.351124,5.704704,6.121558,6.223484,7.381968,6.703774,7.758926,5.519904,6.176774,5.042946,5.292132,6.671974,6.671836,7.279468,6.607986,6.253574,6.525256
S13407,6.65467,6.272354,6.2228,6.781164,6.445416,5.796708,6.272504,6.376436,7.552734,6.980274,7.838386,5.652664,6.421722,5.056464,5.36591,6.980882,7.05559,7.563882,6.891844,6.422166,6.654634
S1341,6.340606,5.926314,6.113518,6.712148,6.26599,5.707646,6.11675,6.186976,7.257932,6.5416,7.73576,5.472018,6.17581,5.09947,5.25862,6.680848,6.682754,7.209488,6.604018,6.254692,6.490692
S13415,6.580408,5.98081,6.096722,6.70501,6.290578,5.71804,6.183324,6.14338,7.234028,6.629408,7.581326,5.42264,6.14792,5.093014,5.260446,6.742574,6.735066,7.26099,6.59928,6.29237,6.456288
S13416,6.770522,6.221256,6.178682,6.645628,6.385508,5.770798,6.064454,6.28252,7.416142,6.942258,7.773792,5.579752,6.3242,4.875918,5.325646,6.909928,7.149288,7.50249,6.858262,6.419826,6.660758
S13420,6.757286,6.311958,6.249866,6.712666,6.456602,5.80395,6.213482,6.374476,7.54735,7.090084,7.755148,5.635192,6.483774,4.994044,5.416914,6.924622,7.167486,7.567882,7.016284,6.496902,6.686372
S13425,6.515116,6.088222,6.126896,6.709454,6.283392,5.65944,6.14037,6.212252,7.367226,6.747636,7.68297,5.464442,6.302578,4.97765,5.246582,6.700662,6.818796,7.308056,6.726876,6.30011,6.529822
S13433,6.798172,6.114284,6.161086,6.665806,6.338474,5.71595,6.078242,6.281454,7.415632,6.979656,7.79389,5.568526,6.365794,4.904038,5.336004,6.776886,7.0162,7.374574,6.855506,6.417698,6.636716
S13442,6.590014,6.10567,6.175976,6.649834,6.298908,5.688272,6.08964,6.191818,7.260496,6.752854,7.66558,5.457206,6.22992,5.001406,5.276516,6.67095,6.887184,7.313062,6.671416,6.318482,6.508314
S13444,6.228692,5.93003,6.051212,6.678732,6.271354,5.666922,6.15421,6.220874,7.268424,6.346468,7.673226,5.512688,6.260036,5.174118,5.242902,6.52362,6.505512,7.02039,6.49517,6.179872,6.449306
S13445,6.67077,6.211566,6.214526,6.672256,6.438856,5.714702,6.074872,6.297796,7.40659,6.85839,7.67206,5.617742,6.2674,4.92406,5.339458,6.762716,6.88681,7.251166,6.824702,6.375556,6.628354
S13454,6.53221,6.145926,6.250758,6.799456,6.462852,5.755762,6.18855,6.3804,7.643358,6.952956,7.976018,5.593134,6.33726,5.000194,5.336506,6.508508,6.70858,7.286746,6.753404,6.304064,6.62423
S13457,6.592146,6.089564,6.221648,6.826218,6.314312,5.744792,6.09488,6.3574,7.547396,6.850308,8.117994,5.574366,6.219014,4.916886,5.33701,6.61694,6.835218,7.254948,6.75882,6.315778,6.668306
S13461,6.589742,6.104024,6.105054,6.649982,6.416572,5.749194,6.24459,6.264138,7.35488,6.8425,7.575936,5.547202,6.291754,5.05088,5.332384,6.8468,6.985956,7.296028,6.825942,6.292634,6.531874
S13471,6.573896,6.060628,6.126298,6.702464,6.310912,5.68897,6.105366,6.231666,7.46374,6.763448,7.81506,5.48169,6.276812,4.966238,5.282996,6.627028,6.69309,7.202568,6.64047,6.280478,6.529556
S13472,6.780238,6.301578,6.290622,6.75959,6.430888,5.812184,6.239022,6.345994,7.580136,6.959416,7.828866,5.566128,6.463004,4.93998,5.325524,6.902992,6.99302,7.457992,6.91944,6.442244,6.65086
S13476,6.408762,6.03777,6.192544,6.67727,6.304132,5.74876,6.118358,6.21209,7.367464,6.654514,7.817422,5.495716,6.207258,5.122294,5.278654,6.545488,6.692586,7.098332,6.548668,6.187612,6.493312
S13478,6.564416,6.026862,6.1851,6.685854,6.31336,5.708284,6.246282,6.315516,7.33968,6.520286,7.64222,5.530454,6.30989,5.208536,5.332624,6.894202,6.781074,7.25049,6.629904,6.29767,6.46529
S1348,6.63027,6.169278,6.166124,6.69053,6.342132,5.758998,6.09784,6.254456,7.355876,6.879946,7.747858,5.528642,6.322548,4.988258,5.300068,6.671026,6.96029,7.338046,6.72945,6.336726,6.622584
S13486,6.602432,6.04613,6.167246,6.726218,6.311744,5.680964,6.178444,6.21075,7.432692,6.676218,7.671176,5.46975,6.19215,4.98101,5.259548,6.712088,6.775102,7.237076,6.673442,6.319328,6.576458
S13494,6.528642,6.088242,6.164862,6.78299,6.355254,5.740294,6.223202,6.244494,7.542202,6.818506,7.831932,5.493808,6.224826,4.952998,5.319238,6.713438,6.804692,7.331504,6.729952,6.311672,6.563052
S13507,6.562596,6.044064,6.047542,6.567994,6.329128,5.715722,6.134078,6.156562,7.201128,6.712742,7.306888,5.44518,6.13949,5.073146,5.298562,6.845878,6.894756,7.343144,6.64785,6.317886,6.431628
S13510,6.56787,6.134726,6.128574,6.732776,6.417602,5.784926,6.145722,6.282696,7.386162,6.863884,7.90885,5.558908,6.356776,4.9908,5.31482,6.890102,7.038068,7.557436,6.866136,6.37424,6.555112
S13511,6.902582,6.25568,6.250026,6.674832,6.384114,5.831798,6.09998,6.30912,7.464154,7.106572,7.811476,5.588752,6.299248,4.818068,5.338984,6.852756,7.200018,7.562248,6.93775,6.4934,6.635272
S13512,6.5812,6.044636,6.175198,6.656968,6.341578,5.738638,6.125176,6.262536,7.426664,6.79431,7.64953,5.46923,6.218774,5.04046,5.263086,6.760286,6.835414,7.358686,6.707984,6.300128,6.561498
S13515,6.5394,6.003476,6.132368,6.701102,6.27844,5.638074,6.113306,6.193872,7.274792,6.666342,7.881456,5.469994,6.24509,5.03973,5.297018,6.667766,6.724744,7.241236,6.64068,6.280196,6.451582
S13519,6.621132,6.077788,6.062598,6.61378,6.294202,5.72379,6.125462,6.130354,7.130182,6.759474,7.586746,5.482432,6.146694,4.99337,5.343336,6.844998,6.907992,7.418168,6.658078,6.354944,6.480068
S13521,6.608296,6.064094,6.173214,6.629602,6.313154,5.68026,6.108286,6.325668,7.47685,6.796022,7.64188,5.52444,6.23024,4.947402,5.269588,6.61151,6.79376,7.226434,6.736904,6.329242,6.639224
S13533,6.378412,5.984216,6.067336,6.700164,6.38716,5.74944,6.281078,6.251636,7.260948,6.44356,7.570624,5.552384,6.455858,5.209478,5.328706,6.783828,6.671646,7.213906,6.659218,6.227102,6.49849
S13537,6.357074,6.024998,5.998476,6.538238,6.255224,5.755422,6.166892,6.079242,6.861108,6.560384,7.115612,5.465022,6.201854,5.238856,5.258506,6.84615,6.869276,7.2162,6.531636,6.277056,6.359178
S13541,6.735116,6.308184,6.091508,6.505654,6.361066,5.780756,6.043438,6.21584,7.170992,7.049448,7.534084,5.59876,6.357118,4.994462,5.365274,6.679838,7.269726,7.30246,6.851154,6.396772,6.54308
S13543,6.55777,6.022358,6.094386,6.588386,6.231412,5.724716,6.038476,6.164716,7.191282,6.637552,7.498688,5.61654,6.22408,5.164326,5.3481,6.610646,6.857256,7.079164,6.623716,6.288498,6.480422
S13545,6.643392,6.085536,6.107722,6.48669,6.321582,5.673802,6.063848,6.196484,7.140736,6.828812,7.361752,5.611916,6.266102,5.01697,5.339022,6.45613,6.990942,7.088478,6.761222,6.213804,6.438942
S1355,6.61067,6.061582,6.076034,6.689592,6.277884,5.733012,6.034082,6.184986,7.262056,6.738514,7.89341,5.452228,6.258774,4.947136,5.258926,6.678108,6.844924,7.299492,6.643912,6.323316,6.596906
S13558,6.501248,6.059482,6.100696,6.671378,6.287206,5.730098,6.127776,6.24796,7.389554,6.816952,7.781976,5.496638,6.19325,4.928398,5.280558,6.604384,6.78791,7.413024,6.679824,6.313346,6.58868
S1356,6.597476,6.095,6.04565,6.614166,6.296486,5.708158,6.078218,6.208378,7.26759,6.781278,7.580706,5.509644,6.181664,5.000914,5.278726,6.815614,6.959918,7.258352,6.74299,6.339736,6.477956
S13561,6.54061,5.976828,6.04739,6.747626,6.272012,5.706292,6.056396,6.204944,7.290192,6.668454,7.822996,5.477324,6.172332,5.066408,5.24683,6.62963,6.749744,7.191902,6.55391,6.260262,6.488542
S13564,6.538164,6.023988,6.025752,6.530876,6.236048,5.617586,6.022036,6.139626,7.09995,6.8267,7.508126,5.530148,6.10189,4.983856,5.340132,6.75452,7.01476,7.36631,6.677664,6.331152,6.372516
S13568,6.697612,6.137884,6.123624,6.650608,6.35259,5.730954,6.123082,6.229286,7.280876,6.830722,7.73958,5.58105,6.359712,5.007008,5.373626,6.758996,6.970488,7.344034,6.689466,6.363074,6.553474
S13569,6.487988,5.95808,6.038178,6.653734,6.2818,5.72088,6.11009,6.199618,7.251542,6.61954,7.722364,5.487994,6.228766,5.0339,5.286486,6.656342,6.696516,7.179146,6.582412,6.280622,6.475516
S13570,6.587762,6.000914,6.079806,6.601484,6.305222,5.668764,5.985356,6.202076,7.27129,6.87079,7.66187,5.579138,6.164244,5.021526,5.248614,6.469356,6.782506,7.082862,6.60082,6.197136,6.47596
S13575,6.562086,6.171058,6.191226,6.79828,6.390856,5.756364,6.334312,6.370438,7.585066,6.767462,7.743238,5.613238,6.444242,5.04951,5.348234,6.783922,6.792924,7.302378,6.82534,6.343402,6.621072
S13577,6.61714,6.04854,6.1136,6.69661,6.341082,5.686962,6.055864,6.204878,7.320822,6.822166,7.708608,5.483074,6.24935,4.97995,5.310206,6.621734,6.798492,7.304124,6.651628,6.30866,6.579136
S13585,6.605796,6.078318,6.175172,6.743042,6.374604,5.720784,6.170098,6.259292,7.393692,6.717638,7.772074,5.51858,6.41194,5.060752,5.266212,6.713094,6.800426,7.285852,6.692842,6.280772,6.552838
S13586,6.326004,5.900846,6.050022,6.68772,6.296688,5.643654,6.294516,6.19468,7.16484,6.251186,7.486936,5.545214,6.229116,5.184902,5.32878,6.620924,6.540464,6.943396,6.506772,6.196112,6.361426
S13587,6.62098,6.061712,6.099038,6.700196,6.367726,5.736258,6.207806,6.299102,7.380678,6.757938,7.709134,5.54274,6.244444,5.054406,5.316256,6.92461,6.904846,7.444918,6.774178,6.402332,6.544352
S13589,6.71004,6.178838,6.16682,6.607106,6.330336,5.755958,6.166316,6.238506,7.377908,6.86174,7.692394,5.592006,6.241708,5.01121,5.29845,6.774444,6.92343,7.30065,6.729578,6.364152,6.593292
S13593,6.560048,6.186846,6.192354,6.703592,6.389578,5.731436,6.108516,6.249016,7.302094,6.818944,7.622248,5.59269,6.235842,5.012384,5.339742,6.769798,6.946728,7.255598,6.756276,6.34653,6.534794
S13605,6.466962,6.047732,6.133506,6.756488,6.351528,5.731698,6.080958,6.296446,7.44995,6.788078,7.83477,5.49437,6.266686,4.968746,5.27438,6.757618,6.772506,7.36403,6.713688,6.33905,6.522176
S13616,6.666138,6.16674,6.221228,6.700076,6.36783,5.782342,6.142534,6.298342,7.451456,6.957302,7.899506,5.546168,6.291716,4.913698,5.36291,6.7659,6.919816,7.459642,6.799664,6.355634,6.599254
S13617,6.481886,6.017428,6.216986,6.73958,6.335468,5.710466,6.184396,6.356442,7.57096,6.75723,7.778136,5.573634,6.297702,5.069042,5.319242,6.713094,6.759038,7.257318,6.679094,6.332008,6.606986
S13618,6.550634,6.096748,6.223162,6.685034,6.342148,5.793614,6.117042,6.315604,7.510434,6.848972,7.766868,5.5732,6.229476,5.005568,5.247426,6.67121,6.878452,7.273632,6.716554,6.3181,6.590242
S13625,6.479594,5.99684,6.141424,6.682924,6.404902,5.745912,6.149342,6.18867,7.306562,6.69719,7.760544,5.522574,6.317348,5.03602,5.262102,6.720438,6.796222,7.31666,6.660906,6.29078,6.547926
S13627,6.489778,5.918006,6.129632,6.709896,6.338178,5.680932,6.229762,6.209762,7.339286,6.584424,7.7489,5.525128,6.225216,5.124798,5.323924,6.613218,6.616594,7.107414,6.643752,6.264402,6.494086
S13633,6.8416,6.12713,6.219734,6.660166,6.37322,5.706036,6.088322,6.262492,7.363854,7.042492,7.694096,5.52152,6.257872,4.931896,5.346702,6.778918,7.0689,7.448458,6.85127,6.4014,6.636154
S13636,6.434042,5.966268,6.17682,6.792008,6.347964,5.679448,6.23456,6.304416,7.508414,6.639962,7.545764,5.49562,6.195702,5.113048,5.249244,6.74372,6.606502,7.235822,6.701098,6.256278,6.482286
S13638,6.531998,6.035998,6.1404,6.70019,6.28053,5.69817,6.07248,6.270406,7.368778,6.702174,7.848178,5.395576,6.359526,5.021092,5.29549,6.459856,6.619754,7.08373,6.668358,6.24057,6.571216
S13646,6.457774,6.038378,6.206472,6.761576,6.4354,5.748806,6.318654,6.331734,7.530652,6.607078,7.707744,5.607642,6.291426,5.117384,5.320594,6.736516,6.690786,7.275772,6.753208,6.276292,6.543818
S13647,6.803558,6.18591,6.178344,6.662396,6.400926,5.75764,6.203866,6.27984,7.328352,6.972,7.687352,5.5788,6.37884,4.974814,5.3561,6.95817,7.114838,7.539046,6.898758,6.507444,6.614046
S13649,6.539856,6.025798,6.226422,6.73976,6.337216,5.726948,6.213582,6.25757,7.480094,6.692392,7.688442,5.51858,6.202042,5.067974,5.288646,6.716588,6.664382,7.326638,6.675818,6.305154,6.57419
S1365,6.663144,6.027898,6.143782,6.692746,6.301914,5.709308,6.105408,6.19629,7.422082,6.8157,7.805686,5.49326,6.192512,4.995164,5.254486,6.762374,6.886252,7.350692,6.703928,6.335788,6.465064
S13654,6.517602,5.96947,6.068492,6.63287,6.25514,5.69426,6.103406,6.183264,7.15568,6.467596,7.545268,5.431006,6.121218,5.10255,5.306788,6.526898,6.661566,7.055616,6.4482,6.15152,6.400254
S13656,6.74104,6.176482,6.296806,6.760616,6.421924,5.77816,6.263466,6.42073,7.587036,6.872438,7.804052,5.55078,6.352052,5.039102,5.37238,6.703138,6.766694,7.355158,6.832674,6.38074,6.624014
S13658,6.304244,5.870972,6.016264,6.772612,6.338948,5.756358,6.255372,6.250994,7.347386,6.418096,7.721172,5.426362,6.221636,5.161316,5.393304,6.746428,6.591282,7.15866,6.539684,6.256684,6.502786
S13664,6.285688,5.872614,6.121416,6.687908,6.254504,5.631034,6.09768,6.135478,7.326522,6.45414,7.852216,5.352084,6.1082,5.039498,5.188044,6.47376,6.454694,7.048226,6.413504,6.158986,6.440684
S13672,6.402996,6.014674,6.23434,6.85106,6.400326,5.74072,6.285228,6.327666,7.54223,6.641024,7.869992,5.520266,6.322154,5.09274,5.280032,6.75903,6.661594,7.268452,6.690434,6.336426,6.567042
S13674,6.526922,6.003938,6.0979,6.674884,6.36601,5.652596,6.140748,6.267524,7.353892,6.690714,7.676176,5.538458,6.244318,5.030946,5.284388,6.619748,6.694372,7.250036,6.646506,6.285062,6.543684
S13675,6.802032,6.337918,6.262576,6.647812,6.384344,5.750164,6.050876,6.362386,7.455746,7.120178,7.817712,5.657882,6.452792,4.879124,5.439332,6.598552,7.018018,7.248346,6.888124,6.340926,6.639352
S13678,6.629258,6.061434,6.247956,6.624684,6.308954,5.73185,5.998724,6.224382,7.410818,6.812088,7.548788,5.474208,6.139796,5.033602,5.30966,6.733694,6.844726,7.17312,6.666666,6.268018,6.491198
S13679,6.552392,6.120364,6.237078,6.774892,6.32437,5.740228,6.09818,6.313452,7.568284,6.80274,8.003576,5.548522,6.375482,4.9704,5.294256,6.686236,6.867888,7.309494,6.724094,6.331334,6.628328
S13698,6.74702,6.238294,6.118032,6.623794,6.315406,5.71961,6.155844,6.276706,7.401428,6.932516,7.730126,5.619138,6.212104,4.97821,5.386336,6.823584,7.091934,7.385826,6.857744,6.394458,6.571396
S13706,6.382272,5.922608,6.059438,6.555114,6.186698,5.641406,6.084884,6.068034,7.154886,6.495642,7.350676,5.506598,6.178964,5.097182,5.278804,6.610764,6.70739,7.043144,6.524892,6.15945,6.433008
S13708,6.562756,6.12958,6.209952,6.777648,6.360364,5.765866,6.242434,6.303004,7.603602,6.777144,7.850564,5.505612,6.302996,4.9467,5.297134,6.886606,6.838092,7.38683,6.791418,6.355144,6.543654
S1371,6.589056,6.015298,6.078348,6.664896,6.289386,5.684854,6.0968,6.165112,7.16272,6.686314,7.741396,5.506848,6.29736,5.05094,5.282844,6.73944,6.782276,7.343286,6.596408,6.324516,6.532462
S13716,6.604674,6.045566,6.088696,6.59993,6.313862,5.683434,6.066722,6.19042,7.298134,6.752508,7.570862,5.476724,6.28012,5.010722,5.25879,6.83759,6.977232,7.358404,6.681792,6.349522,6.524202
S13717,6.849874,6.276416,6.26419,6.676072,6.427708,5.749338,6.129368,6.329306,7.496958,7.123924,7.687058,5.562496,6.295464,4.905892,5.34333,6.866836,7.197098,7.466658,6.932002,6.459312,6.607664
S13725,6.469554,5.950596,6.06229,6.67555,6.246568,5.647838,6.08523,6.19251,7.3167,6.644422,7.819812,5.43758,6.16253,5.069152,5.251378,6.66329,6.68669,7.142084,6.586778,6.212858,6.475858
S1373,6.55155,6.0579,6.126994,6.770926,6.344836,5.630182,6.126572,6.293146,7.419676,6.709636,7.922206,5.516874,6.314622,4.992102,5.29167,6.652354,6.684184,7.252686,6.682754,6.314022,6.578378
S13749,6.480982,6.098508,6.12569,6.701594,6.319122,5.745796,6.209042,6.208242,7.385768,6.610686,7.486238,5.503288,6.269292,5.08869,5.283704,6.632462,6.692342,7.273098,6.662124,6.314874,6.49746
S13751,6.263562,5.861148,5.986654,6.641804,6.202494,5.64538,6.115712,6.149294,7.17962,6.46043,7.435288,5.447774,6.16752,5.188772,5.250962,6.504568,6.516626,7.028978,6.446858,6.194682,6.39866
S13759,6.55808,6.072892,6.147952,6.70626,6.359104,5.664582,6.15874,6.235752,7.410978,6.807774,7.759578,5.54668,6.280906,5.01978,5.286652,6.748494,6.78484,7.358204,6.74912,6.343956,6.543922
S13761,6.606994,6.08765,6.173648,6.715326,6.328754,5.799796,6.124834,6.303992,7.433208,6.806456,7.752408,5.556046,6.2946,4.959122,5.292026,6.822056,6.953052,7.378088,6.771946,6.361702,6.588116
S13766,6.428072,6.040794,6.01037,6.602494,6.271794,5.620436,6.09868,6.15913,7.143828,6.747894,7.554414,5.406482,6.269364,5.025094,5.311956,6.714324,6.86023,7.237974,6.612484,6.291998,6.510962
S13778,6.489442,6.11296,6.123654,6.696396,6.316146,5.710174,6.164666,6.265396,7.295112,6.753946,7.637724,5.518064,6.277794,5.030452,5.290152,6.746796,6.935428,7.326266,6.681914,6.276798,6.518322
S1378,6.439232,6.070952,6.191862,6.54324,6.300452,5.775756,6.217984,6.125904,7.145076,6.42826,7.14316,5.48762,6.22417,5.209074,5.275638,6.819314,6.784316,7.203834,6.535604,6.305856,6.409452
S13780,6.584864,6.076882,6.127946,6.703934,6.285092,5.71927,6.158462,6.215236,7.460264,6.744288,7.633854,5.480352,6.124654,4.958798,5.278554,6.859896,6.812722,7.34474,6.726476,6.3399,6.514074
S13785,6.325992,5.975816,6.153408,6.682072,6.340064,5.688474,6.285394,6.231878,7.44482,6.463006,7.535112,5.47755,6.212246,5.157092,5.242046,6.724746,6.589186,7.192432,6.56948,6.239584,6.447448
S13789,6.615302,6.096324,6.11385,6.83298,6.34535,5.70764,6.134272,6.254894,7.393564,6.846008,7.951454,5.47734,6.28913,4.947202,5.307102,6.736372,6.828668,7.338508,6.791892,6.357754,6.575326
S13791,6.357164,5.997998,6.13287,6.60123,6.302108,5.74525,6.11992,6.229252,7.333422,6.461812,7.32219,5.527994,6.162156,5.1335,5.328274,6.55627,6.52157,7.0769,6.520514,6.187066,6.499648
S13794,6.309864,5.916994,6.084792,6.639662,6.342556,5.690436,6.195666,6.204416,7.29402,6.405566,7.539048,5.44059,6.155452,5.12766,5.230222,6.703336,6.586086,7.148222,6.531982,6.217452,6.427804
S13795,6.73461,6.115086,6.162478,6.76463,6.289982,5.769342,6.148244,6.287314,7.386942,6.930674,7.824748,5.51829,6.271952,4.96462,5.352722,6.862626,6.944634,7.520336,6.758528,6.447858,6.601054
S13796,6.522024,5.993776,6.133166,6.65225,6.29489,5.725292,6.16769,6.182554,7.254398,6.521416,7.65729,5.555112,6.246554,5.130792,5.277278,6.653298,6.712504,7.13973,6.47433,6.260742,6.560974
S13824,6.592032,6.145796,6.162676,6.746614,6.41076,5.704704,6.21658,6.238032,7.397038,6.739114,7.803288,5.519338,6.381594,5.045404,5.275558,6.871074,6.964492,7.355232,6.702914,6.38657,6.58151
S13827,6.75978,6.24932,6.232556,6.698682,6.45742,5.790142,6.216728,6.28669,7.440212,6.941242,7.672274,5.586604,6.341872,4.952936,5.35595,6.928974,7.149248,7.38763,6.917804,6.460524,6.60955
S13834,6.198804,5.847006,6.025916,6.570252,6.233908,5.694484,6.19593,6.128858,7.04544,6.38618,7.429484,5.47884,6.144404,5.14679,5.226906,6.548192,6.499618,6.991468,6.465464,6.191304,6.384702
S13837,6.563544,6.069446,6.209984,6.71929,6.399762,5.714256,6.176352,6.292574,7.466336,6.650676,7.724392,5.610402,6.389662,5.06104,5.265236,6.783064,6.753442,7.29477,6.745426,6.31464,6.58265
S13846,6.614184,6.216814,6.256902,6.761754,6.445626,5.8249,6.297528,6.363034,7.688666,6.885544,7.739894,5.619944,6.295132,5.015,5.317806,6.725642,6.750438,7.376476,6.853682,6.370874,6.612114
S1385,6.517156,5.987808,6.071052,6.672228,6.27579,5.683248,6.112676,6.210324,7.304508,6.61054,7.675176,5.495262,6.168686,5.057342,5.248366,6.826832,6.79113,7.21624,6.59259,6.290916,6.492086
S13851,6.63354,6.116244,6.124088,6.604264,6.245764,5.71003,6.050048,6.193422,7.21413,6.842692,7.63631,5.549136,6.232686,5.04377,5.399534,6.752438,7.001552,7.234632,6.720574,6.349736,6.542366
