ID,B_cells,Blood_CD34._cells,Dendritic_cells,Eosinophils,Fibroblasts,Keratinocytes,Lymphatic_endothelial_cells,Macrophages,Monocytes,NK_cells,Neutrophils,Plasma_cells_CD138.,Platelets,Reticulocytes,Subcutaneous_Adipose,T_cells_CD3.,T_cells_CD4.,T_cells_CD8.,T_cells_Gamma_Delta,T_cells_Regulatory,Vascular_Endothelial_Cells
S18851,6.514422,6.071198,6.167152,6.751142,6.319674,5.67402,6.161438,6.253448,7.320116,6.655832,7.67961,5.486164,6.304984,5.076822,5.341626,6.593218,6.700118,7.174488,6.659792,6.297958,6.479112
S18856,6.85329,6.250882,6.229758,6.757968,6.49951,5.7818,6.189436,6.379174,7.53319,7.076972,7.775946,5.630408,6.295378,4.862256,5.370732,7.081988,7.256392,7.684386,7.028604,6.560716,6.662876
S1887,6.396142,5.998898,6.16075,6.691028,6.357152,5.684862,6.111012,6.20734,7.263544,6.608492,7.729666,5.449984,6.33124,5.048676,5.250868,6.776886,6.750094,7.327386,6.637332,6.31925,6.50539
S18879,6.656642,6.0191,6.178728,6.700622,6.32522,5.700454,6.07611,6.290828,7.379576,6.827152,7.944038,5.494972,6.313918,5.00881,5.315146,6.785636,6.8724,7.26429,6.663332,6.313192,6.497498
S18881,6.44334,6.026416,6.12734,6.579238,6.323672,5.77114,6.049134,6.152422,7.188384,6.588652,7.515078,5.583336,6.256912,5.134714,5.32487,6.527522,6.752352,7.071024,6.534806,6.19987,6.51863
S18882,6.149124,5.712544,6.035318,6.753672,6.22403,5.643894,6.077348,6.16822,7.30151,6.255678,7.935264,5.362614,6.220444,5.145334,5.179816,6.28228,6.202898,6.868458,6.273558,6.053076,6.374728
S18888,6.650272,6.061596,6.254662,6.715586,6.349688,5.78823,6.213966,6.327492,7.549124,6.695428,7.770786,5.527876,6.380016,5.103994,5.351106,6.740228,6.824416,7.267044,6.70152,6.367164,6.608172
S18889,6.740966,6.126384,6.194348,6.74322,6.34769,5.718296,6.066276,6.26941,7.530766,6.881182,7.838976,5.502776,6.360916,4.878362,5.256608,6.710006,6.917288,7.3487,6.808998,6.380922,6.591082
S18895,6.801544,6.121284,6.089576,6.61054,6.300046,5.727462,6.080044,6.15204,7.241682,6.819588,7.524418,5.481266,6.211254,4.96726,5.251138,6.892962,6.971136,7.416662,6.739656,6.38641,6.517108
S18896,6.288668,5.901162,6.020274,6.583658,6.260972,5.61885,6.199182,6.196574,7.18549,6.409042,7.455278,5.517372,6.257776,5.187276,5.261556,6.6611,6.598828,7.043148,6.52505,6.179082,6.423138
S18897,6.336804,5.877584,5.937302,6.534546,6.242636,5.694968,5.980678,6.032428,7.007964,6.499064,7.454548,5.455322,6.075034,5.076114,5.297808,6.528614,6.473706,7.106854,6.33246,6.182698,6.340456
S18905,6.625054,6.1369,6.314318,6.83836,6.454666,5.817934,6.22692,6.376378,7.59069,6.861266,7.93165,5.59346,6.328718,5.031264,5.32566,6.825362,6.935662,7.367074,6.824824,6.355738,6.580772
S18906,6.488718,6.157786,6.257542,6.903282,6.554406,5.78818,6.429758,6.51633,7.63968,6.626486,7.877244,5.703488,6.423136,5.135808,5.357806,6.990478,6.843032,7.311788,6.890732,6.408046,6.589036
S18907,6.43098,6.038822,6.15172,6.6405,6.363738,5.681924,6.15598,6.309928,7.44127,6.691186,7.64976,5.623872,6.25939,5.15514,5.328858,6.726326,6.779652,7.231392,6.61527,6.23241,6.543096
S1891,6.542908,6.131848,6.14385,6.641656,6.352286,5.777966,6.16979,6.256348,7.324274,6.631494,7.580258,5.518164,6.303242,5.079872,5.245696,6.779514,6.90096,7.282164,6.673234,6.319492,6.497094
S18911,6.693014,6.180478,6.218132,6.843066,6.438256,5.800626,6.228414,6.369248,7.660008,6.906096,7.819348,5.58063,6.414894,4.919748,5.365568,6.894132,6.955388,7.484746,6.914936,6.432356,6.66153
S18914,6.69498,6.106884,6.123172,6.633898,6.311274,5.723956,6.091026,6.182258,7.336816,6.770914,7.573638,5.491102,6.243574,4.984556,5.272772,6.681876,6.863632,7.274048,6.698164,6.330844,6.551524
S18920,6.940436,6.259212,6.290624,6.738876,6.391642,5.799182,6.14797,6.349194,7.568126,6.981494,7.913408,5.629024,6.405092,4.90916,5.329852,6.880878,7.02944,7.422946,6.894666,6.41661,6.649136
S18921,6.668564,6.179116,6.162738,6.695728,6.3656,5.74685,6.188978,6.288514,7.414686,6.794188,7.856746,5.504986,6.262208,5.000736,5.283106,6.802298,6.885192,7.280922,6.802396,6.361044,6.572392
S18934,6.352328,5.944786,6.073644,6.609246,6.246258,5.684406,6.125156,6.107616,7.18098,6.38317,7.414728,5.411422,6.244412,5.182796,5.22449,6.706498,6.608978,7.095754,6.472842,6.206224,6.39926
S18936,6.166994,5.682344,5.930748,6.56149,6.140596,5.65441,6.136136,6.02598,6.996414,6.147814,7.444796,5.4167,6.103896,5.1909,5.24074,6.50096,6.324582,6.887172,6.191574,6.138232,6.253978
S18939,6.756202,6.185268,6.205152,6.630828,6.32904,5.791314,6.05134,6.245094,7.380202,6.97978,7.641442,5.633496,6.251694,4.897398,5.312868,6.743866,7.03379,7.266474,6.851322,6.376,6.60175
S18941,6.07593,5.805348,6.019368,6.50668,6.241678,5.650348,6.202348,6.024468,6.98582,6.166168,7.138892,5.417246,6.068572,5.30923,5.275094,6.55944,6.360848,6.96725,6.279716,6.179432,6.221604
S18943,6.611014,6.077804,6.088798,6.708172,6.318104,5.721094,6.19683,6.274264,7.337438,6.690168,7.896354,5.517012,6.321594,5.011022,5.338578,6.802348,6.930126,7.341066,6.705536,6.327416,6.539938
S18954,6.820614,6.278496,6.19954,6.767262,6.45716,5.773338,6.242336,6.375064,7.441716,7.02688,7.795714,5.63805,6.427526,4.951252,5.40958,6.89093,7.142088,7.407074,6.956598,6.467946,6.632152
S18957,6.833452,6.404372,6.388054,6.732534,6.690234,5.950458,6.437902,6.496412,7.660994,7.231944,7.62706,5.863808,6.429312,5.065448,5.390152,7.01914,7.242086,7.53799,7.16072,6.443274,6.710386
S18960,6.746658,6.156868,6.186538,6.607474,6.331362,5.78929,6.123568,6.227522,7.257866,6.873702,7.585998,5.59742,6.334976,4.984402,5.312298,6.734866,7.05986,7.354954,6.70984,6.330686,6.531866
S18967,6.208854,5.81398,6.048916,6.714658,6.24796,5.71393,6.140238,6.158576,7.223312,6.26093,7.67958,5.475492,6.143464,5.171306,5.24174,6.571662,6.428334,6.907998,6.30778,6.141924,6.400484
S18969,6.27551,5.886566,6.120186,6.727676,6.327526,5.687146,6.351476,6.207876,7.353368,6.46609,7.50996,5.492202,6.182146,5.208652,5.32155,6.70439,6.574224,7.202604,6.543546,6.2116,6.368916
S18972,6.481114,5.957786,6.137172,6.702964,6.287566,5.70406,6.106078,6.2313,7.39779,6.546416,7.78468,5.45789,6.20008,5.03852,5.266216,6.64155,6.642694,7.154084,6.559374,6.252816,6.50006
S18979,6.538506,6.103078,6.180774,6.753874,6.450626,5.77326,6.253664,6.377898,7.526918,6.662028,7.98614,5.460822,6.44217,5.09481,5.284204,6.826192,6.858624,7.371124,6.750542,6.370524,6.56138
S18980,6.681892,6.251012,6.261654,6.66182,6.461432,5.75146,6.06924,6.394742,7.489302,7.037546,7.909304,5.70238,6.262776,4.979896,5.275792,6.699062,7.136952,7.256386,6.886414,6.228924,6.637172
S18985,6.540598,6.08185,6.099192,6.75199,6.33106,5.69365,6.148072,6.236686,7.422946,6.716604,7.719196,5.582972,6.247822,4.99231,5.305524,6.793054,6.874924,7.393586,6.614578,6.34581,6.55179
S18986,6.651922,6.127026,6.18705,6.773264,6.373442,5.70281,6.146816,6.313946,7.511136,7.043034,7.986952,5.56139,6.306192,4.942444,5.399904,6.68181,6.849934,7.475126,6.780918,6.421776,6.656678
S18987,6.642984,6.10198,6.218426,6.790242,6.469326,5.742648,6.22509,6.3559,7.565208,6.973508,7.921102,5.53176,6.369776,4.934652,5.322046,6.812066,6.920404,7.43348,6.924574,6.424544,6.645316
S1899,6.57609,6.051046,6.10824,6.702786,6.316526,5.728478,6.136122,6.186738,7.324856,6.818614,7.752952,5.503926,6.280998,5.01363,5.384678,6.704988,6.9052,7.218044,6.732682,6.344098,6.562444
S18990,6.359918,5.977522,6.023808,6.573054,6.210562,5.622856,6.125002,6.170936,7.192592,6.50393,7.463056,5.612814,6.194678,5.093226,5.27558,6.608402,6.630892,7.135198,6.480988,6.140918,6.505272
S190,6.485634,5.949142,6.107262,6.630126,6.227344,5.725828,6.097074,6.168254,7.255772,6.495688,7.57016,5.468142,6.161248,5.094196,5.272202,6.617248,6.59393,7.084886,6.388564,6.226176,6.47227
S1900,6.400044,5.933342,6.054874,6.720804,6.299438,5.704132,6.288778,6.238528,7.380292,6.433462,7.66704,5.581672,6.232536,5.159176,5.362314,6.673004,6.571802,7.174402,6.592,6.222298,6.464396
S19002,6.557774,6.037872,6.112622,6.68569,6.289206,5.72946,6.048182,6.223436,7.38963,6.769644,7.674722,5.51988,6.21435,4.959344,5.249536,6.643318,6.781998,7.289278,6.67315,6.239396,6.528412
S19020,6.543032,5.991606,6.156392,6.748134,6.349172,5.772522,6.184348,6.252276,7.26288,6.70881,7.721358,5.59564,6.299666,5.098932,5.326776,6.774656,6.800328,7.322488,6.641338,6.358892,6.46781
S19021,6.501284,6.153814,6.14241,6.66581,6.373416,5.723914,6.1444,6.25603,7.316198,6.628374,7.586172,5.576702,6.299948,5.104896,5.288216,6.56044,6.72622,7.104766,6.637396,6.263766,6.50515
S19037,6.578066,6.124564,6.14479,6.625742,6.204654,5.71182,5.904196,6.200324,7.27375,6.863472,7.69794,5.52493,6.155808,4.92198,5.242204,6.561476,6.945654,7.136118,6.620924,6.240122,6.543246
S19042,6.564312,6.16282,6.148762,6.67484,6.387666,5.774208,6.158088,6.255312,7.360948,6.67315,7.681484,5.53081,6.469506,5.054484,5.23506,6.77592,6.832474,7.32126,6.658892,6.312802,6.543714
S19044,6.354916,5.94417,6.030688,6.571936,6.252544,5.683528,6.060798,6.153896,7.208078,6.589414,7.495574,5.522924,6.12808,5.063408,5.280106,6.672386,6.67676,7.231016,6.50082,6.28324,6.412928
S19060,6.812268,6.323234,6.20047,6.706584,6.389478,5.76364,6.126082,6.342014,7.438314,7.144846,7.809478,5.670364,6.372564,4.878296,5.420652,6.882898,7.168458,7.560736,6.969946,6.455614,6.688964
S19061,6.419788,6.02377,6.026732,6.61387,6.20453,5.628868,6.071322,6.150702,7.237256,6.584118,7.479794,5.50194,6.17171,5.092864,5.342278,6.526508,6.702038,7.038924,6.48609,6.226528,6.332234
S19063,6.412568,5.95614,6.18384,6.797012,6.354122,5.720802,6.223152,6.28282,7.499746,6.473694,7.764624,5.503166,6.203684,5.096682,5.31096,6.66605,6.50906,7.186816,6.593778,6.261178,6.494964
S1907,6.584686,6.11869,6.090892,6.690928,6.333802,5.747942,6.135314,6.195262,7.358534,6.875656,7.751838,5.463338,6.25879,4.981572,5.346836,6.773782,6.857446,7.420254,6.733824,6.35784,6.568562
S19076,6.3974,6.126656,6.167824,6.718788,6.42006,5.78562,6.234742,6.242098,7.376636,6.749976,7.552606,5.597576,6.298398,5.100714,5.349508,6.646898,6.815276,7.18746,6.746468,6.264288,6.504784
S19078,6.69765,6.116508,6.140292,6.637952,6.288586,5.680204,5.979966,6.260552,7.361594,6.919608,7.765268,5.520008,6.218834,4.89156,5.328792,6.708778,6.945536,7.402106,6.75619,6.322492,6.611512
S19084,6.888922,6.287038,6.268392,6.6778,6.389574,5.712306,6.104232,6.331248,7.548602,7.176988,7.82261,5.600312,6.340938,4.821214,5.372024,6.862688,7.113286,7.521322,6.926148,6.442524,6.632522
S19086,6.717718,6.181042,6.205236,6.644708,6.396806,5.81496,6.080318,6.290054,7.39203,6.856154,7.62037,5.580298,6.377508,5.034384,5.311518,6.720214,6.927798,7.3339,6.712774,6.358156,6.62244
S19091,6.694336,6.054768,6.095274,6.614474,6.29255,5.676308,6.134354,6.1961,7.240096,6.732766,7.497626,5.564946,6.17207,5.099492,5.32926,6.859844,6.922912,7.308624,6.608776,6.300008,6.494338
S19098,6.69427,6.092672,6.15147,6.753188,6.368748,5.734996,6.154642,6.249314,7.470172,6.981736,7.886188,5.546026,6.205386,4.908772,5.314178,6.906734,6.93147,7.497844,6.799878,6.424188,6.5728
S19099,6.513848,6.008594,6.111118,6.630012,6.263554,5.661128,6.123042,6.25488,7.396504,6.615974,7.606964,5.572412,6.312272,5.073598,5.269512,6.70751,6.77665,7.148536,6.630566,6.260726,6.561742
S19104,6.727564,6.14708,6.142346,6.664364,6.320678,5.751726,6.091778,6.219572,7.417044,6.919614,7.722242,5.517796,6.25136,4.999628,5.277362,6.71446,6.90368,7.40229,6.773518,6.33151,6.6072
S19107,6.863478,6.314526,6.376532,6.722624,6.50556,5.78505,6.244666,6.420628,7.584324,7.058744,7.723464,5.682852,6.363328,5.00147,5.391804,6.954832,7.125136,7.54257,6.979574,6.476056,6.684046
S19113,6.483178,5.976932,6.150116,6.789792,6.310938,5.73964,6.12647,6.299022,7.569288,6.616902,7.956058,5.435646,6.267214,4.995348,5.255572,6.624344,6.607232,7.152314,6.51744,6.260038,6.583516
S19122,6.570858,6.05412,6.107408,6.632294,6.26458,5.685378,6.11721,6.228892,7.315602,6.675766,7.671202,5.523182,6.26978,5.03888,5.265308,6.628078,6.783462,7.223026,6.612606,6.258898,6.53678
S19126,6.671212,6.20096,6.215746,6.60814,6.322664,5.729464,6.152964,6.306302,7.429642,6.938128,7.551484,5.655466,6.352366,5.042528,5.432276,6.84432,6.991218,7.414728,6.852482,6.391696,6.540704
S19135,6.734594,6.157548,6.135364,6.646222,6.347688,5.771128,6.121138,6.203592,7.325206,6.867268,7.605024,5.52174,6.201022,5.015418,5.305586,6.883286,7.032922,7.439912,6.731092,6.405974,6.511566
S19136,6.17483,5.860646,5.97562,6.434204,6.23579,5.600482,6.068284,6.070078,6.96391,6.434714,7.262466,5.423042,6.235404,5.102818,5.24943,6.499442,6.468276,7.112234,6.446368,6.099,6.38295
S19138,6.751502,6.20877,6.257108,6.658438,6.411196,5.819928,6.145972,6.295496,7.536616,6.92281,7.588602,5.578698,6.311402,4.985606,5.274014,6.820786,7.043042,7.441298,6.895146,6.397232,6.628878
S19141,6.69718,5.93602,6.02527,6.643304,6.264766,5.57895,5.96574,6.160762,7.15496,6.688396,7.794338,5.469048,6.1465,4.952668,5.31576,6.58591,6.698148,7.206764,6.581376,6.259444,6.47983
S19142,6.464888,6.060942,6.182396,6.671742,6.336078,5.697232,6.097896,6.218188,7.515534,6.79786,7.651998,5.4691,6.26033,4.991164,5.281408,6.574172,6.703502,7.270604,6.666954,6.317302,6.586168
S19145,6.596946,6.115532,6.209628,6.739646,6.300266,5.715084,6.192254,6.291372,7.423048,6.742278,7.667516,5.50939,6.262592,5.012114,5.278266,6.780738,6.80972,7.313424,6.675924,6.361996,6.577558
S1915,6.568376,6.041148,6.067442,6.605472,6.33731,5.717566,6.17058,6.234342,7.186088,6.916322,7.639588,5.55219,6.21941,5.048954,5.329984,6.70661,6.866412,7.404502,6.77292,6.374008,6.53606
S19166,6.550356,6.003314,6.056906,6.629508,6.241078,5.662886,6.082758,6.086672,7.196738,6.731104,7.594756,5.446894,6.142172,4.964028,5.276406,6.757836,6.808388,7.296834,6.592212,6.285612,6.462786
S19169,6.817846,6.3374,6.240512,6.67989,6.398168,5.815122,6.243764,6.314074,7.413778,7.052524,7.604016,5.646522,6.405238,4.966654,5.369542,6.962782,7.228382,7.521412,6.950932,6.462254,6.65557
S19183,6.673244,6.04876,6.100082,6.604922,6.26712,5.729168,6.119102,6.223122,7.204412,6.75268,7.540922,5.497274,6.26678,5.084546,5.288916,6.699728,6.958336,7.180058,6.684392,6.294258,6.538926
S19184,6.478882,6.04127,6.180086,6.731368,6.341674,5.742066,6.160604,6.282054,7.532418,6.710026,7.773822,5.525616,6.220922,5.037516,5.231588,6.585202,6.656852,7.234248,6.680572,6.268248,6.594386
S19188,6.625012,6.038246,6.18664,6.726004,6.394528,5.744726,6.192854,6.259484,7.42812,6.759858,7.80929,5.455574,6.28737,5.012138,5.282034,6.842056,6.888604,7.363206,6.748904,6.377024,6.573924
S1919,6.501282,5.999806,6.141726,6.76643,6.371044,5.715248,6.21092,6.26166,7.372826,6.684158,7.751906,5.56722,6.27734,5.047612,5.31583,6.82094,6.766666,7.366668,6.724824,6.368484,6.479546
S19195,6.618674,6.090942,6.175078,6.710556,6.375658,5.764914,6.202968,6.244262,7.324024,6.84389,7.67598,5.615952,6.300982,5.027082,5.308722,6.756876,6.915892,7.314892,6.887624,6.413722,6.572328
S19211,6.44367,5.989702,6.070202,6.755312,6.259636,5.65023,6.148442,6.229568,7.315268,6.706808,7.705896,5.460376,6.23928,4.99542,5.289738,6.682826,6.664088,7.290272,6.613596,6.27088,6.48024
S19220,6.58986,6.048262,6.218918,6.830862,6.436618,5.759826,6.193412,6.370096,7.503938,6.76804,7.868238,5.555018,6.262536,5.062944,5.270032,6.566922,6.671024,7.196006,6.705432,6.347062,6.659128
S19221,6.581336,6.07284,6.20215,6.878466,6.415226,5.75176,6.280862,6.35434,7.538718,6.744848,7.923124,5.492218,6.285716,5.006178,5.317962,6.831276,6.889276,7.34574,6.798558,6.334578,6.584294
S19226,6.568088,6.239448,6.169178,6.831326,6.450818,5.76524,6.305026,6.342752,7.475104,6.85439,7.709826,5.716674,6.456174,5.086058,5.37706,6.816678,6.958806,7.401208,6.917154,6.475008,6.637036
S1923,6.486308,6.106102,6.116746,6.775222,6.358612,5.806518,6.219824,6.279782,7.406338,6.840066,7.751754,5.518986,6.316578,4.987664,5.321858,6.83308,6.84296,7.499618,6.69662,6.384738,6.566054
S19234,6.520182,5.915624,6.051156,6.617764,6.238938,5.597042,6.067304,6.13949,7.1397,6.523246,7.659542,5.44764,6.218534,5.083316,5.222518,6.600078,6.706882,7.159612,6.492672,6.20741,6.447222
S19235,6.424932,5.931724,6.056872,6.61448,6.228446,5.651518,6.059306,6.151262,7.225646,6.516394,7.542392,5.506398,6.238094,5.094968,5.272852,6.609988,6.604706,7.084212,6.490764,6.210566,6.388574
S19244,6.541068,6.115862,6.054978,6.679978,6.338526,5.752258,6.189712,6.22413,7.285572,6.812956,7.708314,5.590164,6.221344,5.100024,5.316996,6.72779,6.904648,7.254714,6.705138,6.268758,6.436298
S19247,6.58164,6.160072,6.038386,6.58815,6.272968,5.71088,6.028568,6.219892,7.159964,6.828854,7.55145,5.583684,6.266312,5.104626,5.36811,6.64691,7.041892,7.103066,6.701722,6.245032,6.519094
S19249,6.572392,6.001836,6.093966,6.607048,6.258296,5.684958,6.038262,6.201964,7.330208,6.755416,7.572974,5.551422,6.170376,5.059062,5.250172,6.61345,6.888018,7.14202,6.693256,6.21566,6.412216
S1925,6.23062,5.950254,6.107786,6.758942,6.354212,5.672562,6.248304,6.278326,7.546288,6.506816,7.893998,5.487888,6.236436,5.075188,5.257824,6.686382,6.52611,7.176626,6.448898,6.199196,6.501758
S19250,6.885272,6.29814,6.177686,6.740756,6.384898,5.822484,6.127856,6.325252,7.387266,7.168642,7.909844,5.667844,6.266476,4.874418,5.321714,7.0608,7.367112,7.595146,7.055602,6.51771,6.608998
S19268,6.626104,6.0423,6.0579,6.59357,6.258376,5.72916,6.118198,6.140656,7.098136,6.906724,7.662468,5.512536,6.244692,5.10236,5.312644,6.72524,6.98439,7.347664,6.661734,6.360306,6.529352
S19272,6.503714,6.009984,6.115326,6.672874,6.342468,5.657746,6.148196,6.248892,7.339556,6.738052,7.69993,5.447054,6.22272,5.035964,5.311256,6.641928,6.706064,7.286924,6.612974,6.288756,6.518676
S19278,6.271376,5.863342,6.114132,6.683186,6.316474,5.696116,6.30461,6.215112,7.370784,6.356754,7.563786,5.403532,6.101074,5.143032,5.319122,6.682662,6.563126,7.100604,6.51279,6.239854,6.420326
S19279,6.726134,6.17922,6.160344,6.686886,6.45583,5.73922,6.244292,6.2772,7.342252,6.931136,7.736972,5.562462,6.392828,4.956462,5.326664,6.81106,6.928794,7.565508,6.918272,6.441172,6.606906
S1928,6.564428,6.155496,6.136216,6.703752,6.367664,5.75557,6.17027,6.201392,7.36992,6.74618,7.7176,5.51755,6.32792,5.026948,5.279894,6.895618,6.982616,7.385056,6.748714,6.403112,6.550736
S19280,6.459816,6.047036,6.114072,6.810824,6.389466,5.684326,6.160656,6.195026,7.333494,6.656426,7.727232,5.5032,6.269684,5.079328,5.32124,6.656086,6.677078,7.252996,6.67914,6.23608,6.454758
S19283,6.673614,6.006832,6.11315,6.649978,6.299816,5.646162,6.05291,6.177164,7.275622,6.682606,7.640996,5.484912,6.142972,4.962356,5.241046,6.701816,6.780348,7.29462,6.682438,6.307746,6.519412
S19285,6.47531,5.983984,5.968442,6.504186,6.181512,5.672394,6.161066,6.169906,7.101028,6.578624,7.463016,5.446584,6.23278,5.144094,5.27425,6.499036,6.759876,7.074222,6.592818,6.22099,6.42648
S19295,6.947176,6.235162,6.315246,6.773158,6.443284,5.790068,6.234982,6.413242,7.750898,7.00983,7.950892,5.60397,6.338968,4.901784,5.337814,6.812894,6.872432,7.502892,6.964866,6.440438,6.655492
S19302,6.603188,6.096692,6.100698,6.72934,6.374846,5.696832,6.176004,6.286896,7.505354,6.785764,7.932076,5.429954,6.265866,5.057358,5.27218,6.67803,6.76305,7.297296,6.673416,6.322918,6.605274
S19305,6.325842,5.85792,5.986068,6.582696,6.238264,5.672374,6.078968,6.075104,7.098932,6.414036,7.488002,5.518012,6.16014,5.16026,5.25302,6.538036,6.478428,7.070474,6.446554,6.199042,6.378964
S19308,6.55563,6.024246,6.13416,6.753676,6.31293,5.732186,6.142236,6.211678,7.313888,6.513502,7.658712,5.477266,6.257496,5.155816,5.24801,6.531136,6.581294,7.100052,6.508662,6.181468,6.49472
S19315,6.549332,6.046948,6.035772,6.69715,6.274008,5.697708,6.086526,6.15824,7.246038,6.83402,7.704332,5.515744,6.20119,4.957356,5.308606,6.693346,6.850452,7.376302,6.676224,6.320396,6.519194
S19318,6.516816,6.139198,6.118116,6.719494,6.326794,5.728642,6.181676,6.250122,7.37162,6.788512,7.715438,5.542172,6.25134,5.027686,5.341542,6.704652,6.808834,7.240748,6.764772,6.30789,6.577694
S19321,6.582512,6.077766,6.163336,6.638528,6.35951,5.761644,6.102608,6.28648,7.476608,6.89236,7.58972,5.47932,6.240052,4.955408,5.283312,6.822968,6.924678,7.41162,6.768168,6.35463,6.585672
S19325,6.553074,6.081092,6.27692,6.776982,6.371748,5.767938,6.172074,6.275474,7.501358,6.80341,7.81558,5.607538,6.30443,4.992648,5.296612,6.757798,6.840302,7.398888,6.757524,6.295316,6.53447
S19329,6.675498,6.2064,6.204934,6.680926,6.431178,5.807448,6.206478,6.22264,7.266782,6.964492,7.508732,5.561054,6.300734,5.025968,5.414022,6.952942,7.060028,7.549392,6.926726,6.47075,6.605714
S19339,6.609104,6.053512,6.116778,6.711474,6.321114,5.731738,6.18614,6.24358,7.342374,6.808674,7.740218,5.54446,6.284996,5.072252,5.347546,6.753606,6.90917,7.39189,6.698906,6.385124,6.548374
S1935,6.569812,6.114814,6.105936,6.688054,6.359596,5.773208,6.155428,6.233824,7.399474,6.736258,7.716112,5.536378,6.269358,5.043642,5.272846,6.901034,6.924368,7.405712,6.651694,6.383526,6.59662
S19351,6.58577,6.10905,6.20248,6.783732,6.254578,5.695564,6.047826,6.250012,7.44055,6.793562,7.874654,5.54363,6.3488,4.970224,5.319934,6.47075,6.656716,7.188482,6.673892,6.251814,6.535214
S19358,6.258988,5.948608,6.139746,6.564774,6.313558,5.688854,6.173862,6.354022,7.370442,6.327334,7.660834,5.591622,6.270914,5.144212,5.326868,6.354236,6.451128,6.871968,6.417468,6.064776,6.333928
S19359,6.689934,6.118638,6.207028,6.709748,6.402654,5.768714,6.23148,6.272528,7.459496,6.683826,7.57658,5.543654,6.216426,5.064186,5.270614,6.822114,6.870918,7.35693,6.7689,6.33758,6.559034
S19360,6.061904,5.726482,5.946626,6.527432,6.20617,5.62296,6.201704,6.010758,7.027244,6.218354,7.211224,5.457066,6.077874,5.2914,5.280602,6.535044,6.334176,6.821164,6.39992,6.12735,6.271968
S1937,6.556766,6.037562,6.159636,6.779682,6.31573,5.665692,6.066368,6.277646,7.47927,6.805782,7.753742,5.49587,6.208706,4.994962,5.287404,6.653912,6.773954,7.265846,6.663852,6.308546,6.555646
S19370,6.617534,6.098456,6.066746,6.543822,6.30821,5.690854,6.098062,6.114404,7.072534,6.884816,7.286286,5.647392,6.24453,5.072508,5.32316,6.579224,6.974128,7.192886,6.718266,6.269492,6.434056
S19372,6.69277,6.11276,6.21756,6.718344,6.351232,5.730558,6.14315,6.304756,7.420252,6.810338,7.81651,5.49877,6.2641,4.960048,5.301948,6.77797,6.98624,7.356974,6.755806,6.348334,6.594944
S19374,6.714134,6.148424,6.18086,6.640338,6.354926,5.789198,6.11688,6.293634,7.345782,6.994464,7.721674,5.55401,6.278638,4.954148,5.324378,6.836242,7.000872,7.381594,6.800104,6.390696,6.601184
S19376,6.206496,5.885646,6.000082,6.71689,6.289164,5.674524,6.161318,6.159686,7.28847,6.354712,7.650596,5.396254,6.131718,5.092644,5.191128,6.480232,6.386308,7.068548,6.331016,6.131116,6.393732
S19378,6.244588,5.89866,6.178814,6.646704,6.36782,5.675848,6.254934,6.19977,7.450156,6.43477,7.600654,5.407514,6.100538,5.116366,5.248902,6.62728,6.449248,7.098504,6.533858,6.122886,6.455872
S1938,6.22823,5.849012,6.050314,6.600056,6.22982,5.710702,6.045932,6.12156,7.172234,6.285576,7.656714,5.41271,6.166652,5.192562,5.251094,6.41514,6.427124,6.908628,6.210326,6.103044,6.382896
S19385,6.600446,6.277252,6.16271,6.652866,6.439254,5.789744,6.134062,6.35728,7.394778,7.042302,7.742888,5.672148,6.39101,4.897066,5.432362,6.734284,7.099548,7.435456,6.924264,6.330606,6.59787
S19387,6.279818,5.973038,6.030432,6.701826,6.355266,5.67011,6.190416,6.187324,7.300836,6.488664,7.610376,5.445298,6.187846,5.112204,5.272396,6.610302,6.528776,7.18161,6.528308,6.185274,6.453166
S19391,6.684154,6.081696,6.13108,6.71535,6.306792,5.7147,6.114912,6.25418,7.33989,6.890354,7.893912,5.500742,6.30191,4.95708,5.326442,6.787134,6.964038,7.376578,6.768744,6.394744,6.583412
S19392,6.518186,5.987146,6.110576,6.624982,6.234198,5.65201,6.05122,6.157828,7.213114,6.708962,7.625164,5.474792,6.131866,5.047476,5.250218,6.582504,6.754822,7.308942,6.5997,6.277506,6.459162
S19393,6.449302,6.013616,6.11111,6.66469,6.35618,5.714006,6.183916,6.198694,7.335838,6.768862,7.618728,5.512204,6.12334,5.014506,5.270492,6.77431,6.809882,7.405638,6.716226,6.340878,6.49422
S19403,6.530918,6.068978,6.022212,6.631562,6.218098,5.680216,6.02515,6.228608,7.340342,6.854804,7.780838,5.495174,6.22647,4.935556,5.287128,6.724994,6.912926,7.394624,6.71979,6.341476,6.572126
S19407,6.386134,5.883216,6.085162,6.752192,6.317764,5.67279,6.1996,6.221556,7.375138,6.314248,7.844028,5.397454,6.254244,5.155512,5.318124,6.524572,6.339782,6.976146,6.40916,6.12997,6.467126
S19415,6.576298,6.129326,6.180434,6.782972,6.379458,5.731776,6.2017,6.324296,7.491434,6.833358,7.821534,5.509968,6.277502,4.992516,5.337714,6.71811,6.792816,7.418646,6.754312,6.321294,6.590326
S19431,6.520896,6.053188,6.049578,6.577646,6.252114,5.728322,6.072438,6.135562,7.143886,6.610362,7.449384,5.467986,6.161536,5.05829,5.26485,6.727606,6.826026,7.22579,6.602162,6.30588,6.466682
