Mixture	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage	P-value	Correlation	RMSE
mix_1	0.38204840404417	0.264806911762229	0.254257669429729	0.00455633128456663	0	0.0943306834793052	9999	0.543222688726503	0.925063539465724
mix_2	0.412977732709524	0.227755532467319	0.230640113880817	0	0	0.12862662094234	9999	0.532520911026628	0.932830349867965
mix_3	0.353884384437419	0.40646412327213	0.239651492290451	0	0	0	9999	0.574920165711668	0.901881837110784
mix_4	0.426882219575452	0.334113546540977	0.210683239152768	0	0	0.0283209947308026	9999	0.569398942686386	0.903327460421197
mix_5	0.366548127525419	0.326652872470732	0.281225274608837	0.00167167483142896	0	0.0239020505635822	9999	0.571813669827168	0.902376494994168
mix_6	0.406459810557743	0.297142767566108	0.234734603718937	0.00642872818065756	0	0.0552340899765548	9999	0.558995439951648	0.911739328801848
mix_7	0.442257763682829	0.347020261474112	0.196799434821835	0	0	0.0139225400212235	9999	0.569742222781524	0.904061555691701
mix_8	0.509535017964647	0.299195798853751	0.117114694649523	0.00215770262333461	0	0.0719967859087444	9999	0.551374367099498	0.916669537220086
mix_9	0.35291141723128	0.297636796657828	0.276346509314927	0.00958780217969197	0	0.0635174746162742	9999	0.5569179430662	0.914089895049011
mix_10	0.517019362899837	0.350155704958434	0.112298333121908	0	0	0.0205265990198212	9999	0.566483340786966	0.905661046645897
mix_11	0.418284484650013	0.248163825141911	0.219181762600491	0	0	0.114369927607584	9999	0.535587880200172	0.93069581248217
mix_12	0.381563900414847	0.2914888335339	0.232693340225089	0.0101667004745989	0	0.0840872253515642	9999	0.546814021343775	0.92200253398772
mix_13	0.502220368331911	0.320736884417384	0.16276222423889	0	0	0.0142805230118155	9999	0.567511733883158	0.905387340735283
mix_14	0.518016844496588	0.319179636336613	0.143470427829288	0	0	0.019333091337511	9999	0.566436571563579	0.905805162795481
mix_15	0.434760540978717	0.318696653059071	0.243351892452555	0.0031909135096558	0	0	9999	0.571764507835098	0.903333771295587
mix_16	0.393252559560738	0.347517304649454	0.235808980006023	0.0047018144794882	0	0.0187193413042966	9999	0.568483712316061	0.905616746178407
mix_17	0.536854624179457	0.351058039441145	0.112087336379398	0	0	0	9999	0.574557069236854	0.898931333481301
mix_18	0.455605116394078	0.215789623692427	0.194361157210241	3.20950823898354e-05	0	0.134212007620864	9999	0.53068174102867	0.933616669724705
mix_19	0.447793238837993	0.287243783086413	0.208416559829706	0.00474379862252421	0	0.0518026196233633	9999	0.559203979579085	0.911183133905858
mix_20	0.273689729512476	0.387842752116501	0.338467518371023	0	0	0	9999	0.577520967653961	0.901184842189367
mix_21	0.443593387743641	0.336196376020221	0.208987358608815	0	0	0.0112228776273227	9999	0.570446266362588	0.903571041362023
mix_22	0.456037301226505	0.269820788962245	0.225299163167055	0	0	0.0488427466441954	9999	0.564819179223453	0.905794328648737
mix_23	0.48708358644649	0.302610884509763	0.159937133948172	0	0	0.050368395095576	9999	0.562609072542926	0.90740390973534
mix_24	0.425540242842695	0.198509367236666	0.224800983153462	0	0	0.151149406767177	9999	0.525575936436363	0.937996153680038
mix_25	0.367618359988924	0.365043883489258	0.208587720239375	0.00798840756506075	0	0.050761628717383	9999	0.562037337150889	0.909701294619435
mix_26	0.24767649577471	0.413460236029227	0.335156577139801	0.00370669105626161	0	0	9999	0.575008690910044	0.904415782618323
mix_27	0.536245710956495	0.216202952543021	0.141376214840455	0	0	0.106175121660028	9999	0.536247169090508	0.929115403016612
mix_28	0.335979315676405	0.38796154151286	0.276059142810735	0	0	0	9999	0.577002921651354	0.900091405610026
mix_29	0.381195026932115	0.295221118466909	0.265753485071466	0.00628999861944557	0	0.0515403709100651	9999	0.561236452819987	0.910276322873547
mix_30	0.40346509832875	0.300178607593774	0.246252757886122	0.00133917360228172	0	0.0487643625890726	9999	0.562701572063431	0.908797919301977
mix_31	0.397217756427081	0.324285231662161	0.219688512837723	0.00538395009092799	0	0.0534245489821073	9999	0.56040213429043	0.910655205288318
mix_32	0.385925437115996	0.337619646410965	0.245693881005542	0.00131569689476869	0	0.0294453385727287	9999	0.569613604627731	0.903731970042842
