Mixture	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	P-value	Correlation	RMSE
mix_1	0.000114358604439633	0.20611119452555	0.658176327204887	0	0	0.135598119665123	9999	0.578234955496354	0.819857731756125
mix_2	0.0242780715454954	0.195668259049573	0.660942183322226	0	0	0.119111486082705	9999	0.5751475014006	0.822110383597863
mix_3	0.00912940411539636	0.316905269136419	0.673965326748184	0	0	0	9999	0.563840434251414	0.830307109333848
mix_4	0.0101317038951778	0.161429776139481	0.743952502615618	0	0	0.0844860173497238	9999	0.573103666486428	0.823212207576513
mix_5	0	0.206979104883675	0.696317678894488	0	0	0.096703216221837	9999	0.57229889896026	0.824048282349108
mix_6	0.00583812305146791	0.162029771766308	0.738448885170389	0	0	0.0936832200118359	9999	0.572375643116167	0.823906269427956
mix_7	0	0.230024072264296	0.660928284248086	0	0	0.109047643487618	9999	0.571229162388957	0.825159267724554
mix_8	0.00525598540038244	0.219490780874393	0.694944446344186	0	0	0.0803087873810381	9999	0.569497762026936	0.826090025511916
mix_9	0.00492369304248689	0.135861770530408	0.71848319152625	0	0	0.140731344900856	9999	0.573713773002508	0.823559383043523
mix_10	0.0291269637043723	0.230723647934074	0.740149388361554	0	0	0	9999	0.576250562615328	0.819942183322793
mix_11	0.0511334917237378	0.170702230015709	0.778164278260553	0	0	0	9999	0.577854202526739	0.818559659713384
mix_12	0	0.194456318672477	0.703648659031476	0	0	0.101895022296047	9999	0.572630733210231	0.823826753504709
mix_13	0.00352924117384028	0.197393811116363	0.585294647539286	0	0	0.213782300170511	9999	0.573344091536766	0.825227312133084
mix_14	0.0334121890225981	0.177126415975161	0.736513954158934	0	0	0.0529474408433069	9999	0.576891352638208	0.819844492640097
mix_15	0.00475342139933826	0.210240984438536	0.7363880091722	0	0	0.0486175849899259	9999	0.570717741915233	0.824717156392832
mix_16	0.0189665349934358	0.29788638196624	0.683147083040324	0	0	0	9999	0.552926530370416	0.83856892152082
mix_17	0	0.332929600063797	0.48212224312068	0	0	0.184948156815523	9999	0.559241909522315	0.837427181336448
mix_18	0.0263820863591432	0.266558715125533	0.634899064420678	0	0	0.072160134094646	9999	0.576458250877213	0.820763975897702
mix_19	0	0.301494353721198	0.652291761270197	0	0	0.0462138850086052	9999	0.564873283945183	0.829876676518166
mix_20	0.0165003065900518	0.167364344787586	0.760678990845939	0	0	0.055456357776423	9999	0.57243450506079	0.823389511219111
mix_21	0	0.259548177098915	0.543847595954857	0	0	0.196604226946228	9999	0.569680606182704	0.828210453541744
mix_22	0.0173194961442209	0.191197294590756	0.683303672717988	0	0	0.108179536547035	9999	0.576669229386186	0.82071139910622
mix_23	0.0323207923125748	0.165752397404193	0.752979528855913	0	0	0.0489472814273186	9999	0.577257986225101	0.819510258051236
mix_24	0	0.202702873614108	0.756789905602942	0	0	0.0405072207829506	9999	0.568913407121716	0.826032816183477
mix_25	0.0220987402497615	0.143424137056477	0.765735397507631	0	0	0.068741725186131	9999	0.574489674820851	0.821947932323981
mix_26	0	0.310479912248448	0.565986025230275	0	0	0.123534062521277	9999	0.570543381992276	0.826647755320479
mix_27	0.0104883017169447	0.163900690692572	0.711915151124456	0	0	0.113695856466027	9999	0.575090816555623	0.822019565655656
mix_28	0.0042259951103835	0.176622218943541	0.722678644860084	0	0	0.0964731410859912	9999	0.572556085164493	0.823796230293592
mix_29	0.00520259148200395	0.195068674813717	0.799728733704279	0	0	0	9999	0.574476916987357	0.821285662200558
mix_30	0.00875276392286004	0.166343736763407	0.756261334496441	0	0	0.068642164817292	9999	0.574270453028178	0.822097208175643
mix_31	0.0104022438619112	0.220084188579235	0.762702946355675	0	0	0.00681062120317884	9999	0.574771796139671	0.821147518366578
mix_32	0.0374508651426195	0.181401304005329	0.780066565744581	0	0	0.00108126510747046	9999	0.574606764040631	0.821124389477274
mix_33	0.00262155125031829	0.244479453736481	0.7528989950132	0	0	0	9999	0.571669895210901	0.823618845885794
mix_34	0.00331975074652845	0.34895591995385	0.501506568545127	0	0	0.146217760754495	9999	0.572406264741177	0.826175692218589
mix_35	0.00433816083049592	0.191271217000944	0.715578641343263	0	0	0.0888119808252976	9999	0.574820118843747	0.821914737517735
mix_36	0.00690319974088579	0.214034149132187	0.650813812125498	0	0	0.12824883900143	9999	0.577049805861678	0.820740367312761
mix_37	0	0.259188171794021	0.698777186341296	0	0	0.0420346418646833	9999	0.563050945908336	0.830877496511692
mix_38	0.00374207141854656	0.257425874899189	0.683688291272874	0	0	0.05514376240939	9999	0.571520193753884	0.824372824931321
mix_39	0.00674769339814058	0.175128603521019	0.724835687856101	0	0	0.0932880152247401	9999	0.574010602853701	0.82260107523727
mix_40	0.00482060959787455	0.230258018037187	0.703772026243905	0	0	0.0611493461210342	9999	0.576091221011403	0.820686658138939
mix_41	0.00555667571924753	0.3252022370079	0.542459496610729	0	0	0.126781590662124	9999	0.573802397532758	0.824302039464131
mix_42	0.0149568046307447	0.173444679311482	0.633178908330974	0	0	0.178419607726799	9999	0.572141321534365	0.825476759485746
mix_43	0.00263652393057573	0.302321747341164	0.551601271777671	0	0	0.14344045695059	9999	0.576926030274837	0.821751466710949
mix_44	0.033662652096814	0.167893409890108	0.719749461871992	0	0	0.0786944761410866	9999	0.57583128981743	0.820985371324812
mix_45	0.0047290705043555	0.193798923107099	0.659554101346351	0	0	0.141917905042195	9999	0.571459314202546	0.825367974291553
mix_46	0	0.276198939542568	0.69580146262297	0	0	0.0279995978344624	9999	0.577590239294503	0.819407104872783
mix_47	0.0120033943808503	0.304501386009711	0.589750423939822	0	0.0937447956696161	0	9999	0.543439355105345	0.848069197023033
mix_48	0.0542111208368578	0.208699910817401	0.737088968345742	0	0	0	9999	0.577033282891464	0.819250589503432
mix_49	0.0387683117911473	0.23366820383558	0.727563484373273	0	0	0	9999	0.582068541513778	0.815375759992708
mix_50	0.00421213566561567	0.171166139065469	0.708721523456365	0	0	0.115900201812551	9999	0.572397661741325	0.824189402221396
mix_51	0	0.317339157676718	0.524677382267146	0	0	0.157983460056136	9999	0.567819147709973	0.829601052271709
mix_52	0.00418617971874605	0.291034360417336	0.496352317312113	0	0	0.208427142551805	9999	0.574939357313278	0.824568009777999
mix_53	0.0423850888574755	0.250982266750743	0.706632644391782	0	0	0	9999	0.574377116046996	0.821500466834398
mix_54	0.00296898887287297	0.200409528548536	0.709932754385251	0	0	0.0866887281933396	9999	0.573713191118619	0.822781708392948
mix_55	0	0.259251303099699	0.571000454142711	0	0	0.16974824275759	9999	0.573122554783829	0.82486354994067
mix_56	0.00256318016223271	0.201455577731864	0.788144321785032	0	0	0.00783692032087093	9999	0.573687949419491	0.821980618366516
mix_57	0.0132068373025611	0.155072615139568	0.699150969630266	0	0	0.132569577927605	9999	0.576001132367815	0.821576965161381
mix_58	0	0.199303992788925	0.727000480751518	0	0	0.0736955264595564	9999	0.571810850884657	0.824124092008829
mix_59	0.0142242422100993	0.312344914831943	0.478963127585087	0	0	0.194467715372872	9999	0.575717088944026	0.823988308340499
mix_60	0.00354844908262433	0.2415827437374	0.572645655210474	0	0	0.182223151969502	9999	0.578218716731531	0.820846397872248
mix_61	0.00482233725750825	0.207646233672934	0.681745535912047	0	0	0.105785893157512	9999	0.574774582155691	0.822210325301508
mix_62	0.000599381989644555	0.288890491684015	0.71051012632634	0	0	0	9999	0.568120146036802	0.826684280396727
mix_63	0	0.192698376816818	0.717393471031645	0	0	0.0899081521515376	9999	0.572465402996034	0.823796866505901
mix_64	0.0463001942401114	0.264528695468233	0.664321490103742	0	0.0248496201879135	0	9999	0.550749699470368	0.840378447561915
mix_65	0.00566014748261768	0.311100627423392	0.496097585429539	0	0	0.187141639664452	9999	0.575083737270594	0.824255725057589
mix_66	0.0375532284601156	0.238836704668919	0.628196668242163	0	0	0.0954133986288024	9999	0.580564855090886	0.81764431923616
mix_67	0.015771918989876	0.217502670632974	0.665810304430993	0	0	0.100915105946157	9999	0.580299182849133	0.817781095416723
mix_68	0	0.231268092182853	0.747020950290593	0	0	0.0217109575265545	9999	0.568336132202214	0.826374231627037
mix_69	0.00760793042432293	0.170765143867658	0.740065639154796	0	0	0.0815612865532235	9999	0.571039407464907	0.82480301091553
mix_70	0	0.301669946362625	0.52251184712383	0	0	0.175818206513545	9999	0.567731152017175	0.829826415396713
mix_71	0.00892235299635952	0.255469835976656	0.7187475777827	0	0	0.0168602332442839	9999	0.570334915250795	0.824870232600835
mix_72	0.00352734338555499	0.269557449164981	0.67825938982877	0	0	0.0486558176206938	9999	0.568613388261659	0.826671157502079
mix_73	0	0.290710932334874	0.478941995705885	0	0	0.230347071959241	9999	0.564017510072872	0.834022721884685
mix_74	0.0198428682220279	0.133498098706575	0.807449236517168	0	0	0.0392097965542296	9999	0.570828190699644	0.82453191956558
mix_75	0.00599181414189351	0.224137253273822	0.554005576370322	0	0	0.215865356213963	9999	0.57668516538369	0.8226880453052
mix_76	0.00369685212908651	0.250508625994762	0.634220658386478	0	0	0.111573863489673	9999	0.574927981774484	0.822371559178242
mix_77	0.0243182782968655	0.182044360418376	0.69458896607036	0	0	0.0990483952143992	9999	0.577522395215234	0.819903145273767
mix_78	0	0.24438037794259	0.520652795654051	0	0	0.234966826403359	9999	0.572861267676027	0.826369103756416
mix_79	0.0310526530923872	0.314104864304384	0.654842482603229	0	0	0	9999	0.56471455455215	0.829596704243216
mix_80	0.0358390330505639	0.256704077739976	0.519378986689386	0	0	0.188077902520074	9999	0.583558659557905	0.816912504225632
mix_81	0.0479267024757565	0.314191459823906	0.637881837700337	0	0	0	9999	0.573697369035904	0.822557397205924
mix_82	0	0.284495980691316	0.644364622587149	0	0.071139396721535	0	9999	0.543738308824235	0.846921595343543
mix_83	0	0.281123800945853	0.557018759651716	0	0	0.16185743940243	9999	0.567103306442067	0.829782456100125
mix_84	0	0.230744989198396	0.715171287027365	0	0	0.0540837237742384	9999	0.571283734460253	0.82440574295553
mix_85	0.00484269850503288	0.302114509779269	0.639680392257375	0	0	0.0533623994583231	9999	0.570362416955324	0.82564508460663
mix_86	0	0.198876902035092	0.728047786430287	0	0	0.0730753115346216	9999	0.571883001549969	0.82405891272145
mix_87	0.0260552731562535	0.135905211549412	0.816631127027228	0	0	0.0214083882671064	9999	0.570021000441811	0.824964215538138
mix_88	0.011441753258894	0.19032005754348	0.717670089401981	0	0	0.0805680997956443	9999	0.578580754291561	0.818827550869323
mix_89	0.0734700571893591	0.305064752075052	0.621465190735589	0	0	0	9999	0.566830601472967	0.827918591517527
mix_90	0.0018787454013074	0.129644952650682	0.773029365624091	0	0	0.0954469363239201	9999	0.57120840587434	0.824927181325863
mix_91	0.00455605589747449	0.203896444896182	0.694707549164931	0	0	0.0968399500414131	9999	0.574873246429577	0.822000669952049
mix_92	0.00793562690796744	0.182054718732263	0.754723780408323	0	0	0.0552858739514463	9999	0.57244295739747	0.823388448575842
mix_93	0	0.342777129142098	0.461299389632309	0	0	0.195923481225594	9999	0.55272407765702	0.843189010912664
mix_94	0.00861050418056358	0.159591947614573	0.77804827685933	0	0	0.0537492713455336	9999	0.57294546761769	0.822983584375348
mix_95	0	0.180328434036802	0.799334813517259	0	0	0.0203367524459388	9999	0.569736327838181	0.825170095381858
mix_96	0.020302432271288	0.235242685060021	0.742980036499818	0	0	0.00147484616887267	9999	0.576387805224384	0.819872729093836
mix_97	0.0310129706207561	0.168350780916274	0.785013309091346	0	0	0.0156229393716238	9999	0.573149327532767	0.822403054292663
mix_98	0.00487806070318118	0.229624335345505	0.741745637415485	0	0	0.0237519665358292	9999	0.574530657758101	0.821528578245913
mix_99	0.0294697471881054	0.29194307905847	0.678587173753424	0	0	0	9999	0.551981543769355	0.839233177148278
mix_100	0	0.196195075946016	0.686517354107858	0	0	0.117287569946126	9999	0.570662066166774	0.825612779880126
