Mixture	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	P-value	Correlation	RMSE	Absolute score (sig.score)
S10001	0.087712672283264	0.115565237383777	0.408175793798628	0.15576582806849	0.234050034562836	0	9999	0.351541178876153	0.999290459051146	1.00126956609699
S10006	0.0928483545351659	0.117017639467263	0.354872284705315	0.141632596262484	0.294021440752403	0	9999	0.318401026063678	1.02138972104189	1.00039231572263
S1001	0.0517652902572361	0.176172097614882	0.357761341783321	0.119024211959456	0.296277674781572	0	9999	0.369891838476827	0.985379944542208	1.00100061639647
S10010	0.0244842307290133	0.168584729394886	0.387695635500443	0.192853689270116	0.227312883867436	0	9999	0.403238815017545	0.975959781152583	1.00093116876189
S10011	0.053440476142302	0.145273052441255	0.343623323024722	0.126643440222909	0.331883872183074	0	9999	0.405421414443135	0.960606742256864	1.00086416401426
S10014	0.0673127884643994	0.150735377406427	0.449394311638498	0.123055432585662	0.210638695623427	0	9999	0.379030693666108	0.975158873401446	1.00113660571841
S10026	0.0616239042679967	0.125307458081511	0.304064531858312	0.137307441951157	0.372358648458807	0	9999	0.340825390505111	1.00937798045276	1.00066198461778
S10032	0.0684426179787772	0.1783898634804	0.333672360599857	0.117262746398259	0.30356839633091	0	9999	0.381294275572619	0.977311680694387	1.0013359847882
S10036	0.0318439858263968	0.127220993867222	0.334704956827284	0.177649590951801	0.328972788249928	0	9999	0.367966521398891	0.997575509805206	1.00039231572263
S10042	0.0546823718710247	0.145027164138138	0.382887329664886	0.132314383728735	0.285547542093398	0	9999	0.38596945185706	0.973992162893496	1.00045879149618
S10044	0.0538772206741936	0.125112900626015	0.365876438207143	0.140521922814879	0.3154086769444	0	9999	0.356836193356621	0.996148709453106	1.00079715926663
S10049	0.0860116819423539	0.111901717923285	0.360658033483676	0.111293923647806	0.331337790408664	0	9999	0.33470467750226	1.00577637013501	1.00120314740578
S10057	0.0603296286863994	0.156190542059529	0.400538380669254	0.0935787243839488	0.290966890408516	0	9999	0.377848452672311	0.973897290063611	1.00160416620765
S10062	0.0852928569107694	0.203703945313892	0.317776645368272	0.123934645906083	0.270156070515245	0	9999	0.385416555155037	0.976272284298721	1.00086416401426
S10066	0.0262375881605769	0.174213010383751	0.381238444049803	0.200256749282517	0.218851367389982	0	9999	0.41862554563658	0.96651349022658	1.00079715926663
S10067	0.0703477264309163	0.11247851347871	0.363857440203113	0.0950870404964879	0.359160448152666	0	9999	0.358107356042205	0.988630041509149	1.00093116876189
S1007	0.0936130331472591	0.0969359317775973	0.337709143764078	0.154225629023207	0.317711684593771	0	9999	0.360394328219259	0.994502859097975	1.00019542230591
S10073	0.0479264298371051	0.0773219749442619	0.401442008889589	0.0947336645697156	0.379373081025958	0	9999	0.379499326833322	0.973358136442519	1.00079715926663
S10077	0.0885364373935399	0.127822871329873	0.43077490805151	0.125836459477758	0.227826483013949	0	9999	0.383267032268427	0.971572101118489	1.00079715926663
