Mixture	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage	P-value	Correlation	RMSE	Absolute score (sig.score)
S21726	0.169603331499773	0.415799791088915	0.244636246723291	0	0	0.203024299438663	9999	0.46686925082825	0.973443446936431	1.03306366875064
S21740	0.133901487027867	0.490022401749211	0.198227922515724	0	0	0.21150153376967	9999	0.470431853211683	0.971833093560124	1.03365334506247
S21750	0.139390530558908	0.606911614952965	0.0253034026342173	0	0	0.262184720196566	9999	0.481394074165472	0.964575621182542	1.03379026834266
S21753	0.0615115180143253	0.587107361496172	0.160449654704386	0	0	0.225448972203718	9999	0.469381063758461	0.976202791494355	1.0345175064186
S21754	0.133854506410433	0.438000602415598	0.211958803109021	0	0	0.247771201548979	9999	0.467332346505532	0.974755680251468	1.03158511348403
S21761	0.118539009102963	0.569710922685075	0.150493005540437	0	0	0.198904829669969	9999	0.484433575319868	0.960319409956491	1.03764776699844
S21773	0.108178371941282	0.572096804734308	0.118474399223756	0	0	0.236760908522113	9999	0.471868265106537	0.97266024248172	1.03551048442146
S2178	0.113585442825303	0.507106200055545	0.0918856810000271	0	0	0.323551997205767	9999	0.451009504723367	0.993437212911038	1.03612932108664
S21780	0.121166987842274	0.676670874864691	0	0	0	0.236195484115048	9999	0.446848916866956	0.9968104855285	1.03403334682201
S21781	0.160748090961367	0.528926868995869	0.180131607842266	0	0	0.166322753287139	9999	0.509642719923987	0.935352472609294	1.03612932108664
S21783	0.0907459766035685	0.62863330372973	0	0	0	0.315380111162168	9999	0.42544551412364	1.01849228540653	1.03475939149547
S21791	0.0526764995908557	0.64848137641348	0.0354202227356678	0	0	0.297595460148308	9999	0.428332507150363	1.01650856082954	1.03417355888831
S21797	0.134061841230952	0.510438315971092	0.106453138630563	0	0	0.281039621954843	9999	0.461276086791688	0.98203150845953	1.03199291778745
S2180	0.105583273844893	0.63545699513479	0.0504822693825131	0	0	0.241990616217545	9999	0.425218577056553	1.01551164837367	1.03351315457974
S21805	0.0919493670887855	0.605693595949841	0.119336481309937	0	0	0.215566498261275	9999	0.444940207443838	0.997413417954879	1.03254594260984
S21811	0.111036928140003	0.703128876594437	0	0	0	0.222784197183602	9999	0.453181885282901	0.991632824452969	1.03695000191804
