Mixture	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)	P-value	Correlation	RMSE
Mix_1	0.274560087236088	0.322339842513426	0.0677029730438297	0.0237713819394379	0	0.0914604963989707	0.220165218868247	9999	0.659636079850812	0.799441158115305
Mix_2	0.35106022295818	0.201862852504141	0.074103833579268	0.0171206766958345	0	0.166403194114161	0.189449220148415	9999	0.658264392604695	0.799765745772372
Mix_3	0.238818363357025	0.149598992023878	0.104804258043934	0.0406931958636633	0	0.170348079371042	0.295737111340457	9999	0.6504041856052	0.810756377114489
Mix_4	0.301696738021046	0.147302399622074	0.0719692532495124	0.0172042973985412	0	0.16615127720492	0.295676034503906	9999	0.653947906197906	0.806074403409711
Mix_5	0.499308702382671	0.0745261200474662	0.0816152456819738	0.0441855291423483	0	0.117247953281857	0.183116449463683	9999	0.648149384218875	0.811107789043132
Mix_6	0.304251997024652	0.337124704902819	0.0699721579202028	0.0271743687521476	0	0.0680474443240296	0.193429327076149	9999	0.654970101020964	0.804656404355963
Mix_7	0.303172314478071	0.116862723861996	0.0713620718196243	0	0	0.212549822659523	0.296053067180785	9999	0.656156810120032	0.803937148617298
Mix_8	0.342640989532597	0.261485791547612	0.0722365379265821	0	0	0.182832987908852	0.140803693084357	9999	0.658685043286273	0.799345188795847
Mix_9	0.348164058376091	0.163426553135847	0.0901040942891987	0.018158591541558	0	0.141638118781734	0.238508583875571	9999	0.654845512854786	0.803955196659066
Mix_10	0.378395865584239	0.245949271618026	0.0677360024951021	0.0289572387684271	0	0.0929506389468896	0.186010982587316	9999	0.64944736005342	0.809655916257201
Mix_11	0.313709664091584	0.159401662845916	0.0620389062836031	0.00559384178736259	0	0.226618840323157	0.232637084668377	9999	0.660686770773515	0.797938090025575
Mix_12	0.203420244318792	0.298950535351444	0.0637639370198642	0.00334424512156548	0	0.13269272696083	0.297828311227504	9999	0.657641317393695	0.802725945638943
Mix_13	0.427327150498202	0.130527392522109	0.0765346600966642	0.0230783638650921	0	0.149414401963582	0.19311803105435	9999	0.652553726410736	0.806060718957748
Mix_14	0.27886025801424	0.0625456154450865	0.0808162743995466	0.00412881386706779	0	0.184354361865624	0.389294676408435	9999	0.653611316291477	0.808424054238101
Mix_15	0.247624866202473	0.182689219091015	0.0650474815469019	0	0	0.230176539026522	0.274461894133087	9999	0.660804782719458	0.79862333725402
Mix_16	0.325491820670776	0.214372204475489	0.0704649749677183	0.00149120129786625	0	0.184256389629614	0.203923408958537	9999	0.657185711761733	0.801352938016434
Mix_17	0.270397611332285	0.16148171234153	0.0654970371743845	0	0	0.212009816665507	0.290613822486294	9999	0.658623080490063	0.801045353288949
Mix_18	0.255646206394283	0.203380117264047	0.055815029334619	0	0	0.250698774167878	0.234459872839174	9999	0.66363298020925	0.795060114034952
Mix_19	0.250159541208044	0.303469608526061	0.0637567784189532	0.0229526805626664	0	0.0847646767591265	0.274896714525149	9999	0.652525576632542	0.807984625995838
Mix_20	0.340974970782125	0.251785450937994	0.0740651206519723	0.0136781007698814	0	0.126127047360707	0.19336930949732	9999	0.654813346679781	0.803863105608182
Mix_21	0.336971020918451	0.286106397755128	0.0733745917771917	0.0120324882472082	0	0.119832155845002	0.171683345457019	9999	0.656350427588858	0.802236744041753
Mix_22	0.234032573932138	0.334783232792755	0.060213874906217	0.0142528573360423	0	0.0908438997753451	0.265873561257503	9999	0.656304435603945	0.803996769114119
Mix_23	0.416984941651203	0.169238418224329	0.0757165728910492	0.0182114766474069	0	0.184929334109569	0.134919256476443	9999	0.656872610290632	0.800753529095734
Mix_24	0.192817182840231	0.227382599631412	0.0762283407238734	0	0	0.281196000918836	0.222375875885648	9999	0.662897830256075	0.796764127204546
Mix_25	0.43049416788402	0.0910169817088172	0.0777307235295201	0.0191892515929422	0	0.186814430443898	0.194754444840802	9999	0.654248819545289	0.804543940690612
