Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE
mix_1	0	0.0126148950335796	0	0.0306586919871046	0	0	0.0289652468178831	0	0.321764379947147	0	0	0.0269109494927578	0	0	0.0320909386425578	0.0642827860069462	0	0.428105796494495	0.0546063155775288	0	0	9999	0.285940803637132	1.15902014579733
mix_2	0	0.0187164523618682	0	0.0314427031921238	0	0	0.0273566455942707	0	0.376210427571254	0	0	0.0260604619468311	0	0	0.0345750965164484	0.0377434979285773	0	0.396362139600973	0.0515325752876533	0	0	9999	0.283011560394569	1.16232229497294
mix_3	0.0337931276337581	0	0	0.0281043355927638	0	0	0.0322699520795923	0	0.210397548840621	0	0	0.0179483971970109	0	0	0.0172491382181463	0.0915522555040972	0	0.533505322009022	0.0351799229249881	0	0	9999	0.297297694491386	1.15000495607437
mix_4	0.0376051452758741	0	0	0.0299252734571623	0	0	0.0293823864723108	0	0.269657882374511	0	0	0.0277256105852661	0	0	0.0292132295034104	0.0853872683329291	0	0.44236819954967	0.0487350044488658	0	0	9999	0.292968098429287	1.15212074969776
mix_5	0.0119729320224693	0	0	0.0244037603044699	0	0	0.0372934289772283	0	0.248844461953945	0	0	0.029162408249975	0	0	0.0258227293951945	0.0939172224102814	0	0.479446219308612	0.0491368373778249	0	0	9999	0.295133364865445	1.15104602809061
mix_6	0.0169094040879549	0.0061747527994053	0	0.0318916485811983	0	0	0.02814425138865	0	0.303277456472327	0	0	0.0242886162892655	0	0	0.0285652289796321	0.0694545498655349	0	0.441226138643444	0.0500679528925886	0	0	9999	0.290621027161829	1.15495554648294
mix_7	0.0612761241339474	0	0	0.0264264179065727	0	0	0.0305135456575029	0	0.243689321257781	0	0	0.0228733786593571	0	0	0.0218746783322965	0.0928191556729443	0	0.456157312293469	0.0443700660861298	0	0	9999	0.293257998622833	1.15228206444531
mix_8	0.0526085584974979	0.0138055916043596	0	0.0402693353893324	0	0	0.0283629008349679	0	0.345309333653912	0	0	0.0262009419915744	0	0	0.034867330919421	0.0301766351647694	0	0.379650813898656	0.0487485580455099	0	0	9999	0.28696909511761	1.15723218106213
mix_9	0	0.00340067043721827	0	0.0268345278261288	0	0	0.0324359006645827	0	0.295657876782407	0	0	0.0291047862885763	0	0	0.0291236830263993	0.073068985215191	0	0.460267913369013	0.0501056563904841	0	0	9999	0.290809022728519	1.15490300520383
mix_10	0.0882154414705132	0.0102539355086723	0	0.0341901002621525	0	0	0.0269963947656988	0	0.264185383074049	0	0	0.0257763691558456	0	0	0.0287391385872932	0.0579354387023922	0	0.421601295113833	0.0421065033595498	0	0	9999	0.290979577626541	1.15281106642742
mix_11	0	0.0116944875398435	0	0.0302552208908413	0	0	0.0292365376389915	0	0.376679517103902	0	0	0.0249442844298355	0	0	0.0401823209001449	0.0364616933551453	0	0.397859505140779	0.0526864330005169	0	0	9999	0.28380999705431	1.16174007947998
