Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE
mix_1	0	0	0.192078298460473	0	0	0.214117166788218	0.122526387634278	0.471278147117031	9999	0.0553278887993019	1.24584433034693
mix_2	0	0	0.121077843189689	0	0	0.534155382738886	0.253064214241996	0.0917025598294288	9999	0.0665657283362049	1.2462877573269
mix_3	0	0	0.185835700476494	0	0	0.4085477008616	0.165143797095308	0.240472801566599	9999	0.0601341492461539	1.2345578216516
mix_4	0	0	0.081018118350289	0	0	0.617873126539799	0.195020248287913	0.106088506821999	9999	0.0635348061415252	1.22568135477485
mix_5	0	0	0.17794164012272	0	0	0.269680549571197	0.115996400509148	0.436381409796935	9999	0.0554099963852172	1.24087057690284
mix_6	0	0	0.104460721524819	0	0	0.536302729786444	0.149506724293636	0.209729824395101	9999	0.0597295800816035	1.22412770238798
mix_7	0	0	0.130080506448531	0	0	0.55917604853	0.248443018557385	0.0623004264640844	9999	0.0674527887017596	1.24278582608368
mix_8	0	0	0.126563587187091	0	0	0.443950301855181	0.237019835758828	0.1924662751989	9999	0.0642967556840148	1.24814903078087
mix_9	0	0	0.0344622848262333	0	0	0.590718549310942	0.149158617239093	0.225660548623732	9999	0.0580087885927961	1.22322304433736
mix_10	0	0	0.133569116620121	0	0	0.498282682765929	0.126085579216282	0.242062621397669	9999	0.0567322332028751	1.22475343538686
mix_11	0	0	0.16408642389894	0	0	0.406045960105765	0.089595900435505	0.34027171555979	9999	0.0533570714379343	1.22960526030458
mix_12	0	0	0.131443610818449	0	0	0.517147902568069	0.124926623020808	0.226481863592674	9999	0.0575659821880603	1.22280048538162
mix_13	0	0	0.0490766909667575	0	0	0.586626593815891	0.144221034814083	0.220075680403268	9999	0.057442451968779	1.22276152143763
mix_14	0	0	0.0881899870867439	0	0	0.535908563015301	0.125473734989393	0.250427714908562	9999	0.0567851896601113	1.22330032163729
mix_15	0	0	0.0846277920053737	0	0	0.59305620638756	0.219316634071145	0.102999367535921	9999	0.0645497817281837	1.23289168153197
mix_16	0	0	0.119578527815775	0	0	0.424036605802922	0.119374607954233	0.337010258427071	9999	0.0533576201536326	1.23208855475137
mix_17	0	0	0.0850230192085247	0	0	0.651332958744598	0.137527960627098	0.126116061419779	9999	0.0572574429208992	1.21665757482684
