Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE
mix_1	0.0277142971357245	0.049680403090633	0.24247666476294	0.0136018914959203	0	0.41700700899836	0	0.249519734516422	9999	0.334492957488025	0.942386485004582
mix_2	0.010167894700524	0.0602881700876912	0.288841353377929	0	0	0.396767313204897	0	0.243935268628959	9999	0.328610520559579	0.944813252311115
mix_3	0.0912698798950235	0.0452791581996244	0.0535891329677947	0	0	0.529171918435054	0	0.280689910502503	9999	0.36869107561289	0.936562726787132
mix_4	0.100819333686685	0.0587487212751651	0.11118851710556	0	0	0.472968011777335	0	0.256275416155255	9999	0.352484446375815	0.939055902138739
mix_5	0.072803316029514	0.0624399394163517	0.0980250776647354	0	0	0.479061589538248	0	0.287670077351151	9999	0.354649144737678	0.938749597697404
mix_6	0.0713712583633038	0.051842951979748	0.157996277299705	0	0	0.452208938655408	0	0.266580573701835	9999	0.344162504448844	0.940178492897141
mix_7	0.124436016744527	0.0792713134642385	0.0794353811051218	0	0	0.479998089351573	0	0.23685919933454	9999	0.3608769427086	0.938026368372471
mix_8	0.0952784824008619	0.0791904811748131	0.183989617963913	0	0	0.459103574668053	0	0.182437843792359	9999	0.337662248074037	0.941826865108932
mix_9	0.0457512831842005	0.0377875056783878	0.183106629568154	0.00695348293939093	0	0.471774831545327	0	0.25462626708454	9999	0.341060316394638	0.940602727154119
mix_10	0.125461187346532	0.100812738167125	0.0885972294006354	0	0	0.412675182772919	0	0.27245366231279	9999	0.359959553818315	0.938213047383276
mix_11	0.0345675691226036	0.0453968169518855	0.279664900354328	0	0	0.435615453958426	0	0.204755259612757	9999	0.329469806860504	0.94439522348812
mix_12	0.0131145039983095	0.0516033403629549	0.210963562195803	0	0	0.457484628736186	0	0.266833964706747	9999	0.337300960190856	0.941514329781537
mix_13	0.142765387941791	0.0891115997232027	0.0838059784777579	0.00451319242862746	0	0.435394667405843	0	0.244409174022778	9999	0.36075752191881	0.938194700262857
mix_14	0.133742926123205	0.104995281831285	0.0839085197783605	0	0	0.402478649171693	0	0.274874623095456	9999	0.361631543838026	0.938054325945421
mix_15	0.117315448513844	0.0790027150071862	0.052980470998314	0.0465590222056402	0	0.362386814796951	0	0.341755528478065	9999	0.377382108996639	0.935565734357074
mix_16	0.0932109423383426	0.0538996334912805	0.0858241148018418	0	0	0.517738129720616	0	0.249327179647919	9999	0.358609652092674	0.938029256254395
mix_17	0.199178209595281	0.0963426125469536	0.0118823039886236	0	0	0.414463798312758	0	0.278133075556384	9999	0.387347817326195	0.935701765337922
mix_18	0.019224075934702	0.0823862511705866	0.295593199598988	0	0	0.408673904483637	0	0.194122568812086	9999	0.323185692928509	0.946940982105003
mix_19	0.0947393851872001	0.0610054111552052	0.149740303914891	0	0	0.439595693850567	0	0.254919205892137	9999	0.345876232235129	0.939950688251677
mix_20	0.0838928100336932	0.0298033215981121	0.0175551069723559	0	0	0.481977867886178	0	0.38677089350966	9999	0.388430374515197	0.933456940917321
mix_21	0.101169681847147	0.0701948177024517	0.0770665272436311	0	0	0.451532020604205	0	0.300036952602565	9999	0.363302292493189	0.937427529566609
mix_22	0.0984776523601879	0.0769786937157285	0.147171337538769	0.0160681502166536	0	0.408447847695641	0	0.25285631847302	9999	0.347933389659918	0.939518010899098
mix_23	0.109509151983631	0.0745767223301851	0.137476977387996	0	0	0.460592706353924	0	0.217844441944265	9999	0.345874345569917	0.940293033286348
mix_24	0.00160966070488624	0.0757915469188611	0.319869806803439	0.00454366429731065	0	0.399696087976235	0	0.198489233299268	9999	0.319987076992097	0.948690712156207
mix_25	0.0514687963814572	0.0305157197648783	0.141140384309037	0	0	0.521939123200601	0	0.254935976344027	9999	0.345097187058982	0.940053674303126
mix_26	0.0724983064024578	0	0.02379291705838	0.0146918808849164	0	0.50410720187828	0	0.384909693775965	9999	0.38521590196797	0.933672313036884
mix_27	0.0844482557776642	0.0970299341688272	0.272677609910317	0.0211352320119658	0	0.326525762233208	0	0.198183205898018	9999	0.332121181537533	0.943253741768834
mix_28	0.101642148526264	0.0377380791345397	0.019582871693579	0	0	0.497393815368952	0	0.343643085276666	9999	0.385141564172117	0.934255186425344
mix_29	0.0664955011161927	0.0501729704013247	0.150566308482444	0	0	0.482831177885892	0	0.249934042114147	9999	0.344099456553658	0.940289822322371
mix_30	0.0825521378604757	0.0512562820386947	0.144219970627048	0	0	0.452150626366683	0	0.269820983107098	9999	0.346550828728318	0.939806610325979
mix_31	0.0712917673514621	0.0426208433819363	0.151942218473126	0	0	0.51155803525507	0	0.222587135538406	9999	0.343119628666978	0.940514425844338
mix_32	0.0777772455387717	0.0574170641595848	0.106061902744233	0	0	0.488435451629324	0	0.270308335928087	9999	0.352935016620704	0.938945133030586
mix_33	0.083772582834263	0.0572954158479243	0.182536564685051	0	0	0.461133244602155	0	0.215262192030607	9999	0.339575659074423	0.941190535688111
mix_34	0.018336793875832	0.0452031692943916	0.272253712186518	0	0	0.430760932874801	0	0.233445391768457	9999	0.331393912475179	0.943628451173446
mix_35	0.0526198590460814	0.0557694735189057	0.179448276798817	0	0	0.433279940254013	0	0.278882450382182	9999	0.342772923042946	0.940179373029992
mix_36	0.133175532170355	0.0661487880721687	0.0752036706109922	0	0	0.525077441474557	0	0.200394567671927	9999	0.360652226627735	0.938105634933119
mix_37	0.116730563384515	0.0788296780289753	0.0842372457040703	0	0	0.510368668725079	0	0.209833844157361	9999	0.357910890382234	0.938485980387893
mix_38	0.0888939549399985	0.0140675334067612	0.0412875895129294	0	0	0.543251840441385	0	0.312499081698926	9999	0.374270133660647	0.935507483794742
mix_39	0.129685970382559	0.0818798287531635	0.0484929780905357	0.00587471000032704	0	0.403794545614829	0	0.330271967158587	9999	0.37471367237864	0.93623418619492
mix_40	0.0844080672319901	0.0622395818579486	0.157179280884724	0	0	0.489801076467652	0	0.206371993557685	9999	0.342318975300647	0.940747603750966
mix_41	0.0356866121735432	0.0530934781263478	0.21925282532927	0	0	0.406107921841547	0	0.285859162529291	9999	0.338523650887097	0.941086971134504
mix_42	0.145622093904667	0.065652078687154	0.0242366629708402	0	0	0.466250544543693	0	0.298238619893646	9999	0.381701559662187	0.935488990724798
