Mixture	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages	P-value	Correlation	RMSE
mix_1	0.0607517217996668	0.80676172435071	0	0	0.00455631370255194	0.127930240147071	9999	0.593508654341227	0.864577597538425
mix_2	0.0735957281972278	0.758298985233504	0	0	0.00472540854836634	0.163379878020902	9999	0.587176837797348	0.870589316299352
mix_3	0.142809062527569	0.833858793627866	0	0	0.0098795552566684	0.0134525885878969	9999	0.603400497832102	0.857447671139087
mix_4	0.1544273442401	0.78645041084969	0	0	0.00738980249642555	0.0517324424137836	9999	0.600814450479135	0.858343241864269
mix_5	0.1290663932157	0.819725780163195	0	0	0.00538951302300843	0.0458183135980965	9999	0.605437671524725	0.854089146269373
mix_6	0.119921727402932	0.788820616034008	0	0	0.0108999268373174	0.0803577297257427	9999	0.597389733620687	0.860693397316292
mix_7	0.191381282645787	0.767023732401341	0	0	0.00700672641971478	0.0345882585331575	9999	0.600116676556768	0.859750314818409
mix_8	0.165406099244049	0.719335293974895	0	0	0.0098455626254143	0.105413044155642	9999	0.590345124230042	0.867338479894711
mix_9	0.0804162079960353	0.822712178541943	0	0	0.0101211851723745	0.0867504282896469	9999	0.601460966171183	0.856593637712273
mix_10	0.202043607500631	0.750891163144653	0	0	0.00378708815874562	0.0432781411959708	9999	0.596626470986855	0.863365214824991
mix_11	0.0600961065354468	0.789786362490637	0	0	0.00979974403184324	0.140317786942073	9999	0.588299906093675	0.869257438091381
mix_12	0.0651625166873422	0.808435713126013	0	0	0.0113328861629129	0.115068884023732	9999	0.595745330110064	0.861790084540142
mix_13	0.212681674653878	0.746214206654011	0	0	0.00132533579571653	0.039778782896395	9999	0.60065278734751	0.859487357312546
mix_14	0.214553621900111	0.738754780596511	0	0	0.00315505013774421	0.0435365473656342	9999	0.597478610308855	0.862508793002342
mix_15	0.185206830858536	0.793295631441948	0	0	0.00151987360184928	0.0199776640976667	9999	0.608802929687834	0.851794481834277
mix_16	0.146160326274738	0.807016009701385	0	0	0.00702958733621945	0.0397940766876579	9999	0.599268281559427	0.860651627597917
mix_17	0.307839329165748	0.690876047380091	0	0	0.00128462345416118	0	9999	0.589983576149081	0.87308241079234
mix_18	0.0699184674177024	0.759857255269306	0	0	0.00975194208607842	0.160472335226914	9999	0.582532596134957	0.874941499563492
mix_19	0.150044172916132	0.755959716238304	0	0	0.0102567340892378	0.0837393767563257	9999	0.596482527080695	0.861442905058995
mix_20	0.137372127280388	0.856791116135846	0	0	0.00583675658376679	0	9999	0.60564749978229	0.856404086315334
mix_21	0.178025021911149	0.779400352224532	0	0	0.00706324887474138	0.0355113769895781	9999	0.599171978741303	0.86075820375172
mix_22	0.15964304052599	0.757028424010673	0	0	0.0065279751438009	0.0768005603195362	9999	0.603933762937837	0.854109610606753
mix_23	0.183458532608527	0.734627566004094	0	0	0.00651062239085479	0.0754032789965234	9999	0.595958002337908	0.862580457749138
mix_24	0.0456432054868533	0.768143684480878	0	0	0.00241193442319037	0.183801175609078	9999	0.583136617244024	0.875131376118109
