Mixture	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages	P-value	Correlation	RMSE
Mix_1	0.231674294305708	0.637968026530682	0	0.00805578535616355	0.0477442731160906	0.0745576206913559	9999	0.77194914031408	0.659806261872146
Mix_2	0.306455357868556	0.628048602922569	0	0.00691521769816321	0.0321555411637285	0.0264252803469829	9999	0.76871313322122	0.666090045504986
Mix_3	0.213537747196143	0.731954913727785	0	0.0112218793686816	0.0350576985572131	0.00822776115017685	9999	0.753092628146694	0.690348825738665
Mix_4	0.228049507231578	0.726450287581501	0	0.0118725570199334	0.0313551195700819	0.0022725285969056	9999	0.758927814383237	0.682421586431692
Mix_5	0.358644537230717	0.604920664190276	0	0.00959993765709076	0.0200413924843931	0.0067934684375229	9999	0.754691996062627	0.686889822921412
Mix_6	0.277174927951747	0.593626234589394	0	0.0109912002857221	0.0400301089423368	0.0781775282307999	9999	0.764077338620625	0.670731690960053
Mix_7	0.269864022585036	0.694618012937936	0	0.00930484155212716	0.0262131229249009	0	9999	0.752528195786856	0.691274252872549
Mix_8	0.320683076357065	0.61520241399304	0	0.00571004097809608	0.0320926077460196	0.0263118609257796	9999	0.761280718895	0.676553557231182
Mix_9	0.300511160996426	0.647083547155771	0	0.00794618514457196	0.0285615409216866	0.0158975657815449	9999	0.761389674574147	0.677300999431423
Mix_10	0.326296266232953	0.60295209635463	0	0.00419133611088636	0.0340189054360637	0.0325413958654668	9999	0.753903781072695	0.686536897467742
Mix_11	0.265952433835735	0.689178153700261	0	0.00869052477885277	0.0286571192009772	0.00752176848417382	9999	0.766091378405013	0.671640562928143
Mix_12	0.199812908466719	0.701558602011748	0	0.00648267014835728	0.0540814780125559	0.0380643413606194	9999	0.766375820872593	0.6689598883882
Mix_13	0.354064230062068	0.605246840933531	0	0.00900728855512663	0.0233414700864019	0.0083401703628725	9999	0.753190406931935	0.688654747267615
Mix_14	0.213348931849115	0.742601566580941	0	0.0139094760569282	0.0301400255130154	0	9999	0.751725767435308	0.693018200173601
