Tool	Reference	SampleName	CellType	Prediction	Answer	Error	SqError
AbsCibersort	10XImmune	A	B Cells	0.0494262675099	0.194	0.14457373249	0.0209015641261
AbsCibersort	10XImmune	A	Monocytes	0.388627444953	0.194	0.194627444953	0.0378798423289
AbsCibersort	10XImmune	A	NK Cells	0.524823564494	0.194	0.330823564494	0.109444230825
AbsCibersort	10XImmune	A	Neutrophils	0.0	0.03	0.03	0.0009
AbsCibersort	10XImmune	A	CD4 T Cells	1.19437557046	0.194	1.00037557046	1.00075128197
AbsCibersort	10XImmune	A	CD8 T Cells	0.225990587741	0.194	0.031990587741	0.00102339770401
AbsCibersort	10XImmune	B	B Cells	0.049394635583	0.194	0.144605364417	0.0209107114182
AbsCibersort	10XImmune	B	Monocytes	0.438425579683	0.194	0.244425579683	0.0597438640034
AbsCibersort	10XImmune	B	NK Cells	0.563323004156	0.194	0.369323004156	0.136399481399
AbsCibersort	10XImmune	B	Neutrophils	0.0	0.03	0.03	0.0009
AbsCibersort	10XImmune	B	CD4 T Cells	1.08849750758	0.194	0.89449750758	0.800125791067
AbsCibersort	10XImmune	B	CD8 T Cells	0.255750044114	0.194	0.061750044114	0.00381306794808
AbsCibersort	10XImmune	C	B Cells	0.0171772982791	0.005	0.0121772982791	0.000148286593378
AbsCibersort	10XImmune	C	Monocytes	0.112241645358	0.01	0.102241645358	0.0104533540455
AbsCibersort	10XImmune	C	NK Cells	0.47068865633	0.051	0.41968865633	0.176138568252
AbsCibersort	10XImmune	C	Neutrophils	0.0	0.004	0.004	1.6e-05
AbsCibersort	10XImmune	C	CD4 T Cells	1.75287644926	0.828	0.92487644926	0.855396446396
AbsCibersort	10XImmune	C	CD8 T Cells	0.0	0.102	0.102	0.010404
AbsCibersort	10XImmune	D	B Cells	0.0147838656039	0.005	0.0097838656039	9.57240261552e-05
AbsCibersort	10XImmune	D	Monocytes	0.102559676415	0.01	0.092559676415	0.00856729369805
AbsCibersort	10XImmune	D	NK Cells	0.446627607677	0.051	0.395627607677	0.156521203956
AbsCibersort	10XImmune	D	Neutrophils	0.0	0.004	0.004	1.6e-05
AbsCibersort	10XImmune	D	CD4 T Cells	1.79448693711	0.828	0.96648693711	0.934096999604
AbsCibersort	10XImmune	D	CD8 T Cells	0.0	0.102	0.102	0.010404
AbsCibersort	10XImmune	E	B Cells	0.00990340456892	0.01	9.659543108e-05	9.33067730553e-09
AbsCibersort	10XImmune	E	Monocytes	0.186018939692	0.026	0.160018939692	0.0256060610602
AbsCibersort	10XImmune	E	NK Cells	0.565290916201	0.104	0.461290916201	0.21278930937
AbsCibersort	10XImmune	E	Neutrophils	0.0	0.008	0.008	6.4e-05
AbsCibersort	10XImmune	E	CD4 T Cells	1.44031682733	0.005	1.43531682733	2.06013439482
AbsCibersort	10XImmune	E	CD8 T Cells	0.172096712316	0.846	0.673903287684	0.454145641151
AbsCibersort	10XImmune	F	B Cells	0.0	0.027	0.027	0.000729
AbsCibersort	10XImmune	F	Monocytes	0.297465505218	0.055	0.242465505218	0.0587895212206
AbsCibersort	10XImmune	F	NK Cells	0.908843087364	0.885	0.023843087364	0.000568492815047
AbsCibersort	10XImmune	F	Neutrophils	0.0	0.017	0.017	0.000289
AbsCibersort	10XImmune	F	CD4 T Cells	0.72827431781	0.011	0.71727431781	0.51448244699
AbsCibersort	10XImmune	F	CD8 T Cells	0.465657275798	0.005	0.460657275798	0.212205125746
AbsCibersort	10XImmune	G	B Cells	0.069473333453	0.159	0.089526666547	0.00801502402302
AbsCibersort	10XImmune	G	Monocytes	0.613171255673	0.319	0.294171255673	0.0865367276642
AbsCibersort	10XImmune	G	NK Cells	0.442260534304	0.016	0.426260534304	0.181698043105
AbsCibersort	10XImmune	G	Neutrophils	0.0	0.395	0.395	0.156025
AbsCibersort	10XImmune	G	CD4 T Cells	0.987097712538	0.08	0.907097712538	0.822826260092
AbsCibersort	10XImmune	G	CD8 T Cells	0.296498589568	0.032	0.264498589568	0.0699595038835
AbsCibersort	10XImmune	H	B Cells	0.0611755265521	0.1	0.0388244734479	0.00150733973851
AbsCibersort	10XImmune	H	Monocytes	0.781654054061	0.813	0.031345945939	0.000982568326811
AbsCibersort	10XImmune	H	NK Cells	0.414302002321	0.01	0.404302002321	0.163460109081
AbsCibersort	10XImmune	H	Neutrophils	0.0	0.001	0.001	1e-06
AbsCibersort	10XImmune	H	CD4 T Cells	0.669847878344	0.05	0.619847878344	0.384211392288
AbsCibersort	10XImmune	H	CD8 T Cells	0.45176486245	0.025	0.42676486245	0.182128247822
AbsCibersort	10XImmune	I	B Cells	0.0351757561958	0.1	0.0648242438042	0.00420218258479
AbsCibersort	10XImmune	I	Monocytes	0.909667875395	0.813	0.096667875395	0.00934467813338
AbsCibersort	10XImmune	I	NK Cells	0.407968505372	0.01	0.397968505372	0.158378931268
AbsCibersort	10XImmune	I	Neutrophils	0.0	0.001	0.001	1e-06
AbsCibersort	10XImmune	I	CD4 T Cells	0.630401519998	0.05	0.580401519998	0.336865924416
AbsCibersort	10XImmune	I	CD8 T Cells	0.395628559287	0.025	0.370628559287	0.137365528959
AbsCibersort	10XImmune	J	B Cells	0.029506312854	0	0.029506312854	0.000870622498238
AbsCibersort	10XImmune	J	Monocytes	0.0121564474985	0	0.0121564474985	0.000147779215784
AbsCibersort	10XImmune	J	NK Cells	0.399980837875	0	0.399980837875	0.159984670667
