Tool	Reference	SampleName	CellType	Prediction	Answer	Error	SqError
AbsCibersort	10XImmune	mix_1	B Cells	0.0369605384487	0.035579107	0.0013814314487	1.90835284746e-06
AbsCibersort	10XImmune	mix_1	CD4 T Cells	0.277550689909	0.118849357	0.158701332909	0.0251861130671
AbsCibersort	10XImmune	mix_1	CD8 T Cells	0.424223188333	0.14988645	0.274336738333	0.0752606459992
AbsCibersort	10XImmune	mix_1	Monocytes	0.290238678922	0.586298259	0.296059580078	0.087651274956
AbsCibersort	10XImmune	mix_1	NK Cells	0.0908448754677	0.109386828	0.0185419525323	0.00034380400371
AbsCibersort	10XImmune	mix_2	B Cells	0.0254681219906	0.011737089	0.0137310329906	0.000188541266989
AbsCibersort	10XImmune	mix_2	CD4 T Cells	0.27226688438	0.05399061	0.21827627438	0.0476445319572
AbsCibersort	10XImmune	mix_2	CD8 T Cells	0.412863065781	0.158215962	0.254647103781	0.0648451474641
AbsCibersort	10XImmune	mix_2	Monocytes	0.342742798901	0.731455399	0.388712600099	0.151097485476
AbsCibersort	10XImmune	mix_2	NK Cells	0.0712565942237	0.044600939	0.0266556552237	0.000710523955405
AbsCibersort	10XImmune	mix_3	B Cells	0.0700441446839	0.158375635	0.0883314903161	0.00780245218146
AbsCibersort	10XImmune	mix_3	CD4 T Cells	0.415321090821	0.49035533	0.075034239179	0.00563013704917
AbsCibersort	10XImmune	mix_3	CD8 T Cells	0.52080095386	0.15786802	0.36293293386	0.13172031448
AbsCibersort	10XImmune	mix_3	Monocytes	0.0648598786304	0.133502538	0.0686426593696	0.00471181468533
AbsCibersort	10XImmune	mix_3	NK Cells	0.0562968908293	0.059898477	0.0036015861707	1.2971422945e-05
AbsCibersort	10XImmune	mix_4	B Cells	0.0961231389751	0.209457315	0.113334176025	0.0128446354552
AbsCibersort	10XImmune	mix_4	CD4 T Cells	0.290840933759	0.247223104	0.043617829759	0.00190251507289
AbsCibersort	10XImmune	mix_4	CD8 T Cells	0.516419981253	0.175499841	0.340920140253	0.11622654203
AbsCibersort	10XImmune	mix_4	Monocytes	0.155589606952	0.296096477	0.140506870048	0.0197421805307
AbsCibersort	10XImmune	mix_4	NK Cells	0.0689839289828	0.071723262	0.0027393330172	7.50394537912e-06
AbsCibersort	10XImmune	mix_5	B Cells	0.0841764138426	0.153358012	0.0691815981574	0.00478609352361
AbsCibersort	10XImmune	mix_5	CD4 T Cells	0.281672935118	0.126388154	0.155284781118	0.0241133632469
AbsCibersort	10XImmune	mix_5	CD8 T Cells	0.533318445701	0.329455315	0.203863130701	0.0415601760592
AbsCibersort	10XImmune	mix_5	Monocytes	0.143235091767	0.264939186	0.121704094233	0.0148118865531
AbsCibersort	10XImmune	mix_5	NK Cells	0.0855547034937	0.125859334	0.0403046305063	0.00162446324025
AbsCibersort	10XImmune	mix_6	B Cells	0.0638550282896	0.130248834	0.0663938057104	0.00440813743671
AbsCibersort	10XImmune	mix_6	CD4 T Cells	0.288092733538	0.119362364	0.168730369538	0.0284699376044
