Tool	Reference	SampleName	CellType	Prediction	Answer	Error	SqError
AbsCibersort	10XImmune.tsv	mix_1	B Cells	0.0330058450597	0.035579107	0.00257326194026	6.62167701317e-06
AbsCibersort	10XImmune.tsv	mix_1	CD4 T Cells	0.247853398566	0.118849357	0.129004041566	0.0166420427405
AbsCibersort	10XImmune.tsv	mix_1	CD8 T Cells	0.378832273896	0.14988645	0.228945823896	0.0524161902794
AbsCibersort	10XImmune.tsv	mix_1	Monocytes	0.259183801669	0.586298259	0.327114457331	0.107003868195
AbsCibersort	10XImmune.tsv	mix_1	NK Cells	0.0811246808088	0.109386828	0.0282621471912	0.000798748963855
AbsCibersort	10XImmune.tsv	mix_2	B Cells	0.022646433748	0.011737089	0.010909344748	0.00011901380283
AbsCibersort	10XImmune.tsv	mix_2	CD4 T Cells	0.242101634395	0.05399061	0.188111024395	0.035385757499
AbsCibersort	10XImmune.tsv	mix_2	CD8 T Cells	0.367120750783	0.158215962	0.208904788783	0.0436412107765
AbsCibersort	10XImmune.tsv	mix_2	Monocytes	0.304769314785	0.731455399	0.426686084215	0.182061014463
AbsCibersort	10XImmune.tsv	mix_2	NK Cells	0.063361866289	0.044600939	0.018760927289	0.000351972392744
AbsCibersort	10XImmune.tsv	mix_3	B Cells	0.0621331661309	0.158375635	0.0962424688691	0.00926261281403
AbsCibersort	10XImmune.tsv	mix_3	CD4 T Cells	0.368413583321	0.49035533	0.121941746679	0.014869789583
AbsCibersort	10XImmune.tsv	mix_3	CD8 T Cells	0.461980260211	0.15786802	0.304112240211	0.0924842546463
AbsCibersort	10XImmune.tsv	mix_3	Monocytes	0.0575344253596	0.133502538	0.0759681126404	0.00577115413814
AbsCibersort	10XImmune.tsv	mix_3	NK Cells	0.0499385649769	0.059898477	0.00995991202312	9.91998475082e-05
AbsCibersort	10XImmune.tsv	mix_4	B Cells	0.0852187527563	0.209457315	0.124238562244	0.0154352203484
AbsCibersort	10XImmune.tsv	mix_4	CD4 T Cells	0.257847401673	0.247223104	0.0106242976732	0.00011287570105
AbsCibersort	10XImmune.tsv	mix_4	CD8 T Cells	0.457836345858	0.175499841	0.282336504858	0.0797139019756
AbsCibersort	10XImmune.tsv	mix_4	Monocytes	0.137939234899	0.296096477	0.158157242101	0.0250137132291
AbsCibersort	10XImmune.tsv	mix_4	NK Cells	0.0611582648135	0.071723262	0.0105649971865	0.000111619165552
AbsCibersort	10XImmune.tsv	mix_5	B Cells	0.0746272861629	0.153358012	0.0787307258371	0.00619852719083
AbsCibersort	10XImmune.tsv	mix_5	CD4 T Cells	0.249719437711	0.126388154	0.123331283711	0.0152106055418
AbsCibersort	10XImmune.tsv	mix_5	CD8 T Cells	0.472817817324	0.329455315	0.143362502324	0.0205528070727
AbsCibersort	10XImmune.tsv	mix_5	Monocytes	0.126986238709	0.264939186	0.137952947291	0.0190310156664
AbsCibersort	10XImmune.tsv	mix_5	NK Cells	0.0758492200932	0.125859334	0.0500101139068	0.00250101149297
AbsCibersort	10XImmune.tsv	mix_6	B Cells	0.0570112902685	0.130248834	0.0732375437315	0.00536373781183
AbsCibersort	10XImmune.tsv	mix_6	CD4 T Cells	0.257216054804	0.119362364	0.137853690804	0.0190036400682
AbsCibersort	10XImmune.tsv	mix_6	CD8 T Cells	0.436270812245	0.260108865	0.176161947245	0.0310330316571
AbsCibersort	10XImmune.tsv	mix_6	Monocytes	0.188703897992	0.421461897	0.232757999008	0.054176286102
AbsCibersort	10XImmune.tsv	mix_6	NK Cells	0.0607979446908	0.06881804	0.00802009530924	6.43219287692e-05
AbsCibersort	10XImmune.tsv	mix_7	B Cells	0.129046952278	0.279008637	0.149961684722	0.0224885068846
AbsCibersort	10XImmune.tsv	mix_7	CD4 T Cells	0.241165884657	0.262110402	0.0209445173432	0.00043867280674
AbsCibersort	10XImmune.tsv	mix_7	CD8 T Cells	0.461518201394	0.170484416	0.291033785394	0.084700664241
AbsCibersort	10XImmune.tsv	mix_7	Monocytes	0.0998453582624	0.196019527	0.0961741687376	0.00924947073236
AbsCibersort	10XImmune.tsv	mix_7	NK Cells	0.0684236034082	0.092377018	0.0239534145918	0.000573766070608
AbsCibersort	10XImmune.tsv	mix_8	B Cells	0.102533091819	0.238232124	0.135699032181	0.0184142273347
AbsCibersort	10XImmune.tsv	mix_8	CD4 T Cells	0.26994409031	0.207689544	0.0622545463101	0.00387562853628
