AbsCIBERSORT	CIBERSORT	DCQ	DeconRNASeq	dtangle	EPIC	GEDIT	MCP-counter	nnls	quanTIseq	SaVanT	xCell
1	0.062894146976375	0.062885127519627	0.0927690510182475	0.0937042239019254	0.0677692258535656	0.0847678369994157	0.0459600482368545	0.0819232068111514	0.0814500602949624	0.11457669308463	0.0845223210516396	0.0506483397734045
