AbsCIBERSORT	CIBERSORT	DCQ	DeconRNASeq	dtangle	EPIC	GEDIT	MCP-counter	nnls	quanTIseq	SaVanT	xCell
1	0.0692050358239245	0.0692050358239149	0.124191196430984	0.107798997175802	0.0859816469894261	0.113571364428779	0.0525886885529135	0.14959192740196	0.0963046294662789	0.0942303484136713	0.139805845827298	0.136148044818331
