AbsCIBERSORT	CIBERSORT	DCQ	DeconRNASeq	dtangle	EPIC	GEDIT	MCP-counter	nnls	quanTIseq	SaVanT	xCell
1	0.0805106718991166	0.0815518713872044	0.135477458224325	0.133759103261291	0.157938721963602	0.165142045484722	0.0906619146941393	0.178550786752131	0.155371960912072	0.112430797684288	0.162731236811439	0.117232199685877
