AbsCIBERSORT	CIBERSORT	DCQ	DeconRNASeq	dtangle	EPIC	GEDIT	MCP-counter	nnls	quanTIseq	SaVanT	xCell
1	0.127894650158075	0.127894650158046	0.319324411654013	0.0857288355956435	0.345826897892778	0.139005918380341	0.0790612659504595	0.177509923657308	0.193243387010489	0.129027634574916	0.281958787392421	0.250019679568146
