Mixture	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages	P-value	Correlation	RMSE
mix_1	0	0.167538078362412	0.533841377921631	0.119321161042712	0.0761379411507777	0.103161441522467	9999	0.417254210974958	1.05731467792043
mix_2	0	0.194701677939933	0.40725566194652	0.244281793876585	0.0926365139728171	0.0611243522641448	9999	0.417059711207328	1.06172154862978
mix_3	0	0.196513980808979	0.222642906184301	0.172691129272595	0.303462345673563	0.104689638060562	9999	0.438512478379388	1.01408002708354
mix_4	0	0.314689235657433	0.463322344424978	0.00596104115753192	0.133668039765117	0.0823593389949407	9999	0.434844898760566	1.01868775104728
mix_5	0	0.234321727930049	0.40796768998518	0.0157807639098258	0.256113725836502	0.0858160923384438	9999	0.436785919537161	1.01333084577481
mix_6	0	0.295921120883801	0.464457446441348	0.0214686779964463	0.140815301139384	0.0773374535390206	9999	0.434420668361784	1.02121524714616
mix_7	0	0.217136340737077	0.335840977701967	0.0693924806092529	0.297803491292016	0.0798267096596867	9999	0.439137486711425	1.01139283740105
mix_8	0	0.158837352555167	0.383152184695004	0.157743362431952	0.220884715645798	0.0793823846720793	9999	0.419832668411253	1.04495779314311
mix_9	0	0.292820841341312	0.549046975514511	0.00686822788815054	0.0691066951129869	0.08215726014304	9999	0.428891806299981	1.03371511148709
mix_10	0	0.399807811292062	0.29084481541412	0.0751652595436301	0.111673474220873	0.122508639529314	9999	0.449268078664426	0.995346652079826
mix_11	0	0.21259653376906	0.565764741419337	0.110129187181542	0.00946008805269525	0.102049449577366	9999	0.41680893357048	1.06007897814715
mix_12	0	0.290093204034911	0.373980866493468	0.0270867311383556	0.218703980405034	0.0901352179282318	9999	0.439233485513113	1.00832032677863
mix_13	0	0.394312994201485	0.330556944569537	0.127729178553593	0.0523196895264598	0.0950811931489247	9999	0.434967624668631	1.01878962086635
mix_14	0	0.374622230832841	0.451965709308388	0.0189560396399639	0.0425339333747191	0.111922086844088	9999	0.440168601955879	1.01379728795351
mix_15	0	0.216305216183377	0.390239649278169	0.119328378217916	0.192009519143774	0.0821172371767635	9999	0.426096241830887	1.0338222000338
