Bcells	CD4_Tcells	CD8_Tcells	Monocytes	Neutrophils	NKcells	otherCells
Mix_59	0.107198890995687	3.40731913501967e-08	0.0683845888129219	0.00585046538918684	2.14458415364616e-08	0.566887313520808	0.251678685762363
Mix_60	0.324051493709768	8.72300957680925e-10	0.297065896513772	1.38499462621294e-08	0.00132758044578505	0.076075218526628	0.3014797960818
Mix_61	0.324977441409625	1.49122251230838e-09	0.0600843510498527	0.0167693129112919	0.000384273375875493	0.305904969296418	0.291879650465714
Mix_62	0.367305707353397	7.12304579310932e-09	0.025513140069466	4.00074273974411e-07	0.000106120572523643	0.384021301585358	0.223053323221936
Mix_63	0.0731524071590691	4.98655198348529e-08	0.0358291664405901	0.0329176061551712	7.41931851104107e-08	0.551010755509189	0.307089940677276
Mix_64	0.224124117176139	7.76413700440069e-09	0.154181309035784	0.0405225974129202	1.64874278456515e-06	0.198595559908883	0.382574759959352
Mix_65	0.222779752504794	1.72385820561667e-08	0.18863001440257	0.0295964722641378	5.09791543801879e-07	0.164733693107132	0.39425954069124
Mix_66	0.248507014215396	2.48787277302279e-08	0.1615598079561	0.00160061399891393	9.05493253782003e-08	0.254595799430661	0.333736648970876
Mix_67	0.409870647266489	8.60710755934431e-08	1.95807166432037e-07	0.0297029080108324	2.54195762920576e-07	0.218006113016026	0.342419795632647
Mix_68	0.151844652282654	2.69209997479781e-09	0.323031204129358	0.0220311527099629	1.88036858718246e-07	0.0813904114578391	0.421702388691227
Mix_69	0.338928621880691	2.75157266538378e-08	0.119723917271409	0.00692514550711748	0.000259673984014539	0.239671880228802	0.294490733612239
Mix_70	0.137567406401488	3.11119374272499e-09	0.31167587569395	0.0170817984435492	2.07336137446923e-05	0.106309963277204	0.427344219458871
Mix_71	0.172942661596777	1.45299758544303e-08	0.178295273865524	0.00834996506390155	2.53798013575808e-07	0.354429738712867	0.285982092432941
Mix_72	0.123834548463725	0.0117625889993704	0.245814835222788	0.0371570127156437	3.26330778723033e-08	0.0450910070014727	0.536339974963922
Mix_73	0.0534884071322404	3.52491990324417e-06	0.157292803005965	0.00662329939262273	9.83691434472211e-07	0.475595309033436	0.306995672824398
Mix_74	0.314843454977523	1.63379973647824e-07	0.041275993405295	0.0217725135610912	2.87254815026248e-07	0.333671758850887	0.288435828570415
Mix_75	0.177221767039969	9.10494915344942e-07	0.0585139229727057	0.000365039234449007	2.61956709141737e-07	0.466413423895042	0.29748467440621
Mix_76	0.17230225371768	1.16815124983965e-05	0.107307198237576	3.66913732461633e-08	3.61911186270603e-08	0.450267763984465	0.270111029665289
Mix_77	0.171565902139926	0.000165118679338104	0.0709053974323327	0.034711750732878	1.33940333120218e-07	0.316570857232062	0.406080839843129
Mix_78	0.0773903821074624	6.61235541467294e-08	0.251163094387224	1.7980846095072e-09	6.82972391537017e-06	0.325593412725017	0.345846213134743
Mix_79	0.0886608059104648	6.834907801888e-09	5.57747894918573e-08	0.0206488045122954	5.40104454361971e-06	0.665309357813559	0.22537556810944
Mix_80	0.1965931964604	0.0750778580877981	0.0757216313499636	0.0154131926600003	2.20989364048513e-07	0.213197224538456	0.423996675914018
Mix_81	0.18986862321691	3.09951905759268e-09	0.132627335178148	0.0197122145833832	0.000429816057521626	0.344521739692655	0.312840268171863
Mix_82	0.232260493086886	1.83494524842874e-08	0.188775793273063	1.81901369471196e-09	4.18790171205851e-05	0.314311481196378	0.264610333258087
Mix_83	0.279245076890773	7.67255659285817e-09	0.104757202046857	0.0165991701445398	8.50346650363214e-05	0.269794834573902	0.329518674006334
Mix_84	0.179652802479544	2.35425178175898e-09	0.244003314740492	0.0224394471121287	8.88803051429784e-05	0.143667921762586	0.410147631245855
Mix_85	0.193913808238681	1.28225095685987e-06	0.122833361898089	6.7481610065735e-08	1.13087181449533e-05	0.367632949339132	0.315607222073386
Mix_86	0.137595007529881	4.65265035841455e-07	0.139423352511881	0.0217185196551816	3.95998800711441e-08	0.396876897033171	0.304385718404969
Mix_87	0.468873883808758	9.54003949827378e-08	5.93307023802621e-06	0.0208593646606217	2.66651909225664e-07	0.244761819249484	0.265498637158594
Mix_88	0.26189092396487	5.37092980511838e-08	0.275919269738391	0.0119113405141204	0.000472829199307197	0.0193071353743948	0.430498447499619
Mix_89	0.035697497988629	1.85670922971941e-09	0.122570518200663	0.0363560743591977	6.38453804590283e-08	0.420605284331583	0.384770559417837
Mix_90	0.197138985008755	1.36488611234561e-07	2.73662142667225e-09	7.81782588345818e-05	1.12004219850528e-07	0.585873631347082	0.216908954155876
Mix_91	0.4424190688105	0.02852411941243	0.000265298941117695	0.00223119338492975	2.41520652569752e-07	0.214456501636718	0.312103576293652
Mix_92	0.228818761010526	0.00921480560064246	1.14963762955464e-07	0.0150554792843672	1.82269056430723e-09	0.437381308194223	0.309529529123788
Mix_93	0.136973863510899	0.00160477762068373	0.275428269877696	0.035785766217709	1.35978742047621e-07	4.65853082425182e-08	0.550207140208961
Mix_94	0.302366586414626	4.25430395269288e-07	0.215741335489931	0.0118153662786785	3.22155098453046e-08	0.0657465024222664	0.404329751748593
Mix_95	0.171978388381589	0.0918230344695682	0.00625137502744033	0.0100066226390275	5.90798596344867e-08	0.330274160630808	0.389666359771707
Mix_96	0.0912367479139253	5.43843703466898e-07	0.257372019590365	0.0116469703899165	1.72373734432716e-08	0.19571102326702	0.444032677757697
Mix_97	0.245577733290372	7.75564347984762e-09	0.0697892944738855	0.0253746709769798	4.67781209517685e-07	0.346539149015738	0.312718676706172
Mix_98	0.369211346414761	7.62616704912367e-09	0.0648003787104846	0.0671916452068471	8.02653602245126e-07	0.00216735426107291	0.496628465127065
Mix_99	0.0176937377472314	0.0585709717138262	0.241313898743207	0.00596026354819593	1.12875766379363e-08	0.183863045541165	0.492598071418799
Mix_100	0.223809852363576	0.0264494906437494	1.14641554310897e-07	0.0388174571723559	1.72867289241303e-07	0.313175808852143	0.397747103459332
