T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
S16169	7.2516	4.2729	7.08522	6.155025	6.152825	6.28244285714286	5.33724	8.30332142857143	5.20805714285714	5.66725
S16170	7.75313846153846	4.3783	7.02468	6.044725	7.2648125	6.06867142857143	4.93072	8.3869	4.910825	5.359675
S16171	7.61176923076923	3.8303	7.00494	6.169875	6.187325	6.38111428571429	5.21454	8.36292142857143	5.062725	5.3032125
S16178	7.34506923076923	3.9764	7.31692	6.88595	5.95815	6.26314285714286	4.91322	8.95274285714286	4.90037857142857	5.2348
S16180	7.45706923076923	4.4527	6.80904	6.1138	6.073975	6.1636	4.8799	8.84996428571429	5.08286785714286	5.43765
S16187	6.93191538461538	4.1066	6.59862	5.79465	6.2625375	6.45564285714286	5.09616	8.97791428571429	5.08373928571429	5.2027875
S16195	7.5842	4.6068	6.966	6.045925	6.6359	6.5365	5.16864	8.69682142857143	4.936875	5.21705
S16199	7.40505384615385	4.4284	7.25842	5.834425	6.397025	6.29181428571429	4.90902	8.41916428571429	4.97217142857143	5.39105
S1620	7.34670769230769	4.2634	6.7879	6.026325	6.4795375	6.1895	4.937	8.7914	4.96798571428571	5.2425875
S16203	7.39953076923077	4.1266	7.09584	5.9163	6.6720125	6.14648571428571	4.90192	8.31447142857143	4.82186071428571	5.2422375
S16208	7.07654615384615	4.2958	7.1391	6.23185	6.755925	6.40338571428571	5.0329	8.63128571428571	4.9954	5.1404875
S16211	7.38406153846154	4.3539	7.21688	5.874875	6.9659375	6.50351428571429	4.77922	9.00021428571429	4.89816785714286	5.2407
S16213	7.68233846153846	5.0763	7.43472	6.6385	6.39715	6.53754285714286	4.96388	8.27552857142857	4.79032142857143	5.096075
S16229	7.41913076923077	4.2889	7.11592	6.062375	6.4279375	6.48655714285714	4.74556	8.8842	4.91918571428571	5.2996375
S16232	7.7689	4.4697	7.13976	6.4372	6.5669625	6.67975714285714	4.877	8.33497857142857	4.96452142857143	5.2152875
S16237	7.16974615384615	4.2935	6.89382	5.770875	6.3329875	6.24058571428571	4.80632	8.73777142857143	5.00163214285714	5.3090125
S16239	7.29728461538462	4.5617	6.74272	5.8197	6.8158875	6.32797142857143	5.04546	8.42021428571429	4.93759285714286	5.2259875
S16249	7.15442307692308	3.7555	6.64018	6.000125	6.462525	6.47278571428571	4.97104	8.337	5.12451071428571	5.5577875
S16253	7.49078461538461	4.2307	7.32904	6.47055	6.3347625	6.23597142857143	5.15176	8.35135	5.03382857142857	5.3701625
S16255	7.65496923076923	4.427	7.52198	6.37335	6.657925	6.4809	4.78956	8.54550714285714	4.86762142857143	5.246275
S16257	7.37866923076923	3.8781	7.04892	5.439325	6.97595	5.99681428571429	4.96158	8.25291428571429	5.01622142857143	5.501725
S16272	7.05307692307692	3.949	6.82252	5.802725	6.3277875	6.08828571428571	4.85054	8.73422142857143	5.07853214285714	5.514625
S16274	7.33939230769231	4.5742	6.56036	5.9912	6.565075	6.56237142857143	4.69144	8.97102142857143	4.91825714285714	5.13545
S16275	7.30934615384615	4.1151	6.82464	6.0328	6.6183	6.134	4.72988	8.67293571428571	5.02723571428571	5.3318875
S1628	7.33880769230769	4.3106	7.3196	6.09525	6.320575	6.09502857142857	4.84118	8.85191428571428	4.88607857142857	5.279225
S16282	7.76977692307692	4.8614	7.23876	6.084825	6.412575	6.31497142857143	4.7811	8.39446428571429	4.88658928571429	5.3132125
S16288	7.27393076923077	4.8624	6.99574	6.04735	6.687975	6.38974285714286	5.02882	8.74114285714286	4.92553928571429	5.2618375
S16294	7.77716923076923	4.5551	7.0957	6.434325	6.2409375	6.51095714285714	5.00212	8.28493571428571	4.92897857142857	5.2552
S16297	7.12786923076923	4.5598	6.5779	5.48705	6.08745	6.16454285714286	4.98696	8.70348571428571	4.99121071428571	5.4151375
S16305	7.47288461538462	4.6809	7.02006	5.931575	6.2193	6.68985714285714	4.97906	8.76856428571429	4.88609285714286	5.2386
S16306	7.43613076923077	4.5625	6.72442	5.601075	6.7146625	6.10628571428571	4.67706	8.51277142857143	5.08233928571429	5.4098625
S16308	7.40047692307692	3.7204	6.838	6.307075	6.275525	6.22318571428571	4.9272	8.77683571428571	4.94004642857143	5.14635
S16311	7.64666153846154	5.0456	7.69446	6.23135	6.7965125	6.38575714285714	4.91416	8.40772857142857	4.89455714285714	5.3308375
S16318	7.43854615384615	4.7277	7.77118	6.022	6.3026	6.20538571428571	4.80296	8.43962857142857	5.07607142857143	5.331925
S16322	7.24533846153846	4.0385	6.62258	5.66495	6.3305625	6.19832857142857	4.9912	8.6806	4.85636428571429	5.2784375
S16327	7.28363846153846	4.1507	7.12684	6.35525	6.856525	6.63634285714286	5.35926	8.57459285714286	5.04411071428571	5.300375
S16352	7.49378461538462	4.2606	7.50264	6.367	6.58935	6.36167142857143	4.81872	8.73464285714286	5.03458928571429	5.4256875
S16354	6.82632307692308	3.9235	6.35052	5.53885	5.86785	6.07618571428571	4.85892	9.00801428571429	5.03738928571429	5.5235375
S16358	7.55026923076923	4.7862	7.72834	6.668925	6.3372375	6.36721428571429	4.8482	8.21755714285714	4.90117142857143	5.3619
S1636	7.51046153846154	4.3441	7.3667	5.9695	6.44285	6.21202857142857	4.9301	8.40960714285714	5.00672142857143	5.345625
S16367	7.55112307692308	4.8738	7.08086	6.185725	6.66275	6.21387142857143	4.72618	8.46705714285714	4.92580357142857	5.2574
S16368	7.39170769230769	4.0584	6.88132	6.126825	6.1919625	6.18157142857143	4.99578	8.60561428571429	5.04780357142857	5.3846125
S16372	7.8147	4.7871	7.0287	5.72295	6.60745	6.46567142857143	5.30652	8.46755	5.02983928571429	5.3658875
S16373	7.01344615384615	4.0533	6.77058	6.03095	6.0614625	5.8022	4.85984	8.80441428571429	5.08485	5.5120875
S16379	7.35866923076923	4.118	7.35062	6.111675	6.2591375	6.45728571428571	4.9611	8.86867857142857	4.98615357142857	5.380475
S16386	7.38290769230769	4.4016	6.8781	6.105325	6.34975	6.48294285714286	5.1628	8.52258571428571	4.88262142857143	5.2614375
S16389	7.4139	3.8231	7.10046	6.210375	6.766725	6.21427142857143	4.77938	8.64751428571429	5.04317857142857	5.271925
S1639	7.73852307692308	4.4966	7.59234	6.77105	6.7813625	6.50211428571429	4.974	7.99504285714286	4.93092142857143	5.167
S16391	7.70498461538461	4.1273	6.8872	6.08315	6.536425	6.43252857142857	4.97478	8.47463571428571	5.02939285714286	5.2717375
S16401	7.54569230769231	4.7391	7.35374	6.756	6.644275	6.2569	4.76638	8.33380714285714	4.90595357142857	5.2903625
S16407	7.55835384615385	4.0532	7.19672	6.386	6.7286	5.98527142857143	4.7933	8.0561	4.89217142857143	5.4059
S16408	7.51946153846154	4.8088	7.59846	6.149325	5.9665625	6.4587	5.12986	8.5135	5.15026785714286	5.3823125
S16412	7.36165384615385	3.9657	7.23854	5.8352	6.3744	6.56964285714286	4.84344	8.83534285714286	5.01267857142857	5.2949125
S16414	7.47517692307692	4.2449	6.58956	5.792725	6.11485	6.20525714285714	4.72586	8.51220714285714	5.02482142857143	5.3497125
S16419	7.40960769230769	4.0339	7.01772	6.2622	6.6540125	6.25871428571429	5.0192	8.49209285714286	4.94249642857143	5.306125
S16420	7.28887692307692	3.9993	7.38852	6.030275	6.9024	6.56297142857143	5.22776	8.57374285714286	4.91092857142857	5.1252625
S16422	6.98318461538461	4.6778	6.71028	5.94175	6.1792125	6.46724285714286	4.95498	8.52400714285714	5.08124285714286	5.439325
S16423	7.47492307692308	4.0751	6.91174	6.0248	6.55215	6.03277142857143	4.62708	8.30871428571429	4.97156428571429	5.34605
S16428	7.59213846153846	4.3213	7.3063	6.3523	6.587625	6.23702857142857	4.99058	8.69448571428571	4.99553928571429	5.254525
S16439	7.39734615384615	4.529	7.32204	6.424925	6.57585	6.23694285714286	5.05952	8.73366428571429	5.05429285714286	5.253475
S16441	7.31723846153846	3.9694	7.12222	6.152125	6.33525	6.54365714285714	5.10742	8.49633571428571	4.98857857142857	5.1189
S16450	7.72686153846154	4.2439	7.33182	6.544825	6.479925	6.58057142857143	5.3699	8.19303571428572	4.94380357142857	5.396575
S16455	7.58377692307692	5.3568	6.9992	5.8952	6.669725	6.3546	4.91866	8.64650714285714	5.04101428571429	5.3118875
S16460	7.58623076923077	4.8534	7.22186	6.209	6.665525	6.68714285714286	5.26446	8.8846	4.933425	5.0892625
S16473	7.24740769230769	4.3045	7.06408	6.0832	6.1755125	6.46027142857143	4.79986	8.91038571428571	4.89499285714286	5.27375
S16475	7.78715384615385	4.1383	7.93348	6.989875	6.1134	6.34191428571429	4.83334	7.59814285714286	4.86080714285714	5.1796
S16476	7.52104615384615	4.1005	7.44856	6.471825	6.65365	6.37391428571429	4.94884	8.26197857142857	5.0458	5.342175
S16478	7.5828	4.2471	6.99088	5.8729	7.0698125	6.30547142857143	5.01228	8.44866428571429	4.97138214285714	5.1997125
S16480	7.29485384615385	4.2623	6.94892	5.804525	6.56905	6.29458571428571	4.8825	8.84290714285714	5.043025	5.3712125
S16488	8.00712307692308	5.3655	7.34334	6.4968	6.602525	6.63138571428571	4.83356	8.6285	4.91337142857143	5.1869625
S1649	6.97825384615385	4.1355	6.32206	5.63895	6.0060875	6.21637142857143	4.81012	9.00525714285714	5.02715	5.34255
S16498	7.83487692307692	4.5576	7.32686	5.7388	6.50225	6.31571428571429	4.69856	8.58825714285714	5.00543928571429	5.3101625
S16503	7.71162307692308	5.3238	7.24592	6.1726	6.452475	6.11865714285714	4.8166	8.06827857142857	4.94721071428571	5.43065
S16504	7.44636923076923	4.0685	7.07842	6.32495	6.6352375	6.14414285714286	4.88548	8.36903571428571	4.88323214285714	5.33635
S16505	6.98686153846154	4.0102	6.5825	5.6175	6.280075	6.26107142857143	4.96996	8.95370714285714	5.09033214285714	5.325925
S16506	7.33753076923077	3.8334	7.26072	6.44305	6.785875	6.2218	4.93672	8.45525714285714	4.91314285714286	5.2230125
S16515	6.95153076923077	3.9785	7.10496	6.463975	5.5916625	6.65797142857143	4.7602	8.71792142857143	4.79309642857143	5.162125
S16518	7.49417692307692	4.6594	7.00296	6.126725	6.5015375	6.43711428571429	4.7325	8.79174285714286	5.03384285714286	5.28215
S16526	7.50334615384615	4.6785	8.14382	6.752775	6.48865	6.51145714285714	4.87424	8.5276	4.8167	5.1716625
S16529	7.57335384615385	4.1999	6.9198	6.029525	6.8888125	6.68254285714286	4.94966	8.50505714285714	4.880325	5.2911625
S1653	7.77695384615385	4.0469	7.02938	6.2685	6.4088125	6.54871428571429	4.8291	8.54835	4.90441785714286	5.278575
S16532	7.66430769230769	4.42	7.77044	7.0726	6.421525	6.49695714285714	4.83138	8.08335714285714	4.82770714285714	5.1356125
S16535	7.10954615384615	4.4148	6.47692	5.260475	6.5134875	5.84851428571429	4.746	8.38362857142857	5.11705	5.5816125
S1655	6.65169230769231	3.925	5.93886	5.364525	8.10285	5.63	4.90662	6.96268571428571	4.91418571428571	5.3284875
S16551	7.55698461538462	4.6541	7.4022	6.045	6.592675	6.37348571428571	4.9841	8.63608571428571	4.95453214285714	5.2278125
S16561	7.48055384615385	4.3791	7.21262	6.44285	6.174275	6.69641428571429	4.97746	8.331	4.97665	5.294525
S16571	7.2173	4.5883	7.02916	5.9056	6.3916125	5.76477142857143	4.73492	8.48108571428571	5.07449642857143	5.3705625
S16575	7.73146923076923	5.1176	7.82716	6.191425	6.7498125	6.0881	4.80726	8.17665	5.0215	5.4071625
S16584	7.22842307692308	4.1474	6.80026	5.68465	6.2545	6.17105714285714	5.09076	8.72302142857143	5.11571428571429	5.346875
S1659	7.51283076923077	4.8583	6.80772	6.011225	6.6971875	6.14392857142857	5.05576	8.66553571428571	4.97266428571429	5.2404125
S16591	7.65152307692308	4.4855	7.55708	6.589725	7.2912125	6.4473	4.94238	8.5083	4.80046785714286	4.9923375
S166	7.57980769230769	4.5232	7.29314	6.4383	6.69715	6.44105714285714	4.78654	8.40818571428571	4.86638571428571	5.2104625
S1660	7.38943846153846	5.3011	7.3781	6.1976	5.923825	6.70768571428571	4.64494	8.41857857142857	4.81956428571429	5.243425
S16604	7.15939230769231	3.8946	6.98628	6.049125	6.4052375	6.20392857142857	4.81292	8.70543571428571	5.02814642857143	5.433875
S16606	7.60650769230769	4.5324	7.02884	5.9301	6.6191	6.72884285714286	5.05308	8.61463571428571	4.96740714285714	5.1910875
S16609	7.10906923076923	4.5371	7.85738	6.915575	6.2218125	6.00915714285714	4.8541	8.34962857142857	5.02848214285714	5.4415
S16612	7.31956153846154	4.5741	6.88738	6.040225	6.615625	6.22378571428571	4.71046	8.39176428571429	4.95230357142857	5.2045625
S16619	7.29814615384615	4.4244	7.04358	6.3387	6.5638625	6.38502857142857	5.09468	8.56272857142857	4.91337857142857	5.3025875
S16623	7.64032307692308	3.8529	7.13282	6.34995	6.1923875	6.50041428571429	4.6847	8.41423571428571	4.88362857142857	5.2606875
S16632	7.19143846153846	3.9699	6.61378	5.778825	6.3803375	5.90952857142857	4.99552	8.54124285714286	4.99765357142857	5.331
S16640	7.32623846153846	4.1701	7.74288	7.1161	6.182975	6.09247142857143	5.0715	8.19147857142857	4.82361428571429	5.3024375
S16641	7.12559230769231	4.1973	6.9074	5.9122	6.309675	6.49438571428571	5.33844	8.57693571428571	5.017825	5.3768
S16644	7.43756923076923	4.6751	7.22684	6.08435	6.3005375	6.20352857142857	5.19032	8.47427142857143	5.11312857142857	5.1944
S16646	7.41133846153846	3.9634	6.51106	5.474125	6.6467625	5.96932857142857	4.69138	8.15342142857143	5.06356428571429	5.5446375
S16649	7.4944	3.6037	7.25796	6.096375	6.2634	6.42057142857143	5.0131	8.43598571428571	4.96496785714286	5.380475
S16652	7.38140769230769	4.0697	7.03606	6.079275	6.5398875	6.37021428571429	4.91904	8.70488571428571	4.940475	5.2522125
S16654	7.37796153846154	4.1032	6.80168	6.03735	6.41735	6.0334	5.13452	8.45398571428571	4.99649285714286	5.2891375
S16655	7.56546923076923	4.3187	6.93212	6.23485	6.4470875	6.44265714285714	4.91832	8.645	4.88453928571429	5.2369125
S16656	7.70504615384615	4.2	7.06774	6.311875	6.43085	6.35582857142857	5.04732	8.57050714285714	5.01267857142857	5.384425
S16669	7.00643846153846	4.1578	6.74832	5.652575	6.0230875	6.42392857142857	4.63796	8.60418571428571	5.04246428571429	5.5258
S16671	7.24198461538462	3.8805	7.58816	6.927425	5.9752875	6.44391428571429	5.14098	8.35217142857143	5.07493571428571	5.359625
S16675	7.57096153846154	5.0385	6.89808	5.8201	6.2858375	6.47162857142857	4.9156	8.6404	5.06321428571429	5.4083375
S16676	7.35567692307692	4.1182	7.23514	5.571075	6.8565875	6.20151428571429	4.84324	8.45420714285714	5.07096785714286	5.4552125
S16696	7.47659230769231	4.3663	7.0016	5.813675	6.5030625	6.06704285714286	4.71982	8.17815	4.97426428571429	5.3290125
S16698	7.21563076923077	4.3722	7.0035	5.83435	6.1905375	6.142	4.66052	8.12231428571429	4.98396428571429	5.47615
S1670	7.30166153846154	4.2435	6.90674	6.161	6.5885625	6.43581428571429	4.96852	8.63427142857143	4.92036428571429	5.3099375
S16700	7.27798461538462	4.2639	7.21714	6.280225	6.300825	6.37764285714286	4.8969	8.66509285714286	4.91256428571429	5.2564125
S16706	7.07713846153846	3.9661	6.71996	5.921325	6.3073375	5.99698571428571	4.93492	8.38261428571429	5.07333571428571	5.5168625
S1671	7.40263076923077	4.4931	6.69808	5.764425	6.6557125	6.52431428571429	5.15142	8.81602857142857	4.91059285714286	5.12145
S16712	7.25765384615385	4.2272	6.50728	5.679425	6.3592875	6.79754285714286	4.88372	8.51647142857143	5.05467142857143	5.342425
S16715	7.75936153846154	4.4128	7.59938	6.57445	6.3372625	6.09584285714286	4.80908	8.32036428571429	4.98748928571429	5.246025
S16717	7.55531538461538	4.3642	6.85154	5.825325	7.0917875	6.23577142857143	5.08488	8.29608571428571	4.92576785714286	5.3663
S16721	7.125	4.0077	7.0937	6.242475	6.458675	6.04354285714286	4.95294	8.50263571428571	5.04681428571429	5.4576375
S16725	7.47626923076923	4.2111	6.80392	5.9512	6.2876	6.3997	4.98042	8.77942857142857	5.01790357142857	5.17975
S1673	7.12578461538462	4.1153	6.71604	5.885125	6.23535	5.69271428571429	4.74422	8.31547857142857	5.15553928571429	5.5529875
S16747	7.80521538461538	5.0294	6.71898	5.9162	7.0742625	5.97135714285714	4.57502	8.03222857142857	4.929875	5.316325
S1675	7.5345	3.7916	6.88594	6.2291	6.8916875	6.2789	4.75064	8.30515714285714	4.88421428571429	5.26035
S16757	7.40446153846154	4.3175	6.7491	5.7732	6.70905	6.28495714285714	4.86514	8.55194285714286	5.01348928571429	5.424575
S16758	7.54031538461538	4.5822	6.7469	6.05055	6.5829125	6.17264285714286	4.60538	8.32944285714286	4.91493571428571	5.2074125
S16762	7.5888	4.7266	7.48412	6.61965	6.5428	6.55301428571429	5.00546	8.50899285714286	4.81855	5.0179125
S16770	7.82899230769231	5.5027	8.1895	6.666125	6.94695	6.61135714285714	5.2926	8.29425714285714	4.865925	5.199175
S16773	7.25394615384615	4.3633	7.12254	6.089425	6.46265	6.41491428571429	5.15338	8.88698571428571	4.99485714285714	5.2991125
S16775	7.6097	4.2904	6.7761	5.943975	6.309375	6.21194285714286	5.09504	8.51902142857143	4.95428214285714	5.461325
S1678	7.55823076923077	4.4669	6.94696	6.21225	6.2659875	5.96241428571429	4.90138	8.30932857142857	5.00251785714286	5.2585125
S16780	7.58636153846154	4.0408	6.83356	5.794275	6.8339	6.10075714285714	4.7924	8.72686428571429	4.96291071428571	5.3995
S16785	7.57003846153846	4.7892	6.66136	5.792575	6.7113125	5.87598571428571	4.98172	8.54215714285714	5.04088571428571	5.409375
S16791	7.44287692307692	4.3045	7.028	6.4618	6.506425	6.44462857142857	5.03448	8.78247142857143	4.95821785714286	5.1311
S16792	7.56227692307692	3.8314	7.1919	6.243875	6.63825	6.23328571428571	5.04994	7.88525714285714	4.96840357142857	5.3704
S16797	7.32018461538462	3.9388	6.73566	5.7789	6.6910625	5.97285714285714	4.86768	8.16488571428571	5.00100714285714	5.352025
S16799	7.04193076923077	4.0421	6.8811	6.104375	6.1062375	6.29517142857143	4.80242	8.64202142857143	5.03646785714286	5.4735875
S1680	7.46170769230769	3.9925	6.73662	5.762375	6.8536	5.97472857142857	4.97412	8.16804285714286	5.04233928571429	5.3620625
S16801	7.78763846153846	5.2681	7.55552	6.754975	6.5078125	6.19501428571429	5.07408	8.44583571428571	4.96011071428571	5.1109875
S16806	7.60062307692308	4.2812	6.78992	6.1363	7.0257625	6.47711428571429	5.0023	8.43794285714286	4.93913928571429	5.2392625
S16811	6.90996923076923	4.255	6.73002	5.420775	6.064625	5.8957	4.77122	8.39435	5.11129285714286	5.548375
S16815	7.54812307692308	4.1893	7.15816	6.29145	6.5984125	6.32291428571429	5.0788	8.66932142857143	5.14570714285714	5.3913375
S16816	7.1105	4.3358	7.21754	5.79985	5.9963875	5.78861428571429	4.75876	8.24284285714286	5.14596785714286	5.4495375
S16825	7.64636153846154	4.5231	7.37098	6.5921	6.2901	6.50024285714286	5.06426	8.65190714285714	4.85152142857143	5.286975
S16827	7.42648461538462	5.012	6.65846	5.49095	6.073725	5.83244285714286	5.15	8.44871428571428	5.12603928571429	5.330875
S16829	7.77203846153846	4.8591	6.76684	6.2251	6.9944375	6.53412857142857	5.00694	8.84662142857143	4.822175	5.0273
S16830	7.06875384615385	4.3804	7.07384	5.99195	5.84095	6.00564285714286	4.81782	8.60271428571428	5.00166428571429	5.493425
S16835	6.94754615384615	4.0508	6.33132	5.692475	6.1955875	6.22981428571429	4.99458	8.69233571428571	5.13976428571429	5.4401125
S16841	7.75247692307692	4.4566	6.89696	6.394575	6.621	6.52114285714286	4.92552	8.39092142857143	4.91661071428571	5.1375625
S16843	7.24348461538462	3.9117	7.12106	6.0875	6.699825	6.51794285714286	4.82356	8.74913571428571	4.87903571428571	5.2244375
S16853	7.54701538461538	4.0983	7.1134	6.0378	6.2718625	6.33008571428571	5.14786	8.33285714285714	4.95802142857143	5.3414875
S16859	7.34726153846154	4.6276	7.23626	6.14825	6.3908125	6.41787142857143	5.07704	8.79407857142857	4.9574	5.270875
S16860	7.61646923076923	3.946	6.6718	5.9672	6.4517	5.8734	4.74504	8.09787857142857	4.97259642857143	5.4432375
S16880	7.25639230769231	3.6528	6.63586	6.1659	6.30365	6.10865714285714	4.79248	8.24235714285714	4.93740714285714	5.372775
S16893	7.17279230769231	4.3104	6.84382	6.100025	5.910225	6.39345714285714	5.25452	8.78911428571429	5.06587142857143	5.315525
S16896	7.31618461538462	4.6456	7.5909	6.300325	6.2367625	6.39547142857143	4.9086	8.05091428571429	5.01386428571429	5.3815875
S16905	7.08716153846154	4.1692	6.91352	5.9993	6.4917375	6.23632857142857	4.87522	8.06456428571428	5.06066428571429	5.4907625
S16909	7.61087692307692	4.9948	6.79766	6.114275	6.6592375	6.31397142857143	5.02748	8.38607857142857	4.93385714285714	5.1485625
S16910	7.39096923076923	4.0018	6.8818	6.185225	6.68665	6.17121428571429	5.00022	8.18902857142857	5.0117	5.4412625
S16915	7.44728461538462	4.2334	7.80362	6.46625	6.114025	6.31821428571429	4.8567	8.23747142857143	4.96308928571429	5.4463625
S16928	7.67755384615385	4.6778	7.35238	6.299975	6.942725	6.97104285714286	4.76684	8.43249285714286	4.88051428571429	5.1342
S16929	7.31602307692308	4.7303	6.854	5.9113	6.1702125	5.96141428571429	4.8016	8.40164285714286	5.11548571428571	5.5127875
S16932	7.41434615384615	5.1892	7.30818	5.84395	6.275875	6.44285714285714	4.97132	8.71687142857143	5.10950714285714	5.2511875
S16933	7.47917692307692	4.0002	7.04352	6.027575	6.2071375	6.62635714285714	5.24574	8.47073571428571	5.02778571428571	5.2499875
S16939	7.82080769230769	5.1086	7.2135	6.513225	6.119	6.33387142857143	4.9549	8.23633571428571	4.82946071428571	5.26695
S16947	6.83297692307692	3.6993	7.22796	6.3163	6.3557	6.48854285714286	5.1011	8.58787857142857	5.10304285714286	5.4441125
S16949	7.53709230769231	4.1075	6.60592	6.06675	6.67765	6.4004	4.91124	8.7997	5.03636071428571	5.3617375
S16951	7.48356923076923	4.4754	6.61866	5.832425	6.3706625	6.32767142857143	4.689	8.24958571428571	4.96970714285714	5.527525
S16961	7.52210769230769	4.3196	7.68596	6.906125	6.60445	6.46728571428571	4.71688	8.38143571428571	4.79646071428571	5.1849875
S16963	7.50512307692308	4.3192	6.4858	5.8156	6.844775	6.15161428571429	4.6886	8.54443571428572	4.88648571428571	5.2778125
S1697	7.58149230769231	5.3653	7.60782	6.210975	6.8609875	6.25417142857143	4.63972	8.92783571428571	4.85218928571429	5.2246875
S16976	7.24875384615385	3.7274	7.27478	6.353675	6.5413375	6.35581428571429	4.79504	8.67318571428572	4.92200357142857	5.3048375
S16977	7.20411538461538	4.1853	6.65758	5.854675	6.5333125	6.24672857142857	5.1192	8.71511428571429	5.03302857142857	5.3671125
S16992	7.25500769230769	3.7982	6.48564	5.8076	6.6687875	6.3937	4.83866	7.87293571428571	5.06523928571429	5.5066125
S16994	7.40356923076923	3.733	6.85214	5.81435	6.2853125	6.14561428571429	4.85722	8.50978571428571	4.96399642857143	5.4460375
S16995	7.53293076923077	3.8239	6.82158	6.05665	6.9074375	6.26588571428571	4.81378	8.1961	5.25008928571429	5.5261875
S17000	7.30830769230769	3.8638	6.85932	6.04845	6.5730375	6.24448571428571	4.9565	8.73224285714286	4.99249642857143	5.4105125
S17002	7.1776	4.7547	7.46502	5.95235	6.2801375	6.16634285714286	4.90738	8.42006428571429	5.00269285714286	5.3644125
S17012	7.44084615384615	4.2387	7.07224	6.250325	6.50075	6.88352857142857	4.81606	8.53640714285714	4.81101785714286	5.134975
S17015	7.52402307692308	4.221	6.89176	6.1162	6.3937125	5.93691428571429	4.80586	8.13457142857143	5.0831	5.4730125
S1702	7.65346923076923	4.2964	6.5019	5.50805	6.4952	6.11682857142857	5.04036	8.18912857142857	5.03890357142857	5.1985125
S17021	7.25955384615385	4.4771	7.32592	6.06775	6.725375	6.15758571428571	4.843	8.32854285714286	4.94590357142857	5.2869125
S17025	7.57141538461538	4.3238	7.11902	6.04475	6.4830125	6.47234285714286	4.773	8.49991428571429	4.93750357142857	5.1672125
S17027	7.5851	4.0732	7.271	6.40305	6.73825	6.52737142857143	4.8717	8.39600714285714	4.97081071428571	5.2047125
S17030	7.45094615384615	4.7284	7.03824	6.014025	6.880925	6.63238571428571	5.10296	8.79294285714286	4.91473214285714	5.219175
S17037	7.57433076923077	4.9287	7.54474	6.143725	6.6092875	6.38668571428571	5.14814	8.50043571428571	4.90582142857143	5.2188875
S17040	7.25139230769231	3.8559	6.992	6.053475	6.1330625	6.13801428571429	4.7246	8.93932142857143	5.03023214285714	5.611275
S17046	7.3868	3.6648	6.5775	5.868025	6.2394125	6.12952857142857	4.87	9.02856428571429	5.16380714285714	5.42475
S17047	7.65145384615385	5.3625	7.54868	6.316975	6.78705	6.08957142857143	4.72062	7.86198571428571	4.83589285714286	5.291975
S17055	7.4315	4.4869	7.05012	6.6481	6.903925	6.6252	4.79936	8.54335714285714	4.79816071428571	5.10335
S17056	7.53363076923077	3.8586	6.84912	6.154125	6.6065625	6.94255714285714	5.22338	7.89759285714286	5.00072142857143	5.262
S17057	7.26876153846154	4.1398	6.8427	5.7044	6.176725	6.19077142857143	4.70396	8.5648	4.93228571428571	5.3926875
S1706	7.75081538461539	4.9165	7.45242	6.359875	6.1476625	6.34722857142857	5.22628	8.45871428571429	5.00914285714286	5.299025
S17068	7.86008461538462	5.2605	7.68304	6.69215	6.3805625	6.25575714285714	5.33106	8.12985714285714	4.99569642857143	5.1367875
S17070	7.6976	6.5442	7.8469	6.391175	6.4877	6.549	4.70832	8.30647857142857	4.94793214285714	5.0357875
S17077	7.10731538461538	4.4641	6.73196	6.05065	6.3941	6.3074	4.82492	8.64874285714286	5.01211071428571	5.33205
S17078	6.26585384615385	3.6879	5.73688	5.43265	5.922475	6.05631428571429	4.7272	9.39580714285714	5.12603928571429	5.5145
S17079	7.66759230769231	4.3166	6.88934	5.91475	6.4151875	6.19501428571429	4.79304	8.54185714285714	4.93773571428571	5.2987
S17080	7.31260769230769	3.8356	7.63528	6.42025	5.95765	6.4554	4.73478	8.71235	4.907575	5.2514875
S17091	7.23213076923077	4.1194	6.427	5.645	6.5861125	6.14102857142857	4.86364	8.51829285714286	5.03945357142857	5.539475
S17095	7.32266923076923	3.7824	7.37764	6.208075	6.7009875	6.32924285714286	4.9896	8.85219285714286	4.94871071428571	5.2907625
S17097	7.47223076923077	4.4207	7.70502	6.5879	6.1358	6.4578	5.10092	8.25478571428571	4.99633928571429	5.266575
S17099	7.56901538461538	4.3416	7.26158	6.515875	6.428025	6.63594285714286	5.05214	8.02636428571429	4.81723571428571	5.132275
S17102	7.33524615384615	3.9344	6.91074	5.87405	6.1911625	6.6886	5.35834	8.64532857142857	4.98980357142857	5.09885
S17110	7.43983076923077	4.3927	7.3733	6.7042	6.04345	6.66101428571429	5.2225	8.45747142857143	5.106	5.2715875
S17114	7.34690769230769	3.8515	6.7882	5.9035	6.5054125	6.2782	5.13114	8.12609285714286	5.107725	5.5034625
S17117	7.68369230769231	4.3768	6.79722	6.109525	6.3874125	6.38074285714286	5.15146	8.80193571428571	4.98316071428571	5.198375
S17131	7.20790769230769	3.9668	6.69054	6.1224	6.9737125	6.04918571428571	4.60398	7.9594	5.01671071428571	5.433
S17132	7.50189230769231	4.0677	6.41184	5.805825	6.42765	6.16357142857143	5.01522	8.6083	4.86460357142857	5.2404125
