Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE	Absolute score (sig.score)
Mix_1	0.0525174496315359	0.124902032336024	0.242140603199803	0.309582594306806	0.0777564043941018	0	0	0.178475262788703	0	0.442242613669922	0	0.00168036110829491	0.0817898064083868	0	0	0.00404831755917659	0	0	0.00498355321696437	0.007892632800075	0	0	9999	0.544720947127084	0.847758012295335	1.52801163141979
Mix_2	0.0587322687079803	0.179281042391471	0.12461452933498	0.0799177710157725	0.186197850313495	0	0	0.131517588309666	0	0.363688047437142	0	0	0.0270841859096873	0.0734781907121449	0	0.0423274659295502	0.0134854779769166	0.100370462360181	0	0.0131498723926265	0.0382889155144237	0	9999	0.596748152706017	0.802402650422775	1.43213366830604
Mix_3	0.00471234339771518	0.0784622514338778	0.10027926945044	0.0840090030799296	0.201914726267789	0	0	0.0143462251953618	0	0.620983200628381	0	0	0.0235292479296553	0.0605699477847985	0	0.0206468661556753	0.0349314863304405	0.0186560219712185	0	0.0105117526486044	0.0208099124901466	0	9999	0.569021452478949	0.840540077030842	1.29436225476403
Mix_4	0.0308178601105777	0.0811392571324599	0.0683898378461648	0.101409774563539	0.180976897921177	0	0	0.0651060120435566	0	0.543002899328034	0	0	0.0225409774017704	0.0493459924674713	0	0.00519532279043509	0.0262132285656674	0.0405735676856494	0	0.00813176437473443	0.021929295792293	0	9999	0.592904041292975	0.819829010059351	1.24477268802353
Mix_5	0.0182191471327105	0.415510761980299	0.0357094554326297	0.243828773866949	0.0893244594525787	0	0	0.106231679922219	0	0.366733508682536	0.00451210782272243	0	0.0102935691836752	0	0	0	0	0	0	0.00185803828258271	0	0	9999	0.60782755414174	0.800948053691509	1.2922215017589
Mix_6	0.0634043927123603	0.126960447766612	0.312321219164303	0.0726355199085158	0.221937690142528	0	0	0.0572799479711908	0	0.448801762155164	0	0	0.0394212285644731	0.0906159430633205	0	0.0507721037519553	0.0167313301139843	0	0	0.00755879470094829	0.0713367635307926	0	9999	0.546514474193709	0.837793678665765	1.57977714354615
Mix_7	0.0363658877850437	0.103310051850601	0.0801426872262309	0.00116668392758631	0.19733159442494	0	0	0.00170283004042611	0	0.61045677810155	0	0	0.00576907720875413	0.0664516442797583	0	0.0109855935432729	0.0312090085749314	0.090881739224708	0	0.00455243126107458	0.0194990175133138	0	9999	0.630053331805275	0.781691023165224	1.25982502496219
Mix_8	0	0.377841664007613	0.190157151051783	0	0.138756452682027	0	0	0.126777784676194	0	0.448156393440283	0	0	0.0505067254548458	0.013202349912186	0	0.0168772796283617	0	0.0921614568003894	0	0.0164311342004278	0.0119555452164964	0	9999	0.624475563669455	0.782547344419578	1.48282393707061
Mix_9	0.060157694291659	0.155694291148924	0.102746428847222	0.10301691162818	0.18441743673826	0	0	0.0937676590887158	0	0.432479769279367	0	0	0.0326025002007577	0.0630022795298833	0	0.0315599883577428	0.0253339950899765	0.0735562685291848	0	0.00773925245471069	0.0373377946612495	0	9999	0.605732022268204	0.796865118310706	1.40341226984583
Mix_10	0	0.3615989108082	0.140595450005152	0.11284527846048	0.134957115658818	0	0	0.0407508887384784	0	0.569591221059911	0	0	0.0432746840815133	0.0329551805369795	0	0.0174845292028748	0	0.0145124215840584	0	0.0153437587814696	0.0147195819736308	0	9999	0.60466497245962	0.797359856626752	1.49862902089156
Mix_11	0.0490201014457349	0.132438991133509	0.0918132343455329	0.0850096246785867	0.17661517741325	0	0	0.0946371729291963	0	0.426928133897113	0	0	0.0192846323107946	0.0776652287612938	0	0.0109374060512856	0.0277689409238271	0.103620276941002	0	0.00997898518065069	0.00850906580912121	0	9999	0.610253302044619	0.794319960314273	1.3142269718209
Mix_12	0	0.0837372234906562	0.192973638112846	0.0764265175781707	0.218134366403696	0	0	0.128666670529732	0	0.454327753785802	0	0	0.0367046868352507	0.0836248662137406	0	0.00664739543465195	0.0200200030256631	0.0290714504753163	0	0	0.0202375355324096	0	9999	0.553350202780974	0.841501464735899	1.35057210741793
