Sample	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	Other
S24262	S24262	0.102334739982322	0	0	0	0.440050074534754	0.0509870616273338	0	0	0.406628123855591	0	0
S24272	S24272	0.152806620211265	0	0	0	0.442150090671083	0.0471711494264806	0	0	0.35787213969117	0	5.55111512312578e-16
S24275	S24275	0.0972181635445101	0	0	0	0.534061033166437	0.0284160425243254	0	0	0.340304760764728	0	0
S24283	S24283	0.0663266990661139	0	0	0	0.405973656733169	0.0461264414762876	0	0	0.48157320272443	0	3.33066907387547e-16
S24284	S24284	0.0850685949919748	0	0.0240302136471215	0	0.471371924644525	0.044559779773674	0	0	0.374969486942704	0	0
S24286	S24286	0.0378559559580243	0	0	0	0.314305139786358	0.0378951250104559	0	0	0.609943779245161	0	0
S24288	S24288	0.141906339089749	0	0	0	0.167644624822773	0.0442897062475898	0	0	0.646159329839888	0	0
S24293	S24293	0.0644454549538602	0	0	0	0.460787846284759	0.052637725101544	0	0	0.422128973659837	0	0
S24294	S24294	0.045557568949537	0	0.0297339430606172	0	0.569218848772408	0.0235590426906895	0	0	0.331930596526749	0	0
S24296	S24296	0.102912084166303	0	0	0	0.312601780691714	0.0680204270094651	0	0	0.516465708132517	0	1.11022302462516e-16
S2430	S2430	0.0828323956064444	0	0	0	0.463394201745357	0.0673276113208515	0	0	0.386445791327347	0	0
S24300	S24300	0.128795314161234	0.00217201480876808	0	0	0.488211057242361	0.0276948012324016	0	0	0.353126812555234	0	6.66133814775094e-16
S24305	S24305	0.131936053406807	0.0106580322189938	0	0	0.5580500040204	0.0546450239167827	0	0	0.244710886437016	0	2.22044604925031e-16
S24306	S24306	0.101892671628177	0	0.00907634988876176	0	0.409928129606996	0.0583385564570542	0	0	0.420764292419011	0	0
S24308	S24308	0.102747724965564	0	0.026207681224759	0	0.355149371471398	0.0549392249581884	0	0	0.460955997380091	0	6.66133814775094e-16
S2431	S2431	0.0767998924731109	0	0	0	0.288530053095986	0.0382701238951949	0	0	0.596399930535708	0	0
S24322	S24322	0.0948207175065507	0	0	0	0.336901916014276	0.0520347565813624	0	0	0.516242609897811	0	0
S24324	S24324	0.12177213048366	0	0	0	0.490439694047989	0.0383749000950331	0	0	0.349413275373318	0	2.22044604925031e-16
S24326	S24326	0.106017265638224	0	0.000318064334717232	0	0.481982709861031	0.0547449684016783	0	0	0.356936991764349	0	3.33066907387547e-16
S24334	S24334	0.10659621289057	0	0	0	0.44497088685995	0.0612486182116196	0	0	0.38718428203786	0	0
S24336	S24336	0.137084938297704	0.00467365010676964	0	0	0.523898400992335	0.0524471322969527	0	0	0.281895878306238	0	7.7715611723761e-16
S24345	S24345	0.0969530149568042	0	0	0	0.338318135982833	0.0182741838108591	0	0	0.546454665249504	0	0
S24359	S24359	0.0561179700310303	0	0	0	0.551086622631775	0.0181047382336926	0	0	0.374690669103502	0	0
S24367	S24367	0.120734971827053	0	0.0110701479040846	0	0.403910840028316	0.0540853718299778	0	0	0.410198668410569	0	0
S24383	S24383	0.131398766151457	0	0.00587350309283091	0	0.349783218238899	0.0801474585896772	0	0	0.432797053927135	0	3.33066907387547e-16
S24384	S24384	0.064296323114119	0	0	0	0.533341888777817	0.0162753255310535	0	0	0.386086462577011	0	0
S24385	S24385	0.133145397820436	0.00380832017400731	0.029977268875305	0	0.485900581344085	0.0565670113708221	0	0	0.290601420415344	0	5.55111512312578e-16
S24386	S24386	0.0568973236632992	0	0	0	0.519746617946833	0.0313681848358044	0	0	0.391987873554063	0	0
S24395	S24395	0.0817770116359269	0	0.00229619711547913	0	0.45387073481855	0.0371129627821898	0	0	0.424943093647854	0	5.55111512312578e-16
S24399	S24399	0.0822921903034304	0	0.0191297540839801	0	0.356810698931473	0.0403219280621856	0	0	0.50144542861893	0	7.7715611723761e-16
S24409	S24409	0.0721918251062299	0	0	0	0.591681611269946	0.0338059035500705	0	0	0.302320660073754	0	0
S24412	S24412	0.0802380664099217	0	0	0	0.433921242677786	0.0428650430683976	0	0	0.442975647843895	0	0
S24417	S24417	0.110355356831311	0.00576191168414627	0.00732737384538461	0	0.424281444337102	0.082252742757483	0	0	0.370021170544573	0	1.11022302462516e-16
S24420	S24420	0.139699972779563	0	0	0	0.452800434568029	0.0518008870325253	0	0	0.355698705619883	0	7.7715611723761e-16
S24421	S24421	0.112755002631062	0	0	0	0.317677722762645	0.082612194205014	0	0	0.486955080401278	0	1.11022302462516e-16
S24422	S24422	0.0811591494631435	0	0	0	0.509463204345147	0.0330288653534976	0	0	0.376348780838212	0	0
S24423	S24423	0.0812907538513915	0	0	0	0.481011640472535	0.0455167862157059	0	0	0.392180819460368	0	3.33066907387547e-16
S24429	S24429	0.0995755140340213	0	0.045570963800944	0	0.351568529595604	0.0722416611191056	0	0	0.431043331450325	0	0
S24432	S24432	0.0659376879315969	0	0.00698799567402127	0	0.630874545465813	0.0334093506222156	0	0	0.262790420306353	0	2.22044604925031e-16
S24434	S24434	0.066547104163912	0.00553933239259655	0	0	0.603295922914045	0.0326231861211696	0	0	0.291994454408276	0	2.22044604925031e-16
S24435	S24435	0.0463900013471305	0	0	0	0.30780298121599	0.0337456488596486	0	0	0.612061368577231	0	3.33066907387547e-16
S24437	S24437	0.0943884419808328	0	0	0	0.482264462109008	0.0505759435521915	0	0	0.372771152357966	0	8.88178419700125e-16
S24440	S24440	0.0663979448636577	0	0	0	0.604577899568023	0.0016967521160271	0	0	0.327327403452293	0	0
S24442	S24442	0.0580949352660869	0	0.0101896760384846	0	0.395964083944908	0.0552218781542012	0	0	0.48052942659632	0	2.22044604925031e-16
S24444	S24444	0.159479887431507	0	0	0	0.279530184441748	0.0412833310829847	0	0	0.519706597043761	0	0
S24446	S24446	0.124683333742384	0.00158965770852341	0.0176267042306075	0	0.384035185369288	0.0757777195548818	0	0	0.396287399394315	0	0
S24459	S24459	0.126586742277486	0.00502571180612657	0.00988226273610403	0	0.444744248036704	0.0372931213810122	0	0	0.376467913762568	0	2.22044604925031e-16
S24468	S24468	0.0957032827856065	0	0	0	0.344490010093517	0.0253251775919149	0	0	0.534481529528961	0	2.22044604925031e-16
S24469	S24469	0.0526375916079854	0	0	0	0.297453947409239	0.0235864173737266	0	0	0.626322043609049	0	0
S24496	S24496	0.0647800325671653	0	0.0264333825640473	0	0.573183781940863	0.043885920791823	0	0	0.291716882136101	0	2.22044604925031e-16
S2451	S2451	0.0681569312314627	0	0	0	0.480980862004597	0.0357131061853005	0	0	0.41514910057864	0	0
S24517	S24517	0.0793058957742876	0	0	0	0.566407398832248	0.034287703653	0	0	0.319999001740464	0	1.11022302462516e-16
S24523	S24523	0.100241230072478	0	0	0	0.367400833537404	0.0405855763542687	0	0	0.49177236003585	0	0
S2453	S2453	0.0897478147413421	0	0	0	0.580826066249861	0.0193646834725679	0	0	0.310061435536229	0	4.44089209850063e-16
S24534	S24534	0.0509320155646166	0	0	0	0.64567069266547	0.0292572107175229	0	0	0.274140081052391	0	0
S24547	S24547	0.0464465709753478	0	0	0	0.38604975889702	0.0377785346877082	0	0	0.529725135439924	0	0
S24548	S24548	0.0964076756684245	0	0	0	0.346189727872024	0.0287849271513864	0	0	0.528617669308165	0	0
S2455	S2455	0.106145454556689	0	0	0	0.486365070899158	0.0501003311974178	0	0	0.357389143346735	0	4.44089209850063e-16
S24553	S24553	0.146002542416671	0.00615997873355866	0.0087627003434387	0	0.403334144051634	0.0639661095793502	0	0	0.371774524875347	0	1.11022302462516e-16
S24555	S24555	0.122348016271036	0	0	0	0.101071519392318	0.0347863218763903	0	0	0.741794142460255	0	0
S24556	S24556	0.0790935090548905	0	0	0	0.661925752820179	0.0240246093000649	0	0	0.234956128824865	0	5.55111512312578e-16
S24559	S24559	0.112453353272081	0	0	0	0.482739816175339	0.0356725755192178	0	0	0.369134255033363	0	0
S24564	S24564	0.124962401146224	0	0	0	0.344299563754109	0.0407302070563413	0	0	0.490007828043326	0	0
S24578	S24578	0.098311008423475	0	0	0	0.540367367635957	0.0325312260422154	0	0	0.328790397898353	0	3.33066907387547e-16
S24579	S24579	0.0917637856818596	0.0041714944193545	0.0176506957687958	0	0.535903746716701	0.0558630776822157	0	0	0.294647199731073	0	1.11022302462516e-16
S24600	S24600	0.148376932206775	0.00564314272251617	0.0197872603246174	0	0.516415026076685	0.0504021069299675	0	0	0.259375531739438	0	2.22044604925031e-16
S24601	S24601	0.0961217686686651	0	0	0	0.523928896614418	0.043923432916482	0	0	0.336025901800434	0	4.44089209850063e-16
S24607	S24607	0.0597518487177636	0	0	0	0.59548326124206	0.0512774017505759	0	0	0.293487488289601	0	0
S24609	S24609	0.090196858770369	0	0	0	0.489414858514615	0.0383226026739962	0	0	0.38206568004102	0	1.11022302462516e-16
S24610	S24610	0.0688430094455017	0	0	0	0.618942221604184	0.0281827083767941	0	0	0.28403206057352	0	2.22044604925031e-16
S24616	S24616	0.104100232858571	0	0	0	0.283747522488074	0.0437061091242395	0	0	0.568446135529115	0	1.11022302462516e-16
S24619	S24619	0.135708976011577	0	0	0	0.328326694895692	0.0834260530305896	0	0	0.452538276062141	0	3.33066907387547e-16
S24624	S24624	0.045231921562836	0	0	0	0.613183889914948	0.026195215376448	0	0	0.315388973145767	0	6.66133814775094e-16
S24627	S24627	0.119301834794523	0	0	0	0.167766728380188	0.0532539098356546	0	0	0.659677526989635	0	0
S2463	S2463	0.126540469615528	0	0	0	0.415815933384451	0.0304082324896842	0	0	0.427235364510336	0	3.33066907387547e-16
S24632	S24632	0.120532504209986	0.0110269402685315	0	0	0.489973007970221	0.0614153165544706	0	0	0.317052230996791	0	0
S24640	S24640	0.0701539912503932	0	0.0550417670758051	0	0.489995959915703	0.0406521620266772	0	0	0.344156119731421	0	9.99200722162641e-16
S24643	S24643	0.128849978987941	0	0	0	0.331536415349114	0.0637873383113138	0	0	0.475826267351631	0	6.66133814775094e-16
S24654	S24654	0.128135135265334	0	0	0	0.413690741042214	0.055899052634854	0	0	0.402275071057597	0	6.66133814775094e-16
S24655	S24655	0.148726395996707	0	0	0	0.31151413697292	0.0504715847442846	0	0	0.489287882286089	0	1.11022302462516e-16
S24666	S24666	0.0676668825233042	0	0	0	0.539987039187802	0.0425754392550658	0	0	0.349770639033828	0	0
S24667	S24667	0.151986009800791	0	0	0	0.392272045014509	0.0482946050580099	0	0	0.40744734012669	0	0
S2467	S2467	0.0969791893314525	0	0	0	0.463083975849467	0.0344977706882329	0	0	0.405439064130847	0	0
S24676	S24676	0.0952536796453293	0	0	0	0.503994353537951	0.0327035021792916	0	0	0.368048464637428	0	6.66133814775094e-16
S24686	S24686	0.105706212751881	0	0	0	0.345133269999713	0.050891766510279	0	0	0.498268750738127	0	5.55111512312578e-16
S24688	S24688	0.0974930345089928	0	0.0224179064872271	0	0.45605266640611	0.0627360634325446	0	0	0.361300329165125	0	6.66133814775094e-16
S24690	S24690	0.128630441067098	0.00275444218944913	0	0	0.363111004708202	0.0523130696219476	0	0	0.453191042413304	0	0
S24693	S24693	0.0449071994750061	0	0	0	0.615019483056421	0.0265607187299497	0	0	0.313512598738623	0	1.11022302462516e-16
S24698	S24698	0.0732865235611714	0	0	0	0.316611126753568	0.0460582678452854	0	0	0.564044081839975	0	2.22044604925031e-16
S24702	S24702	0.135523479271476	0.0126274362212064	0.0464311916990159	0	0.412465151761131	0.0715880993982374	0	0	0.321364641648933	0	3.33066907387547e-16
S2471	S2471	0.228500852247891	0	0	0	0.0673819405115847	0.0271832209707161	0	0	0.676933986269808	0	0
S2472	S2472	0.0748692418523325	0	0	0	0.445412622465411	0.0450853972749292	0	0	0.434632738407327	0	3.33066907387547e-16
S24725	S24725	0.110040271236987	0.00502429408601176	0.0156705574546483	0	0.488040958804339	0.0891647956704922	0	0.0117604834270777	0.280298639320444	0	3.33066907387547e-16
S24729	S24729	0.0721703028009048	0	0	0	0.502194487278646	0.0516668600839724	0	0	0.373968349836475	0	8.88178419700125e-16
S24730	S24730	0.0742146308320922	0	0	0	0.599612040663255	0.0275607747739714	0	0	0.298612553730681	0	4.44089209850063e-16
S24743	S24743	0.0780295879574263	0	0	0	0.350104760548798	0.0626355821235487	0	0	0.509230069370227	0	0
S24764	S24764	0.102981359953941	0	0	0	0.358840693239421	0.0358739555909171	0	0	0.502303991215721	0	0
S24765	S24765	0.0827769499215271	0	0.0229760891521347	0	0.533942947626815	0.0660445214946587	0	0	0.294259491804864	0	4.44089209850063e-16
S24778	S24778	0.0770462115784426	0	0	0	0.33693904503867	0.0459302300193298	0	0	0.540084513363557	0	0
S24784	S24784	0.115976583384022	0	0	0	0.21210975892168	0.0448335891843922	0	0	0.627080068509905	0	2.22044604925031e-16
S24787	S24787	0.0759053091705745	0	0	0	0.429814650197501	0.0211047519166945	0	0	0.47317528871523	0	5.55111512312578e-16
S24788	S24788	0.131440744977361	0	0	0	0.406040594062372	0.0811220164679486	0	0	0.381396644492318	0	2.22044604925031e-16
S2479	S2479	0.129658061743268	0	0	0	0.487141332792957	0.0446079571086098	0	0	0.338592648355165	0	0
S24790	S24790	0.109521223118126	0.00141210658386072	0.00540653305640166	0	0.489673350567676	0.0394373828153121	0	0	0.354549403858623	0	5.55111512312578e-16
S248	S248	0.0730655651511496	0	0	0	0.534296580990585	0.0589531673016878	0	0	0.333684686556578	0	2.22044604925031e-16
S24800	S24800	0.113570337511647	0	0.0176576588630725	0	0.495834350009865	0.0555679352925106	0	0	0.317369718322905	0	0
S2481	S2481	0.141990925897309	0.005562271483522	0.0237853268151297	0	0.491860970172451	0.0718414155736408	0	0	0.264959090057947	0	5.55111512312578e-16
S24810	S24810	0.0651006790256795	0	0.0131513330825255	0	0.484056734275577	0.0201875527659368	0	0	0.417503700850281	0	3.33066907387547e-16
S24816	S24816	0.103552415285014	0	0	0	0.398441570125796	0.0376593020895751	0	0	0.460346712499615	0	0
S2482	S2482	0.165388951274762	0.00481772331441066	0.0213426188745719	0	0.355259224486486	0.08665637172687	0	0.00645641058262542	0.360078699740273	0	4.44089209850063e-16
S24820	S24820	0.0925629443609712	0	0	0	0.347572080013889	0.0441856472626147	0	0	0.515679328362525	0	0
S24821	S24821	0.116425958393575	0.00255207906636911	0.00693642282616889	0	0.469191450948677	0.0452377424813486	0	0	0.359656346283861	0	9.99200722162641e-16
S24826	S24826	0.0982457513996398	0	0	0	0.507442395972002	0.0519806711330561	0	0	0.342331181495302	0	2.22044604925031e-16
S24830	S24830	0.125804008430192	0	0	0	0.2682618372318	0.0222559906108639	0	0	0.583678163727144	0	0
S24834	S24834	0.0585352626281116	0.0191966211513808	0	0	0.6281729677438	0.0114956716964514	0	0	0.282599476780256	0	0
S24838	S24838	0.0848033259339421	0	0	0	0.530568671620534	0.0420423780293125	0	0	0.342585624416212	0	0
S24842	S24842	0.162818188709313	0	0.0141233564170567	0	0.327342118612463	0.0657855484600241	0	0	0.429930787801143	0	4.44089209850063e-16
S24843	S24843	0.0633377250223866	0	0	0	0.2305091811588	0.0376899763160091	0	0	0.668463117502803	0	5.55111512312578e-16
S24844	S24844	0.075932649812658	0	0	0	0.386938947285575	0.0343151735721879	0	0	0.502813229329579	0	0
S24847	S24847	0.0895978714350869	0	0	0	0.62406580232144	0.030177064803631	0	0	0.256159261439842	0	0
S2485	S2485	0.0798031796132662	0	0.00840862915885117	0	0.330128715556982	0.0908403157935838	0	0	0.490819159877316	0	4.44089209850063e-16
S24850	S24850	0.0685492246865861	0	0	0	0.539602571819201	0.0166534040865702	0	0	0.375194799407643	0	0
S24852	S24852	0.110348192505877	0	0	0	0.342274491507193	0.0670844524467364	0	0	0.480292863540193	0	5.55111512312578e-16
S24857	S24857	0.0810958337992144	0	0	0	0.58787643787226	0.0488970032547048	0	0	0.282130725073821	0	0
S24860	S24860	0.114681930712029	0	0.0202336403346404	0	0.563127252343459	0.0362046434444376	0	0	0.265752533165434	0	1.11022302462516e-16
S24869	S24869	0.0938793538693756	0	0.0259986359876925	0	0.472584059720318	0.054927789884569	0	0	0.352610160538045	0	5.55111512312578e-16
S2487	S2487	0.0858258645335069	0	0	0	0.45461593557608	0.0254517096458359	0	0	0.434106490244577	0	0
S24871	S24871	0.0792690753830764	0	0	0	0.394577535742831	0.0381010470390095	0	0	0.488052341835083	0	0
S24879	S24879	0.0851796366675947	0	0	0	0.555686860298939	0.0316010458259753	0	0	0.32753245720749	0	4.44089209850063e-16
S24881	S24881	0.0871562455621158	0	0	0	0.457186483798455	0.0417073267727415	0	0	0.413949943866687	0	4.44089209850063e-16
S24882	S24882	0.0505198276058799	0	0	0	0.554802828984253	0.0346451465418049	0	0	0.360032196868063	0	0
S24889	S24889	0.116989611534042	0	0	0	0.241697125312753	0.0520753429063498	0	0	0.589237920246856	0	0
S24890	S24890	0.0228203658272673	0	0	0	0.850323359713822	0.00960687051902238	0	0	0.117249403939889	0	0
S24893	S24893	0.0735107022037477	0	0	0	0.616997778048883	0.041431522191043	0	0	0.268059997556326	0	2.22044604925031e-16
S24895	S24895	0.0852225826961191	0	0.00593169255945168	0	0.531610954075607	0.0454873927662996	0	0	0.331747377902523	0	0
S24896	S24896	0.099693982026913	0	0	0	0.190150970657472	0.0436322594317304	0	0	0.666522787883885	0	0
S24898	S24898	0.110117703726141	0	0	0	0.444298833389862	0.0362670271835992	0	0	0.409316435700398	0	0
S24899	S24899	0.0653894347712331	0	0.0235643257409985	0	0.348355965459389	0.0493536481712545	0	0	0.513336625857125	0	0
S2490	S2490	0.0898723648645122	0.000843607759122966	0.0345164290615738	0	0.550546435908544	0.0529408090116209	0	0	0.271280353394626	0	7.7715611723761e-16
S24902	S24902	0.114645990890231	0	0	0	0.566082349911214	0.0295281176523059	0	0	0.289743541546249	0	0
S24906	S24906	0.0679516023854472	0	0	0	0.610049046717344	0.0268260321935031	0	0	0.295173318703706	0	0
S24907	S24907	0.0779962160834004	0	0	0	0.591709388501875	0.0241269397881064	0	0	0.306167455626618	0	2.22044604925031e-16
S2491	S2491	0.0925108833730681	0	0	0	0.416840398460078	0.0219504219903197	0	0	0.468698296176534	0	2.22044604925031e-16
S24913	S24913	0.101941172965508	0	0	0	0.427003625532921	0.0582160846736064	0	0	0.412839116827965	0	0
S24915	S24915	0.0892854861253271	0	0	0	0.519711751534278	0.0298425906165916	0	0	0.361160171723802	0	5.55111512312578e-16
S24917	S24917	0.106400600915029	0	0	0	0.401026725763913	0.0417016242965567	0	0	0.450871049024501	0	0
S24918	S24918	0.135530122192368	0.00192273087555887	0.0149711636430306	0	0.540253356351895	0.0546824404798641	0	0	0.252640186457282	0	4.44089209850063e-16
S24926	S24926	0.122625986828306	0	0	0	0.282170919814156	0.0493344142739544	0	0	0.545868679083584	0	1.11022302462516e-16
S24928	S24928	0.07560164856822	0.00619498770958867	0	0	0.416198371598827	0.0432006925694146	0	0	0.45880429955395	0	0
S24933	S24933	0.0537739895521566	0	0.0133822129700895	0	0.602056289595144	0.0422535577979189	0	0	0.288533950084691	0	2.22044604925031e-16
S24935	S24935	0.0896120884870734	0.00350085898901275	0.0057526754083538	0	0.498977320048674	0.0509870136001154	0	0	0.351170043466771	0	3.33066907387547e-16
S24940	S24940	0.0697546741002883	0	0.00862794271091803	0	0.565917925660854	0.0446519811233663	0	0	0.311047476404573	0	0
S24941	S24941	0.0797452612492243	0	0	0	0.483115772219418	0.0383810585917083	0	0	0.398757907939649	0	0
S24950	S24950	0.148344213907933	0	0	0	0.271814745528907	0.0550016479788524	0	0	0.524839392584307	0	3.33066907387547e-16
S2496	S2496	0.0768042092294479	0	0	0	0.498695731022305	0.0405229742924979	0	0	0.383977085455749	0	2.22044604925031e-16
S24961	S24961	0.116225282244206	0.00610490096185499	0.00310863537393758	0	0.409066209018077	0.0723647701444398	0	0	0.393130202257485	0	2.22044604925031e-16
S2497	S2497	0.0943658663491779	0	0	0	0.489083841527125	0.022984495317745	0	0	0.393565796805952	0	0
S24970	S24970	0.151632837650933	0	0	0	0.441736276735029	0.0423595275903344	0	0	0.364271358023703	0	5.55111512312578e-16
S24971	S24971	0.120012831156407	0.00402528545605429	0.00414612724395384	0	0.361661629430449	0.0643906204244595	0	0	0.445763506288676	0	1.11022302462516e-16
S24975	S24975	0.039863944020121	0	0	0	0.713896215192268	0.0261898907849693	0	0	0.220049950002641	0	3.33066907387547e-16
S2498	S2498	0.139563954925067	0	0	0	0.556430364418405	0.0390720508723175	0	0	0.26493362978421	0	6.66133814775094e-16
S24991	S24991	0.0964122404453426	0	0	0	0.489482943297371	0.0339553602164828	0	0	0.380149456040803	0	0
S24993	S24993	0.0513032630823668	0	0	0	0.577480874451466	0.0292017075249054	0	0	0.342014154941262	0	0
S24999	S24999	0.0875754345634235	0	0	0	0.496650566872641	0.053246270778367	0	0	0.362527727785569	0	0
S2500	S2500	0.0782273603099203	0	0	0	0.537681417703917	0.0267373774647413	0	0	0.357353844521421	0	1.11022302462516e-16
S25002	S25002	0.0817141682296876	0	0	0	0.443236385471456	0.0541875265827036	0	0	0.420861919716153	0	0
S25007	S25007	0.0758867786278936	0	0	0	0.340572222987501	0.0110724090305209	0	0	0.572468589354085	0	0
S25008	S25008	0.113261479240976	0	0	0	0.315766968663305	0.0278126719327047	0	0	0.543158880163014	0	0
S25012	S25012	0.0884878997953989	0.000273099117188252	0.00815396200254305	0	0.494286396962653	0.0554190599496424	0	0	0.353379582172574	0	5.55111512312578e-16
S25020	S25020	0.122802947961215	0	0	0	0.333975531958511	0.0481554212973072	0	0	0.495066098782966	0	0
S25022	S25022	0.0954272149556224	0	0	0	0.524811895487972	0.0493342741616855	0	0	0.33042661539472	0	1.11022302462516e-16
S25024	S25024	0.0822579144238481	0	0.0157958915750297	0	0.470382999739028	0.0492873164809217	0	0	0.382275877781173	0	1.11022302462516e-16
S25031	S25031	0.094473305402485	0	0	0	0.480248153100507	0.0445245984830999	0	0	0.380753943013908	0	3.33066907387547e-16
S25033	S25033	0.202295096864409	0	0.0134069108540627	0	0.30449131754196	0.0579650711641953	0	0	0.421841603575373	0	2.22044604925031e-16
S25057	S25057	0.0935245134444119	0	0	0	0.386527618591409	0.046463516866934	0	0	0.473484351097245	0	0
S25059	S25059	0.104111257997452	0.000612360144565751	0	0	0.533558050064922	0.0406508824018365	0	0	0.321067449391224	0	0
S25062	S25062	0.0694292096019011	0	0	0	0.67565564182913	0.0150509320668295	0	0	0.23986421650214	0	0
S25066	S25066	0.0825384947530218	0	0	0	0.510265291447787	0.0470229029535545	0	0	0.360173310845637	0	2.22044604925031e-16
S25068	S25068	0.0575351184572843	0.0125140642045277	0	0	0.633976985293965	0.032562539840279	0	0	0.263411292203944	0	2.22044604925031e-16
S25074	S25074	0.0932557226225623	0	0	0	0.391834225688121	0.0424934464402307	0	0	0.472416605249086	0	1.11022302462516e-16
S25077	S25077	0.0685892966743402	0	0.0113931913030458	0	0.540065419964077	0.047715401274688	0	0	0.332236690783849	0	1.11022302462516e-16
S25080	S25080	0.0948487541985134	0	0	0	0.393160003935014	0.0307160178689105	0	0	0.481275223997562	0	0
S25087	S25087	0.106955503944232	0	0	0	0.438330257786068	0.0443026576309142	0	0	0.410411580638785	0	0
S25088	S25088	0.147125544252776	0	0.00398724263907753	0	0.585192626157699	0.0341442624575833	0	0	0.229550324492864	0	3.33066907387547e-16
S25091	S25091	0.164673020540585	0	0	0	0.244222365896213	0.0431802070790667	0	0	0.547924406484136	0	0
S25095	S25095	0.0380751020682189	0	0.0223336943235497	0	0.66994599800448	0.0321166886649517	0	0	0.2375285169388	0	2.22044604925031e-16
S2510	S2510	0.110063839674621	0	0	0	0.3480249824598	0.0430910447394466	0	0	0.498820133126132	0	2.22044604925031e-16
S25101	S25101	0.218999699684199	0	0	0	0.0756876996409104	0.0920683353924231	0	0	0.613244265282468	0	2.22044604925031e-16
S25104	S25104	0.100870421955063	0	0	0	0.330686258261181	0.0331330009426356	0	0	0.53531031884112	0	0
S25111	S25111	0.0704528636718029	0	0	0	0.509271292907865	0.0122870827069552	0	0	0.407988760713377	0	4.44089209850063e-16
S25112	S25112	0.0756052975686175	0	0	0	0.34211056111182	0.0394918273256469	0	0	0.542792313993915	0	0
S25139	S25139	0.0586609531181198	0	0	0	0.517716401487326	0.0260338242546989	0	0	0.397588821139855	0	7.7715611723761e-16
S2514	S2514	0.067884729298895	0	0.0291800272643589	0	0.702547479436121	0.0317515205364457	0	0	0.16863624346418	0	0
S25145	S25145	0.0819164030185807	0	0	0	0.479037612867583	0.0267970793532189	0	0	0.412248904760617	0	6.66133814775094e-16
S25153	S25153	0.103207278958572	0	0	0	0.273685327412276	0.0404500402098923	0	0	0.582657353419259	0	4.44089209850063e-16
S25162	S25162	0.0763361375307511	0	0.017404940210565	0	0.454131329356134	0.0689244914447621	0	0	0.383203101457788	0	0
S25167	S25167	0.0755598446296617	0.00747509773051493	0	0	0.533412590396914	0.0552576226008795	0	0	0.32829484464203	0	2.22044604925031e-16
S2517	S2517	0.0599481206868264	0	0	0	0.341179808674576	0.0389255708064311	0	0	0.559946499832166	0	2.22044604925031e-16
S25175	S25175	0.131694085943709	0	0	0	0.269747131803146	0.0452879879928764	0	0	0.553270794260268	0	1.11022302462516e-16
S25178	S25178	0.0883165453146575	0	0	0	0.419276341744469	0.0311828430889233	0	0	0.46122426985195	0	0
S25186	S25186	0.110071486098007	0	0	0	0.231406375274538	0.0751955035402908	0	0	0.583326635087164	0	0
S25192	S25192	0.168017292704107	0	0.00468566629289467	0	0.325803058432909	0.0550586895756798	0	0	0.446435292994408	0	6.66133814775094e-16
S2520	S2520	0.0931378215354295	0.00870884206001908	0.0118520109060474	0	0.430964007598196	0.0427780201702582	0	0	0.41255929773005	0	0
S25201	S25201	0.0919937582027786	0	0	0	0.391367021588416	0.040725888675289	0	0	0.475913331533516	0	6.66133814775094e-16
S25203	S25203	0.110864364231748	0	0	0	0.520971788655175	0.0549815686066612	0	0	0.313182278506415	0	4.44089209850063e-16
S25217	S25217	0.0558684624517657	0	0.0083362052551661	0	0.717755401259393	0.0344177599671102	0	0	0.183622171066565	0	0
S25220	S25220	0.119052488275464	0	0	0	0.43714015532977	0.10589173529143	0	0	0.337915621103337	0	3.33066907387547e-16
S25223	S25223	0.0918979887759393	0	0	0	0.347472605261211	0.0671936301537543	0	0	0.493435775809095	0	0
S25233	S25233	0.0851124314142286	0	0	0	0.41329614630521	0.0535219135516758	0	0	0.448069508728886	0	1.11022302462516e-16
S25236	S25236	0.0957055029704633	0	0	0	0.490813519094298	0.0663415631102476	0	0	0.347139414824991	0	4.44089209850063e-16
S25238	S25238	0.0851570248466904	0	0	0	0.464132786730838	0.0185239279027296	0	0	0.432186260519741	0	8.88178419700125e-16
S25242	S25242	0.125849999256664	0.000941432956561401	0.0178500647658882	0	0.415072928330341	0.0483059435489812	0	0	0.391979631141564	0	2.22044604925031e-16
S25247	S25247	0.161452436625411	0	0.0157096280295675	0	0.402706331467174	0.0628659734560561	0	0	0.357265630421791	0	2.22044604925031e-16
S2525	S2525	0.15505398094668	0.0103285964486484	0.00654203585637723	0	0.378827305003758	0.0619020801557484	0	0	0.387346001588788	0	2.22044604925031e-16
S25253	S25253	0.122408152370398	0	0	0	0.487176952109973	0.0296998369663054	0	0	0.360715058553324	0	0
S25254	S25254	0.0837143737930525	0	0	0	0.29065421461991	0.0413393789409798	0	0	0.584292032646058	0	0
S25256	S25256	0.169802682670445	0.00053008316477194	0.0240303922741034	0	0.188859957267443	0.0734150208285171	0	0	0.543361863794719	0	6.66133814775094e-16
S25258	S25258	0.0795452756341743	0	0	0	0.39108616607337	0.0452400809947225	0	0	0.484128477297733	0	0
S25267	S25267	0.179399152827795	0.0086059326850072	0.00342099008085831	0	0.34736629379064	0.0622860867255735	0	0	0.398921543890126	0	3.33066907387547e-16
