Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE
Mix_37	0	0	0.00154949832043265	0.0268641690548167	0	0	0.107144909380611	0	0.160752185044703	0	0	0.0517577114222339	0	0.00909822950481171	0	0.132673235976552	0	0.4382955403927	0.0718645209031386	0	0	9999	0.368617705178127	1.08075250190059
Mix_38	0	0	0.00246154999411631	0.0250655834787877	0	0	0.104786614608119	0	0.186180541926826	0	0	0.0549403176140566	0	0.012963440980879	0.00286752137029876	0.128101704854905	0	0.411829331883847	0.0708033932881642	0	0	9999	0.371028373743377	1.0770591073607
Mix_39	0.0438041218823547	0.00107670187366745	0.00377665382882091	0.0265866901217	0	0	0.103664486420709	0	0.194008042768818	0	0	0.0551096903221891	0	0.0165168227915812	0.00143717684977249	0.0871684327838089	0	0.388011402334663	0.078839778021915	0	0	9999	0.365570545245808	1.08042141444879
Mix_40	0.0148677850393163	0	0.00675151299320932	0.028231771845779	0	0	0.105505944340943	0	0.140543619701842	0	0	0.0498149280566629	0	0.00948367649109706	0	0.122101609760113	0	0.448391322230682	0.0743078295403555	0	0	9999	0.367198720734405	1.08187542048023
Mix_41	0.00523786016195121	0	0.00579331857395175	0.0251672879716266	0	0	0.106832593196925	0	0.165955764223486	0	0	0.0510104784349556	0	0.012947358694636	0.00183390520393396	0.136893634913819	0	0.412970244015341	0.075357554609374	0	0	9999	0.367586984439714	1.08029483768316
Mix_42	0.0351664920223038	0	0.00372026524123907	0.0300520234925576	0	0	0.105650869997724	0	0.15417285881723	0	0	0.0571580614527695	0	0.00680621302397682	0	0.0840323295482604	0	0.445565023184744	0.0776758632191944	0	0	9999	0.371128920968044	1.07895591146796
Mix_43	0.0290388579160451	0	0.00447112990206678	0.0295873032155798	0	0	0.104634539850432	0	0.167428712943218	0	0	0.0536839526601379	0	0.0117849795746988	0.00190372026343667	0.111288036431349	0	0.413066911890745	0.0731118553522915	0	0	9999	0.366351417030337	1.08098662606264
Mix_44	0	0	0.0011360065146735	0.0273605875332793	0	0	0.112934377786903	0	0.179233181060494	0	0	0.050776107326358	0	0.0144331104343701	0.00150840785269394	0.131733185739402	0	0.408760087358805	0.0721249483930211	0	0	9999	0.369115691204056	1.07841987452657
Mix_45	0	0.00298122659429888	0.000412543553991496	0.0259180338382519	0	0	0.104270539890081	0	0.174431079427275	0	0	0.0553023560581561	0	0.00930536571351346	0.000153454916498501	0.106835371213155	0	0.447383887088448	0.0730061417063313	0	0	9999	0.370606561929689	1.0791042071579
Mix_46	0.040447462493038	0	0.0105216743831598	0.0261869661055245	0	0	0.106532096130789	0	0.172342644239471	0	0	0.0549706919601528	0	0.00959515590648777	0	0.0748845227392604	0	0.428581307264105	0.0759374787780124	0	0	9999	0.369617200286876	1.07951093331074
Mix_47	0.00774296873755323	0.00303536717976788	0.0074973487127097	0.0224291883426293	0	0	0.106172268458011	0	0.185587127298468	0	0	0.0513441340672856	0	0.0153351176258281	0.000301380766006886	0.119071094482996	0	0.408621852747249	0.0728621515814948	0	0	9999	0.366547938404662	1.08055519547014
Mix_48	0.0229909167801783	0	0.00154116747201007	0.0241556699967081	0	0	0.103826666259802	0	0.164996395756512	0	0	0.0540123369547424	0	0.0104595437926102	0	0.117007678576606	0	0.424067569443548	0.0769420549672831	0	0	9999	0.370046325528002	1.07900199708591
Mix_49	0	0	0.0031655946811068	0.0268519546722763	0	0	0.11027629611846	0	0.13822299014121	0	0	0.0471679055890623	0	0.010159717620893	0	0.141648687313889	0	0.449763415027798	0.0727434388353044	0	0	9999	0.37017576109223	1.07949544016392
Mix_50	0	0	0	0.0247637816609117	0	0	0.104753625991311	0	0.182367614434516	0	0	0.0534045929535197	0	0.00779436530486865	0.00226135508682848	0.0968196754374423	0	0.44672190199098	0.0811130871396223	0	0	9999	0.372310847738265	1.07880791584224
Mix_51	0.0210978407920068	0	0.00062418076143658	0.024367066461826	0	0	0.105569046534274	0	0.17730378780452	0	0	0.0553905665119642	0	0.0110782252277439	0.00104129141249066	0.103400001857237	0	0.422053850702911	0.0780741419335896	0	0	9999	0.370343583363648	1.07861246429783
Mix_52	0	0.000281244098118465	0.00688600306699205	0.0270187910028999	0	0	0.104399285756065	0	0.155279393199855	0	0	0.0541600353539968	0	0.00693157423261464	0	0.122891566679493	0	0.452919975301917	0.0692321313080488	0	0	9999	0.371598757752371	1.07875910785294
Mix_53	0.018454908008096	0	0.00327573269312809	0.0271555008525064	0	0	0.104843103454938	0	0.180006879192663	0	0	0.0533520220644033	0	0.0139376198827893	0.00186505482132821	0.099545997450692	0	0.422932681487084	0.0746305000923719	0	0	9999	0.368467019901417	1.0790835463512
Mix_54	0	0	0.00254488313459819	0.0293636474749207	0	0	0.11645609801252	0	0.174176996945513	0	0	0.0465849279680448	0	0.0152658504073431	0.00765106068415202	0.134522053386936	0	0.397527782884099	0.0759066991018739	0	0	9999	0.364966589970737	1.08172073972456
Mix_55	0	0	0.00588046160636566	0.0274172112363874	0	0	0.109770798881457	0	0.147314618809418	0	0	0.0499667934875684	0	0.00868910341151949	0	0.132678132217262	0	0.447140942018247	0.0711419383317749	0	0	9999	0.369199854892563	1.08049694828224
Mix_56	0	0	0.00231605170454721	0.024744515755131	0	0	0.100312937130696	0	0.184837756363231	0	0	0.0513179983619479	0	0.0100797563737193	0.00330154818044421	0.103809478782074	0	0.443866713788582	0.0754132435596272	0	0	9999	0.370903192159439	1.07896860448087
Mix_57	0	0	0.00152298127978551	0.0270980192044884	0	0	0.108863569837213	0	0.159361260299433	0	0	0.0522059573356934	0	0.0118779737011812	0.00352471416176167	0.157022039666923	0	0.404991226251075	0.0735322582624469	0	0	9999	0.369826866676061	1.07832244624441
Mix_58	0.00254351724230248	0	0	0.0264180712272596	0	0	0.103336701276356	0	0.167347058754232	0	0	0.0579909808694127	0	0.00788696938043257	0	0.11764677891859	0	0.437781163700745	0.0790487586306692	0	0	9999	0.372714708026496	1.07768697997511
Mix_59	0	0	0.000219459698179114	0.0277157212744762	0	0	0.108510339572871	0	0.14934179987907	0	0	0.0485479803059282	0	0.0103239755567886	0.00143900044412703	0.144189020232085	0	0.437434247003513	0.0722784560329611	0	0	9999	0.368300181296424	1.08069328544052
Mix_60	0.0718738159474968	0	0.00577247640799185	0.0327963125202217	0	0	0.0975495562153067	0	0.124556505092311	0	0	0.0477900033254414	0	0.0054046313209631	0	0.06182020223902	0	0.477106600046794	0.0753298968844534	0	0	9999	0.369340173526825	1.0812373720114
Mix_61	0.0436294366695277	0	0.00175893388479749	0.025793826989101	0	0	0.105809713149815	0	0.161702800205838	0	0	0.0516501152017436	0	0.015164637676596	0.00138518415379521	0.107982688034599	0	0.41048218610535	0.0746404779288372	0	0	9999	0.366203963514189	1.08028870828814
Mix_62	0.067135897254751	0	0.0147621682479758	0.029963287053488	0	0	0.102379617447142	0	0.120992529117521	0	0	0.0475166432144438	0	0.0125068067661816	0	0.104388425775031	0	0.426759430197701	0.0735951949257649	0	0	9999	0.366752951886671	1.08046293043674
Mix_63	0	0	0.00137645352990303	0.0287769558438174	0	0	0.109950304576306	0	0.173525430516363	0	0	0.0494928861992662	0	0.0147165126040448	0.00618973185767777	0.135594428737757	0	0.406841714779678	0.0735355813551869	0	0	9999	0.367222242724246	1.07977702298634
