	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
A	0.039509814692409	0	0.138881622959505	0.492321866450392	0.302316853652305	0.0269698422453886
B	0.04033336352059	0	0.138869229788097	0.487355929811791	0.307500536063819	0.0259409408157029
C	0.054787890076446	0	0.160245101244236	0.482667694462376	0.302299314216941	0
D	0.05323636731898	0	0.16047595257637	0.484378522599873	0.301909157504776	0
E	0.0445525704637233	0	0.161277260148744	0.479894386285867	0.307914310600856	0.00636147250080975
F	0.0300696149803321	0	0.160036589492848	0.48914888588659	0.304177803995516	0.016567105644714
G	0.0250779652633669	0	0.124047293247726	0.501540911911514	0.309856721604346	0.0394771079730466
H	0.0217363011401354	0	0.116836576595599	0.500176900181124	0.315376237608487	0.0458739844746546
I	0.0228231583745449	0	0.115545440419531	0.506133297556001	0.308950722572025	0.0465473810778978
J	0.0557705937047992	0	0.159234805506339	0.483219130106449	0.301775470682412	0
K	0.0498036016348483	0	0.168640266487682	0.477732064491848	0.303824067385622	0
L	0.046962916781554	0	0.158341143365251	0.487668531481037	0.307027408372158	0
