naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
mix_1	0.0146	0	0	0	0.1354	0	0	0.1644	0.3833	0.0556	0.0168	0	0.0661	0	0.0733	0	0	0.0592	0.0313	0
mix_2	0.0228	0	0	0	0.151	0	0	0.1872	0.2189	0.0473	0.0146	0	0.1209	0	0.0831	0	0	0.051	0.1015	0.0017
mix_3	0.0037	0	0	0	0.1704	0	0	0.1724	0.0836	0.0958	0.0569	0	0.1561	0	0.0757	0	0	0.0907	0.0927	0.0019
mix_4	0	0	0	0	0.1395	0	0	0.4571	0.1817	0	0.0088	0	0.0341	0	0.0609	0.0588	0	0	0.0592	0
mix_5	0	0	0	0	0.1647	0	0	0.3091	0.1826	0.0146	0.0421	0	0.0939	0	0.0619	0.0096	0	0.0318	0.0896	0
mix_6	8e-04	0	0	0	0.1439	0	0	0.4029	0.2431	0	0.0087	0	0.0444	0	0.0629	0.0124	0	0	0.0808	0
mix_7	0	0	0	0	0.1792	0	0	0.2242	0.15	0.0421	0.0573	0	0.1394	0	0.0664	0	0	0.0428	0.0925	0.0063
mix_8	0.0188	0	0	0	0.1426	0	0	0.1729	0.2355	0.0497	0.033	0	0.1296	0	0.0849	0	0	0.0544	0.0717	0.0069
mix_9	0	0	0	0	0.1148	0	0	0.4306	0.2795	0	0	0	0	0	0.051	0.0746	0	0	0.0495	0
mix_10	0	0	0	0	0.1428	0	0	0.458	0.0602	0.0297	0.0314	0	0.0737	0	0.0528	0	0	0.0653	0.0861	0
mix_11	0.0135	0	0	0	0.1295	0	0	0.2363	0.3285	0.042	0	0	0.0409	0	0.0714	0	0	0.0736	0.0643	0
mix_12	0	0	0	0	0.1429	0	0	0.403	0.1676	0.0112	0.0361	0	0.0899	0	0.0551	0.0184	0	0.0254	0.0504	0
mix_13	0.0128	0	0	0	0.0954	0	0	0.5518	0.1351	0.0046	0.0052	0	0.0347	0	0.0659	0.0037	0	0.0327	0.0582	0
