Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
S15433	0.0956	0.247	0.0784	0.266	0.1732	0.1397
S1544	0.0556	0.1679	0.062	0.3518	0.2519	0.1109
S15446	0.0975	0.2293	0.0772	0.3083	0.1995	0.0882
S15452	0.0562	0.3402	0.0565	0.3267	0.1316	0.0887
S15455	0.0683	0.1994	0.1029	0.408	0.1239	0.0974
S15458	0.0924	0.2781	0.0734	0.2835	0.1724	0.1001
S1546	0.0537	0.1739	0.0722	0.4412	0.1548	0.1042
S15463	0.0437	0.2117	0.0465	0.3999	0.2102	0.088
S15470	0.075	0.2132	0.1045	0.3714	0.147	0.0887
S15479	0.0463	0.2358	0.0551	0.424	0.1595	0.0793
S15487	0.0924	0.2089	0.0711	0.3154	0.1851	0.127
S15490	0.0913	0.159	0.1152	0.2209	0.261	0.1525
S15496	0.0772	0.241	0.1076	0.1684	0.208	0.1977
S1550	0.0624	0.2148	0.0792	0.3361	0.2401	0.0674
S15503	0.0654	0.2258	0.0873	0.4035	0.1364	0.0816
S15513	0.0708	0.2367	0.0541	0.3867	0.216	0.0357
S15515	0.0763	0.2191	0.0671	0.3302	0.1653	0.142
S15525	0.1053	0.2039	0.0885	0.3444	0.1729	0.085
S15526	0.0616	0.2062	0.0862	0.2864	0.2442	0.1154
S15527	0.0523	0.2195	0.0758	0.4194	0.18	0.0529
S15528	0.067	0.1938	0.0911	0.3853	0.1276	0.1352
S15543	0.0735	0.1954	0.0974	0.3122	0.1893	0.1323
S15545	0.0424	0.2413	0.0498	0.4288	0.1624	0.0753
S15556	0.0684	0.1984	0.0682	0.3605	0.207	0.0974
S15558	0.0764	0.2273	0.0931	0.3508	0.2047	0.0477
S15570	0.0988	0.1943	0.0852	0.3152	0.215	0.0915
S15571	0.1112	0.2108	0.0698	0.273	0.2506	0.0845
S15574	0.0722	0.223	0.0874	0.2621	0.2645	0.0908
S15580	0.0572	0.2746	0.0594	0.2807	0.2332	0.0949
S15585	0.0516	0.1861	0.1066	0.3508	0.1617	0.1431
S15587	0.0631	0.2181	0.0676	0.3129	0.2493	0.0889
S15589	0.0516	0.1887	0.0766	0.3359	0.1941	0.1531
S15600	0.0869	0.2274	0.0816	0.3214	0.2254	0.0574
S15605	0.0659	0.2031	0.0752	0.3715	0.1986	0.0856
S1561	0.0799	0.1724	0.076	0.3866	0.2004	0.0847
S15618	0.0613	0.2185	0.0848	0.1994	0.3021	0.1338
S15621	0.0785	0.1815	0.0842	0.3348	0.1983	0.1227
S15628	0.0484	0.245	0.12	0.3313	0.1999	0.0555
S15629	0.0622	0.2789	0.0943	0.2772	0.1965	0.0909
S15631	0.0923	0.2282	0.0811	0.2976	0.2053	0.0954
S15634	0.0772	0.2232	0.0819	0.3214	0.2104	0.086
S1564	0.0449	0.356	0.1154	0.33	0.1065	0.0472
S15648	0.0503	0.2706	0.0938	0.3143	0.1781	0.093
S15659	0.059	0.2365	0.0968	0.2685	0.265	0.0742
S15677	0.0662	0.1334	0.0726	0.2806	0.3286	0.1186
S15683	0.067	0.2342	0.0769	0.3578	0.1756	0.0886
S15689	0.0676	0.197	0.0742	0.3766	0.2078	0.0768
S15690	0.0588	0.1469	0.0747	0.3948	0.2023	0.1226
S15692	0.0571	0.213	0.0668	0.4166	0.1793	0.0672
S15693	0.0545	0.1861	0.0718	0.4465	0.1695	0.0715
S15703	0.0557	0.2252	0.0718	0.3798	0.177	0.0904
S15705	0.1765	0.0897	0.0575	0.2485	0.279	0.1489
S1572	0.0582	0.2457	0.081	0.4472	0.1257	0.0421
S15722	0.1075	0.2489	0.0717	0.4055	0.1269	0.0394
S15730	0.1261	0.1345	0.0728	0.3323	0.1499	0.1844
S15732	0.08	0.277	0.0329	0.0841	0.3985	0.1275
S15738	0.0819	0.2259	0.0762	0.2944	0.2074	0.1142
S1574	0.0471	0.2692	0.0706	0.3069	0.1899	0.1163
S1576	0.0668	0.1951	0.1185	0.3799	0.1752	0.0644
S15768	0.0716	0.2213	0.0846	0.3144	0.2294	0.0786
S1577	0.0602	0.2349	0.0633	0.3146	0.2551	0.0718
S15770	0.0748	0.1938	0.1132	0.2734	0.1886	0.1562
S15778	0.0725	0.2873	0.0991	0.2416	0.1874	0.1121
S1578	0.083	0.1732	0.0647	0.3298	0.2149	0.1345
S15781	0.0674	0.1904	0.1024	0.2968	0.2577	0.0853
S15789	0.0749	0.1801	0.1048	0.2812	0.1726	0.1864
S15791	0.0654	0.1693	0.0676	0.4116	0.1909	0.0953
S15795	0.1084	0.1696	0.0883	0.1528	0.327	0.1539
S15802	0.0718	0.2441	0.0478	0.3098	0.2461	0.0804
S15816	0.0794	0.1908	0.1151	0.2481	0.2484	0.1182
S15819	0.0851	0.2381	0.1298	0.2957	0.1653	0.086
S15825	0.0577	0.1825	0.0801	0.3472	0.1828	0.1497
S15828	0.0951	0.2081	0.1005	0.327	0.182	0.0874
S15833	0.0537	0.2655	0.0904	0.3524	0.1474	0.0905
S15834	0.0943	0.1844	0.0902	0.3441	0.1714	0.1156
S15840	0.0931	0.2056	0.0697	0.305	0.2314	0.0952
S15844	0.0503	0.1689	0.0683	0.5173	0.1425	0.0527
S15851	0.0456	0.2142	0.1037	0.3636	0.1877	0.0853
S15862	0.1083	0.1932	0.0919	0.3774	0.1407	0.0886
S15863	0.1152	0.2229	0.1561	0.2175	0.2176	0.0707
S15878	0.0796	0.3316	0.0623	0.2197	0.2142	0.0926
S1588	0.0608	0.1978	0.066	0.3065	0.2832	0.0856
S15886	0.0548	0.2028	0.0614	0.3939	0.2152	0.0718
S15887	0.0772	0.2512	0.0611	0.3067	0.2187	0.0851
S15895	0.079	0.2575	0.0928	0.2834	0.1882	0.0992
S15898	0.0616	0.1717	0.0821	0.3676	0.1794	0.1377
S15903	0.0793	0.2042	0.0568	0.3429	0.1953	0.1215
S15908	0.0516	0.2087	0.0902	0.3462	0.1911	0.1121
S15910	0.0586	0.1962	0.1095	0.2758	0.16	0.2
S15925	0.0762	0.2382	0.0844	0.3545	0.1674	0.0792
S1593	0.0924	0.1704	0.0693	0.3252	0.2294	0.1133
S15931	0.0415	0.3504	0.0832	0.3688	0.1014	0.0547
S15941	0.0572	0.2604	0.0731	0.3447	0.1919	0.0727
S15946	0.086	0.1614	0.1017	0.3316	0.1985	0.1208
S15955	0.0801	0.2466	0.0819	0.3297	0.1791	0.0826
S15956	0.4942	0.0992	0.0547	0.0959	0.1328	0.1232
S15960	0.0402	0.2939	0.0681	0.3746	0.1613	0.0619
S15966	0.0718	0.2092	0.0729	0.3113	0.1988	0.136
S15973	0.0599	0.259	0.0572	0.3575	0.1725	0.094
S15974	0.0655	0.1984	0.0624	0.4072	0.1879	0.0786
S15976	0.0553	0.2451	0.1144	0.2947	0.1881	0.1023
S15978	0.0762	0.2404	0.0711	0.2866	0.2654	0.0602
S15979	0.093	0.1843	0.095	0.2675	0.2105	0.1498
S15981	0.0839	0.2583	0.0917	0.1651	0.2825	0.1186
S15984	0.0742	0.2264	0.0824	0.314	0.1963	0.1066
S15994	0.0364	0.205	0.0642	0.4153	0.1938	0.0853
S15996	0.0403	0.2106	0.1012	0.3816	0.1912	0.075
S15998	0.1106	0.2073	0.0948	0.133	0.4396	0.0147
S160	0.0386	0.1667	0.1194	0.2378	0.2426	0.1949
S1600	0.0888	0.1948	0.0779	0.3148	0.2397	0.084
S16012	0.0723	0.1642	0.2124	0.2274	0.1185	0.2051
S16013	0.0582	0.1742	0.0639	0.4179	0.1895	0.0962
S16022	0.0529	0.2164	0.0578	0.4322	0.144	0.0968
S16037	0.063	0.1992	0.0724	0.3555	0.2197	0.0902
S16038	0.0754	0.2251	0.1202	0.2809	0.185	0.1134
S16040	0.099	0.1716	0.068	0.3415	0.2187	0.1011
S16048	0.0633	0.1825	0.0967	0.3969	0.1716	0.089
S16054	0.0524	0.2124	0.1134	0.3965	0.1454	0.0798
S16056	0.0451	0.234	0.1075	0.3095	0.2124	0.0916
S16069	0.074	0.1958	0.056	0.2217	0.3201	0.1324
S1609	0.0744	0.2013	0.073	0.3307	0.203	0.1176
S16093	0.0949	0.2416	0.0715	0.3418	0.1865	0.0636
S16097	0.0607	0.2391	0.0828	0.3755	0.1654	0.0766
S16099	0.5255	0.0792	0.0388	0.0841	0.1403	0.1322
S16108	0.0458	0.2372	0.1229	0.3441	0.1447	0.1053
S16109	0.0843	0.1677	0.0746	0.1626	0.3659	0.1448
S1611	0.0404	0.3389	0.0824	0.2028	0.2847	0.0507
S16112	0.0755	0.18	0.0806	0.3737	0.1809	0.1093
S16116	0.0745	0.1898	0.0621	0.3645	0.242	0.0671
S16118	0.0529	0.314	0.0795	0.3366	0.1379	0.0791
S16122	0.0565	0.2935	0.0689	0.3838	0.1651	0.0323
S16126	0.0679	0.2438	0.0848	0.3556	0.1795	0.0684
S16130	0.0956	0.1744	0.0758	0.3867	0.1994	0.0681
S16138	0.086	0.17	0.0849	0.2818	0.2651	0.1122
S16146	0.052	0.2496	0.0476	0.4126	0.1836	0.0546
S16147	0.0468	0.2321	0.0754	0.397	0.2011	0.0476
S16151	0.0726	0.1974	0.0666	0.2198	0.3224	0.1211
S16154	0.0532	0.2532	0.0858	0.3711	0.1734	0.0634
S16155	0.0683	0.2191	0.0659	0.2981	0.2313	0.1174
S16160	0.0685	0.1915	0.1182	0.3225	0.2369	0.0624
S16163	0.051	0.2706	0.0732	0.325	0.1917	0.0885
S16167	0.099	0.185	0.112	0.2652	0.2034	0.1354
S16168	0.0738	0.2291	0.096	0.37	0.1344	0.0968
S16169	0.074	0.2538	0.1159	0.2364	0.1977	0.1222
S16170	0.1096	0.1631	0.067	0.2766	0.2668	0.1169
S16171	0.0622	0.1962	0.0988	0.2671	0.2396	0.1362
S16178	0.0313	0.1774	0.0975	0.4728	0.1398	0.0812
S16180	0.0538	0.1737	0.0784	0.46	0.1524	0.0817
S16187	0.0493	0.2569	0.06	0.4726	0.1208	0.0405
S16195	0.0494	0.2388	0.0646	0.3487	0.2333	0.0652
S16199	0.063	0.2322	0.0688	0.3051	0.2017	0.1292
S1620	0.0717	0.1572	0.0721	0.4403	0.2004	0.0583
S16203	0.0904	0.1784	0.0761	0.3233	0.2008	0.131
S16208	0.0793	0.2298	0.0863	0.3685	0.1552	0.0809
S16211	0.063	0.1672	0.0599	0.4748	0.1779	0.0572
S16213	0.0491	0.2464	0.11	0.2296	0.2518	0.1131
S16229	0.0781	0.1923	0.0649	0.4	0.1761	0.0887
S16232	0.0418	0.269	0.0703	0.2569	0.2694	0.0925
S16237	0.0521	0.2277	0.0717	0.4203	0.1367	0.0916
S16239	0.094	0.2636	0.071	0.2923	0.2101	0.0689
S16249	0.083	0.3056	0.0814	0.2727	0.1698	0.0874
S16253	0.0695	0.2086	0.0962	0.3212	0.1857	0.1188
S16255	0.0639	0.2286	0.0811	0.3043	0.2271	0.0949
S16257	0.1193	0.1931	0.1234	0.2804	0.2096	0.0742
S16272	0.0682	0.2217	0.0916	0.3708	0.1694	0.0784
S16274	0.0486	0.1657	0.0428	0.5141	0.1917	0.0371
S16275	0.0636	0.2033	0.0857	0.3873	0.1766	0.0834
S1628	0.0521	0.1788	0.0841	0.44	0.1624	0.0825
S16282	0.0553	0.2048	0.0654	0.2819	0.248	0.1445
S16288	0.077	0.2068	0.0728	0.3981	0.1457	0.0996
S16294	0.0546	0.2166	0.0917	0.2274	0.3027	0.1071
S16297	0.0516	0.2204	0.0572	0.4215	0.1538	0.0956
S16305	0.05	0.2499	0.0634	0.3937	0.1668	0.0762
S16306	0.0814	0.1785	0.0664	0.341	0.217	0.1156
S16308	0.0503	0.1439	0.0748	0.4738	0.2092	0.0481
S16311	0.0708	0.2315	0.0548	0.2721	0.2527	0.118
S16318	0.0627	0.1856	0.1033	0.371	0.2063	0.0712
S16322	0.0539	0.2404	0.0489	0.378	0.1752	0.1037
S16327	0.0735	0.3132	0.0729	0.3093	0.1709	0.0602
S16352	0.0726	0.1601	0.1139	0.403	0.1616	0.0888
S16354	0.069	0.1799	0.0757	0.4716	0.1389	0.0647
S16358	0.0691	0.2075	0.1307	0.2753	0.2182	0.0993
S1636	0.0657	0.181	0.1008	0.3179	0.2147	0.1199
S16367	0.0634	0.2055	0.0724	0.3201	0.2281	0.1104
S16368	0.0751	0.1944	0.0938	0.3583	0.1983	0.0801
S16372	0.0622	0.1741	0.0717	0.3273	0.2637	0.1009
S16373	0.0615	0.1732	0.0925	0.4401	0.1464	0.0863
S16379	0.0546	0.2473	0.0695	0.4124	0.1536	0.0627
S16386	0.0515	0.2552	0.0879	0.3353	0.1844	0.0857
S16389	0.0766	0.2101	0.0785	0.3708	0.2047	0.0594
S1639	0.0448	0.2043	0.121	0.1588	0.3875	0.0835
S16391	0.0592	0.2262	0.0747	0.2886	0.2622	0.0891
S16401	0.0758	0.193	0.1068	0.2493	0.244	0.1311
S16407	0.0924	0.185	0.1184	0.209	0.3068	0.0883
S16408	0.0598	0.1971	0.0944	0.3642	0.184	0.1005
S16412	0.0528	0.2068	0.0676	0.4431	0.139	0.0908
S16414	0.0736	0.183	0.0602	0.3369	0.2275	0.1188
S16419	0.0734	0.2038	0.0859	0.3367	0.2403	0.0598
S16420	0.0888	0.2788	0.0687	0.3199	0.1602	0.0836
S16422	0.0616	0.3303	0.074	0.2978	0.1723	0.064
S16423	0.1078	0.1775	0.095	0.296	0.2219	0.1017
S16428	0.0691	0.1862	0.0963	0.3625	0.2185	0.0674
S16439	0.0534	0.1604	0.0912	0.3824	0.2415	0.0712
S16441	0.0532	0.2674	0.0754	0.3186	0.2031	0.0823
S16450	0.0815	0.2442	0.0973	0.2208	0.2368	0.1195
S16455	0.0622	0.2255	0.0612	0.3445	0.1971	0.1095
S16460	0.0421	0.2233	0.0449	0.4216	0.1951	0.073
S16473	0.0528	0.2013	0.0795	0.4274	0.1653	0.0738
S16475	0.045	0.2465	0.1274	0.0956	0.3568	0.1287
S16476	0.0802	0.2421	0.1122	0.2751	0.1821	0.1084
S16478	0.0773	0.2512	0.0512	0.296	0.1918	0.1324
S16480	0.0578	0.1933	0.0704	0.4322	0.1658	0.0805
S16488	0.043	0.1819	0.0488	0.3073	0.2712	0.1478
S1649	0.0492	0.1867	0.0878	0.4906	0.1378	0.0478
S16498	0.0648	0.1549	0.0609	0.317	0.2888	0.1136
S16503	0.0814	0.1959	0.103	0.216	0.2478	0.1559
S16504	0.0749	0.2181	0.0914	0.2784	0.2086	0.1286
S16505	0.0607	0.2081	0.069	0.4592	0.1383	0.0647
S16506	0.0799	0.1812	0.1218	0.3377	0.2268	0.0526
S16515	0.0303	0.3553	0.0936	0.3537	0.1287	0.0384
S16518	0.0585	0.2314	0.0557	0.3833	0.1872	0.0839
S16526	0.0477	0.1856	0.1543	0.31	0.2028	0.0997
S16529	0.0735	0.2333	0.0512	0.2789	0.2721	0.0909
S1653	0.0576	0.2259	0.063	0.2983	0.2839	0.0712
S16532	0.0459	0.2242	0.2026	0.1649	0.2801	0.0823
S16535	0.0967	0.2236	0.0962	0.2855	0.2108	0.0873
S1655	0.505	0.1214	0.0708	0.1024	0.1408	0.0595
S16551	0.0601	0.2378	0.0718	0.319	0.2239	0.0874
S16561	0.0558	0.3157	0.0991	0.257	0.1906	0.0817
S16571	0.0643	0.181	0.0948	0.3667	0.1968	0.0963
S16575	0.0903	0.1478	0.1162	0.2249	0.2308	0.19
S16584	0.0632	0.1549	0.0728	0.4042	0.2111	0.0938
S1659	0.0593	0.1608	0.0596	0.3952	0.2136	0.1116
S16591	0.0918	0.1991	0.0873	0.2919	0.2404	0.0896
S166	0.0712	0.2365	0.0779	0.2569	0.2709	0.0866
S1660	0.0334	0.287	0.0912	0.2959	0.2038	0.0886
S16604	0.0784	0.2152	0.0947	0.3685	0.1618	0.0814
S16606	0.0642	0.2541	0.0714	0.3236	0.2241	0.0626
S16609	0.068	0.1664	0.1802	0.2945	0.1582	0.1326
S16612	0.0586	0.233	0.0725	0.341	0.188	0.1068
S16619	0.0827	0.2238	0.1013	0.3049	0.2359	0.0514
S16623	0.0488	0.2761	0.0704	0.2795	0.2675	0.0578
S16632	0.0841	0.1775	0.0684	0.3764	0.1908	0.1028
S16640	0.0552	0.1568	0.1486	0.2786	0.2045	0.1563
S16641	0.0832	0.2482	0.092	0.3315	0.1597	0.0853
S16644	0.0682	0.1932	0.0835	0.2927	0.2434	0.119
S16646	0.0882	0.211	0.0879	0.2598	0.2431	0.1099
S16649	0.0607	0.1655	0.0978	0.3275	0.2708	0.0777
S16652	0.0714	0.2247	0.07	0.3929	0.1528	0.0882
S16654	0.0692	0.1987	0.0803	0.337	0.2096	0.1052
S16655	0.0535	0.2188	0.0604	0.3328	0.2379	0.0967
S16656	0.0652	0.1647	0.0961	0.3344	0.2632	0.0764
S16669	0.0774	0.2534	0.0701	0.3928	0.1275	0.0788
S16671	0.0383	0.2473	0.1886	0.2651	0.1855	0.0753
S16675	0.0551	0.238	0.0602	0.3534	0.2294	0.0639
S16676	0.0925	0.1945	0.1028	0.3179	0.1858	0.1064
S16696	0.0743	0.2226	0.0969	0.2306	0.2564	0.1193
S16698	0.0668	0.2147	0.1101	0.2895	0.2422	0.0767
S1670	0.0746	0.194	0.0754	0.3594	0.197	0.0996
S16700	0.0562	0.2182	0.09	0.3923	0.1632	0.0801
S16706	0.0829	0.2283	0.0853	0.317	0.1891	0.0974
S1671	0.0488	0.2593	0.0659	0.3896	0.1732	0.0632
S16712	0.0675	0.3089	0.0633	0.3066	0.1931	0.0607
S16715	0.0598	0.177	0.1122	0.2813	0.2673	0.1025
S16717	0.127	0.1931	0.0764	0.2696	0.2376	0.0963
S16721	0.0864	0.1905	0.1056	0.3378	0.1903	0.0894
S16725	0.047	0.2303	0.0576	0.3562	0.2392	0.0697
S1673	0.0992	0.2005	0.1022	0.3012	0.207	0.0898
S16747	0.1156	0.1746	0.0638	0.1918	0.3155	0.1387
S1675	0.0848	0.1918	0.0795	0.261	0.2506	0.1322
S16757	0.0747	0.2385	0.059	0.3418	0.1882	0.098
S16758	0.0745	0.1937	0.0727	0.2746	0.2524	0.1322
S16762	0.0406	0.1968	0.0867	0.3074	0.3025	0.066
S16770	0.0555	0.1907	0.1205	0.2443	0.2784	0.1106
S16773	0.0603	0.2048	0.0814	0.4255	0.1279	0.1
S16775	0.0619	0.1773	0.0854	0.3395	0.2305	0.1054
S1678	0.0621	0.157	0.1075	0.2952	0.3065	0.0715
S16780	0.0749	0.1594	0.0573	0.362	0.2386	0.1079
S16785	0.0772	0.1327	0.0713	0.336	0.2213	0.1614
S16791	0.051	0.227	0.0701	0.3827	0.1842	0.0849
S16792	0.0959	0.1909	0.113	0.2142	0.3037	0.0822
S16797	0.0862	0.1931	0.0884	0.2685	0.2736	0.0901
S16799	0.078	0.2382	0.1042	0.335	0.198	0.0466
S1680	0.086	0.2212	0.0697	0.2312	0.2239	0.1681
S16801	0.0553	0.1618	0.099	0.2815	0.3215	0.081
S16806	0.0771	0.2266	0.0624	0.2759	0.2951	0.0629
S16811	0.0774	0.1945	0.0808	0.3199	0.2049	0.1225
S16815	0.0688	0.1922	0.0867	0.3569	0.2026	0.0928
S16816	0.108	0.2035	0.0971	0.2942	0.2088	0.0884
S16825	0.0522	0.214	0.0831	0.3546	0.216	0.08
S16827	0.1001	0.1733	0.0921	0.3056	0.2069	0.1221
S16829	0.0618	0.2	0.0473	0.364	0.2868	0.04
S16830	0.0712	0.1947	0.0924	0.3615	0.1476	0.1325
S16835	0.0713	0.251	0.0753	0.381	0.1584	0.063
S16841	0.052	0.2775	0.0503	0.22	0.3252	0.0751
S16843	0.0672	0.2471	0.0778	0.3975	0.1656	0.0449
S16853	0.0816	0.2007	0.0923	0.2906	0.2242	0.1106
S16859	0.0433	0.207	0.0878	0.4076	0.1597	0.0945
S16860	0.0787	0.1836	0.0805	0.2346	0.2962	0.1265
S16880	0.0659	0.2566	0.1147	0.2683	0.2208	0.0737
S16893	0.0514	0.1989	0.0651	0.4405	0.1476	0.0964
S16896	0.0603	0.3114	0.1134	0.218	0.1848	0.112
S16905	0.107	0.2498	0.1239	0.2532	0.1986	0.0675
S16909	0.065	0.1827	0.0766	0.2948	0.2561	0.1247
S16910	0.0886	0.261	0.097	0.2641	0.2306	0.0587
S16915	0.0635	0.2051	0.1295	0.2878	0.1846	0.1295
S16928	0.0713	0.2448	0.0852	0.2715	0.2176	0.1096
S16929	0.0786	0.1844	0.0876	0.3185	0.1846	0.1463
S16932	0.0448	0.1959	0.068	0.3965	0.1931	0.1017
S16933	0.0528	0.2807	0.0902	0.303	0.1695	0.1038
S16939	0.0543	0.1838	0.1045	0.2408	0.2841	0.1325
S16947	0.0758	0.2566	0.1183	0.3425	0.1226	0.0842
S16949	0.0681	0.1519	0.069	0.4205	0.2139	0.0766
S16951	0.079	0.2473	0.0657	0.2566	0.2434	0.108
S16961	0.0657	0.2279	0.1469	0.2761	0.1917	0.0916
S16963	0.0898	0.1711	0.0612	0.3168	0.2825	0.0787
S1697	0.0657	0.1564	0.0636	0.4149	0.1771	0.1224
S16976	0.0713	0.1853	0.1002	0.4063	0.1538	0.0832
S16977	0.0719	0.2044	0.0897	0.3862	0.1568	0.091
S16992	0.1114	0.2912	0.0872	0.2071	0.212	0.0911
S16994	0.0637	0.2095	0.0725	0.3594	0.2043	0.0905
S16995	0.0959	0.2258	0.0844	0.238	0.2436	0.1122
S17000	0.0774	0.1872	0.0798	0.3741	0.1922	0.0893
S17002	0.0729	0.2195	0.108	0.3242	0.1306	0.1449
S17012	0.0647	0.3603	0.0741	0.2736	0.1634	0.0639
S17015	0.0963	0.1679	0.1084	0.2882	0.2259	0.1132
S1702	0.0812	0.1686	0.0632	0.2253	0.3833	0.0784
S17021	0.0945	0.1906	0.1066	0.3057	0.2096	0.093
S17025	0.0556	0.2675	0.0552	0.287	0.2336	0.1012
S17027	0.0528	0.2311	0.0706	0.3026	0.264	0.0789
S17030	0.0894	0.2196	0.063	0.3554	0.1978	0.0747
S17037	0.0526	0.2568	0.0764	0.3224	0.1716	0.1202
S17040	0.0703	0.2003	0.0606	0.4351	0.1448	0.0889
S17046	0.0448	0.1357	0.0642	0.4739	0.203	0.0784
S17047	0.0881	0.2284	0.1087	0.1857	0.2214	0.1677
S17055	0.0733	0.2523	0.0912	0.3135	0.2211	0.0487
S17056	0.0498	0.4512	0.0545	0.1406	0.2181	0.0858
S17057	0.0671	0.214	0.0737	0.3482	0.2075	0.0895
S1706	0.0614	0.1825	0.1085	0.2822	0.2615	0.1039
S17068	0.0539	0.1745	0.1128	0.1974	0.3808	0.0805
S17070	0.0693	0.2466	0.0987	0.2453	0.1834	0.1566
S17077	0.0711	0.2296	0.0826	0.3835	0.1373	0.0959
S17078	0.0556	0.2111	0.0576	0.5208	0.1242	0.0307
S17079	0.0668	0.196	0.0539	0.3309	0.2571	0.0952
S17080	0.0449	0.2163	0.1084	0.3893	0.1519	0.0893
S17091	0.1002	0.2001	0.1049	0.3164	0.1699	0.1084
S17095	0.061	0.1929	0.0884	0.4246	0.1509	0.0823
S17097	0.0442	0.1854	0.1582	0.249	0.2809	0.0824
S17099	0.0483	0.3346	0.0912	0.1549	0.2747	0.0964
S17102	0.0477	0.2618	0.0698	0.3472	0.2081	0.0655
S17110	0.0536	0.2617	0.1178	0.3006	0.2282	0.0381
S17114	0.0879	0.2749	0.0984	0.2614	0.2008	0.0766
S17117	0.052	0.1975	0.0475	0.3859	0.232	0.0853
S17131	0.159	0.1927	0.1057	0.2482	0.2167	0.0776
S17132	0.0669	0.1597	0.0469	0.3355	0.2669	0.1241
S17133	0.0688	0.2072	0.0623	0.4059	0.1721	0.0838
S17134	0.054	0.262	0.0525	0.3735	0.1848	0.0734
S17142	0.0528	0.2269	0.1034	0.3901	0.1832	0.0436
S17148	0.0552	0.1778	0.082	0.3426	0.2654	0.0769
S17150	0.068	0.2646	0.0627	0.2731	0.1948	0.1368
S17151	0.1112	0.2273	0.1877	0.1987	0.182	0.0932
S17180	0.0772	0.2638	0.0787	0.2417	0.2266	0.112
S17187	0.0558	0.2944	0.0588	0.4268	0.1145	0.0497
S17197	0.0687	0.1963	0.0902	0.2778	0.2799	0.0872
S17198	0.0518	0.1945	0.1109	0.4199	0.1404	0.0825
S17205	0.0525	0.196	0.0546	0.4795	0.1565	0.0609
S1721	0.0729	0.2031	0.0548	0.3454	0.1793	0.1445
S17210	0.0461	0.2411	0.0642	0.3484	0.21	0.0901
S17211	0.0471	0.1664	0.0808	0.4012	0.1852	0.1192
S17212	0.0645	0.3005	0.0755	0.3181	0.1598	0.0816
S17219	0.0763	0.2454	0.1132	0.2802	0.2068	0.0781
S17223	0.1089	0.199	0.0866	0.2909	0.2167	0.0979
S17229	0.1294	0.1921	0.0974	0.2077	0.2477	0.1257
S17230	0.0721	0.1459	0.0817	0.4484	0.171	0.0809
S17233	0.059	0.1658	0.0984	0.3574	0.2222	0.0973
S17240	0.0792	0.1872	0.0884	0.3861	0.2056	0.0535
S1725	0.0544	0.1917	0.0475	0.4099	0.1955	0.101
S17251	0.0701	0.235	0.0749	0.3245	0.2162	0.0794
S17252	0.0865	0.1952	0.1034	0.3166	0.1967	0.1015
S17254	0.0366	0.2997	0.1499	0.3394	0.1023	0.0721
S17256	0.0659	0.1877	0.0777	0.3737	0.1962	0.0988
S17259	0.0714	0.2446	0.0994	0.3149	0.1854	0.0844
S1726	0.0857	0.1703	0.1251	0.2756	0.227	0.1164
S17275	0.0842	0.172	0.0589	0.3672	0.2031	0.1146
S17281	0.0617	0.262	0.097	0.2996	0.1623	0.1173
S17283	0.0533	0.2814	0.0804	0.3434	0.1699	0.0716
S17284	0.0698	0.2468	0.0805	0.2706	0.2185	0.1138
S17290	0.0687	0.1676	0.0917	0.3217	0.2341	0.1162
S17291	0.0632	0.2294	0.1342	0.275	0.2287	0.0696
S17295	0.0842	0.2264	0.0738	0.1907	0.3165	0.1085
S17301	0.1156	0.2955	0.0617	0.2198	0.2326	0.0748
S1731	0.0827	0.2198	0.0867	0.3194	0.2156	0.0758
S17311	0.11	0.1965	0.0785	0.3259	0.2255	0.0637
S17316	0.071	0.1762	0.1136	0.3408	0.2257	0.0727
S17320	0.0608	0.264	0.1044	0.2359	0.2722	0.0628
S17322	0.061	0.2492	0.1329	0.3297	0.1718	0.0554
S17323	0.6648	0.0557	0.0182	0.0773	0.0803	0.1037
S17332	0.0504	0.2185	0.07	0.4269	0.1885	0.0458
S17333	0.0693	0.268	0.085	0.3786	0.1259	0.0732
S17334	0.074	0.2077	0.13	0.2434	0.2161	0.1288
S17346	0.0646	0.1693	0.0844	0.3657	0.1869	0.1292
S17351	0.0891	0.2118	0.0888	0.2814	0.2498	0.0792
S17353	0.0752	0.2148	0.0952	0.2396	0.2639	0.1113
S17362	0.0863	0.2439	0.0872	0.3256	0.1735	0.0834
S17365	0.0606	0.1593	0.0591	0.4843	0.18	0.0567
S17367	0.0494	0.2527	0.0757	0.368	0.1563	0.0978
S17369	0.0523	0.2722	0.0624	0.3623	0.1724	0.0784
S17370	0.0684	0.2143	0.106	0.3361	0.182	0.0933
S17373	0.1056	0.1537	0.1293	0.3232	0.1826	0.1056
S17378	0.1082	0.1463	0.0707	0.4165	0.161	0.0973
S1738	0.1009	0.2199	0.1084	0.279	0.2047	0.0871
S17381	0.061	0.1879	0.0664	0.2797	0.3238	0.0812
S17393	0.0892	0.19	0.1042	0.2564	0.2017	0.1585
S17396	0.079	0.2042	0.0782	0.337	0.2241	0.0775
S17411	0.0632	0.223	0.0577	0.385	0.2102	0.061
S17412	0.0543	0.236	0.061	0.2035	0.4018	0.0434
S17413	0.0746	0.2265	0.0608	0.2416	0.3054	0.0911
S17415	0.0854	0.2181	0.0544	0.3012	0.1807	0.1602
