Mixture	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0	0	0	0.125718691290292	0.0166795205153148	0.0978347187340731	0	0.00051235915290183	0.00623145827596525	0.0631316697095844	0	0	0.00843918568847909	0.038438943299464	0.0428115775932294	0.0024151771508642	0.0261960150698708	0.140202216895981	0	0	0.0313091615144013	0	0	0	0	0	0.0465249827824077	0	0.0734112247381418	0	0.017021194821629	0.0513919581939563	0.563189400420339	0.229226067714419	9999	0.16888540242342	1.00537923049819	1.58068552356132
mix_2	0	0	0	0.0925316457652635	0	0.101319211787922	0	0.00448457328927113	0.00501267106705533	0.0646717203052714	0	0	0.00954335558915543	0.0346219574294744	0.0535655765724125	0.005070285232854	0.0248434239750695	0.116409412039946	0	0	0.0376824893116489	0	0	0	0	0	0.0442169124927403	0	0.0802025698273955	0	0.0129259808067373	0.0673945334869031	0.614658316625244	0.213775641403307	9999	0.167156442935723	1.00919618209968	1.58293027700767
mix_3	0	0	0	0.206169097621738	0	0.0616541776218275	0	0.0111455917108773	0	0.0673799354051726	0	0	0.00911210738137421	0.029897040721458	0.0700203531121019	0.0202576240926201	0.038349488408087	0.159323341019454	0	0	0.0328542897924432	0	0	0	0	0	0.0544701524933985	0	0.0768697872829143	0	0.0105548729928572	0.0464814004138089	0.601545687454619	0.0854213576748133	9999	0.182128953078876	1.00103626235599	1.58150630519956
mix_4	0	0	0	0.0489985625794046	0.000499489281383047	0.0926955356793014	0	0	0.00211015706181133	0.0695715628110386	0	0	0.00887287979849731	0.0464467380895285	0.0463037347762133	0.0110032976156428	0.0255674834269373	0.105540675894993	0	0.00276790405528948	0.0352202804703065	0	0	0	0	0	0.0463753493461495	0	0.0747403031137895	0	0.000706683457895347	0.0621433829757333	0.65508213190478	0.228206486384375	9999	0.166754762930648	1.0078246409175	1.56285263872307
mix_5	0	0	0	0.0942950086441653	0	0.0878243566495073	0	0.00201145235482056	0	0.0717129211232943	0	0	0.0084924229488083	0.0431676404273552	0.0530602622311372	0.0124007811085686	0.0252851178849865	0.135270598229987	0	0	0.0374216363000358	0	0	0	0	0	0.0489240711577258	0	0.0767480552274975	0	0.00558966242836957	0.0561355984882095	0.60737464338698	0.203403930441322	9999	0.172056177633836	1.00624500731246	1.56911815903277
mix_6	0	0	0	0.0372852934709346	0	0.0973577669682176	0	0	0.00545803726876079	0.0679935703475881	0	0	0.00850992662648792	0.0379662792173726	0.0516822984527711	0.00795463115314066	0.026923765629822	0.110861982652744	0	0	0.0341146530734984	0	0	0	0	0	0.0478896363895686	0	0.0786951178748916	0	0.00703391581896113	0.0676280051126925	0.634375731338272	0.244708272756785	9999	0.165941475313801	1.00936488520671	1.56643888415251
mix_7	0	0	0	0.120017607694671	0	0.0842157047941498	0	0.00592230300795142	0	0.0654006110111059	0	0	0.00914569337501378	0.0329492569258648	0.0571355327278529	0.014019918975256	0.0269570422972687	0.134274890304025	0	0	0.034528011484008	0	0	0	0	0	0.0521697373948517	0	0.0780888106284334	0	0.0129413705878513	0.0579176570113536	0.617848573955466	0.167511203176136	9999	0.17486462045623	1.00505506320553	1.57104392535126
mix_8	0	0	0	0.0804996080427701	0	0.0945335386564783	0	0.00446128379953715	0.00337600862199653	0.0740121817032245	0	0	0.0106836853176212	0.0412084633363115	0.0559639950836873	0.010443023852737	0.0268298754500688	0.124716054529997	0	0	0.0408326611366627	0	0	0	0	0	0.0449697287809182	0	0.0769450084992639	0	0.00187626287572084	0.062924540496042	0.595876911875703	0.21894334318291	9999	0.170505653675497	1.00861838688584	1.56909617524165
mix_9	0	0	0	0.0504100205802428	0.0206675763507244	0.10464494081824	0	0	0.0158208678874057	0.0552520640119648	0	0	0.00759932384543413	0.0293501291171919	0.0420088947121771	0	0.0205247044125754	0.0916610119763513	0	0.00319936058526155	0.0363851776169323	0	0	0	0	0	0.0347894449578283	0	0.0759758653694243	0	0.00534000469973913	0.0665524148701494	0.661139560226195	0.246463578078663	9999	0.162664675510719	1.00663743471479	1.5677849401165
mix_10	0	0	0	0.152873450504201	0	0.079928412364736	0	0.00491402913493371	0.00241449681202961	0.065748676354409	0	0	0.00681924657176017	0.0450698954538217	0.0436918966143086	0.00475997996080758	0.0260124568816639	0.140149455010608	0	0	0.0327813813925315	0	0	0	0	0	0.0511573292058811	0	0.0691415235032995	0	0.00759961540882576	0.0491672798840403	0.665831210855597	0.135934905017609	9999	0.174235217666077	1.00144956188829	1.58399524093106
mix_11	0	0	0	0.139862521141372	0.0213334192921088	0.113119036831878	0	0.00552287263514991	0.0233257199122658	0.0349594128804366	0	0	0.00791992093206025	0.0343874348935239	0.0284225265217841	0	0.0226593788681094	0.11954191423586	0	0	0.0288804290297035	0	0.0139859870254391	0	0	0	0.0468446425018188	0	0.0712360399236918	0	0.0237995038946677	0.0558091484083104	0.584225785599393	0.225457357512271	9999	0.160541376817723	1.00884988974557	1.60129305203984
